Class;8.963;8.968;8.973;8.978;8.983;8.988;8.993;8.998;9.003;9.008;9.013;9.018;9.023;9.028;9.033;9.038;9.043;9.048;9.053;9.058;9.063;9.068;9.073;9.078;9.083;9.088;9.093;9.098;9.103;9.108;9.113;9.118;9.123;9.128;9.133;9.138;9.143;9.148;9.153;9.158;9.163;9.168;9.173;9.178;9.183;9.188;9.193;9.198;9.203;9.208;9.214;9.219;9.224;9.229;9.234;9.239;9.244;9.249;9.254;9.259;9.264;9.269;9.274;9.279;9.284;9.289;9.294;9.299;9.304;9.309;9.314;9.319;9.324;9.329;9.334;9.339;9.344;9.349;9.354;9.359;9.364;9.369;9.374;9.379;9.384;9.389;9.394;9.399;9.404;9.409;9.414
A;54.0;54.0;49.0;56.0;53.0;53.0;65.0;54.0;61.0;59.0;59.0;60.0;84.0;82.0;77.0;75.0;91.0;101.0;92.0;112.0;130.0;137.0;134.0;169.0;206.0;217.0;229.0;260.0;271.0;307.0;342.0;382.0;465.0;456.0;496.0;529.0;568.0;677.0;718.0;776.0;844.0;884.0;904.0;967.0;1015.0;1085.0;1129.0;1131.0;1219.0;1217.0;1259.0;1336.0;1287.0;1272.0;1346.0;1303.0;1345.0;1383.0;1260.0;1296.0;1254.0;1260.0;1166.0;1179.0;1140.0;1074.0;1008.0;948.0;926.0;872.0;806.0;755.0;746.0;679.0;589.0;539.0;536.0;480.0;470.0;386.0;358.0;317.0;285.0;297.0;245.0;250.0;241.0;215.0;199.0;190.0;180.0
A;91.0;78.0;81.0;88.0;85.0;56.0;82.0;87.0;78.0;67.0;80.0;80.0;78.0;78.0;91.0;106.0;111.0;114.0;127.0;133.0;166.0;188.0;180.0;197.0;255.0;255.0;291.0;334.0;376.0;426.0;447.0;448.0;564.0;566.0;622.0;679.0;765.0;771.0;833.0;886.0;985.0;954.0;1037.0;1073.0;1132.0;1178.0;1196.0;1262.0;1321.0;1237.0;1286.0;1263.0;1285.0;1306.0;1360.0;1324.0;1295.0;1281.0;1201.0;1092.0;1190.0;1093.0;1093.0;1001.0;967.0;938.0;851.0;765.0;718.0;679.0;652.0;645.0;528.0;481.0;487.0;441.0;360.0;358.0;280.0;276.0;245.0;213.0;205.0;170.0;172.0;134.0;139.0;128.0;117.0;93.0;80.0
A;43.0;45.0;59.0;56.0;55.0;49.0;68.0;68.0;62.0;67.0;81.0;82.0;83.0;104.0;121.0;146.0;129.0;170.0;192.0;216.0;227.0;245.0;303.0;307.0;366.0;427.0;453.0;496.0;586.0;637.0;727.0;798.0;828.0;936.0;1046.0;1063.0;1123.0;1183.0;1290.0;1385.0;1468.0;1508.0;1687.0;1694.0;1696.0;1829.0;1845.0;1918.0;1931.0;1979.0;1909.0;2025.0;2014.0;1939.0;2004.0;1945.0;1930.0;1885.0;1824.0;1845.0;1672.0;1642.0;1500.0;1544.0;1385.0;1318.0;1348.0;1197.0;1123.0;917.0;913.0;863.0;765.0;736.0;607.0;604.0;554.0;467.0;409.0;366.0;326.0;310.0;271.0;232.0;217.0;192.0;161.0;144.0;122.0;119.0;90.0
A;36.0;27.0;41.0;39.0;49.0;47.0;39.0;49.0;54.0;50.0;56.0;63.0;50.0;55.0;83.0;77.0;80.0;81.0;98.0;113.0;147.0;170.0;183.0;192.0;225.0;257.0;239.0;300.0;323.0;356.0;385.0;402.0;503.0;541.0;570.0;606.0;653.0;677.0;743.0;820.0;865.0;912.0;954.0;1010.0;1044.0;1050.0;1132.0;1117.0;1164.0;1140.0;1231.0;1184.0;1238.0;1222.0;1171.0;1179.0;1092.0;1181.0;1146.0;1117.0;1064.0;1066.0;1013.0;912.0;836.0;844.0;796.0;775.0;661.0;601.0;602.0;551.0;504.0;431.0;393.0;383.0;322.0;306.0;262.0;257.0;207.0;209.0;165.0;164.0;163.0;115.0;107.0;109.0;89.0;79.0;75.0
A;37.0;39.0;41.0;34.0;41.0;44.0;48.0;52.0;45.0;59.0;46.0;56.0;75.0;70.0;58.0;64.0;77.0;95.0;108.0;114.0;120.0;127.0;151.0;176.0;170.0;209.0;250.0;214.0;289.0;320.0;343.0;344.0;425.0;392.0;470.0;494.0;535.0;536.0;603.0;650.0;671.0;701.0;709.0;809.0;794.0;799.0;855.0;889.0;867.0;823.0;844.0;881.0;932.0;853.0;837.0;868.0;806.0;885.0;803.0;812.0;720.0;714.0;652.0;655.0;602.0;567.0;518.0;512.0;495.0;408.0;409.0;358.0;332.0;343.0;247.0;252.0;216.0;208.0;183.0;167.0;143.0;141.0;139.0;115.0;107.0;97.0;81.0;69.0;76.0;58.0;52.0
A;30.0;39.0;30.0;26.0;40.0;31.0;31.0;41.0;36.0;41.0;31.0;41.0;35.0;50.0;52.0;56.0;50.0;59.0;68.0;70.0;84.0;81.0;102.0;102.0;123.0;131.0;157.0;183.0;196.0;214.0;212.0;264.0;274.0;291.0;345.0;387.0;376.0;426.0;502.0;515.0;544.0;581.0;546.0;629.0;605.0;665.0;718.0;758.0;734.0;800.0;799.0;849.0;894.0;821.0;855.0;873.0;830.0;814.0;797.0;792.0;765.0;778.0;802.0;714.0;689.0;657.0;659.0;581.0;572.0;569.0;472.0;479.0;427.0;400.0;360.0;323.0;312.0;316.0;250.0;219.0;214.0;206.0;196.0;168.0;151.0;124.0;116.0;84.0;109.0;77.0;85.0
A;169.0;166.0;151.0;148.0;147.0;145.0;120.0;120.0;124.0;115.0;89.0;90.0;120.0;107.0;106.0;97.0;97.0;89.0;91.0;114.0;126.0;134.0;153.0;137.0;156.0;168.0;172.0;193.0;244.0;233.0;270.0;303.0;318.0;328.0;358.0;401.0;433.0;469.0;491.0;523.0;561.0;538.0;611.0;628.0;668.0;723.0;705.0;749.0;691.0;706.0;683.0;749.0;788.0;770.0;745.0;682.0;740.0;723.0;698.0;709.0;628.0;604.0;626.0;566.0;549.0;562.0;496.0;501.0;393.0;407.0;368.0;371.0;326.0;297.0;286.0;277.0;249.0;217.0;195.0;174.0;154.0;155.0;159.0;123.0;129.0;128.0;117.0;141.0;112.0;104.0;124.0
A;66.0;75.0;64.0;67.0;65.0;65.0;68.0;73.0;71.0;84.0;62.0;84.0;88.0;101.0;95.0;103.0;103.0;105.0;109.0;135.0;108.0;128.0;156.0;181.0;209.0;211.0;245.0;249.0;292.0;316.0;310.0;344.0;387.0;466.0;454.0;490.0;541.0;572.0;569.0;617.0;667.0;740.0;768.0;776.0;790.0;871.0;897.0;875.0;913.0;918.0;942.0;953.0;939.0;931.0;898.0;940.0;905.0;888.0;869.0;865.0;854.0;840.0;797.0;750.0;754.0;692.0;627.0;613.0;542.0;573.0;522.0;447.0;427.0;394.0;346.0;334.0;316.0;276.0;269.0;264.0;250.0;192.0;207.0;173.0;142.0;137.0;122.0;103.0;118.0;108.0;83.0
A;41.0;39.0;53.0;40.0;44.0;65.0;71.0;68.0;56.0;72.0;71.0;81.0;73.0;78.0;102.0;104.0;150.0;140.0;162.0;190.0;206.0;232.0;243.0;298.0;319.0;411.0;411.0;467.0;570.0;652.0;638.0;723.0;829.0;890.0;985.0;1065.0;1103.0;1269.0;1369.0;1428.0;1546.0;1694.0;1727.0;1828.0;1963.0;1931.0;2117.0;2113.0;2178.0;2242.0;2305.0;2287.0;2391.0;2313.0;2381.0;2427.0;2325.0;2260.0;2307.0;2230.0;2263.0;2141.0;2050.0;1985.0;1917.0;1818.0;1744.0;1506.0;1465.0;1370.0;1348.0;1241.0;1166.0;1066.0;951.0;888.0;819.0;672.0;600.0;555.0;541.0;456.0;412.0;384.0;317.0;296.0;237.0;216.0;189.0;175.0;157.0
