Class;1.4;1.41;1.42;1.43;1.44;1.45;1.46;1.47;1.48;1.49;1.5;1.51;1.52;1.53;1.54;1.55;1.56;1.57;1.58;1.59;1.6;1.61
A;0.0011;0.001333333;0.0017;0.002133333;0.0024;0.0031;0.003533333;0.004433333;0.0051;0.005066667;0.005366667;0.005333333;0.0051;0.0046;0.004666667;0.003833333;0.003566667;0.003233333;0.003;0.002866667;0.002833333;0.0029
A;0.000966667;0.001233333;0.0014;0.001833333;0.002366667;0.0028;0.003533333;0.003966667;0.004266667;0.004466667;0.004766667;0.0048;0.004566667;0.0043;0.004;0.0037;0.003033333;0.003033333;0.002366667;0.002333333;0.0023;0.002433333
A;0.0009;0.001066667;0.0012;0.001666667;0.002033333;0.0026;0.003166667;0.003333333;0.003733333;0.003966667;0.004466667;0.0042;0.0043;0.004133333;0.003766667;0.003466667;0.003266667;0.003;0.0029;0.0027;0.002966667;0.0031
A;0.000833333;0.001133333;0.001266667;0.001566667;0.0019;0.002266667;0.002733333;0.0031;0.0036;0.003833333;0.003966667;0.004133333;0.003933333;0.003833333;0.0033;0.003066667;0.003033333;0.002633333;0.002633333;0.002533333;0.002666667;0.0029
A;0.000966667;0.0013;0.001633333;0.001766667;0.0023;0.0028;0.0032;0.003966667;0.004233333;0.004466667;0.0047;0.004733333;0.0046;0.0044;0.0044;0.003866667;0.0035;0.003033333;0.0029;0.0027;0.0028;0.0029
A;0.000933333;0.001066667;0.0012;0.001533333;0.001966667;0.0024;0.0029;0.0035;0.003666667;0.003833333;0.004166667;0.004166667;0.004033333;0.0037;0.003466667;0.003466667;0.0031;0.002833333;0.002533333;0.002633333;0.0029;0.003166667
A;0.0007;0.001033333;0.001166667;0.001466667;0.001866667;0.002133333;0.0027;0.003133333;0.003333333;0.003566667;0.003633333;0.003633333;0.003633333;0.0035;0.003166667;0.003066667;0.002766667;0.002633333;0.002433333;0.002433333;0.002566667;0.0029
A;0.0008;0.0012;0.001433333;0.001833333;0.0022;0.002633333;0.003333333;0.003866667;0.0043;0.004466667;0.004533333;0.004866667;0.0045;0.0043;0.0042;0.003666667;0.0035;0.003066667;0.002966667;0.002833333;0.002733333;0.003033333
A;0.000933333;0.001366667;0.001466667;0.002133333;0.002566667;0.003;0.003233333;0.004333333;0.004566667;0.0051;0.005133333;0.005266667;0.004666667;0.0046;0.004633333;0.004066667;0.003733333;0.003166667;0.002833333;0.0027;0.0027;0.002966667
A;0.0007;0.001066667;0.0013;0.0016;0.002066667;0.0023;0.002766667;0.0033;0.0037;0.003866667;0.004033333;0.004;0.003833333;0.003633333;0.003533333;0.003233333;0.0029;0.0027;0.0024;0.002433333;0.0026;0.0029
A;0.000833333;0.001233333;0.001333333;0.001966667;0.0022;0.0027;0.003066667;0.003566667;0.004266667;0.0043;0.0045;0.004566667;0.004266667;0.004066667;0.003766667;0.003533333;0.0032;0.003033333;0.0026;0.002766667;0.002666667;0.002966667
A;0.000866667;0.001033333;0.001466667;0.001866667;0.0023;0.002433333;0.0032;0.0037;0.004166667;0.004366667;0.004433333;0.004633333;0.0042;0.003966667;0.003733333;0.003266667;0.0028;0.0027;0.0025;0.002433333;0.002366667;0.002766667
A;0.000833333;0.001166667;0.001233333;0.001666667;0.002233333;0.003066667;0.0031;0.003766667;0.003866667;0.0044;0.004733333;0.004833333;0.004433333;0.004366667;0.003866667;0.003266667;0.003;0.002733333;0.002533333;0.0023;0.002166667;0.0024
A;0.000866667;0.0011;0.001366667;0.001733333;0.0021;0.002533333;0.0028;0.003266667;0.003766667;0.0042;0.0043;0.0041;0.0042;0.003966667;0.003866667;0.0036;0.0032;0.0032;0.0029;0.002866667;0.003066667;0.003166667
A;0.001066667;0.0012;0.0016;0.002;0.002566667;0.003166667;0.0036;0.004033333;0.004866667;0.005;0.004933333;0.0052;0.004966667;0.0047;0.004333333;0.003866667;0.0037;0.0032;0.0028;0.002633333;0.002833333;0.002933333
A;0.000866667;0.001066667;0.0013;0.0016;0.001933333;0.0023;0.002666667;0.003266667;0.0033;0.0034;0.003733333;0.003733333;0.0038;0.003533333;0.003433333;0.002933333;0.003033333;0.002766667;0.002766667;0.002533333;0.002766667;0.003166667
A;0.0011;0.0014;0.002066667;0.002;0.002733333;0.003133333;0.004066667;0.004566667;0.005466667;0.005433333;0.0057;0.005233333;0.0055;0.0051;0.0045;0.0039;0.0036;0.003233333;0.0028;0.002533333;0.002333333;0.0024
B;0.000966667;0.000966667;0.001366667;0.001666667;0.002;0.0024;0.0028;0.003233333;0.003733333;0.003866667;0.0044;0.004266667;0.0039;0.0039;0.003566667;0.003366667;0.003266667;0.003033333;0.003;0.0027;0.002866667;0.003
B;0.000866667;0.0011;0.001266667;0.001766667;0.002266667;0.002766667;0.003233333;0.003633333;0.004;0.0044;0.004833333;0.004266667;0.004433333;0.004033333;0.0038;0.003733333;0.003266667;0.003133333;0.0029;0.0028;0.002733333;0.003
B;0.000733333;0.000966667;0.001166667;0.0015;0.001833333;0.002266667;0.002666667;0.003033333;0.003266667;0.003466667;0.0036;0.0037;0.003766667;0.0035;0.003366667;0.0032;0.002866667;0.003033333;0.0026;0.002766667;0.0025;0.0028
B;0.000966667;0.001133333;0.001433333;0.001633333;0.0021;0.002666667;0.003033333;0.003466667;0.004166667;0.004166667;0.0045;0.004466667;0.004266667;0.0044;0.004033333;0.003666667;0.0035;0.0032;0.002866667;0.0028;0.002733333;0.003
B;0.0007;0.000933333;0.001233333;0.001566667;0.001933333;0.002366667;0.002633333;0.003066667;0.003333333;0.003633333;0.003633333;0.003733333;0.003766667;0.003466667;0.0034;0.003066667;0.002933333;0.003;0.002666667;0.002566667;0.002733333;0.002733333
B;0.0008;0.001033333;0.0013;0.001733333;0.001933333;0.002466667;0.002733333;0.003266667;0.0038;0.004033333;0.0041;0.004233333;0.003833333;0.0038;0.003666667;0.0035;0.0033;0.002866667;0.002666667;0.002666667;0.0027;0.002733333
B;0.000966667;0.001233333;0.0014;0.0017;0.002266667;0.0028;0.0033;0.003833333;0.004166667;0.004466667;0.004733333;0.004666667;0.004566667;0.004133333;0.004133333;0.004033333;0.0035;0.003366667;0.003033333;0.003166667;0.002833333;0.003066667
B;0.000833333;0.000966667;0.0013;0.001533333;0.001733333;0.002266667;0.002833333;0.003033333;0.003333333;0.003766667;0.003933333;0.004;0.004;0.0038;0.0037;0.003333333;0.003033333;0.002933333;0.002733333;0.002633333;0.002733333;0.002833333
B;0.0009;0.001066667;0.001333333;0.001666667;0.0021;0.0026;0.003;0.0035;0.003766667;0.0042;0.0045;0.004166667;0.004166667;0.004;0.0039;0.003566667;0.003433333;0.0031;0.003066667;0.0029;0.0028;0.003066667
B;0.000833333;0.001166667;0.001366667;0.0017;0.0022;0.002633333;0.002966667;0.0035;0.004133333;0.004433333;0.0044;0.0044;0.004633333;0.004066667;0.003966667;0.0038;0.003333333;0.003166667;0.002933333;0.002566667;0.002766667;0.0029
B;0.001066667;0.0012;0.001533333;0.002;0.0022;0.003033333;0.003466667;0.004133333;0.0041;0.005;0.004866667;0.005133333;0.004866667;0.0046;0.004433333;0.003633333;0.003666667;0.0034;0.002866667;0.002766667;0.002733333;0.002833333
B;0.0009;0.0011;0.001433333;0.001733333;0.002066667;0.002633333;0.003066667;0.003366667;0.004166667;0.004266667;0.004333333;0.004233333;0.004533333;0.004266667;0.0041;0.003466667;0.003233333;0.0034;0.003;0.002633333;0.0028;0.002966667
B;0.000933333;0.001133333;0.001466667;0.0018;0.002233333;0.002733333;0.003233333;0.003933333;0.0041;0.004566667;0.004733333;0.0048;0.004766667;0.004533333;0.004133333;0.0039;0.003566667;0.0033;0.003;0.0031;0.002966667;0.003133333
