Class;2.44;2.46;2.48;2.5;2.52;2.54;2.56;2.58;2.6;2.62;2.64;2.66;2.68;2.7;2.72;2.74;2.76;2.78;2.8;2.82;2.84;2.86;2.88;2.9;2.92;2.94;2.96;2.98;3;3.02;3.04;3.06;3.08;3.1
A;1.32;1.31;1.47;1.72;2.66;4.38;8.17;13.62;18.68;24.31;27.4;29.16;28.45;26.37;22.59;17.36;13.83;12.42;13.29;14.29;14.96;13.67;12.9;12.25;12.63;13.1;12.78;12.13;9.54;7.32;4.91;3.68;2.99;2.78
A;1.34;1.4;1.4;1.71;2.58;4.43;7.82;13.65;19.2;23.83;27.47;29.4;28.6;26.32;22.84;17.8;14.14;12.91;13.2;14.41;15.35;14.74;13.56;12.41;12.65;13.02;12.93;11.97;9.8;7.41;5.41;3.66;3.01;2.79
A;1.26;1.26;1.23;1.36;1.93;3.11;5.13;8.06;11.97;16.75;19.95;23.02;24.57;24.28;21.31;16.88;13.55;12.24;12.69;13.83;14.51;13.78;12.81;11.96;12.6;12.99;13.12;12.18;9.74;7.32;5.33;3.56;3.06;2.61
A;1.3;1.33;1.28;1.74;2.6;4.64;8.54;14.1;20.22;25.39;28.47;29.18;28.93;26.08;21.96;17.46;13.58;12.49;13.14;14.68;14.61;14.1;13.17;12.2;12.28;13.08;13.02;11.57;9.77;7.45;5.17;3.51;2.69;2.44
A;1.09;1.19;1.16;1.42;1.78;2.69;4.61;7.78;11.2;15.08;18.78;21.94;24.54;23.53;20.76;16.48;13.39;11.74;12.31;13.5;14.3;13.56;12.79;11.93;12.17;12.92;13.18;11.77;9.69;7.15;5.2;3.65;2.7;2.59
A;1.26;1.24;1.18;1.37;1.92;2.92;5.19;8.42;12.17;16.28;19.84;23.1;24.93;24.01;21.33;17.13;13.5;11.83;12.53;13.82;14.73;13.98;12.76;12.19;12.12;12.65;12.45;11.92;10.07;7.29;5.18;3.71;2.96;2.51
A;1.27;1.28;1.25;1.4;1.95;3.09;5.26;8.5;12.44;16.2;20.01;23.52;24.75;24.38;21.39;17.11;13.47;11.91;12.61;14.14;14.49;13.56;12.67;12.32;12.7;13.15;13.2;11.8;9.53;7.28;5.26;3.74;2.83;2.68
A;1.23;1.15;1.39;1.68;2.44;4.15;6.95;11.57;16.55;21.33;25.04;27.17;27.16;25.59;22.29;17.2;13.75;12.6;13.23;14.4;14.89;14.05;12.96;12.26;12.64;13.02;13.24;11.85;9.78;7.6;5.08;3.58;2.78;2.69
A;1.21;1.3;1.29;1.53;2.08;3.75;6.46;10.22;15.02;19.6;23.43;25.49;26.58;25.49;21.8;17.47;13.84;12.6;13.23;14.59;14.71;14.36;12.78;12.08;12.61;13.24;13.21;12.07;10.06;7.19;5.37;3.78;2.79;2.74
A;1.28;1.27;1.44;1.82;3.01;5.25;9.9;16.23;23.08;28.89;32.09;32.45;31.7;28.14;23.23;18.4;14.53;13.27;14.11;15.52;15.79;14.79;13.54;12.92;12.68;13.16;13.47;12.23;10.16;7.51;5.31;3.84;3.02;2.66
A;1.33;1.36;1.56;1.92;2.82;5.11;9.16;15.27;21.41;27.05;30.92;31.2;30.02;27.21;22.46;17.68;14.25;13.1;13.57;14.93;15.43;14.75;13.3;12.16;12.57;13.23;13.12;11.54;9.93;7.39;5.19;3.71;2.89;2.68
A;1.27;1.24;1.31;1.44;2.05;3.0;5.33;8.63;12.44;16.9;20.73;23.89;25.58;25.16;21.69;16.97;13.9;12.44;12.49;13.9;14.51;14.19;13.01;12.33;12.4;13.39;13.35;12.12;9.72;7.35;5.27;3.84;3.01;2.7
A;1.28;1.4;1.43;1.71;2.56;4.36;7.76;12.47;18.23;23.08;26.23;28.2;28.3;26.25;21.85;17.7;13.87;12.77;13.51;14.49;15.32;14.24;13.19;12.42;12.72;13.13;13.22;11.93;9.78;7.47;5.16;3.59;2.83;2.81
A;1.2;1.13;1.3;1.45;2.07;3.39;6.02;9.84;14.59;18.62;21.94;24.35;25.51;25.13;21.24;17.1;13.48;11.83;12.61;14.13;14.36;13.93;12.86;12.43;12.65;13.4;13.09;12.03;10.03;7.63;5.14;3.54;3.02;2.7
A;1.29;1.26;1.4;1.82;2.67;4.93;8.9;14.14;20.66;25.86;29.03;30.1;29.77;27.23;22.57;17.69;14.14;12.86;13.8;15.29;15.72;14.95;13.41;12.64;12.47;13.15;12.65;12.15;9.5;7.19;5.2;3.68;2.77;2.76
A;1.32;1.28;1.35;1.68;2.32;3.73;6.8;11.14;16.45;20.95;24.48;26.52;27.21;25.62;21.51;17.43;13.77;12.4;13.15;14.41;14.94;14.02;12.87;12.18;12.08;12.94;13.16;11.88;9.65;7.31;4.93;3.7;2.9;2.62
A;1.67;1.49;1.46;1.75;2.24;3.46;5.7;9.38;13.68;18.01;21.67;25.21;25.92;25.71;21.89;17.6;13.82;12.57;12.8;14.15;14.51;13.8;12.65;12.29;12.59;13.03;13.42;12.23;10.01;7.14;5.13;3.66;2.83;2.56
A;1.11;1.23;1.25;1.45;2.18;3.49;6.08;9.49;14.0;18.28;21.85;24.71;26.03;24.49;21.6;17.07;13.67;12.25;12.45;13.95;14.6;14.19;12.89;12.7;12.5;12.88;13.24;11.97;9.69;7.41;5.29;3.69;2.88;2.61
A;1.24;1.19;1.2;1.6;2.09;3.3;5.74;9.49;13.64;17.63;21.69;24.81;25.26;24.7;21.28;17.47;13.42;12.2;12.61;14.02;14.42;14.06;12.75;12.38;12.76;13.1;13.2;11.85;9.98;7.44;5.19;3.9;2.88;2.57
A;1.13;1.05;1.2;1.27;1.52;2.49;4.02;6.5;9.83;13.34;17.06;21.05;23.17;23.26;20.98;16.66;13.11;11.77;12.12;13.42;14.16;13.63;12.62;11.93;12.42;13.05;12.84;11.98;9.97;7.19;5.16;3.82;2.84;2.64
A;1.14;1.24;1.25;1.39;1.92;3.2;5.18;8.65;12.93;16.86;20.68;23.6;24.73;24.36;21.51;16.9;13.39;12.08;12.45;13.7;14.46;14.34;12.87;11.89;12.33;13.05;12.88;11.84;9.64;7.22;5.11;3.48;2.82;2.67
A;1.16;1.3;1.28;1.45;1.84;2.72;4.62;7.52;10.98;14.9;18.52;21.57;23.47;23.64;21.0;16.8;13.31;11.67;12.41;13.7;13.87;13.83;12.66;11.84;12.26;13.0;13.03;11.79;9.92;7.27;5.1;3.73;2.74;2.73
