energy;Mean_Abs_SHAP
3.7;0.03326850541465634
3.66;0.032187862361168856
6.4;0.030233048184229887
3.72;0.026622645363502433
6.34;0.019046352422061447
6.48;0.018772691354708708
3.36;0.018291240729261606
6.46;0.017123074070903303
3.3;0.0158790032416174
3.68;0.01547310918473763
6.42;0.014750093267944374
3.26;0.014457651693526169
6.38;0.013508415297416441
3.64;0.012748615074733783
6.44;0.008585656252872387
4.5;0.007520009378759083
1.74;0.007390365542371922
3.42;0.006285742818493908
4;0.005990859056346479
1.72;0.005990749466012972
3.56;0.004627234035208209
1.7;0.004188996268629044
4.54;0.004009989343603889
3.34;0.0038115745183440112
3.32;0.0030082846122187483
3.8;0.0022299782396722288
2.62;0.0018727522611924983
2.66;0.0018193974731177036
2.56;0.0011544014287125947
4.48;0.001152296551505895
4.04;0.0010189217298716383
1.68;0.000991713165358826
3.78;0.0009192568460725409
4.08;0.000810010217220177
3.5;0.0007386015251467967
3.28;0.0006908939615196196
20.33;0.0006212175859963126
2;0.0005531938111307563
19.71;0.0005463072793900078
7.12;0.0005157317928075702
5.92;0.0004739581841262418
19.73;0.0004711546305446839
18.57;0.00046642439335916474
14.51;0.0004599324104104241
3.52;0.00045040384407216816
2.6;0.0004323735640009566
13.21;0.00042669203325164807
15.53;0.00042548597253077723
5.86;0.00039605356761512683
4.52;0.0003892981081716123
19.29;0.0003880387752155167
16.59;0.00038686605179835416
15.17;0.00037381459944059664
6.5;0.00036539217821465893
2.34;0.00036395267344180895
3.62;0.0002774029582327823
5.94;0.000271936772713689
11.27;0.000261939494411678
3.74;0.0002452672717445108
1.9;0.00023831289768104158
18.67;0.0002362575292787167
10.05;0.00023569997760917305
5.9;0.00021651124966139818
3.98;0.00019670945627037417
4.6;0.0001963005027987515
19.59;0.00019316792614532805
19.57;0.00018790262334424812
19.33;0.0001800404391170459
6.54;0.00017890625322379398
5.28;0.00017544335333598868
10.07;0.00015516518049994154
4.46;0.000138372787226885
6.96;0.00013207770237204247
2.04;0.00011317533100809966
2.32;0.00011100232072213046
6.52;0.00010184880089862669
1.8;9.594891353579012e-05
7.26;8.718871034244341e-05
1.84;8.510309060123637e-05
3.38;6.371178937076642e-05
12.95;6.218197847677722e-05
4.8;5.6489691275961265e-05
3.6;3.4430041075786965e-05
4.88;3.3058788906815337e-05
4.56;3.154171107931728e-05
14.91;0.0
14.89;0.0
14.93;0.0
14.95;0.0
14.99;0.0
14.23;0.0
14.25;0.0
14.27;0.0
14.29;0.0
14.31;0.0
14.33;0.0
14.35;0.0
14.37;0.0
14.39;0.0
14.41;0.0
14.43;0.0
14.45;0.0
14.47;0.0
14.49;0.0
14.53;0.0
14.97;0.0
14.87;0.0
14.85;0.0
14.83;0.0
14.81;0.0
14.79;0.0
14.77;0.0
14.75;0.0
14.55;0.0
14.71;0.0
14.69;0.0
14.67;0.0
14.65;0.0
14.63;0.0
14.61;0.0
14.59;0.0
14.57;0.0
14.73;0.0
15.63;0.0
15.65;0.0
15.67;0.0
15.69;0.0
15.71;0.0
15.73;0.0
15.75;0.0
15.77;0.0
15.79;0.0
15.81;0.0
15.83;0.0
15.85;0.0
15.87;0.0
15.11;0.0
15.91;0.0
15.93;0.0
15.95;0.0
15.97;0.0
15.99;0.0
16.01;0.0
16.03;0.0
16.05;0.0
16.07;0.0
16.09;0.0
16.11;0.0
16.13;0.0
16.15;0.0
15.89;0.0
15.01;0.0
15.03;0.0
15.05;0.0
15.07;0.0
15.09;0.0
14.21;0.0
15.13;0.0
15.15;0.0
15.19;0.0
15.21;0.0
15.23;0.0
15.25;0.0
15.27;0.0
15.61;0.0
15.31;0.0
15.33;0.0
15.35;0.0
15.37;0.0
15.39;0.0
15.41;0.0
15.43;0.0
15.45;0.0
15.47;0.0
15.49;0.0
15.51;0.0
15.55;0.0
15.57;0.0
15.59;0.0
15.29;0.0
12.43;0.0
12.45;0.0
12.47;0.0
12.49;0.0
12.51;0.0
12.53;0.0
12.55;0.0
12.57;0.0
12.59;0.0
12.61;0.0
12.63;0.0
12.65;0.0
12.67;0.0
13.77;0.0
12.71;0.0
12.73;0.0
12.75;0.0
12.77;0.0
