Class;8.37;8.39;8.42;8.44;8.47;8.49;8.52;8.55;8.57;8.60;8.62;8.65;8.67;8.70;8.73;8.75;8.78;8.80;8.83;8.85;8.88;8.90;8.93;8.96;8.98;9.01;9.03;9.06;9.08
A;6.68421;13.1053;9.15789;9.15789;13.3158;12.8947;15.2632;21.6842;22.1579;23.7368;30.0526;23.8421;40.4211;32.1053;32.8421;30.0;18.8421;16.2105;17.5263;16.0526;18.9474;17.8947;19.4211;17.1053;16.6842;18.7895;21.1053;17.1053;10.5263
A;8.84211;9.47368;16.1579;12.0526;13.2105;16.4737;13.6316;15.6316;23.4737;26.9474;27.6842;25.2632;31.4211;38.2632;31.8947;30.0;24.8421;21.2632;15.7895;19.1579;14.4211;12.8421;18.2632;17.0;14.1579;11.0;15.6316;19.6316;10.4211
A;10.0526;13.4211;11.5789;10.0;10.5789;12.5789;14.4737;20.8947;24.9474;24.0;34.3684;27.8421;31.7895;35.6842;32.7368;28.0;19.8947;17.6842;13.7368;9.52632;19.2632;18.4211;14.2632;14.2632;13.1579;12.6316;13.8421;15.5263;15.6316
A;9.21053;8.26316;9.36842;12.5263;9.94737;10.1579;16.3158;22.1053;25.0;27.8421;31.8947;31.4737;49.6316;36.0526;27.7895;24.0;19.1053;20.5789;16.8421;16.2105;17.5263;19.3158;17.0526;13.2632;17.3684;18.4211;14.1053;12.6316;12.3158
A;12.0;9.0;9.0;14.0;8.0;11.0;20.0;14.0;24.0;20.0;26.0;38.0;46.0;31.0;35.0;33.0;22.6842;16.4737;13.4211;20.7895;18.1579;13.3158;15.8421;18.5789;14.6842;14.1579;17.0;17.6316;14.5789
A;11.0;16.1579;12.5263;10.0;13.4737;14.9474;18.7368;21.0526;24.3684;34.4737;27.9474;29.6316;44.4737;31.0;31.1579;34.0;25.5263;17.6316;21.5789;14.8421;17.4737;15.0526;12.6316;11.5789;11.0;15.2105;11.4737;12.9474;22.4737
A;8.84211;12.4211;11.2632;6.84211;10.2105;13.4737;15.8421;18.1579;17.0;18.8947;26.9474;36.9474;34.8947;44.2632;37.8421;35.0;24.0;24.0;22.4211;14.4211;16.2632;16.0526;14.3684;15.4211;14.5789;17.7368;22.5789;16.6842;15.7368
A;7.78947;4.31579;8.47368;10.3684;10.0;13.1579;16.9474;15.8947;16.6842;24.2632;29.1053;36.0526;38.4211;31.3684;42.7895;39.0;27.7895;23.3684;17.8421;17.8421;17.3158;10.7895;17.5263;13.7368;13.4211;15.0;15.0;15.0;13.6316
A;11.0526;9.26316;10.3684;14.7895;15.2632;13.4737;13.0;16.7895;22.3684;24.5789;29.5789;32.9474;29.9474;34.7895;32.8421;30.0;32.0526;15.3158;17.6842;16.0;16.5263;17.0526;16.1053;18.8421;22.8421;21.2632;16.4211;13.4737;12.6842
