A;32.0;38.0;34.0;42.0;36.0;39.0;41.0;42.0;46.0;40.0;30.0;42.0;39.0;34.0;43.0;42.0;41.0;39.0;38.0;36.0;43.0;41.0;40.0;43.0;53.0;42.0;37.0;41.0;47.0;42.0;42.0;39.0;35.0;42.0;45.0;44.0;49.0;44.0;50.0;57.0;43.0;47.0;48.0;58.0;55.0;49.0;55.0;61.0;70.0;80.0;73.0;78.0;79.0;90.0;92.0;79.0;93.0;93.0;83.0;97.0;100.0;90.0;90.0;110.0;106.0;96.0;92.0;113.0;92.0;109.0;104.0;103.0;93.0;85.0;94.0;103.0;89.0;92.0;76.0;65.0;73.0;76.0;77.0;74.0;67.0;68.0;62.0;64.0;72.0;58.0;50.0;73.0;53.0;48.0;49.0;52.0;37.0;58.0;62.0;42.0;55.0;46.0;42.0;59.0;42.0;60.0;56.0;45.0;48.0;53.0;41.0;56.0;60.0;46.0;57.0;41.0;45.0;48.0;46.0;72.0;66.0;54.0;53.0;62.0;58.0;61.0;48.0;55.0
A;89.0;75.0;80.0;93.0;77.0;85.0;88.0;86.0;90.0;84.0;109.0;78.0;83.0;71.0;95.0;96.0;100.0;95.0;84.0;87.0;105.0;94.0;90.0;92.0;85.0;89.0;80.0;69.0;90.0;90.0;84.0;93.0;107.0;88.0;96.0;95.0;87.0;116.0;113.0;92.0;107.0;100.0;102.0;129.0;111.0;122.0;103.0;120.0;133.0;111.0;143.0;126.0;149.0;136.0;155.0;151.0;138.0;143.0;159.0;196.0;139.0;169.0;156.0;167.0;172.0;132.0;146.0;175.0;149.0;153.0;165.0;127.0;143.0;148.0;139.0;151.0;138.0;143.0;160.0;135.0;126.0;127.0;110.0;131.0;93.0;109.0;124.0;90.0;124.0;110.0;101.0;117.0;95.0;90.0;98.0;99.0;98.0;89.0;109.0;73.0;95.0;102.0;109.0;86.0;96.0;88.0;80.0;89.0;80.0;96.0;95.0;99.0;100.0;88.0;100.0;105.0;101.0;78.0;84.0;95.0;81.0;68.0;96.0;88.0;89.0;89.0;77.0;98.0
A;30.0;23.0;22.0;31.0;26.0;26.0;38.0;30.0;38.0;31.0;23.0;29.0;31.0;30.0;19.0;37.0;24.0;25.0;25.0;26.0;33.0;27.0;27.0;33.0;26.0;22.0;32.0;26.0;25.0;28.0;30.0;28.0;35.0;30.0;33.0;25.0;28.0;35.0;41.0;31.0;38.0;32.0;32.0;21.0;40.0;40.0;37.0;43.0;45.0;37.0;42.0;48.0;37.0;39.0;36.0;49.0;48.0;36.0;47.0;28.0;39.0;38.0;37.0;39.0;41.0;38.0;37.0;45.0;46.0;42.0;41.0;47.0;38.0;43.0;40.0;33.0;36.0;34.0;37.0;31.0;37.0;51.0;32.0;35.0;33.0;26.0;33.0;36.0;26.0;37.0;27.0;28.0;34.0;21.0;42.0;28.0;28.0;33.0;25.0;33.0;36.0;21.0;47.0;27.0;34.0;32.0;30.0;33.0;35.0;45.0;27.0;35.0;31.0;30.0;27.0;34.0;28.0;30.0;33.0;23.0;27.0;34.0;33.0;22.0;28.0;24.0;28.0;24.0
A;56.0;59.0;58.0;51.0;57.0;46.0;63.0;57.0;57.0;67.0;51.0;41.0;61.0;66.0;63.0;60.0;57.0;45.0;58.0;59.0;70.0;60.0;46.0;69.0;54.0;63.0;55.0;57.0;57.0;64.0;45.0;55.0;66.0;68.0;55.0;67.0;68.0;68.0;68.0;74.0;67.0;59.0;66.0;69.0;74.0;67.0;78.0;76.0;82.0;101.0;81.0;71.0;89.0;72.0;89.0;85.0;89.0;86.0;75.0;92.0;90.0;98.0;96.0;90.0;87.0;89.0;82.0;91.0;100.0;82.0;99.0;86.0;82.0;83.0;77.0;80.0;86.0;75.0;77.0;79.0;75.0;83.0;67.0;74.0;56.0;66.0;65.0;71.0;51.0;50.0;65.0;61.0;52.0;63.0;70.0;64.0;72.0;71.0;51.0;63.0;46.0;56.0;62.0;70.0;62.0;53.0;62.0;55.0;61.0;58.0;62.0;45.0;71.0;54.0;55.0;55.0;56.0;53.0;61.0;64.0;62.0;59.0;65.0;67.0;57.0;61.0;52.0;54.0
A;8.0;9.0;11.0;10.0;11.0;17.0;7.0;14.0;9.0;14.0;5.0;6.0;7.0;11.0;14.0;7.0;7.0;10.0;5.0;5.0;6.0;13.0;7.0;10.0;11.0;13.0;12.0;11.0;10.0;6.0;10.0;17.0;6.0;10.0;10.0;13.0;9.0;13.0;10.0;8.0;16.0;15.0;7.0;16.0;10.0;17.0;20.0;16.0;23.0;13.0;20.0;18.0;23.0;13.0;14.0;19.0;20.0;20.0;23.0;21.0;14.0;33.0;25.0;32.0;23.0;20.0;20.0;19.0;21.0;17.0;21.0;15.0;17.0;21.0;23.0;21.0;19.0;17.0;25.0;11.0;18.0;19.0;12.0;11.0;19.0;9.0;14.0;14.0;11.0;9.0;11.0;12.0;13.0;17.0;15.0;12.0;13.0;20.0;17.0;12.0;13.0;15.0;16.0;12.0;15.0;14.0;14.0;9.0;10.0;19.0;16.0;20.0;13.0;17.0;8.0;13.0;14.0;20.0;18.0;13.0;18.0;14.0;11.0;10.0;6.0;20.0;10.0;14.0
A;124.0;128.0;118.0;129.0;115.0;115.0;117.0;143.0;123.0;133.0;133.0;140.0;135.0;121.0;157.0;154.0;174.0;159.0;175.0;178.0;189.0;190.0;191.0;261.0;249.0;288.0;318.0;367.0;365.0;453.0;513.0;567.0;601.0;700.0;817.0;944.0;1054.0;1220.0;1345.0;1539.0;1643.0;1867.0;2129.0;2254.0;2554.0;2806.0;2980.0;3285.0;3552.0;3884.0;4123.0;4377.0;4623.0;4931.0;5209.0;5436.0;5649.0;5963.0;6179.0;6289.0;6487.0;6515.0;6802.0;6679.0;6725.0;6549.0;6515.0;6295.0;6296.0;6172.0;5936.0;5661.0;5385.0;5112.0;4997.0;4568.0;4428.0;4127.0;3911.0;3523.0;3225.0;3022.0;2726.0;2567.0;2305.0;2046.0;1892.0;1629.0;1537.0;1398.0;1234.0;1135.0;1000.0;900.0;792.0;757.0;685.0;604.0;568.0;528.0;443.0;483.0;407.0;406.0;436.0;398.0;377.0;387.0;334.0;293.0;296.0;298.0;319.0;338.0;310.0;309.0;283.0;282.0;255.0;253.0;262.0;245.0;276.0;255.0;234.0;223.0;219.0;205.0
B;86.0;69.0;49.0;67.0;70.0;78.0;70.0;61.0;69.0;61.0;72.0;83.0;67.0;78.0;60.0;66.0;76.0;65.0;65.0;63.0;66.0;89.0;63.0;69.0;50.0;75.0;72.0;88.0;78.0;67.0;63.0;78.0;84.0;83.0;100.0;77.0;84.0;72.0;72.0;94.0;98.0;90.0;101.0;90.0;95.0;114.0;110.0;124.0;112.0;124.0;142.0;123.0;144.0;132.0;143.0;146.0;135.0;157.0;132.0;175.0;142.0;163.0;147.0;146.0;191.0;149.0;164.0;150.0;141.0;149.0;143.0;133.0;150.0;132.0;126.0;123.0;126.0;115.0;120.0;99.0;109.0;116.0;111.0;102.0;112.0;93.0;99.0;91.0;88.0;81.0;79.0;73.0;82.0;74.0;75.0;76.0;80.0;80.0;71.0;64.0;67.0;67.0;62.0;63.0;79.0;58.0;71.0;66.0;67.0;69.0;67.0;55.0;67.0;74.0;74.0;59.0;68.0;81.0;59.0;64.0;76.0;61.0;54.0;60.0;64.0;84.0;103.0;69.0
B;44.0;44.0;35.0;47.0;39.0;33.0;26.0;38.0;42.0;24.0;50.0;41.0;34.0;37.0;44.0;25.0;53.0;35.0;31.0;38.0;49.0;35.0;27.0;37.0;36.0;49.0;38.0;43.0;38.0;42.0;39.0;30.0;34.0;38.0;40.0;34.0;40.0;43.0;41.0;47.0;49.0;47.0;35.0;43.0;43.0;49.0;47.0;39.0;40.0;52.0;53.0;47.0;48.0;42.0;48.0;49.0;48.0;45.0;40.0;52.0;44.0;51.0;44.0;69.0;52.0;65.0;52.0;56.0;60.0;57.0;76.0;59.0;52.0;57.0;49.0;56.0;56.0;53.0;56.0;57.0;62.0;39.0;44.0;41.0;51.0;45.0;38.0;54.0;44.0;46.0;41.0;29.0;34.0;52.0;40.0;39.0;46.0;44.0;23.0;40.0;40.0;46.0;45.0;36.0;45.0;36.0;35.0;44.0;32.0;46.0;40.0;47.0;44.0;39.0;31.0;38.0;30.0;44.0;41.0;48.0;43.0;56.0;46.0;48.0;50.0;43.0;41.0;38.0
B;25.0;26.0;30.0;32.0;33.0;26.0;26.0;24.0;32.0;24.0;31.0;22.0;23.0;18.0;24.0;21.0;18.0;26.0;18.0;32.0;39.0;31.0;26.0;20.0;18.0;29.0;26.0;38.0;27.0;24.0;30.0;16.0;28.0;29.0;33.0;32.0;27.0;25.0;30.0;31.0;40.0;37.0;25.0;27.0;35.0;35.0;28.0;36.0;44.0;38.0;32.0;33.0;37.0;32.0;32.0;36.0;38.0;55.0;37.0;43.0;50.0;36.0;51.0;50.0;47.0;52.0;40.0;48.0;45.0;43.0;51.0;43.0;32.0;41.0;39.0;35.0;31.0;43.0;34.0;30.0;27.0;34.0;32.0;33.0;34.0;36.0;31.0;25.0;33.0;32.0;37.0;27.0;21.0;23.0;35.0;33.0;33.0;20.0;35.0;29.0;27.0;27.0;29.0;37.0;29.0;28.0;33.0;29.0;25.0;30.0;27.0;20.0;37.0;24.0;33.0;25.0;20.0;30.0;24.0;28.0;26.0;28.0;25.0;18.0;25.0;22.0;20.0;27.0
B;26.0;19.0;17.0;18.0;23.0;29.0;27.0;27.0;23.0;29.0;31.0;21.0;27.0;20.0;23.0;27.0;25.0;23.0;27.0;21.0;26.0;25.0;24.0;28.0;30.0;26.0;25.0;25.0;32.0;31.0;34.0;29.0;48.0;43.0;39.0;44.0;50.0;49.0;51.0;62.0;63.0;65.0;86.0;87.0;82.0;101.0;71.0;121.0;119.0;125.0;144.0;135.0;160.0;134.0;148.0;151.0;175.0;189.0;185.0;196.0;200.0;209.0;224.0;226.0;218.0;228.0;205.0;187.0;199.0;198.0;222.0;218.0;165.0;186.0;172.0;161.0;161.0;154.0;161.0;105.0;110.0;116.0;102.0;121.0;101.0;76.0;76.0;86.0;55.0;82.0;72.0;52.0;59.0;61.0;56.0;50.0;44.0;41.0;37.0;37.0;42.0;28.0;34.0;41.0;30.0;31.0;28.0;32.0;36.0;27.0;29.0;30.0;23.0;35.0;37.0;21.0;33.0;27.0;30.0;32.0;36.0;20.0;32.0;25.0;29.0;23.0;24.0;24.0
B;79.0;71.0;81.0;86.0;79.0;92.0;73.0;76.0;84.0;71.0;84.0;95.0;82.0;77.0;70.0;77.0;84.0;88.0;88.0;61.0;73.0;76.0;72.0;73.0;67.0;73.0;83.0;85.0;88.0;87.0;105.0;76.0;75.0;86.0;87.0;76.0;103.0;79.0;97.0;101.0;102.0;96.0;105.0;116.0;101.0;87.0;93.0;117.0;124.0;108.0;141.0;147.0;143.0;145.0;151.0;157.0;154.0;165.0;186.0;164.0;167.0;152.0;159.0;169.0;157.0;133.0;153.0;142.0;168.0;182.0;172.0;177.0;161.0;141.0;163.0;132.0;135.0;140.0;99.0;141.0;130.0;130.0;106.0;119.0;99.0;118.0;84.0;122.0;108.0;87.0;99.0;88.0;99.0;99.0;99.0;90.0;92.0;73.0;81.0;66.0;82.0;86.0;99.0;95.0;66.0;85.0;95.0;90.0;83.0;79.0;92.0;90.0;66.0;76.0;75.0;82.0;93.0;79.0;84.0;80.0;105.0;80.0;80.0;86.0;78.0;88.0;80.0;81.0
B;40.0;38.0;36.0;39.0;45.0;45.0;37.0;49.0;45.0;44.0;38.0;41.0;47.0;35.0;50.0;43.0;44.0;50.0;38.0;41.0;36.0;40.0;46.0;50.0;32.0;56.0;48.0;46.0;42.0;31.0;52.0;46.0;42.0;40.0;43.0;43.0;40.0;55.0;64.0;51.0;60.0;49.0;65.0;54.0;52.0;63.0;72.0;59.0;66.0;53.0;73.0;79.0;68.0;73.0;80.0;64.0;63.0;67.0;77.0;77.0;84.0;77.0;94.0;82.0;80.0;78.0;73.0;79.0;77.0;83.0;83.0;81.0;84.0;68.0;79.0;73.0;68.0;74.0;62.0;56.0;66.0;75.0;70.0;77.0;62.0;60.0;53.0;42.0;53.0;51.0;56.0;40.0;36.0;53.0;54.0;42.0;52.0;47.0;33.0;31.0;42.0;46.0;58.0;57.0;45.0;55.0;42.0;52.0;46.0;35.0;49.0;44.0;46.0;39.0;43.0;45.0;50.0;40.0;42.0;46.0;43.0;50.0;38.0;40.0;40.0;52.0;40.0;48.0
B;73.0;41.0;71.0;85.0;62.0;82.0;71.0;74.0;67.0;65.0;73.0;79.0;69.0;61.0;68.0;62.0;59.0;80.0;75.0;63.0;64.0;87.0;66.0;84.0;68.0;56.0;68.0;67.0;77.0;55.0;63.0;66.0;70.0;72.0;97.0;76.0;72.0;84.0;69.0;76.0;85.0;79.0;77.0;77.0;85.0;81.0;65.0;74.0;81.0;101.0;82.0;104.0;79.0;81.0;85.0;86.0;89.0;87.0;100.0;93.0;93.0;95.0;100.0;103.0;86.0;99.0;86.0;90.0;82.0;104.0;96.0;87.0;102.0;79.0;95.0;83.0;85.0;97.0;85.0;93.0;62.0;91.0;87.0;75.0;74.0;72.0;84.0;57.0;78.0;81.0;72.0;63.0;88.0;60.0;76.0;59.0;68.0;70.0;73.0;55.0;73.0;71.0;84.0;61.0;83.0;81.0;73.0;68.0;71.0;70.0;73.0;73.0;70.0;61.0;72.0;79.0;72.0;62.0;82.0;73.0;72.0;76.0;69.0;72.0;71.0;68.0;66.0;67.0
B;7.0;6.0;6.0;5.0;8.0;12.0;6.0;7.0;9.0;11.0;7.0;5.0;9.0;8.0;5.0;12.0;11.0;11.0;13.0;9.0;7.0;14.0;4.0;13.0;8.0;8.0;7.0;7.0;5.0;10.0;10.0;11.0;11.0;11.0;9.0;10.0;15.0;14.0;5.0;10.0;17.0;8.0;23.0;12.0;16.0;18.0;9.0;18.0;15.0;24.0;19.0;18.0;19.0;22.0;26.0;21.0;36.0;21.0;21.0;31.0;29.0;30.0;30.0;37.0;27.0;30.0;22.0;33.0;23.0;32.0;33.0;24.0;24.0;25.0;14.0;28.0;28.0;22.0;15.0;27.0;14.0;11.0;20.0;14.0;21.0;11.0;13.0;14.0;12.0;17.0;12.0;14.0;10.0;9.0;8.0;11.0;10.0;7.0;12.0;3.0;7.0;8.0;10.0;8.0;11.0;6.0;6.0;8.0;11.0;12.0;10.0;6.0;11.0;9.0;10.0;6.0;12.0;10.0;13.0;8.0;16.0;10.0;15.0;9.0;13.0;9.0;12.0;7.0
B;137.0;126.0;153.0;125.0;139.0;130.0;139.0;142.0;140.0;121.0;131.0;147.0;142.0;128.0;131.0;138.0;114.0;146.0;124.0;143.0;131.0;152.0;150.0;152.0;151.0;148.0;145.0;124.0;136.0;157.0;146.0;147.0;149.0;167.0;167.0;185.0;198.0;181.0;181.0;214.0;204.0;233.0;232.0;218.0;240.0;278.0;275.0;288.0;336.0;341.0;345.0;343.0;332.0;382.0;425.0;421.0;413.0;432.0;427.0;450.0;429.0;439.0;485.0;504.0;459.0;497.0;455.0;502.0;456.0;434.0;481.0;422.0;395.0;406.0;414.0;394.0;385.0;339.0;342.0;309.0;310.0;289.0;297.0;267.0;265.0;256.0;233.0;231.0;246.0;211.0;202.0;198.0;168.0;207.0;182.0;165.0;168.0;206.0;173.0;174.0;158.0;165.0;187.0;180.0;162.0;190.0;158.0;173.0;159.0;162.0;185.0;159.0;153.0;162.0;162.0;179.0;179.0;161.0;167.0;169.0;166.0;162.0;167.0;167.0;170.0;156.0;156.0;171.0
