Model;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred
MLP;0.9523809523809523;1.0;0.9090909090909091;"[[10  1]
 [ 0 10]]";0.45454545454545453;0.2;0.6666666666666666;"[[4 2]
 [4 1]]"
