Model;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred
MLP;0.8243243243243243;0.8591549295774648;0.7922077922077922;"[[61 16]
 [10 61]]";0.765625;0.8387096774193549;0.696969696969697;"[[23 10]
 [ 5 26]]"
