model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
mlp;SMX;1;zero;0.764765;0.655578;0.109187;0.765625;0.65625;0.109375;0.075402;Ca ka
mlp;SMX;2;zero;0.764765;0.60947;0.155294;0.765625;0.609375;0.15625;0.099181;"Ca ka; Mn"
mlp;SMX;3;zero;0.764765;0.609089;0.155676;0.765625;0.609375;0.15625;0.110074;"Ca ka; Mn; Ti ka"
mlp;SMX;4;zero;0.764765;0.732078;0.032687;0.765625;0.734375;0.03125;0.133872;"Ca ka; Mn; Ti ka; Fe ka"
mlp;SMX;5;zero;0.764765;0.641442;0.123322;0.765625;0.65625;0.109375;0.150636;"Ca ka; Mn; Ti ka; Fe ka; K"
mlp;SMX;6;zero;0.764765;0.645812;0.118953;0.765625;0.65625;0.109375;0.145752;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb"
mlp;SMX;7;zero;0.764765;0.627539;0.137226;0.765625;0.640625;0.125;0.150548;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si"
mlp;SMX;8;zero;0.764765;0.603125;0.16164;0.765625;0.625;0.140625;0.163736;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al"
mlp;SMX;9;zero;0.764765;0.643499;0.121266;0.765625;0.671875;0.09375;0.1794;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb"
mlp;SMX;10;zero;0.764765;0.544262;0.220503;0.765625;0.59375;0.171875;0.190643;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb"
mlp;SMX;11;zero;0.764765;0.556579;0.208186;0.765625;0.625;0.140625;0.199417;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe"
mlp;SMX;12;zero;0.764765;0.531064;0.2337;0.765625;0.609375;0.15625;0.199548;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu"
mlp;SMX;13;zero;0.764765;0.49355;0.271215;0.765625;0.578125;0.1875;0.20416;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu; P"
mlp;SMX;14;zero;0.764765;0.476642;0.288123;0.765625;0.578125;0.1875;0.212303;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu; P; Cr"
mlp;SMX;15;zero;0.764765;0.447513;0.317252;0.765625;0.5625;0.203125;0.213252;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu; P; Cr; S"
mlp;SMX;16;zero;0.764765;0.384766;0.379999;0.765625;0.53125;0.234375;0.213749;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu; P; Cr; S; background3"
mlp;SMX;17;zero;0.764765;0.350838;0.413927;0.765625;0.515625;0.25;0.213997;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu; P; Cr; S; background3; Rh L + Ar"
mlp;SMX;18;zero;0.764765;0.384766;0.379999;0.765625;0.53125;0.234375;0.212802;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu; P; Cr; S; background3; Rh L + Ar; Fe ka + Ti ka"
mlp;SMX;19;zero;0.764765;0.350838;0.413927;0.765625;0.515625;0.25;0.213634;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu; P; Cr; S; background3; Rh L + Ar; Fe ka + Ti ka; background1"
mlp;SMX;20;zero;0.764765;0.350838;0.413927;0.765625;0.515625;0.25;0.213374;"Ca ka; Mn; Ti ka; Fe ka; K; Ti kb; Si; Al; Fe kb; Ca kb; sum Fe; Cu; P; Cr; S; background3; Rh L + Ar; Fe ka + Ti ka; background1; background2"
mlp;SHAP;1;zero;0.764765;0.843445;-0.07868;0.765625;0.84375;-0.078125;0.065997;Fe ka
mlp;SHAP;2;zero;0.764765;0.718199;0.046566;0.765625;0.71875;0.046875;0.105664;"Fe ka; Ca ka"
mlp;SHAP;3;zero;0.764765;0.779957;-0.015192;0.765625;0.78125;-0.015625;0.113407;"Fe ka; Ca ka; Ti ka"
mlp;SHAP;4;zero;0.764765;0.732078;0.032687;0.765625;0.734375;0.03125;0.133872;"Fe ka; Ca ka; Ti ka; Mn"
mlp;SHAP;5;zero;0.764765;0.744995;0.01977;0.765625;0.75;0.015625;0.148932;"Fe ka; Ca ka; Ti ka; Mn; Fe kb"
mlp;SHAP;6;zero;0.764765;0.692314;0.07245;0.765625;0.703125;0.0625;0.156189;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si"
mlp;SHAP;7;zero;0.764765;0.649897;0.114868;0.765625;0.671875;0.09375;0.171707;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K"
mlp;SHAP;8;zero;0.764765;0.622768;0.141997;0.765625;0.65625;0.109375;0.182832;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb"
mlp;SHAP;9;zero;0.764765;0.556481;0.208284;0.765625;0.609375;0.15625;0.196042;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al"
mlp;SHAP;10;zero;0.764765;0.532813;0.231952;0.765625;0.59375;0.171875;0.20081;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P"
mlp;SHAP;11;zero;0.764765;0.556579;0.208186;0.765625;0.625;0.140625;0.209013;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe"
mlp;SHAP;12;zero;0.764765;0.519627;0.245138;0.765625;0.59375;0.171875;0.203864;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe; Ti kb"
mlp;SHAP;13;zero;0.764765;0.368586;0.396179;0.765625;0.5;0.265625;0.202459;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe; Ti kb; background2"
mlp;SHAP;14;zero;0.764765;0.416936;0.347829;0.765625;0.546875;0.21875;0.212706;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe; Ti kb; background2; Cr"
mlp;SHAP;15;zero;0.764765;0.416936;0.347829;0.765625;0.546875;0.21875;0.213551;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe; Ti kb; background2; Cr; background1"
mlp;SHAP;16;zero;0.764765;0.350838;0.413927;0.765625;0.515625;0.25;0.213559;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe; Ti kb; background2; Cr; background1; Rh L + Ar"
mlp;SHAP;17;zero;0.764765;0.350838;0.413927;0.765625;0.515625;0.25;0.214077;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe; Ti kb; background2; Cr; background1; Rh L + Ar; S"
mlp;SHAP;18;zero;0.764765;0.34375;0.421015;0.765625;0.5;0.265625;0.215255;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe; Ti kb; background2; Cr; background1; Rh L + Ar; S; background3"
mlp;SHAP;19;zero;0.764765;0.350838;0.413927;0.765625;0.515625;0.25;0.21462;"Fe ka; Ca ka; Ti ka; Mn; Fe kb; Si; K; Ca kb; Al; P; sum Fe; Ti kb; background2; Cr; background1; Rh L + Ar; S; background3; Cu"
