Model;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred
MLP;0.9813432835820896;0.9702380952380952;1.0;"[[100   0]
 [  5 163]]";0.7217391304347827;0.625;0.8837209302325582;"[[38  5]
 [27 45]]"
