Method_1;Method_2;RBO_Score
LRC_perturbation;LRC_covariance;0.8966321022666667
Permutation;LRC_perturbation;0.5144416022666666
Permutation;LRC_covariance;0.5081659885166667
Shap;LRC_perturbation;0.45412388851666663
Shap;LRC_covariance;0.4476742022666666
Shap;Permutation;0.4303527022666666
