model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
mlp;SMX;1;zero;0.724991;0.734758;-0.009767;0.721739;0.730435;-0.008696;0.128047;Ag La
mlp;SMX;2;zero;0.724991;0.639051;0.08594;0.721739;0.634783;0.086957;0.227886;"Ag La; Ag Lb"
mlp;SMX;3;zero;0.724991;0.591304;0.133687;0.721739;0.591304;0.130435;0.18678;"Ag La; Ag Lb; Ag ka"
mlp;SMX;4;zero;0.724991;0.581662;0.14333;0.721739;0.582609;0.13913;0.205838;"Ag La; Ag Lb; Ag ka; Zn"
mlp;SMX;5;zero;0.724991;0.569655;0.155336;0.721739;0.573913;0.147826;0.203083;"Ag La; Ag Lb; Ag ka; Zn; Ag compton"
mlp;SMX;6;zero;0.724991;0.597094;0.127897;0.721739;0.6;0.121739;0.200858;"Ag La; Ag Lb; Ag ka; Zn; Ag compton; Ca"
mlp;SMX;7;zero;0.724991;0.531792;0.193199;0.721739;0.53913;0.182609;0.211607;"Ag La; Ag Lb; Ag ka; Zn; Ag compton; Ca; Fe"
mlp;SMX;8;zero;0.724991;0.541013;0.183979;0.721739;0.53913;0.182609;0.262254;"Ag La; Ag Lb; Ag ka; Zn; Ag compton; Ca; Fe; Bremsstrahlung"
mlp;SMX;9;zero;0.724991;0.48134;0.243651;0.721739;0.478261;0.243478;0.26713;"Ag La; Ag Lb; Ag ka; Zn; Ag compton; Ca; Fe; Bremsstrahlung; Cu"
mlp;SMX;10;zero;0.724991;0.203522;0.521469;0.721739;0.373913;0.347826;0.272668;"Ag La; Ag Lb; Ag ka; Zn; Ag compton; Ca; Fe; Bremsstrahlung; Cu; background"
mlp;SHAP;1;zero;0.724991;0.734337;-0.009346;0.721739;0.730435;-0.008696;0.096205;Ag Lb
mlp;SHAP;2;zero;0.724991;0.639051;0.08594;0.721739;0.634783;0.086957;0.227886;"Ag Lb; Ag La"
mlp;SHAP;3;zero;0.724991;0.591304;0.133687;0.721739;0.591304;0.130435;0.18678;"Ag Lb; Ag La; Ag ka"
mlp;SHAP;4;zero;0.724991;0.581662;0.14333;0.721739;0.582609;0.13913;0.205838;"Ag Lb; Ag La; Ag ka; Zn"
mlp;SHAP;5;zero;0.724991;0.569655;0.155336;0.721739;0.573913;0.147826;0.203083;"Ag Lb; Ag La; Ag ka; Zn; Ag compton"
mlp;SHAP;6;zero;0.724991;0.531429;0.193562;0.721739;0.530435;0.191304;0.250524;"Ag Lb; Ag La; Ag ka; Zn; Ag compton; Bremsstrahlung"
mlp;SHAP;7;zero;0.724991;0.509506;0.215485;0.721739;0.513043;0.208696;0.247947;"Ag Lb; Ag La; Ag ka; Zn; Ag compton; Bremsstrahlung; Cu"
mlp;SHAP;8;zero;0.724991;0.570299;0.154692;0.721739;0.565217;0.156522;0.255324;"Ag Lb; Ag La; Ag ka; Zn; Ag compton; Bremsstrahlung; Cu; background"
mlp;SHAP;9;zero;0.724991;0.533206;0.191785;0.721739;0.530435;0.191304;0.271915;"Ag Lb; Ag La; Ag ka; Zn; Ag compton; Bremsstrahlung; Cu; background; Fe"
mlp;SHAP;10;zero;0.724991;0.203522;0.521469;0.721739;0.373913;0.347826;0.272668;"Ag Lb; Ag La; Ag ka; Zn; Ag compton; Bremsstrahlung; Cu; background; Fe; Ca"
mlp;Permutation;1;zero;0.724991;0.630079;0.094912;0.721739;0.634783;0.086957;0.091268;Ag ka
mlp;Permutation;2;zero;0.724991;0.671515;0.053476;0.721739;0.669565;0.052174;0.106125;"Ag ka; Ag La"
mlp;Permutation;3;zero;0.724991;0.591304;0.133687;0.721739;0.591304;0.130435;0.18678;"Ag ka; Ag La; Ag Lb"
mlp;Permutation;4;zero;0.724991;0.604785;0.120206;0.721739;0.608696;0.113043;0.188284;"Ag ka; Ag La; Ag Lb; Ag compton"
mlp;Permutation;5;zero;0.724991;0.569655;0.155336;0.721739;0.573913;0.147826;0.203083;"Ag ka; Ag La; Ag Lb; Ag compton; Zn"
mlp;Permutation;6;zero;0.724991;0.531429;0.193562;0.721739;0.530435;0.191304;0.250524;"Ag ka; Ag La; Ag Lb; Ag compton; Zn; Bremsstrahlung"
mlp;Permutation;7;zero;0.724991;0.509506;0.215485;0.721739;0.513043;0.208696;0.247947;"Ag ka; Ag La; Ag Lb; Ag compton; Zn; Bremsstrahlung; Cu"
mlp;Permutation;8;zero;0.724991;0.570299;0.154692;0.721739;0.565217;0.156522;0.255324;"Ag ka; Ag La; Ag Lb; Ag compton; Zn; Bremsstrahlung; Cu; background"
mlp;Permutation;9;zero;0.724991;0.533206;0.191785;0.721739;0.530435;0.191304;0.271915;"Ag ka; Ag La; Ag Lb; Ag compton; Zn; Bremsstrahlung; Cu; background; Fe"
mlp;Permutation;10;zero;0.724991;0.203522;0.521469;0.721739;0.373913;0.347826;0.272668;"Ag ka; Ag La; Ag Lb; Ag compton; Zn; Bremsstrahlung; Cu; background; Fe; Ca"
