Class;2.4;2.42;2.44;2.46;2.48;2.5;2.52;2.54;2.56;2.58;2.6;2.62;2.64;2.66;2.68;2.7;2.72;2.74;2.76;2.78;2.8;2.82;2.84;2.86;2.88;2.9;2.92;2.94;2.96;2.98;3;3.02;3.04
A;0.036;0.0365;0.0345;0.0325;0.0348;0.05;0.0585;0.0767;0.0848;0.1128;0.1105;0.1075;0.1123;0.1003;0.0902;0.0815;0.0717;0.072;0.0653;0.0752;0.0805;0.0732;0.071;0.0722;0.0732;0.0628;0.0722;0.0665;0.0617;0.05;0.048;0.0408;0.0415
A;0.0347;0.0369;0.0333;0.0431;0.0381;0.0439;0.0458;0.0569;0.0628;0.0778;0.0958;0.0883;0.1014;0.0911;0.0906;0.0764;0.0672;0.0694;0.0692;0.0708;0.0814;0.0819;0.0747;0.0739;0.0806;0.0742;0.0672;0.0714;0.0561;0.0525;0.0514;0.0417;0.0419
A;0.0386;0.0377;0.0391;0.0377;0.0397;0.0409;0.05;0.0551;0.066;0.0677;0.084;0.0837;0.092;0.0957;0.084;0.0757;0.0826;0.0651;0.0806;0.0843;0.0846;0.0811;0.0757;0.0931;0.0791;0.082;0.0806;0.0763;0.0606;0.0623;0.052;0.0534;0.0463
A;0.031;0.0265;0.0328;0.0352;0.0388;0.0333;0.0435;0.0517;0.0688;0.0828;0.077;0.087;0.094;0.0953;0.076;0.0722;0.0703;0.0615;0.0648;0.0695;0.066;0.0725;0.0788;0.067;0.0633;0.066;0.0737;0.0635;0.0605;0.0508;0.0455;0.0432;0.0435
A;0.0358;0.0364;0.0308;0.0414;0.0428;0.0419;0.0525;0.0542;0.0664;0.0811;0.0883;0.0972;0.0906;0.0831;0.0956;0.0864;0.0778;0.0806;0.0689;0.0717;0.0831;0.0708;0.0808;0.0719;0.0711;0.065;0.0692;0.0661;0.0653;0.0628;0.0569;0.0536;0.0406
A;0.0408;0.037;0.0297;0.0388;0.0393;0.0372;0.0432;0.055;0.0633;0.0707;0.077;0.0838;0.096;0.0945;0.0925;0.075;0.0698;0.071;0.0747;0.0765;0.0722;0.0795;0.0745;0.0742;0.0762;0.0757;0.0698;0.0685;0.0623;0.0597;0.0468;0.0503;0.0462
A;0.0337;0.0391;0.0431;0.0414;0.0483;0.0463;0.056;0.058;0.092;0.0949;0.1017;0.11;0.1014;0.1074;0.1;0.0874;0.0869;0.0829;0.0894;0.0903;0.088;0.0831;0.0911;0.0791;0.0826;0.0737;0.082;0.0769;0.0726;0.0617;0.0589;0.0497;0.0583
A;0.0328;0.0422;0.0403;0.0411;0.0422;0.0464;0.0736;0.0914;0.1114;0.1317;0.1272;0.135;0.1222;0.1197;0.1067;0.0981;0.08;0.0756;0.0772;0.0956;0.0894;0.0928;0.0836;0.0828;0.0842;0.0747;0.0817;0.0694;0.0603;0.0614;0.0556;0.0569;0.0444
A;0.0334;0.0295;0.0329;0.028;0.0363;0.0327;0.0495;0.0605;0.0783;0.0793;0.0912;0.1056;0.1037;0.0949;0.0924;0.0751;0.0744;0.0656;0.0712;0.0729;0.0846;0.0741;0.0798;0.0715;0.0663;0.0773;0.071;0.0663;0.0673;0.0588;0.048;0.0422;0.04
A;0.0397;0.0412;0.0341;0.0362;0.045;0.0471;0.05;0.0574;0.0762;0.0882;0.0974;0.0953;0.1021;0.1029;0.0974;0.0876;0.0703;0.0841;0.0771;0.0779;0.0912;0.0924;0.0844;0.0765;0.0709;0.0803;0.0779;0.0724;0.0653;0.0612;0.0632;0.0482;0.0479
