A;0.2044;0.2021;0.2068;0.21;0.1953;0.2174;0.2059;0.2015;0.2176;0.1956;0.2176;0.2112;0.2024;0.2221;0.2156;0.2071;0.1982;0.2182;0.2129;0.2274;0.2256;0.205;0.2135;0.2224;0.215;0.2194;0.2159;0.22;0.2226;0.2197;0.2144;0.2062;0.2285;0.2138;0.2094;0.2294;0.2438;0.2306;0.24;0.2241;0.2268;0.2438;0.2432;0.235;0.2353;0.2435;0.2476;0.2453;0.2438;0.2424;0.2685;0.26;0.2488;0.2629;0.2556;0.2612;0.2547;0.2756;0.2656;0.2603;0.2753;0.2703;0.2829;0.2697;0.2835;0.2838;0.2738;0.2956;0.2859;0.2824;0.2891;0.3082;0.3059;0.3103;0.3253;0.3291;0.3415;0.3326;0.3503;0.3374;0.3671;0.3782;0.3791;0.4103;0.4162;0.4494;0.4535;0.4874;0.5344;0.5418;0.6241;0.6412;0.68;0.7485;0.8021;0.8165;0.9291;0.9959;1.0447;1.0891;1.2047;1.2503;1.3053;1.4306;1.4718;1.5124;1.5471;1.5571;1.6312;1.6291;1.6082;1.6459;1.63;1.5874;1.5065;1.4732;1.4697;1.4097;1.3191;1.2221;1.1538;1.1291;1.0235;0.9615;0.8856;0.8253;0.7524;0.7012;0.6721;0.5888;0.5521;0.5018;0.4929;0.4379;0.4082;0.3847;0.3853;0.3432;0.3388;0.3238;0.3091;0.2956;0.2818;0.2871
A;0.1639;0.1654;0.178;0.1632;0.1739;0.1663;0.15;0.1666;0.1598;0.1641;0.1744;0.1593;0.181;0.159;0.1678;0.1607;0.1644;0.1702;0.1632;0.1673;0.159;0.169;0.1671;0.1624;0.1624;0.1707;0.1663;0.1856;0.1693;0.1878;0.1693;0.1707;0.171;0.1817;0.1773;0.1812;0.1895;0.1944;0.179;0.1827;0.1776;0.1851;0.1749;0.1785;0.1861;0.189;0.1854;0.1954;0.191;0.1895;0.198;0.1983;0.2005;0.2068;0.2122;0.2076;0.1959;0.2176;0.2073;0.2222;0.2112;0.2171;0.2307;0.2105;0.2063;0.2276;0.219;0.2251;0.2156;0.2256;0.2354;0.2285;0.2395;0.2568;0.2451;0.2544;0.2632;0.2573;0.2778;0.2893;0.3024;0.2946;0.3188;0.3237;0.3212;0.349;0.3654;0.4007;0.4007;0.4232;0.4666;0.5056;0.5629;0.5939;0.621;0.6795;0.7227;0.7939;0.8198;0.8951;0.9517;0.9885;1.072;1.1266;1.1588;1.2083;1.2268;1.2441;1.2959;1.28;1.2893;1.3124;1.2778;1.2888;1.2371;1.2144;1.1532;1.1176;1.0668;1.0207;0.9439;0.9151;0.8407;0.7754;0.7327;0.6583;0.5998;0.5907;0.531;0.4834;0.4607;0.4102;0.3985;0.3717;0.3429;0.3202;0.3002;0.2827;0.26;0.2593;0.2229;0.2283;0.2402;0.2334
B;0.197;0.1903;0.1795;0.1873;0.1784;0.1843;0.1846;0.1935;0.1768;0.1946;0.1795;0.2;0.1881;0.1876;0.1935;0.1946;0.1824;0.2092;0.1886;0.1843;0.1965;0.1862;0.2032;0.1846;0.1927;0.1941;0.1954;0.1976;0.2016;0.1841;0.2041;0.1941;0.1986;0.1962;0.2076;0.2032;0.2097;0.2065;0.2011;0.2076;0.2;0.2043;0.2173;0.2176;0.207;0.2084;0.2238;0.2314;0.2116;0.2262;0.2224;0.2376;0.2176;0.2181;0.2381;0.2262;0.2438;0.2316;0.223;0.2376;0.2365;0.2443;0.2522;0.2603;0.2549;0.2495;0.2405;0.2576;0.2549;0.2611;0.2546;0.2714;0.2819;0.2803;0.2816;0.2889;0.2757;0.2954;0.3178;0.3151;0.3246;0.3395;0.3422;0.3614;0.377;0.3924;0.4073;0.4389;0.4641;0.4922;0.5432;0.5862;0.6041;0.66;0.7286;0.8024;0.8292;0.887;0.9338;1.0184;1.0986;1.1219;1.2227;1.2762;1.3332;1.357;1.4076;1.4397;1.5005;1.47;1.4889;1.4732;1.4622;1.3957;1.3854;1.3676;1.3195;1.2586;1.1957;1.1205;1.0789;0.9992;0.9519;0.8754;0.8365;0.7632;0.6773;0.6441;0.6122;0.5616;0.5043;0.443;0.4392;0.3959;0.3662;0.3646;0.34;0.3114;0.3092;0.2914;0.2854;0.2651;0.2732;0.2732
B;0.1892;0.2003;0.1933;0.2017;0.2036;0.2022;0.1972;0.2008;0.2;0.2025;0.2064;0.2106;0.2044;0.1944;0.2036;0.1944;0.2203;0.1892;0.1914;0.1981;0.2017;0.2006;0.2203;0.2119;0.2028;0.2083;0.2017;0.2122;0.2022;0.2144;0.1944;0.2156;0.1986;0.2131;0.2267;0.2128;0.2211;0.2272;0.2206;0.2067;0.2319;0.2097;0.2197;0.2222;0.2197;0.2378;0.2322;0.23;0.2478;0.2469;0.2311;0.2483;0.2453;0.2417;0.2547;0.25;0.2497;0.2642;0.2392;0.2594;0.265;0.2619;0.2581;0.2625;0.265;0.2633;0.2769;0.2908;0.2917;0.2836;0.2911;0.2886;0.2944;0.2983;0.3081;0.3217;0.3125;0.3231;0.3408;0.3333;0.3536;0.3822;0.3661;0.3786;0.405;0.4444;0.4461;0.4733;0.5039;0.5478;0.5814;0.6089;0.6539;0.7097;0.7717;0.8356;0.8803;0.9931;1.0214;1.0669;1.1444;1.2061;1.2769;1.3356;1.4181;1.4589;1.5128;1.5303;1.6019;1.5656;1.6078;1.6003;1.5814;1.5675;1.54;1.4786;1.4083;1.375;1.2983;1.2111;1.1461;1.0922;1.0292;0.9586;0.8617;0.8444;0.7453;0.7003;0.6544;0.5858;0.5492;0.5311;0.4861;0.4489;0.4111;0.3861;0.3578;0.3419;0.3344;0.3086;0.305;0.2853;0.2908;0.2792
B;0.2169;0.2026;0.1991;0.1971;0.2029;0.202;0.2054;0.2054;0.1963;0.2106;0.1929;0.1957;0.1869;0.1989;0.2023;0.19;0.1914;0.2066;0.1997;0.1934;0.196;0.2049;0.2066;0.1866;0.1917;0.2063;0.2083;0.2043;0.2149;0.206;0.1997;0.2009;0.2171;0.2251;0.2206;0.2217;0.2277;0.2269;0.2191;0.2274;0.218;0.2446;0.2317;0.2309;0.234;0.238;0.258;0.2206;0.2369;0.2474;0.2451;0.2411;0.2414;0.2589;0.2526;0.2323;0.244;0.2586;0.2577;0.256;0.2474;0.2494;0.2686;0.2546;0.2609;0.2637;0.2706;0.2754;0.2891;0.2969;0.2874;0.28;0.2837;0.3223;0.3163;0.3006;0.3337;0.32;0.3317;0.3363;0.3346;0.3546;0.3751;0.4009;0.406;0.4197;0.4483;0.4669;0.5009;0.55;0.5774;0.6149;0.6791;0.718;0.7971;0.8391;0.908;0.9514;1.0314;1.082;1.1829;1.2157;1.2851;1.3491;1.4629;1.4811;1.5017;1.55;1.5986;1.5789;1.5957;1.5566;1.5966;1.5534;1.5266;1.4669;1.4223;1.3437;1.2929;1.2243;1.1511;1.0746;0.98;0.9397;0.8766;0.8203;0.7391;0.7006;0.6491;0.58;0.5534;0.498;0.466;0.4406;0.4037;0.384;0.3337;0.3457;0.3243;0.3029;0.2851;0.2843;0.2811;0.2957
B;0.1572;0.1623;0.1677;0.1579;0.1535;0.1591;0.166;0.1621;0.1619;0.1653;0.1544;0.1628;0.1628;0.1626;0.1679;0.1649;0.166;0.1684;0.1621;0.1644;0.1774;0.1677;0.1691;0.1693;0.1649;0.1719;0.1693;0.16;0.1756;0.1784;0.1749;0.1612;0.1723;0.1733;0.1723;0.1756;0.1695;0.187;0.1816;0.1695;0.1826;0.1819;0.19;0.19;0.1958;0.184;0.1914;0.1881;0.1788;0.1933;0.19;0.1988;0.2047;0.1874;0.1998;0.2042;0.2072;0.2012;0.2098;0.207;0.203;0.2188;0.2126;0.207;0.2109;0.2181;0.2165;0.2151;0.2158;0.2295;0.2353;0.237;0.2381;0.2367;0.2514;0.2663;0.237;0.2649;0.2623;0.2828;0.2816;0.2949;0.313;0.3128;0.33;0.3356;0.363;0.3942;0.3993;0.423;0.4702;0.4681;0.5442;0.5707;0.6033;0.6853;0.7181;0.7677;0.8509;0.8772;0.9472;0.99;1.0737;1.106;1.153;1.1984;1.2056;1.2453;1.27;1.2547;1.2793;1.3179;1.2623;1.2267;1.2091;1.1649;1.134;1.0733;1.0514;0.9744;0.9012;0.8812;0.8191;0.7291;0.6751;0.6177;0.5814;0.5542;0.4886;0.4674;0.4235;0.4058;0.3788;0.3519;0.3119;0.306;0.2877;0.2663;0.2453;0.2342;0.227;0.2386;0.2298;0.2186
B;0.1888;0.1727;0.1683;0.171;0.169;0.1708;0.1732;0.185;0.189;0.1757;0.1797;0.1747;0.1928;0.1817;0.1725;0.1873;0.182;0.1737;0.1767;0.192;0.1958;0.1727;0.1873;0.1812;0.1805;0.1838;0.1978;0.1873;0.1953;0.1812;0.2013;0.1915;0.1903;0.1988;0.2005;0.1737;0.189;0.1908;0.2008;0.1878;0.2092;0.192;0.2023;0.207;0.1965;0.199;0.1948;0.2102;0.2198;0.208;0.2028;0.2183;0.213;0.2315;0.2328;0.2263;0.2223;0.2238;0.2188;0.2253;0.2407;0.233;0.2313;0.2305;0.2385;0.2375;0.241;0.2392;0.2417;0.2525;0.247;0.2547;0.2612;0.2788;0.267;0.2883;0.2765;0.297;0.2915;0.3142;0.3123;0.338;0.3332;0.3503;0.3685;0.3877;0.4043;0.4125;0.4472;0.4535;0.5068;0.5503;0.5803;0.6248;0.6835;0.7275;0.784;0.8462;0.9038;0.9505;1.0453;1.0645;1.1383;1.1955;1.2463;1.2675;1.3348;1.3498;1.3847;1.3755;1.4228;1.3943;1.396;1.338;1.3418;1.311;1.211;1.1905;1.1378;1.0913;1.0185;0.9688;0.8898;0.8237;0.773;0.7063;0.6597;0.6205;0.5525;0.5377;0.476;0.4397;0.4125;0.3782;0.3635;0.342;0.3192;0.301;0.2752;0.259;0.2572;0.2395;0.2463;0.2445
B;0.1761;0.2053;0.1853;0.1894;0.1961;0.1981;0.1914;0.1958;0.1856;0.1914;0.1864;0.1964;0.1789;0.1964;0.1975;0.1897;0.1861;0.1944;0.1903;0.1989;0.1925;0.1886;0.1981;0.2058;0.2147;0.1869;0.2086;0.2092;0.1947;0.2075;0.2067;0.2167;0.2019;0.2064;0.2142;0.1956;0.2142;0.2053;0.2117;0.2256;0.2119;0.2208;0.2111;0.2242;0.2272;0.2297;0.2286;0.2483;0.2272;0.2181;0.2247;0.2158;0.2281;0.2367;0.2475;0.2464;0.2542;0.2403;0.2583;0.2514;0.2581;0.2378;0.2569;0.2453;0.2614;0.2622;0.2617;0.2533;0.2644;0.2772;0.2575;0.2664;0.2831;0.2817;0.285;0.2908;0.2894;0.3086;0.3139;0.3275;0.3461;0.3444;0.3686;0.3697;0.3808;0.4133;0.4381;0.4606;0.4617;0.4964;0.5478;0.5881;0.6267;0.6767;0.7639;0.7878;0.8344;0.8783;0.9844;1.0358;1.1458;1.1892;1.2144;1.2911;1.3536;1.4144;1.4497;1.4692;1.4875;1.4989;1.52;1.5156;1.4617;1.4556;1.3878;1.395;1.3267;1.3411;1.2044;1.1756;1.1086;1.0231;0.9889;0.9006;0.8369;0.7711;0.7094;0.6392;0.6111;0.5481;0.4983;0.4856;0.4147;0.4117;0.3769;0.3703;0.3431;0.3339;0.3164;0.2928;0.2736;0.2675;0.2567;0.2472
B;0.2035;0.1962;0.2114;0.1962;0.1876;0.1743;0.1924;0.1814;0.1943;0.1862;0.1924;0.1984;0.2014;0.1973;0.1957;0.2043;0.21;0.187;0.2086;0.1965;0.1992;0.1935;0.1916;0.1959;0.207;0.2127;0.2003;0.207;0.2111;0.1886;0.2108;0.1997;0.2151;0.1954;0.2095;0.2008;0.2146;0.2124;0.2059;0.2135;0.2243;0.2159;0.2151;0.2303;0.2308;0.2251;0.2392;0.2392;0.2497;0.2357;0.2324;0.2451;0.2289;0.2308;0.2376;0.2327;0.2297;0.2351;0.2408;0.2378;0.2595;0.2605;0.2532;0.2535;0.2527;0.2592;0.2784;0.2768;0.277;0.2792;0.3022;0.2838;0.2954;0.2911;0.2924;0.2873;0.3197;0.3151;0.3327;0.3292;0.3449;0.3524;0.3695;0.3968;0.3968;0.4127;0.4268;0.4592;0.4738;0.5068;0.5759;0.6127;0.6424;0.6781;0.75;0.8224;0.85;0.9224;0.9995;1.063;1.0995;1.1822;1.2189;1.3022;1.3738;1.4078;1.4397;1.4962;1.5254;1.5378;1.5022;1.5605;1.5092;1.4873;1.4751;1.4438;1.3811;1.3319;1.2392;1.1784;1.1181;1.0843;0.9754;0.93;0.8192;0.7822;0.7389;0.6819;0.62;0.5586;0.5419;0.5003;0.4686;0.4446;0.3997;0.3676;0.3624;0.3319;0.3151;0.3116;0.3022;0.2886;0.2719;0.2797
B;0.1895;0.1903;0.201;0.1885;0.1885;0.1775;0.176;0.1737;0.1747;0.1735;0.183;0.1868;0.1708;0.1795;0.1875;0.1888;0.19;0.195;0.1948;0.1878;0.1975;0.1865;0.1918;0.1893;0.1883;0.18;0.2045;0.1978;0.2028;0.195;0.1923;0.1935;0.1943;0.1855;0.1875;0.1968;0.1978;0.1873;0.2072;0.2;0.2;0.2025;0.2105;0.2175;0.2168;0.2042;0.2117;0.2235;0.213;0.2125;0.2153;0.2215;0.2243;0.2175;0.222;0.2265;0.2225;0.222;0.24;0.2473;0.2303;0.2362;0.244;0.2263;0.2515;0.2502;0.235;0.2582;0.2555;0.2585;0.2622;0.2662;0.2702;0.2838;0.283;0.2768;0.2968;0.291;0.3028;0.3123;0.3132;0.3227;0.3563;0.3453;0.3805;0.3905;0.417;0.4173;0.445;0.4925;0.525;0.559;0.594;0.6305;0.6763;0.7412;0.799;0.861;0.9297;0.9782;1.0658;1.1178;1.148;1.2275;1.2613;1.3115;1.3735;1.4158;1.4183;1.4488;1.4087;1.4458;1.4098;1.375;1.3645;1.3228;1.2805;1.227;1.1778;1.1415;1.039;0.9812;0.9143;0.8738;0.797;0.7512;0.6643;0.599;0.591;0.535;0.4998;0.4452;0.4173;0.3972;0.3942;0.3455;0.3145;0.3035;0.2873;0.2737;0.2652;0.2627;0.2575;0.2395
