Class;13.11;13.13;13.15;13.17;13.19;13.21;13.23;13.25;13.27;13.29;13.31;13.33;13.35;13.37;13.39;13.41;13.43;13.45;13.47;13.49;13.51;13.53;13.55;13.57;13.59;13.61;13.63
A;4.38;4.4;4.42;4.4;4.49;4.37;4.49;4.49;4.62;4.5;4.63;4.89;4.87;4.91;5.0;4.88;4.92;4.75;4.64;4.62;4.49;4.45;4.26;4.17;4.13;4.15;4.1
A;5.04;5.11;4.83;4.87;5.0;5.01;5.19;4.97;5.08;5.2;5.09;5.47;5.46;5.4;5.67;5.54;5.61;5.43;5.37;5.18;4.95;4.99;5.0;4.88;4.84;4.48;4.83
A;4.43;4.65;4.64;4.46;4.43;4.49;4.67;4.61;4.83;4.74;4.58;4.81;5.0;5.02;5.09;5.15;4.98;4.97;4.79;4.89;4.71;4.57;4.37;4.26;4.24;4.2;4.28
A;4.25;4.18;4.33;4.38;4.04;4.25;4.2;4.21;4.32;4.35;4.51;4.49;4.53;4.44;4.61;4.6;4.49;4.6;4.39;4.38;4.2;4.15;4.24;4.16;4.1;4.07;4.1
A;4.47;4.61;4.55;4.48;4.6;4.66;4.74;4.66;4.79;5.13;5.23;5.66;5.65;5.84;5.88;5.82;5.68;5.48;5.38;5.15;5.02;4.78;4.45;4.52;4.26;4.09;4.24
A;5.17;5.44;5.12;5.37;5.24;5.19;5.72;5.44;5.69;5.77;5.9;6.12;6.18;6.25;6.39;6.46;6.22;6.25;6.12;5.83;5.72;5.64;5.33;5.03;5.17;5.11;4.87
A;4.87;5.07;4.91;4.83;5.0;4.92;4.92;5.14;5.22;5.42;5.45;5.66;5.69;5.91;5.72;5.79;5.89;5.57;5.48;5.3;5.06;5.03;4.9;4.95;4.53;4.63;4.66
A;4.58;4.58;4.73;4.55;4.69;4.66;4.72;4.48;4.85;4.8;4.93;5.11;5.3;5.1;5.07;5.36;5.17;5.27;5.0;4.92;4.85;4.38;4.59;4.4;4.37;4.48;4.37
A;4.8;4.92;4.81;4.95;4.77;4.83;4.92;4.94;4.99;5.23;5.34;5.48;5.52;5.61;5.58;5.51;5.6;5.56;5.14;5.07;4.87;4.88;4.67;4.77;4.44;4.56;4.49
A;4.2;4.15;4.18;4.04;4.06;4.15;4.27;4.36;4.28;4.25;4.54;4.46;4.58;4.77;4.64;4.75;4.53;4.38;4.5;4.31;4.19;4.26;4.1;4.27;3.99;3.93;4.08
A;4.26;4.51;4.26;4.32;4.43;4.51;4.46;4.59;4.55;4.61;4.93;4.9;5.02;4.91;5.34;5.02;4.94;4.76;4.79;4.68;4.47;4.43;4.33;4.27;4.1;4.27;3.91
A;5.14;4.93;5.07;4.95;5.06;5.05;5.14;5.51;5.6;5.63;6.11;6.31;6.59;6.58;6.86;6.78;6.64;6.31;6.32;6.04;5.56;5.62;5.07;5.13;5.04;4.78;4.96
