LVs;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy CV;Sensitivity CV;Specificity CV;CM CV;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred;X Cum Exp Var;Y Cum Exp Var;X Ind Exp Var;Y Ind Exp Var
1;0.640625;0.17857142857142858;1.0;"[[36  0]
 [23  5]]";0.1875;0.03571428571428571;0.3055555555555556;"[[11 25]
 [27  1]]";0.5517241379310345;0.0;1.0;"[[16  0]
 [13  0]]";35.28579140626031;2.9559851000486175;35.28579140626031;2.9559851000486175
2;0.75;0.6428571428571429;0.8333333333333334;"[[30  6]
 [10 18]]";0.5625;0.42857142857142855;0.6666666666666666;"[[24 12]
 [16 12]]";0.7586206896551724;0.5384615384615384;0.9375;"[[15  1]
 [ 6  7]]";47.49733970187608;20.981041143388882;12.21154829561577;18.025056043340264
