model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;mean_abs_diff;zones_removed
pls;SHAP;24;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.127005;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb; Rh L + Ar; Zr; Al; Si; Ti ka; background1"
pls;SHAP;25;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.127245;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb; Rh L + Ar; Zr; Al; Si; Ti ka; background1; Ni"
pls;SHAP;26;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134508;"Fe ka; Zn ka; Compton ka; K; Rayleigh ka; Sr; Ca ka; Fe kb; Rb; Mn; Ca kb; Cu; Compton kb; background2; S; P; background3; Zn kb; Rh L + Ar; Zr; Al; Si; Ti ka; background1; Ni; Rayleigh kb"
pls;Permutation;1;zero;0.746194;0.746194;0.0;0.758621;0.758621;0.0;0.022069;Fe ka
pls;Permutation;2;zero;0.746194;0.690421;0.055773;0.758621;0.724138;0.034483;0.053076;"Fe ka; Compton ka"
pls;Permutation;3;zero;0.746194;0.690421;0.055773;0.758621;0.724138;0.034483;0.070884;"Fe ka; Compton ka; Zn ka"
pls;Permutation;4;zero;0.746194;0.641567;0.104627;0.758621;0.689655;0.068966;0.103575;"Fe ka; Compton ka; Zn ka; Rayleigh ka"
pls;Permutation;5;zero;0.746194;0.690421;0.055773;0.758621;0.724138;0.034483;0.113845;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K"
pls;Permutation;6;zero;0.746194;0.482264;0.263931;0.758621;0.551724;0.206897;0.133802;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr"
pls;Permutation;7;zero;0.746194;0.400685;0.345509;0.758621;0.413793;0.344828;0.172068;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb"
pls;Permutation;8;zero;0.746194;0.341651;0.404543;0.758621;0.344828;0.413793;0.187563;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka"
pls;Permutation;9;zero;0.746194;0.341651;0.404543;0.758621;0.344828;0.413793;0.187375;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb"
pls;Permutation;10;zero;0.746194;0.341651;0.404543;0.758621;0.344828;0.413793;0.183969;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn"
pls;Permutation;11;zero;0.746194;0.341651;0.404543;0.758621;0.344828;0.413793;0.180366;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb"
pls;Permutation;12;zero;0.746194;0.359262;0.386932;0.758621;0.482759;0.275862;0.146817;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2"
pls;Permutation;13;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.139836;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3"
pls;Permutation;14;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.129596;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr"
pls;Permutation;15;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.126836;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar"
pls;Permutation;16;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.128798;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb"
pls;Permutation;17;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.126517;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb"
pls;Permutation;18;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.135201;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb"
pls;Permutation;19;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134204;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb; Cu"
pls;Permutation;20;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.133372;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb; Cu; Ti ka"
pls;Permutation;21;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.132065;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb; Cu; Ti ka; S"
pls;Permutation;22;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.131573;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb; Cu; Ti ka; S; P"
pls;Permutation;23;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.13194;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb; Cu; Ti ka; S; P; Ni"
pls;Permutation;24;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.130527;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb; Cu; Ti ka; S; P; Ni; background1"
pls;Permutation;25;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.132815;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb; Cu; Ti ka; S; P; Ni; background1; Al"
pls;Permutation;26;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134508;"Fe ka; Compton ka; Zn ka; Rayleigh ka; K; Sr; Compton kb; Ca ka; Fe kb; Mn; Rb; background2; background3; Zr; Rh L + Ar; Ca kb; Zn kb; Rayleigh kb; Cu; Ti ka; S; P; Ni; background1; Al; Si"
pls;VIP;1;zero;0.746194;0.746194;0.0;0.758621;0.758621;0.0;0.022069;Fe ka
pls;VIP;2;zero;0.746194;0.735818;0.010376;0.758621;0.758621;0.0;0.04776;"Fe ka; Zn ka"
pls;VIP;3;zero;0.746194;0.735818;0.010376;0.758621;0.758621;0.0;0.047679;"Fe ka; Zn ka; Fe kb"
pls;VIP;4;zero;0.746194;0.735818;0.010376;0.758621;0.758621;0.0;0.073975;"Fe ka; Zn ka; Fe kb; Rayleigh ka"
pls;VIP;5;zero;0.746194;0.735818;0.010376;0.758621;0.758621;0.0;0.073704;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn"
pls;VIP;6;zero;0.746194;0.660338;0.085857;0.758621;0.689655;0.068966;0.085778;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka"
pls;VIP;7;zero;0.746194;0.714385;0.031809;0.758621;0.724138;0.034483;0.108271;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr"
pls;VIP;8;zero;0.746194;0.714385;0.031809;0.758621;0.724138;0.034483;0.104794;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb"
pls;VIP;9;zero;0.746194;0.506158;0.240037;0.758621;0.586207;0.172414;0.132405;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka"
pls;VIP;10;zero;0.746194;0.465293;0.280901;0.758621;0.586207;0.172414;0.105801;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2"
pls;VIP;11;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.138686;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb"
pls;VIP;12;zero;0.746194;0.359262;0.386932;0.758621;0.482759;0.275862;0.146817;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K"
pls;VIP;13;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.143659;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb"
pls;VIP;14;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.142632;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu"
pls;VIP;15;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.144594;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb"
pls;VIP;16;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.1419;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar"
pls;VIP;17;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.142225;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni"
pls;VIP;18;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.135244;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3"
pls;VIP;19;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.13311;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3; S"
pls;VIP;20;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.132312;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3; S; Ti ka"
pls;VIP;21;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.125617;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3; S; Ti ka; Zr"
pls;VIP;22;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.124411;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3; S; Ti ka; Zr; background1"
pls;VIP;23;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.131019;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3; S; Ti ka; Zr; background1; Rayleigh kb"
pls;VIP;24;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.130527;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3; S; Ti ka; Zr; background1; Rayleigh kb; P"
pls;VIP;25;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.132815;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3; S; Ti ka; Zr; background1; Rayleigh kb; P; Al"
pls;VIP;26;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.134508;"Fe ka; Zn ka; Fe kb; Rayleigh ka; Mn; Ca ka; Sr; Rb; Compton ka; background2; Compton kb; K; Zn kb; Cu; Ca kb; Rh L + Ar; Ni; background3; S; Ti ka; Zr; background1; Rayleigh kb; P; Al; Si"
pls;Reg_vet;1;zero;0.746194;0.735818;0.010376;0.758621;0.758621;0.0;0.036149;Zn ka
pls;Reg_vet;2;zero;0.746194;0.704537;0.041657;0.758621;0.724138;0.034483;0.038209;"Zn ka; Mn"
pls;Reg_vet;3;zero;0.746194;0.673679;0.072516;0.758621;0.689655;0.068966;0.067757;"Zn ka; Mn; Rayleigh ka"
pls;Reg_vet;4;zero;0.746194;0.714385;0.031809;0.758621;0.724138;0.034483;0.08302;"Zn ka; Mn; Rayleigh ka; Ca ka"
pls;Reg_vet;5;zero;0.746194;0.724138;0.022057;0.758621;0.724138;0.034483;0.109877;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr"
pls;Reg_vet;6;zero;0.746194;0.690397;0.055798;0.758621;0.689655;0.068966;0.106551;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb"
pls;Reg_vet;7;zero;0.746194;0.673679;0.072516;0.758621;0.689655;0.068966;0.132463;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka"
pls;Reg_vet;8;zero;0.746194;0.588465;0.15773;0.758621;0.655172;0.103448;0.100284;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2"
pls;Reg_vet;9;zero;0.746194;0.465293;0.280901;0.758621;0.586207;0.172414;0.10756;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K"
pls;Reg_vet;10;zero;0.746194;0.357367;0.388828;0.758621;0.37931;0.37931;0.146326;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb"
pls;Reg_vet;11;zero;0.746194;0.433896;0.312298;0.758621;0.482759;0.275862;0.1436;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb"
pls;Reg_vet;12;zero;0.746194;0.376176;0.370019;0.758621;0.517241;0.241379;0.143848;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka"
pls;Reg_vet;13;zero;0.746194;0.359262;0.386932;0.758621;0.482759;0.275862;0.14581;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb"
pls;Reg_vet;14;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.143116;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar"
pls;Reg_vet;15;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.142089;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu"
pls;Reg_vet;16;zero;0.746194;0.392337;0.353857;0.758621;0.551724;0.206897;0.142413;"Zn ka; Mn; Rayleigh ka; Ca ka; Sr; Rb; Compton ka; background2; K; Compton kb; Zn kb; Fe ka; Ca kb; Rh L + Ar; Cu; Ni"
