model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
svm;SMX;1;zero;0.616158;0.518391;0.097767;0.62069;0.517241;0.103448;0.013307;Fe ka
svm;SMX;2;zero;0.616158;0.552795;0.063363;0.62069;0.551724;0.068966;0.034815;"Fe ka; Compton ka"
svm;SMX;3;zero;0.616158;0.483995;0.132163;0.62069;0.482759;0.137931;0.039103;"Fe ka; Compton ka; Rayleigh ka"
svm;SMX;4;zero;0.616158;0.415194;0.200964;0.62069;0.413793;0.206897;0.041627;"Fe ka; Compton ka; Rayleigh ka; K"
svm;SMX;5;zero;0.616158;0.449589;0.166568;0.62069;0.448276;0.172414;0.043898;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka"
svm;SMX;6;zero;0.616158;0.415194;0.200964;0.62069;0.413793;0.206897;0.045103;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb"
svm;SMX;7;zero;0.616158;0.449589;0.166568;0.62069;0.448276;0.172414;0.045962;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka"
svm;SMX;8;zero;0.616158;0.380788;0.23537;0.62069;0.37931;0.241379;0.049771;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb"
svm;SMX;9;zero;0.616158;0.413793;0.202365;0.62069;0.413793;0.206897;0.049055;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn"
svm;SMX;10;zero;0.616158;0.376355;0.239803;0.62069;0.37931;0.241379;0.050521;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr"
svm;SMX;11;zero;0.616158;0.413793;0.202365;0.62069;0.413793;0.206897;0.049922;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr"
svm;SMX;12;zero;0.616158;0.383615;0.232543;0.62069;0.413793;0.206897;0.051992;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3"
svm;SMX;13;zero;0.616158;0.383615;0.232543;0.62069;0.413793;0.206897;0.05225;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb"
svm;SMX;14;zero;0.616158;0.383615;0.232543;0.62069;0.413793;0.206897;0.052848;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb"
svm;SMX;15;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.05201;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2"
svm;SMX;16;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.051841;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb"
svm;SMX;17;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.052048;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb; S"
svm;SMX;18;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.052166;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb; S; Al"
svm;SMX;19;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.052217;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb; S; Al; Si"
svm;SMX;20;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.052448;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb; S; Al; Si; Ca kb"
svm;SMX;21;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.052912;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb; S; Al; Si; Ca kb; Cu"
svm;SMX;22;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.052742;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb; S; Al; Si; Ca kb; Cu; P"
svm;SMX;23;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.052766;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb; S; Al; Si; Ca kb; Cu; P; Rh L + Ar"
svm;SMX;24;zero;0.616158;0.392337;0.223821;0.62069;0.551724;0.068966;0.052734;"Fe ka; Compton ka; Rayleigh ka; K; Zn ka; Fe kb; Ca ka; Compton kb; Mn; Sr; Zr; background3; Rb; Rayleigh kb; background2; Zn kb; S; Al; Si; Ca kb; Cu; P; Rh L + Ar; Ti ka"
