Method_1;Method_2;RBO_Score
VIP_Score;Reg_Coefficient;0.94235199
VIP_Score;Permutation;0.94235199
Reg_Coefficient;Permutation;0.94235199
VIP_Score;LRC_perturbation;0.52294599
Reg_Coefficient;LRC_perturbation;0.52294599
Permutation;LRC_perturbation;0.52294599
