model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;mean_abs_diff;zones_removed
pls;SMX;1;zero;1.0;0.458937;0.541063;1.0;0.5625;0.4375;0.306074;Fe ka
pls;SMX;2;zero;1.0;0.65368;0.34632;1.0;0.6875;0.3125;0.196846;"Fe ka; Ti ka"
pls;SMX;3;zero;1.0;0.65368;0.34632;1.0;0.6875;0.3125;0.236245;"Fe ka; Ti ka; K"
pls;SMX;4;zero;1.0;0.458937;0.541063;1.0;0.5625;0.4375;0.253651;"Fe ka; Ti ka; K; Fe kb"
pls;SMX;5;zero;1.0;0.65368;0.34632;1.0;0.6875;0.3125;0.261958;"Fe ka; Ti ka; K; Fe kb; Ti kb"
pls;SMX;6;zero;1.0;0.65368;0.34632;1.0;0.6875;0.3125;0.277755;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si"
pls;SMX;7;zero;1.0;0.65368;0.34632;1.0;0.6875;0.3125;0.29;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si; Ca ka"
pls;SMX;8;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.299786;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si; Ca ka; Mn"
pls;SMX;9;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.299171;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si; Ca ka; Mn; Backgroun 1"
pls;SMX;10;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.30011;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si; Ca ka; Mn; Backgroun 1; Backgroun 2"
pls;SMX;11;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.300039;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si; Ca ka; Mn; Backgroun 1; Backgroun 2; Al"
pls;SMX;12;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.300074;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si; Ca ka; Mn; Backgroun 1; Backgroun 2; Al; Zn"
pls;SMX;13;zero;1.0;0.458937;0.541063;1.0;0.5625;0.4375;0.301068;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si; Ca ka; Mn; Backgroun 1; Backgroun 2; Al; Zn; Rh L + Ar"
pls;SMX;14;zero;1.0;0.304348;0.695652;1.0;0.4375;0.5625;0.303128;"Fe ka; Ti ka; K; Fe kb; Ti kb; Si; Ca ka; Mn; Backgroun 1; Backgroun 2; Al; Zn; Rh L + Ar; background 3"
