LVs;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy CV;Sensitivity CV;Specificity CV;CM CV;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred;X Cum Exp Var;Y Cum Exp Var;X Ind Exp Var;Y Ind Exp Var
1;0.6764705882352942;0.8235294117647058;0.5294117647058824;"[[ 9  8]
 [ 3 14]]";0.5588235294117647;0.5882352941176471;0.5294117647058824;"[[ 9  8]
 [ 7 10]]";0.5;1.0;0.0;"[[0 8]
 [0 8]]";96.74020427232507;5.550821127508747;96.74020427232507;5.550821127508747
2;0.9117647058823529;0.8823529411764706;0.9411764705882353;"[[16  1]
 [ 2 15]]";0.8823529411764706;0.8235294117647058;0.9411764705882353;"[[16  1]
 [ 3 14]]";0.75;0.5;1.0;"[[8 0]
 [4 4]]";98.52808927510458;30.636980317486525;1.787885002779504;25.086159189977778
3;1.0;1.0;1.0;"[[17  0]
 [ 0 17]]";0.9411764705882353;0.9411764705882353;0.9411764705882353;"[[16  1]
 [ 1 16]]";1.0;1.0;1.0;"[[8 0]
 [0 8]]";99.12274292415951;41.631041152300895;0.5946536490549335;10.99406083481437
