energy;Reg_coef;Abs_Reg_coef;Zone
6.34;-0.5719536694184078;0.5719536694184078;Fe ka
6.35;-0.5600169587090174;0.5600169587090174;Fe ka
6.33;-0.5590368342558286;0.5590368342558286;Fe ka
6.32;-0.5485795937850377;0.5485795937850377;Fe ka
6.36;-0.5306788001115079;0.5306788001115079;Fe ka
6.31;-0.5125214209622873;0.5125214209622873;Fe ka
6.3;-0.5117751030469518;0.5117751030469518;Fe ka
6.37;-0.48866736258076326;0.48866736258076326;Fe ka
6.38;-0.4617503627910915;0.4617503627910915;Fe ka
6.52;0.46115741735751264;0.46115741735751264;Fe ka
6.53;0.4560545842853272;0.4560545842853272;Fe ka
6.51;0.45165450015531505;0.45165450015531505;Fe ka
6.5;0.4426901807865127;0.4426901807865127;Fe ka
6.29;-0.4411410876983994;0.4411410876983994;Fe ka
6.54;0.4370062503809129;0.4370062503809129;Fe ka
6.55;0.3955725235577711;0.3955725235577711;Fe ka
6.49;0.39317226879821754;0.39317226879821754;Fe ka
6.28;-0.3917896420147657;0.3917896420147657;Fe ka
6.39;-0.38504754926721135;0.38504754926721135;Fe ka
6.56;0.37453631933344395;0.37453631933344395;Fe ka
6.48;0.3688393010924512;0.3688393010924512;Fe ka
6.57;0.3535233080902448;0.3535233080902448;Fe ka
6.27;-0.3472434009697034;0.3472434009697034;Fe ka
6.4;-0.30978763426869216;0.30978763426869216;Fe ka
6.47;0.3091288769112556;0.3091288769112556;Fe ka
6.58;0.30080410551612313;0.30080410551612313;Fe ka
4.58;0.2860430880731383;0.2860430880731383;Ti ka
6.26;-0.2803540187666977;0.2803540187666977;Fe ka
4.57;0.2801679529553354;0.2801679529553354;Ti ka
4.59;0.2781589189018124;0.2781589189018124;Ti ka
4.6;0.2699295190136733;0.2699295190136733;Ti ka
6.59;0.25979179006456304;0.25979179006456304;Fe ka
4.61;0.2575289140346369;0.2575289140346369;Ti ka
4.56;0.2565595071711133;0.2565595071711133;Ti ka
4.55;0.25164470468242445;0.25164470468242445;Ti ka
6.25;-0.24930019435524678;0.24930019435524678;Fe ka
3.37;0.2313481477723616;0.2313481477723616;K
6.46;0.2274503713039135;0.2274503713039135;Fe ka
4.54;0.22693564179779896;0.22693564179779896;Ti ka
7.02;-0.2243505368396817;0.2243505368396817;Fe kb
3.36;0.22361301878745662;0.22361301878745662;K
4.62;0.22266484057801453;0.22266484057801453;Ti ka
3.34;0.2180000077197061;0.2180000077197061;K
3.39;0.21794068601184682;0.21794068601184682;K
3.35;0.215734945653319;0.215734945653319;K
4.63;0.21295481483944942;0.21295481483944942;Ti ka
7.01;-0.2124742008963283;0.2124742008963283;Fe kb
3.38;0.21151903428118626;0.21151903428118626;K
6.41;-0.21098181096173843;0.21098181096173843;Fe ka
6.99;-0.21073061697786727;0.21073061697786727;Fe kb
6.98;-0.20976242357100716;0.20976242357100716;Fe kb
4.53;0.20880488580110326;0.20880488580110326;Ti ka
3.4;0.20810650186032925;0.20810650186032925;K
7;-0.20809439471773214;0.20809439471773214;Fe kb
6.6;0.20161190486708142;0.20161190486708142;Fe ka
7.03;-0.19635036448939447;0.19635036448939447;Fe kb
6.97;-0.1949773322807134;0.1949773322807134;Fe kb
3.33;0.19076270054245986;0.19076270054245986;K
6.24;-0.18496056418876136;0.18496056418876136;Fe ka
3.41;0.18252617454174597;0.18252617454174597;K
7.18;0.18180462538744976;0.18180462538744976;Fe kb
7.17;0.1784426625304561;0.1784426625304561;Fe kb
7.19;0.177347846780412;0.177347846780412;Fe kb
7.04;-0.17558048023744482;0.17558048023744482;Fe kb
7.16;0.17328600146976636;0.17328600146976636;Fe kb
6.61;0.1712497360927038;0.1712497360927038;Fe ka
4.64;0.1693723751220651;0.1693723751220651;Ti ka
7.2;0.1682649788454662;0.1682649788454662;Fe kb
4.52;0.16614998545455667;0.16614998545455667;Ti ka
3.42;0.16500662644554623;0.16500662644554623;K
3.32;0.16412423806351964;0.16412423806351964;K
6.96;-0.16304586650524158;0.16304586650524158;Fe kb
7.15;0.1626739688355628;0.1626739688355628;Fe kb
7.21;0.1613221059925518;0.1613221059925518;Fe kb
6.95;-0.15892498460144855;0.15892498460144855;Fe kb
4.51;0.152891140276394;0.152891140276394;Ti ka
6.23;-0.14934777344976244;0.14934777344976244;Fe ka
6.94;-0.14858367988867605;0.14858367988867605;Fe kb
7.24;0.14274767644798148;0.14274767644798148;Fe kb
7.22;0.14255796749715496;0.14255796749715496;Fe kb
4.65;0.14171923095555122;0.14171923095555122;Ti ka
7.05;-0.14149155712909312;0.14149155712909312;Fe kb
6.45;0.14136335042079315;0.14136335042079315;Fe ka
