energy;VIP_Score;Zone
6.5;4.852482018204257;Fe ka
6.51;4.770837945016457;Fe ka
6.49;4.690529268647804;Fe ka
6.52;4.6524733205192526;Fe ka
6.48;4.645878410904512;Fe ka
6.53;4.487191171130586;Fe ka
6.47;4.416219841625854;Fe ka
6.54;4.211575415666467;Fe ka
6.46;4.059895770216406;Fe ka
3.34;4.0415332481329775;K
6.34;4.025842600382977;Fe ka
3.35;4.018508420578171;K
6.35;3.9740352617169097;Fe ka
3.36;3.9390715219837062;K
3.33;3.9243644817163794;K
6.33;3.9186281883556484;Fe ka
3.73;3.8744824311971886;Ca ka
3.72;3.8448617177208595;Ca ka
6.32;3.8379480532156114;Fe ka
6.36;3.8229141491965835;Fe ka
3.37;3.8185153577865987;K
3.7;3.8107673245649756;Ca ka
3.71;3.7969349447100478;Ca ka
6.55;3.7865293149340045;Fe ka
3.74;3.7507677747776187;Ca ka
3.32;3.733109886376914;K
6.45;3.7124916965663255;Fe ka
3.69;3.670244649210293;Ca ka
6.37;3.633064147017232;Fe ka
6.31;3.5852479446774845;Fe ka
6.3;3.5798182642592105;Fe ka
3.38;3.5746933477491165;K
6.38;3.550742458570377;Fe ka
3.31;3.5041789908784584;K
6.56;3.492705647057291;Fe ka
3.75;3.4917153543696897;Ca ka
3.68;3.4827306567830463;Ca ka
3.39;3.4416473974639166;K
6.44;3.4032327218506158;Fe ka
3.76;3.3522518804373482;Ca ka
6.39;3.26283797764616;Fe ka
3.3;3.2251419987647845;K
6.57;3.20876928373167;Fe ka
3.67;3.1632043234907012;Ca ka
6.43;3.121561612929607;Fe ka
3.4;3.1005187119951465;K
6.29;3.0944434825177876;Fe ka
6.4;3.0771611483502705;Fe ka
3.77;3.07472057769652;Ca ka
3.66;2.9862991032873336;Ca ka
6.42;2.9687089270109492;Fe ka
6.41;2.946787884523211;Fe ka
3.29;2.9269309111136246;K
3.78;2.8167183043585466;Ca ka
3.41;2.7639368502191215;K
6.58;2.74341343795929;Fe ka
6.28;2.7425118029616424;Fe ka
3.65;2.7396161948196016;Ca ka
3.28;2.645391291554876;K
3.64;2.591878051742985;Ca ka
3.79;2.550602440618652;Ca ka
3.42;2.440673927648728;K
6.27;2.437175816754921;Fe ka
4.58;2.4135581473083745;Ti ka
4.57;2.4114514617009215;Ti ka
6.59;2.3465783217682255;Fe ka
3.27;2.331513039483281;K
4.59;2.306814876863637;Ti ka
3.63;2.2839211177203738;Ca ka
4.56;2.2643069542012717;Ti ka
4.55;2.2466781961162168;Ti ka
4.6;2.2149206686294707;Ti ka
3.8;2.1434211792858244;Ca ka
4.54;2.130826555750854;Ti ka
4.61;2.1005523862552757;Ti ka
3.62;2.090926526323206;Ca ka
3.26;2.054651790287617;K
4.53;2.046143629836109;Ti ka
3.43;2.0295461866895486;K
6.26;1.967848533188151;Fe ka
3.61;1.9399670386415362;Ca ka
7.16;1.9012252399024778;Fe kb
7.15;1.893449597082267;Fe kb
7.17;1.8903860853848622;Fe kb
7.18;1.8567264006555748;Fe kb
6.6;1.8516574981383451;Fe ka
3.81;1.8387644209902765;Ca ka
4.62;1.8150410970763233;Ti ka
4.52;1.8093500280650565;Ti ka
7.14;1.77191531269772;Fe kb
7.19;1.755449933448225;Fe kb
3.44;1.750591026182669;K
6.25;1.7432247478124177;Fe ka
4.63;1.7223183163547742;Ti ka
3.6;1.7142362346082651;Ca ka
3.25;1.7128291165665799;K
7.13;1.6986120546211403;Fe kb
5.95;1.6914385299050034;Mn
4.51;1.6901129913614843;Ti ka
5.94;1.6536186501100396;Mn
7.2;1.6484469192615583;Fe kb
5.96;1.6368741342747948;Mn
3.59;1.6244105485456422;Ca ka
7.12;1.6053070970919057;Fe kb
7.02;1.602326750902494;Fe kb
5.93;1.5808923819595126;Mn
5.97;1.5578288691129694;Mn
6.61;1.5542521047366629;Fe ka
7.21;1.51877593296195;Fe kb
7.01;1.5117574579889994;Fe kb
5.98;1.4873948825205265;Mn
5.92;1.487258067282106;Mn
3.82;1.4755394024739292;Ca ka
6.99;1.4750046563222092;Fe kb
7;1.4690268918358875;Fe kb
6.98;1.461909871545;Fe kb
7.03;1.4566766833076976;Fe kb
5.91;1.4507484227196081;Mn
7.11;1.412666252039427;Fe kb
4.5;1.4094926883344983;Ti ka
5.9;1.3991251064824197;Mn
3.45;1.3942940606156493;K
3.58;1.388176707828711;Ca ka
4.64;1.3848459877753856;Ti ka
3.24;1.3724794419808368;K
7.04;1.3721243412498265;Fe kb
6.97;1.3554278612494923;Fe kb
7.1;1.3398846057517109;Fe kb
5.99;1.3352181156301668;Mn
7.22;1.3327023416435198;Fe kb
4.03;1.291436887855634;Ca kb
6.24;1.2885086989478536;Fe ka
7.05;1.2568946107556922;Fe kb
6;1.2489231633097588;Mn
7.09;1.2426585174120752;Fe kb
3.57;1.2339042529438424;Ca ka
7.24;1.2249617231217216;Fe kb
5.89;1.2249366250950373;Mn
4.05;1.217580063622648;Ca kb
1.71;1.2158038994889302;Si
4.02;1.2153076868495165;Ca kb
4.04;1.2145363142269239;Ca kb
7.06;1.203628820514136;Fe kb
1.74;1.199702321288182;Si
3.83;1.198560307283465;Ca ka
7.23;1.1839940556440696;Fe kb
