energy;VIP_Score;Zone
2.623;4.936896508445236;Cl
2.618;4.916726574586268;Cl
2.628;4.898871524326442;Cl
2.613;4.898612743431624;Cl
2.633;4.8514913433719205;Cl
2.608;4.822015352866856;Cl
2.638;4.79811327483969;Cl
2.603;4.771411314093112;Cl
2.643;4.716379782940683;Cl
2.598;4.670046834134529;Cl
3.309;4.638724547655037;Ca ka
3.314;4.623800161841644;Ca ka
3.324;4.623078675701682;Ca ka
3.294;4.60567607109596;Ca ka
2.648;4.59144499203559;Cl
3.319;4.585241069084095;Ca ka
3.304;4.57623556888311;Ca ka
2.593;4.568340557225794;Cl
3.299;4.554812258887992;Ca ka
3.329;4.504555280767954;Ca ka
2.653;4.476625554275277;Cl
3.289;4.452776226914489;Ca ka
2.588;4.431708971317581;Cl
3.334;4.386023960272367;Ca ka
3.339;4.348080682072531;Ca ka
3.284;4.3206436063972795;Ca ka
2.658;4.3197636756901705;Cl
3.344;4.257147597045487;Ca ka
2.583;4.254988569683785;Cl
2.663;4.150327688997429;Cl
3.279;4.130220856052809;Ca ka
3.349;4.119800825284661;Ca ka
2.578;4.0884886992810845;Cl
3.274;4.007229805708084;Ca ka
2.668;3.954507643719097;Cl
2.573;3.936534082578217;Cl
3.354;3.929722295172943;Ca ka
3.269;3.869103397956341;Ca ka
2.673;3.7986884909838463;Cl
3.359;3.751346578486627;Ca ka
2.568;3.7041139741395166;Cl
3.264;3.6333098738017084;Ca ka
2.678;3.6021506137372055;Cl
3.364;3.587168733576876;Ca ka
6.391;3.564194605351902;Fe ka
6.396;3.545635991370558;Fe ka
6.401;3.5450553013897292;Fe ka
2.563;3.51754236346431;Cl
3.259;3.5128426567734716;Ca ka
6.406;3.4824872879119204;Fe ka
6.386;3.4447504643034557;Fe ka
6.416;3.4426179748542194;Fe ka
6.371;3.440711937330642;Fe ka
3.369;3.428970929174602;Ca ka
6.381;3.398529343488425;Fe ka
6.421;3.3878103704231193;Fe ka
6.376;3.3854386611797618;Fe ka
2.683;3.3658212537921526;Cl
2.558;3.335568716893075;Cl
6.411;3.3246174876915;Fe ka
6.366;3.3198747937432382;Fe ka
6.426;3.318189686614699;Fe ka
6.431;3.304584464691537;Fe ka
3.254;3.302286873216173;Ca ka
6.436;3.2835532871248323;Fe ka
6.441;3.2256199037022655;Fe ka
6.361;3.2113685366516767;Fe ka
3.374;3.201998726954614;Ca ka
2.688;3.1923262785023208;Cl
3.249;3.1715340154833562;Ca ka
6.356;3.1325706924459746;Fe ka
6.351;3.1252723532324036;Fe ka
2.553;3.1208514586225617;Cl
6.446;3.119197927203074;Fe ka
6.346;3.0372956348179163;Fe ka
3.379;3.0095554886918308;Ca ka
2.693;2.9700523139363004;Cl
2.548;2.924428412093325;Cl
8.023;2.923447877543304;Cu
6.456;2.9132945447505643;Fe ka
3.244;2.907168710622058;Ca ka
8.033;2.8994204949250637;Cu
6.451;2.887068167027732;Fe ka
8.028;2.8759568375919926;Cu
8.043;2.871734842869872;Cu
8.013;2.8699698333042454;Cu
8.018;2.868208545346989;Cu
8.038;2.852778329473629;Cu
3.384;2.8502543286055286;Ca ka
8.053;2.812301804175911;Cu
8.048;2.8076997672287534;Cu
8.008;2.797480520174719;Cu
8.003;2.7954936143066615;Cu
3.389;2.776654579967131;Ca ka
6.341;2.7750182212197703;Fe ka
2.698;2.7636640980798686;Cl
8.058;2.7634852194094117;Cu
3.239;2.7618715499994257;Ca ka
6.336;2.750592497000783;Fe ka
6.461;2.7492943898094486;Fe ka
7.998;2.7231588164251206;Cu
2.543;2.7229231796030193;Cl
6.331;2.672187431272695;Fe ka
8.063;2.6665317003967837;Cu
7.993;2.662782701629099;Cu
6.466;2.6570080187924128;Fe ka
8.068;2.6196166183210106;Cu
7.988;2.602871869002749;Cu
2.703;2.58924343333108;Cl
3.234;2.585822082269886;Ca ka
6.326;2.5794900898163666;Fe ka
8.073;2.559564129506061;Cu
2.538;2.5362983633048035;Cl
7.983;2.5340237060626785;Cu
8.078;2.4933846357372307;Cu
7.978;2.473880619678408;Cu
6.471;2.450353060524871;Fe ka
8.083;2.447213382725356;Cu
6.321;2.4406575985988654;Fe ka
6.476;2.4348881021722457;Fe ka
8.623;2.4185327560371457;Zn ka
8.603;2.412430281768999;Zn ka
3.394;2.3988034388090904;Ca ka
8.633;2.3984867209877607;Zn ka
8.638;2.398387276409362;Zn ka
8.618;2.393586850726308;Zn ka
2.708;2.3883128188704807;Cl
8.613;2.386377583825;Zn ka
8.643;2.382730853387055;Zn ka
8.608;2.377548177518834;Zn ka
7.973;2.3651343002433918;Cu
8.628;2.3559472768577363;Zn ka
8.648;2.3534273058468167;Zn ka
3.229;2.351194329500611;Ca ka
8.593;2.349778998209356;Zn ka
8.598;2.3439246395551043;Zn ka
6.316;2.3419683909708677;Fe ka
2.533;2.3354676302459874;Cl
8.088;2.332087070809513;Cu
8.588;2.309112295891151;Zn ka
7.968;2.287050516887305;Cu
8.093;2.2855721472263717;Cu
6.481;2.276008213559038;Fe ka
8.658;2.2756302155190906;Zn ka
8.583;2.2707477304205357;Zn ka
8.653;2.249965040906209;Zn ka
8.578;2.2268226017493475;Zn ka
8.663;2.219936267219052;Zn ka
8.668;2.2180475043983128;Zn ka
6.311;2.20815286632956;Fe ka
2.713;2.2042347567008074;Cl
3.399;2.202460725336313;Ca ka
7.963;2.1951449973863295;Cu
6.486;2.189826803469414;Fe ka
8.098;2.187670216152662;Cu
2.528;2.17448361034023;Cl
8.573;2.160635549307958;Zn ka
3.224;2.1549019865486696;Ca ka
7.957;2.1430820029261506;Cu
8.103;2.133260743595979;Cu
8.568;2.12061700345102;Zn ka
3.404;2.088623641770741;Ca ka
8.673;2.069055222253925;Zn ka
8.678;2.068951419622208;Zn ka
8.563;2.0523925969000776;Zn ka
6.306;2.050600399986402;Fe ka
2.718;2.0419912919548304;Cl
7.952;2.0326263968823297;Cu
8.108;2.0218981629971213;Cu
6.491;2.0024450502862217;Fe ka
2.523;1.9927547156761263;Cl
8.558;1.9918232602117967;Zn ka
8.683;1.9895674252225692;Zn ka
1.748;1.9669479042437035;Si
1.738;1.966910950971527;Si
8.688;1.963175382746889;Zn ka
1.743;1.9533371897174987;Si
7.947;1.94571534839856;Cu
1.758;1.9327892801902948;Si
3.219;1.9302666514202902;Ca ka
1.753;1.9126693289425232;Si
8.553;1.9112573904825583;Zn ka
8.113;1.9077639934741002;Cu
3.409;1.906337578216159;Ca ka
8.693;1.9062847867625894;Zn ka
2.723;1.9010985290922655;Cl
1.723;1.9007842720159034;Si
1.733;1.8789846619809247;Si
1.728;1.8743937040065748;Si
6.496;1.8717959063657823;Fe ka
7.942;1.8687259449813944;Cu
16.529;1.860385065931299;Mo compton scattering
6.301;1.8513061643965316;Fe ka
1.763;1.8496508798387659;Si
8.548;1.8487283458286285;Zn ka
16.419;1.8432452265084402;Mo compton scattering
16.544;1.842893178093711;Mo compton scattering
16.494;1.8388128840696405;Mo compton scattering
16.524;1.8354628898500138;Mo compton scattering
2.518;1.829434392015121;Cl
16.459;1.8277711992787669;Mo compton scattering
8.543;1.8248224738417729;Zn ka
16.564;1.82124497803564;Mo compton scattering
16.504;1.820978306808774;Mo compton scattering
16.509;1.8194200835827008;Mo compton scattering
16.594;1.8174145153127554;Mo compton scattering
16.514;1.8163599537353923;Mo compton scattering
16.489;1.814072220543449;Mo compton scattering
8.118;1.8139059865181566;Cu
16.554;1.8128380546940754;Mo compton scattering
16.534;1.8121677985024665;Mo compton scattering
16.539;1.8111980584763598;Mo compton scattering
17.42;1.807965975629093;Mo rayleigh scattering
16.479;1.8076588410039576;Mo compton scattering
16.499;1.8067212602274259;Mo compton scattering
16.549;1.8059445342245455;Mo compton scattering
16.484;1.8045439181870253;Mo compton scattering
16.464;1.8022392104584695;Mo compton scattering
16.559;1.8004616466253378;Mo compton scattering
16.614;1.7995913691203023;Mo compton scattering
17.41;1.79938493755293;Mo rayleigh scattering
16.609;1.7986123937309428;Mo compton scattering
16.579;1.7979576979179532;Mo compton scattering
17.425;1.7959784559878114;Mo rayleigh scattering
16.469;1.7958821973960528;Mo compton scattering
