energy;Reg_coef;Abs_Reg_coef;Zone
3.309;7.708950894289203e-05;7.708950894289203e-05;Ca ka
3.324;7.693982493913988e-05;7.693982493913988e-05;Ca ka
3.314;7.681628651380504e-05;7.681628651380504e-05;Ca ka
3.294;7.679268998972354e-05;7.679268998972354e-05;Ca ka
3.319;7.616566853975368e-05;7.616566853975368e-05;Ca ka
3.304;7.603897632528708e-05;7.603897632528708e-05;Ca ka
3.299;7.574708762060335e-05;7.574708762060335e-05;Ca ka
3.329;7.481541541365817e-05;7.481541541365817e-05;Ca ka
3.289;7.409466442031006e-05;7.409466442031006e-05;Ca ka
3.334;7.280222383954404e-05;7.280222383954404e-05;Ca ka
3.339;7.235157395829941e-05;7.235157395829941e-05;Ca ka
3.284;7.186767122354026e-05;7.186767122354026e-05;Ca ka
3.344;7.083871007833805e-05;7.083871007833805e-05;Ca ka
3.279;6.861793186640652e-05;6.861793186640652e-05;Ca ka
3.349;6.857313736773438e-05;6.857313736773438e-05;Ca ka
3.274;6.656208315380862e-05;6.656208315380862e-05;Ca ka
3.354;6.540852538393645e-05;6.540852538393645e-05;Ca ka
3.269;6.42797100694694e-05;6.42797100694694e-05;Ca ka
6.391;6.256241951415161e-05;6.256241951415161e-05;Fe ka
3.359;6.235412580339532e-05;6.235412580339532e-05;Ca ka
6.396;6.229256108305959e-05;6.229256108305959e-05;Fe ka
6.401;6.22439643711865e-05;6.22439643711865e-05;Fe ka
6.406;6.114971162626605e-05;6.114971162626605e-05;Fe ka
6.386;6.050853455238569e-05;6.050853455238569e-05;Fe ka
6.416;6.04490658297152e-05;6.04490658297152e-05;Fe ka
6.371;6.044356372194838e-05;6.044356372194838e-05;Fe ka
3.264;6.023221233344422e-05;6.023221233344422e-05;Ca ka
6.381;5.970546810990751e-05;5.970546810990751e-05;Fe ka
3.364;5.968225928893853e-05;5.968225928893853e-05;Ca ka
6.421;5.954733590457061e-05;5.954733590457061e-05;Fe ka
6.376;5.946082969468184e-05;5.946082969468184e-05;Fe ka
6.411;5.841381824399249e-05;5.841381824399249e-05;Fe ka
3.259;5.835343225538215e-05;5.835343225538215e-05;Ca ka
6.366;5.831518447433486e-05;5.831518447433486e-05;Fe ka
