Method_1;Method_2;RBO_Score
Shap;Permutation;0.9489541717633334
Permutation;LRC_perturbation;0.9071909858466666
Shap;LRC_perturbation;0.88560329072
Shap;LRC_covariance;0.84856057697
Permutation;LRC_covariance;0.8382471855133333
LRC_perturbation;LRC_covariance;0.8308160825099999
SVM_pvector;Shap;0.6386527773033331
SVM_pvector;Permutation;0.6282954635533333
SVM_pvector;LRC_perturbation;0.57307496876
SVM_pvector;LRC_covariance;0.5504821773033333
