model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
svm;SMX;1;zero;0.445455;0.522145;-0.07669;0.454545;0.545455;-0.090909;0.022025;K ka
svm;SMX;2;zero;0.445455;0.396104;0.049351;0.454545;0.454545;0.0;0.036027;"K ka; Rb ka + Br kb"
svm;SMX;3;zero;0.445455;0.396104;0.049351;0.454545;0.454545;0.0;0.043466;"K ka; Rb ka + Br kb; K kb + Ca ka"
svm;SMX;4;zero;0.445455;0.396104;0.049351;0.454545;0.454545;0.0;0.045053;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka"
svm;SMX;5;zero;0.445455;0.458874;-0.01342;0.454545;0.545455;-0.090909;0.044545;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton"
svm;SMX;6;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.047552;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh"
svm;SMX;7;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.048897;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl"
svm;SMX;8;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.049368;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S"
svm;SMX;9;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.050169;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S; Zn"
svm;SMX;10;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.05125;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S; Zn; Ca kb"
svm;SMX;11;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.054826;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S; Zn; Ca kb; Rh kb Compton"
svm;SMX;12;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.05593;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S; Zn; Ca kb; Rh kb Compton; Br ka"
svm;SMX;13;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.058715;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S; Zn; Ca kb; Rh kb Compton; Br ka; Rh kb Rayleigh"
svm;SMX;14;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.059202;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S; Zn; Ca kb; Rh kb Compton; Br ka; Rh kb Rayleigh; Rb kb"
svm;SMX;15;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.061976;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S; Zn; Ca kb; Rh kb Compton; Br ka; Rh kb Rayleigh; Rb kb; background3"
svm;SMX;16;zero;0.445455;0.284091;0.161364;0.454545;0.454545;0.0;0.067177;"K ka; Rb ka + Br kb; K kb + Ca ka; Fe ka; Rh ka Compton; Rh ka Rayleigh; Cl; S; Zn; Ca kb; Rh kb Compton; Br ka; Rh kb Rayleigh; Rb kb; background3; background2"
