Class;3.22;3.24;3.26;3.28;3.3;3.32;3.34;3.36;3.38;3.4;3.42;3.44;3.46;3.48;3.5;3.52
A;1.17;1.15;1.2;1.315;1.545;1.65;1.44;1.33;1.1;0.84;0.67;0.625;0.54;0.46;0.59;0.585
A;1.305;1.435;1.585;1.78;2.265;2.35;2.15;1.855;1.5;1.05;0.765;0.68;0.59;0.48;0.565;0.58
A;1.215;1.275;1.35;1.535;1.76;1.855;1.85;1.41;1.1;0.92;0.755;0.64;0.585;0.53;0.52;0.535
A;1.115;1.24;1.11;1.28;1.45;1.46;1.375;1.29;0.985;0.83;0.74;0.585;0.585;0.48;0.48;0.515
A;1.225;1.19;1.44;1.615;1.795;1.89;1.73;1.45;1.14;0.9;0.695;0.55;0.525;0.495;0.5;0.515
A;1.205;1.23;1.515;1.86;2.15;2.155;2.15;1.74;1.3;0.975;0.74;0.585;0.535;0.54;0.595;0.63
A;1.31;1.385;1.585;1.895;2.25;2.385;2.255;1.91;1.435;1.025;0.855;0.675;0.57;0.5;0.58;0.645
A;1.205;1.195;1.36;1.59;1.79;1.79;1.83;1.575;1.185;0.86;0.715;0.64;0.595;0.54;0.565;0.585
A;1.225;1.26;1.49;1.67;2.01;2.02;1.985;1.54;1.3;0.995;0.755;0.565;0.565;0.57;0.55;0.55
A;1.21;1.2;1.345;1.5;1.725;1.875;1.72;1.44;1.135;0.895;0.7;0.555;0.58;0.475;0.54;0.525
A;1.345;1.49;1.745;2.18;2.565;2.745;2.61;2.105;1.56;1.225;0.84;0.64;0.58;0.59;0.6;0.605
A;1.215;1.205;1.15;1.31;1.485;1.52;1.47;1.295;0.98;0.765;0.675;0.59;0.5;0.475;0.485;0.585
A;1.295;1.395;1.65;2.095;2.47;2.495;2.29;2.005;1.515;1.15;0.75;0.62;0.54;0.53;0.605;0.62
A;1.175;1.235;1.34;1.53;1.825;1.9;1.77;1.43;1.105;0.86;0.725;0.565;0.59;0.49;0.525;0.63
A;1.09;1.1;1.24;1.375;1.53;1.69;1.55;1.385;1.06;0.84;0.735;0.645;0.53;0.505;0.505;0.55
A;1.105;1.045;1.09;1.11;1.265;1.29;1.25;1.12;0.95;0.805;0.645;0.595;0.485;0.455;0.535;0.58
A;1.125;1.165;1.38;1.48;1.62;1.77;1.51;1.38;1.015;0.87;0.665;0.62;0.53;0.475;0.52;0.515
A;1.275;1.11;1.32;1.48;1.735;1.86;1.65;1.405;1.15;0.94;0.745;0.595;0.52;0.575;0.54;0.535
A;1.2;1.2;1.33;1.465;1.61;1.84;1.59;1.41;1.125;0.895;0.745;0.585;0.575;0.575;0.525;0.545
A;1.28;1.285;1.385;1.575;1.84;1.815;1.595;1.46;1.17;0.945;0.79;0.635;0.55;0.535;0.545;0.605
A;1.155;1.15;1.4;1.52;1.725;1.755;1.56;1.415;1.135;0.8;0.685;0.63;0.58;0.505;0.55;0.555
A;1.26;1.29;1.505;1.855;2.135;2.385;2.18;1.73;1.385;1.04;0.775;0.61;0.52;0.56;0.585;0.65
A;1.215;1.15;1.315;1.39;1.655;1.68;1.63;1.455;1.06;0.89;0.68;0.675;0.54;0.525;0.535;0.57
A;1.275;1.23;1.375;1.74;1.845;1.895;1.79;1.555;1.31;0.99;0.82;0.63;0.58;0.54;0.535;0.585
A;1.32;1.3;1.405;1.705;2.085;2.095;1.985;1.63;1.175;0.935;0.67;0.6;0.535;0.5;0.545;0.57
A;1.23;1.375;1.52;1.755;1.97;2.335;2.05;1.715;1.42;1.085;0.82;0.655;0.645;0.56;0.495;0.585
A;1.2;1.165;1.26;1.4;1.495;1.655;1.655;1.275;1.07;0.89;0.675;0.605;0.555;0.455;0.53;0.56
A;1.22;1.33;1.385;1.64;1.905;1.89;1.91;1.555;1.16;0.89;0.67;0.56;0.51;0.485;0.535;0.47
A;1.21;1.365;1.53;1.85;2.165;2.22;2.085;1.735;1.315;0.965;0.785;0.61;0.55;0.555;0.58;0.64
A;1.24;1.115;1.32;1.47;1.645;1.73;1.62;1.405;1.155;0.8;0.71;0.65;0.565;0.49;0.5;0.625
A;1.205;1.3;1.415;1.81;2.04;2.07;1.99;1.655;1.265;1.005;0.74;0.645;0.55;0.52;0.56;0.57
A;1.19;1.27;1.535;1.785;1.9;1.985;1.79;1.6;1.155;0.88;0.71;0.55;0.485;0.515;0.535;0.55
A;1.22;1.135;1.4;1.425;1.735;1.74;1.69;1.39;1.11;0.825;0.68;0.585;0.515;0.535;0.525;0.595
A;1.24;1.29;1.53;1.8;2.2;2.27;2.17;1.7;1.38;1.01;0.76;0.72;0.7;0.49;0.53;0.72
