Class;7.95;7.96;7.97;7.98;7.99;8;8.01;8.02;8.03;8.04;8.05;8.06;8.07;8.08;8.09;8.1;8.11;8.12;8.13;8.14;8.15;8.16;8.17;8.18;8.19;8.2;8.21;8.22;8.23;8.24;8.25
A;0.0118;0.012033333;0.011833333;0.0125;0.012766667;0.013266667;0.0131;0.013366667;0.014233333;0.014133333;0.0145;0.015333333;0.014833333;0.015766667;0.0151;0.015066667;0.014933333;0.014433333;0.0146;0.0146;0.0139;0.013333333;0.013533333;0.013033333;0.012733333;0.012166667;0.0122;0.012333333;0.011733333;0.011833333;0.011466667
A;0.011366667;0.011833333;0.0117;0.012333333;0.0123;0.012733333;0.0133;0.013333333;0.014333333;0.0141;0.0144;0.013966667;0.0147;0.014933333;0.015033333;0.0147;0.014633333;0.014266667;0.0143;0.013666667;0.013933333;0.012966667;0.012933333;0.0126;0.012233333;0.012333333;0.0118;0.011166667;0.011366667;0.011233333;0.011166667
A;0.0131;0.0135;0.0131;0.012866667;0.0128;0.013466667;0.0134;0.013366667;0.013366667;0.013466667;0.0137;0.014033333;0.013866667;0.013866667;0.0139;0.013933333;0.014033333;0.013733333;0.0138;0.013466667;0.0135;0.0137;0.013666667;0.013233333;0.0131;0.013;0.0133;0.012966667;0.012833333;0.012633333;0.012533333
A;0.0127;0.012866667;0.0128;0.013233333;0.0131;0.013;0.012766667;0.013333333;0.0132;0.0134;0.0133;0.013366667;0.0139;0.013966667;0.013466667;0.013766667;0.013733333;0.013866667;0.013266667;0.013766667;0.013666667;0.0128;0.013;0.0134;0.012866667;0.012933333;0.012833333;0.0125;0.012533333;0.012433333;0.0123
A;0.011833333;0.012133333;0.012533333;0.012433333;0.012266667;0.0126;0.0132;0.013466667;0.0136;0.013666667;0.014466667;0.014533333;0.014133333;0.014466667;0.014466667;0.0142;0.0142;0.0142;0.0139;0.013533333;0.0133;0.013133333;0.0132;0.012533333;0.012266667;0.0125;0.0126;0.0122;0.011633333;0.011566667;0.011966667
A;0.0127;0.0125;0.012766667;0.012533333;0.0129;0.012966667;0.013433333;0.0133;0.0136;0.0139;0.013966667;0.013433333;0.014066667;0.013866667;0.0141;0.0142;0.013166667;0.013833333;0.013466667;0.0133;0.0133;0.013633333;0.013033333;0.013266667;0.012666667;0.012766667;0.0128;0.012966667;0.012533333;0.012766667;0.012533333
A;0.012166667;0.0121;0.012566667;0.012633333;0.012466667;0.012933333;0.013166667;0.0132;0.013333333;0.013;0.013666667;0.013533333;0.013566667;0.013833333;0.014133333;0.014;0.0137;0.014066667;0.0136;0.013633333;0.0135;0.013266667;0.013366667;0.012866667;0.012966667;0.012833333;0.0129;0.0129;0.012566667;0.0128;0.0127
A;0.012166667;0.0119;0.0124;0.012533333;0.013133333;0.0138;0.013533333;0.0134;0.013933333;0.014333333;0.014866667;0.0148;0.014766667;0.0148;0.0149;0.0149;0.014633333;0.0144;0.0145;0.013966667;0.0138;0.0138;0.013533333;0.013033333;0.0129;0.0125;0.012533333;0.0127;0.012366667;0.012166667;0.0116
A;0.012;0.0121;0.012033333;0.012666667;0.0128;0.013666667;0.013133333;0.013966667;0.014066667;0.014366667;0.014733333;0.0148;0.0152;0.014533333;0.015133333;0.0152;0.015166667;0.014133333;0.015033333;0.014033333;0.0139;0.013633333;0.012733333;0.0128;0.012533333;0.012633333;0.0121;0.011833333;0.011866667;0.011933333;0.0114
