Class;5.09;5.11;5.13;5.15;5.17;5.19;5.21;5.23;5.25;5.27;5.29;5.31;5.33;5.35;5.37;5.39;5.41;5.43;5.45;5.47;5.49;5.51;5.53;5.55;5.57;5.59;5.61;5.63;5.65;5.67;5.69;5.71
A;0.054389538;0.052375111;0.040288547;0.052375111;0.040288547;0.046331829;0.038274119;0.052375111;0.038274119;0.042302974;0.050360683;0.028201983;0.038274119;0.046331829;0.046331829;0.040288547;0.03021641;0.042302974;0.054389538;0.042302974;0.026187555;0.028201983;0.034245265;0.048346256;0.034245265;0.054389538;0.03021641;0.042302974;0.024173128;0.034245265;0.042302974;0.024173128
A;0.066852232;0.032413204;0.05064563;0.038490679;0.05064563;0.056723106;0.038490679;0.038490679;0.038490679;0.034439029;0.048619805;0.044568155;0.04254233;0.044568155;0.04659398;0.054697281;0.036464854;0.044568155;0.032413204;0.030387378;0.034439029;0.040516504;0.032413204;0.040516504;0.034439029;0.032413204;0.044568155;0.038490679;0.040516504;0.034439029;0.030387378;0.032413204
A;0.054878718;0.041159039;0.043118993;0.043118993;0.029399313;0.027439359;0.035279176;0.041159039;0.035279176;0.047038901;0.033319222;0.027439359;0.047038901;0.03723913;0.035279176;0.043118993;0.019599542;0.035279176;0.031359267;0.029399313;0.03723913;0.031359267;0.03723913;0.033319222;0.029399313;0.025479405;0.027439359;0.029399313;0.031359267;0.033319222;0.035279176;0.039199084
A;0.048393341;0.036295006;0.036295006;0.036295006;0.042344173;0.046376952;0.05040973;0.052426119;0.044360563;0.030245838;0.046376952;0.044360563;0.040327784;0.038311395;0.032262227;0.040327784;0.054442509;0.052426119;0.032262227;0.032262227;0.040327784;0.048393341;0.040327784;0.032262227;0.038311395;0.036295006;0.05040973;0.038311395;0.030245838;0.040327784;0.054442509;0.018147503
A;0.060216297;0.026093729;0.052187457;0.042151408;0.052187457;0.050180247;0.040144198;0.028100939;0.042151408;0.022079309;0.042151408;0.058209087;0.030108148;0.052187457;0.054194667;0.030108148;0.040144198;0.036129778;0.060216297;0.032115358;0.048173038;0.034122568;0.024086519;0.034122568;0.038136988;0.044158618;0.052187457;0.038136988;0.042151408;0.044158618;0.036129778;0.040144198
A;0.046263331;0.052297678;0.034194636;0.062354924;0.044251882;0.034194636;0.050286229;0.044251882;0.038217534;0.028160288;0.040228983;0.056320577;0.034194636;0.056320577;0.04827478;0.038217534;0.034194636;0.036206085;0.034194636;0.046263331;0.038217534;0.040228983;0.02413739;0.034194636;0.046263331;0.036206085;0.044251882;0.042240433;0.022125941;0.038217534;0.022125941;0.020114492
A;0.056420673;0.036270432;0.032240384;0.052390624;0.042315504;0.044330528;0.052390624;0.038285456;0.046345552;0.052390624;0.042315504;0.032240384;0.052390624;0.048360576;0.054405649;0.052390624;0.048360576;0.036270432;0.034255408;0.032240384;0.03022536;0.034255408;0.052390624;0.044330528;0.028210336;0.04030048;0.034255408;0.036270432;0.034255408;0.032240384;0.0503756;0.052390624
A;0.038069591;0.042076917;0.034062266;0.054098893;0.044080579;0.048087905;0.03005494;0.048087905;0.044080579;0.042076917;0.056102555;0.046084242;0.056102555;0.034062266;0.050091567;0.036065929;0.05209523;0.036065929;0.036065929;0.044080579;0.038069591;0.050091567;0.036065929;0.048087905;0.044080579;0.034062266;0.042076917;0.034062266;0.036065929;0.042076917;0.046084242;0.05209523
A;0.048970637;0.029382382;0.048970637;0.029382382;0.043094161;0.047011812;0.043094161;0.041135335;0.025464731;0.037217684;0.043094161;0.045052986;0.041135335;0.029382382;0.031341208;0.062682416;0.031341208;0.043094161;0.047011812;0.033300033;0.035258859;0.031341208;0.033300033;0.027423557;0.02154708;0.025464731;0.043094161;0.037217684;0.027423557;0.03917651;0.035258859;0.025464731
A;0.051996776;0.025998388;0.037997644;0.02999814;0.047997024;0.0499969;0.043997272;0.047997024;0.02999814;0.03999752;0.045997148;0.043997272;0.043997272;0.045997148;0.055996528;0.037997644;0.055996528;0.031998016;0.041997396;0.0499969;0.041997396;0.033997892;0.041997396;0.033997892;0.035997768;0.041997396;0.01999876;0.025998388;0.027998264;0.047997024;0.027998264;0.037997644
A;0.040215394;0.042226163;0.050269242;0.050269242;0.048258472;0.048258472;0.044236933;0.046247703;0.038204624;0.052280012;0.052280012;0.026140006;0.042226163;0.046247703;0.052280012;0.056301551;0.036193854;0.040215394;0.056301551;0.036193854;0.046247703;0.040215394;0.022118467;0.042226163;0.034183085;0.040215394;0.052280012;0.038204624;0.034183085;0.028150776;0.030161545;0.024129236
A;0.040034493;0.054046565;0.064055189;0.05604829;0.040034493;0.036031044;0.046039667;0.038032768;0.040034493;0.042036218;0.036031044;0.040034493;0.032027594;0.042036218;0.03002587;0.036031044;0.034029319;0.044037942;0.034029319;0.060051739;0.02602242;0.044037942;0.052044841;0.050043116;0.040034493;0.040034493;0.048041392;0.028024145;0.038032768;0.028024145;0.034029319;0.036031044
A;0.042269;0.048307428;0.044281809;0.04025619;0.048307428;0.054345857;0.026166524;0.04025619;0.066422714;0.048307428;0.058371476;0.04025619;0.054345857;0.022140905;0.024153714;0.028179333;0.042269;0.036230571;0.048307428;0.036230571;0.034217762;0.052333048;0.032204952;0.042269;0.030192143;0.030192143;0.036230571;0.04025619;0.024153714;0.030192143;0.028179333;0.050320238
A;0.049062297;0.055195084;0.044973772;0.069504921;0.051106559;0.055195084;0.055195084;0.04292951;0.038840985;0.036796723;0.053150822;0.036796723;0.04292951;0.069504921;0.065416396;0.059283609;0.04292951;0.047018034;0.047018034;0.055195084;0.022486886;0.038840985;0.032708198;0.038840985;0.051106559;0.053150822;0.044973772;0.036796723;0.024531148;0.032708198;0.04292951;0.040885247
A;0.03399645;0.037996032;0.04999478;0.055994153;0.043995406;0.039995824;0.041995615;0.051994571;0.043995406;0.059993735;0.057993944;0.041995615;0.035996241;0.025997285;0.039995824;0.04999478;0.047994988;0.041995615;0.037996032;0.045995197;0.031996659;0.027997077;0.025997285;0.043995406;0.017998121;0.057993944;0.041995615;0.031996659;0.03399645;0.045995197;0.017998121;0.021997703
A;0.034249611;0.050367075;0.042308343;0.032234928;0.056411124;0.054396441;0.04029366;0.046337709;0.046337709;0.04029366;0.036264294;0.050367075;0.050367075;0.048352392;0.052381758;0.036264294;0.050367075;0.042308343;0.042308343;0.036264294;0.050367075;0.024176196;0.030220245;0.048352392;0.022161513;0.04029366;0.046337709;0.06044049;0.036264294;0.026190879;0.04029366;0.036264294
A;0.030427506;0.062883513;0.044627009;0.040570009;0.054769512;0.050712511;0.024342005;0.024342005;0.040570009;0.056798012;0.04665551;0.050712511;0.04665551;0.028399006;0.038541508;0.042598509;0.038541508;0.040570009;0.032456007;0.036513008;0.032456007;0.034484507;0.034484507;0.030427506;0.026370506;0.042598509;0.040570009;0.026370506;0.038541508;0.024342005;0.044627009;0.056798012
A;0.046530635;0.056645991;0.052599849;0.03641528;0.048553706;0.046530635;0.050576778;0.064738275;0.034392209;0.040461422;0.048553706;0.052599849;0.056645991;0.032369138;0.048553706;0.05462292;0.040461422;0.022253782;0.05462292;0.044507564;0.046530635;0.052599849;0.046530635;0.03641528;0.03641528;0.058669062;0.034392209;0.034392209;0.048553706;0.01820764;0.030346067;0.022253782
A;0.059434146;0.047137426;0.040989066;0.053285786;0.049186879;0.034840706;0.071730866;0.053285786;0.051236333;0.0307418;0.049186879;0.043038519;0.053285786;0.040989066;0.038939613;0.026642893;0.040989066;0.040989066;0.043038519;0.03689016;0.032791253;0.022543986;0.026642893;0.040989066;0.047137426;0.034840706;0.038939613;0.040989066;0.01229672;0.026642893;0.032791253;0.034840706
A;0.048083838;0.052090825;0.058101304;0.038066372;0.054094318;0.060104798;0.044076852;0.044076852;0.042073358;0.042073358;0.038066372;0.038066372;0.046080345;0.048083838;0.046080345;0.040069865;0.044076852;0.040069865;0.028048906;0.030052399;0.048083838;0.030052399;0.016027946;0.032055892;0.034059385;0.036062879;0.040069865;0.024041919;0.036062879;0.042073358;0.032055892;0.038066372
A;0.037354441;0.047184556;0.033422394;0.039320464;0.041286487;0.037354441;0.029490348;0.039320464;0.031456371;0.031456371;0.055048649;0.031456371;0.033422394;0.019660232;0.039320464;0.019660232;0.025558301;0.051116603;0.033422394;0.045218533;0.039320464;0.039320464;0.023592278;0.047184556;0.023592278;0.025558301;0.023592278;0.037354441;0.015728185;0.031456371;0.031456371;0.041286487
A;0.05444712;0.03831464;0.03428152;0.04436432;0.04234776;0.050414;0.0302484;0.05243056;0.04638088;0.05444712;0.05848024;0.04436432;0.050414;0.05243056;0.03428152;0.07259616;0.0403312;0.0403312;0.0403312;0.0403312;0.02823184;0.03226496;0.03831464;0.05243056;0.03226496;0.03428152;0.0302484;0.03831464;0.03226496;0.04234776;0.0302484;0.04839744
A;0.055252011;0.069576606;0.055252011;0.045020157;0.047066528;0.045020157;0.045020157;0.057298381;0.040927415;0.061391123;0.057298381;0.047066528;0.042973786;0.040927415;0.045020157;0.05320564;0.049112898;0.02660282;0.051159269;0.038881044;0.034788303;0.038881044;0.034788303;0.036834674;0.036834674;0.034788303;0.024556449;0.036834674;0.028649191;0.034788303;0.045020157;0.030695561
