Class;7.21;7.23;7.25;7.27;7.29;7.31;7.33;7.35;7.37;7.39;7.41;7.43;7.45;7.47;7.49;7.51;7.53;7.55;7.57;7.59;7.61;7.63;7.65;7.67;7.69
A;0.06043282;0.042302974;0.042302974;0.046331829;0.038274119;0.042302974;0.058418393;0.046331829;0.070504956;0.078562666;0.080577093;0.074533811;0.136981058;0.130937776;0.15108205;0.171226323;0.128923349;0.096692512;0.088634802;0.074533811;0.028201983;0.044317401;0.040288547;0.042302974;0.036259692
A;0.034439029;0.038490679;0.028361553;0.04659398;0.044568155;0.036464854;0.044568155;0.048619805;0.062800582;0.087110484;0.081033009;0.076981358;0.105342911;0.153962717;0.176246794;0.113446212;0.111420387;0.103317086;0.074955533;0.083058834;0.05064563;0.038490679;0.036464854;0.030387378;0.038490679
A;0.031359267;0.027439359;0.019599542;0.041159039;0.021559496;0.021559496;0.041159039;0.031359267;0.068598398;0.072518306;0.072518306;0.103877573;0.105837528;0.139156749;0.12543707;0.115637299;0.117597253;0.105837528;0.066638443;0.064678489;0.052918764;0.025479405;0.029399313;0.041159039;0.027439359
A;0.058475287;0.052426119;0.040327784;0.040327784;0.044360563;0.024196671;0.024196671;0.054442509;0.05040973;0.080655568;0.104852239;0.096786682;0.135098077;0.147196412;0.143163634;0.147196412;0.163327526;0.100819461;0.078639179;0.058475287;0.042344173;0.048393341;0.036295006;0.020163892;0.02621306
A;0.036129778;0.034122568;0.042151408;0.038136988;0.036129778;0.054194667;0.042151408;0.046165828;0.054194667;0.062223507;0.084302816;0.118425384;0.150540742;0.142511903;0.156562372;0.122439804;0.128461433;0.110396544;0.082295606;0.086310026;0.034122568;0.040144198;0.024086519;0.026093729;0.026093729
A;0.016091593;0.028160288;0.052297678;0.018103043;0.040228983;0.026148839;0.044251882;0.052297678;0.058332026;0.074423619;0.076435068;0.118675501;0.128732747;0.126721298;0.134767094;0.148847238;0.138789993;0.112641153;0.092526662;0.066377823;0.058332026;0.04827478;0.044251882;0.022125941;0.02413739
A;0.032240384;0.04030048;0.036270432;0.042315504;0.028210336;0.02015024;0.032240384;0.04030048;0.064480769;0.056420673;0.090676081;0.094706129;0.130976561;0.110826321;0.145081729;0.153141825;0.122916465;0.100751201;0.062465745;0.048360576;0.062465745;0.046345552;0.04030048;0.032240384;0.028210336
A;0.038069591;0.040073254;0.048087905;0.020036627;0.054098893;0.038069591;0.046084242;0.058106218;0.040073254;0.054098893;0.076139182;0.114208774;0.106194123;0.168307666;0.168307666;0.130238075;0.112205111;0.106194123;0.058106218;0.038069591;0.044080579;0.026047615;0.02204029;0.034062266;0.036065929
A;0.035258859;0.023505906;0.02154708;0.029382382;0.029382382;0.047011812;0.03917651;0.031341208;0.054847114;0.074435369;0.074435369;0.12144718;0.129282482;0.113611878;0.141035435;0.13907661;0.129282482;0.094023623;0.074435369;0.047011812;0.050929463;0.027423557;0.035258859;0.027423557;0.027423557
A;0.0499969;0.025998388;0.023998512;0.047997024;0.037997644;0.055996528;0.025998388;0.051996776;0.047997024;0.06999566;0.095994048;0.115992808;0.113992932;0.113992932;0.12999194;0.11999256;0.101993676;0.095994048;0.103993552;0.081994916;0.033997892;0.033997892;0.043997272;0.021998636;0.037997644
A;0.036193854;0.022118467;0.036193854;0.042226163;0.032172315;0.048258472;0.050269242;0.038204624;0.040215394;0.084452327;0.102549254;0.12868926;0.150807726;0.158850805;0.152818496;0.140753878;0.112603102;0.090484636;0.084452327;0.068366169;0.06032309;0.032172315;0.032172315;0.032172315;0.020107697
A;0.044037942;0.03002587;0.034029319;0.036031044;0.046039667;0.040034493;0.058050015;0.052044841;0.05604829;0.08207071;0.084072435;0.098084508;0.132113827;0.146125899;0.106091406;0.126108653;0.118101754;0.102087957;0.074063812;0.044037942;0.074063812;0.036031044;0.036031044;0.048041392;0.024020696
A;0.056358667;0.030192143;0.038243381;0.030192143;0.024153714;0.044281809;0.062397095;0.044281809;0.046294619;0.074473952;0.104666095;0.106678905;0.130832619;0.144922285;0.156999143;0.126807;0.104666095;0.116742952;0.066422714;0.072461143;0.062397095;0.042269;0.028179333;0.034217762;0.020128095
A;0.063372133;0.055195084;0.022486886;0.026575411;0.032708198;0.049062297;0.036796723;0.036796723;0.071549183;0.07768197;0.091991807;0.094036069;0.126744267;0.145142628;0.151275415;0.157408202;0.141054103;0.12061148;0.083814757;0.085859019;0.059283609;0.049062297;0.026575411;0.040885247;0.022486886
A;0.035996241;0.035996241;0.045995197;0.035996241;0.039995824;0.035996241;0.043995406;0.051994571;0.063993318;0.075992065;0.099989559;0.107988724;0.125986844;0.119987471;0.1359858;0.157983503;0.113988097;0.115987889;0.077991856;0.057993944;0.043995406;0.035996241;0.027997077;0.031996659;0.021997703
A;0.038278977;0.032234928;0.038278977;0.030220245;0.044323026;0.034249611;0.052381758;0.058425807;0.052381758;0.058425807;0.064469856;0.086631369;0.153115909;0.173262739;0.153115909;0.143042494;0.118866298;0.112822249;0.070513905;0.042308343;0.050367075;0.046337709;0.026190879;0.026190879;0.022161513
A;0.038541508;0.020285004;0.042598509;0.026370506;0.04665551;0.040570009;0.054769512;0.054769512;0.050712511;0.079111517;0.064912014;0.113596024;0.144023531;0.125767027;0.158223034;0.13996653;0.150109032;0.089254019;0.083168518;0.058826513;0.042598509;0.04868401;0.038541508;0.04665551;0.024342005
A;0.038438351;0.048553706;0.040461422;0.042484493;0.040461422;0.03641528;0.056645991;0.042484493;0.056645991;0.078899773;0.074853631;0.099130484;0.105199697;0.143638048;0.161845688;0.161845688;0.139591906;0.107222768;0.07283056;0.070807489;0.05462292;0.046530635;0.026299924;0.038438351;0.048553706
A;0.045087973;0.028692346;0.032791253;0.032791253;0.03689016;0.040989066;0.055335239;0.063533053;0.063533053;0.067631959;0.079928679;0.106571572;0.114769385;0.120917745;0.104522119;0.120917745;0.122967198;0.088126492;0.100423212;0.061483599;0.051236333;0.032791253;0.02459344;0.034840706;0.043038519
A;0.054094318;0.042073358;0.028048906;0.024041919;0.028048906;0.026045412;0.036062879;0.048083838;0.048083838;0.056097811;0.09216069;0.108188636;0.136237541;0.112195622;0.122213088;0.128223568;0.136237541;0.122213088;0.090157196;0.056097811;0.060104798;0.032055892;0.048083838;0.026045412;0.048083838
A;0.035388417;0.039320464;0.021626255;0.029490348;0.031456371;0.037354441;0.045218533;0.060946719;0.051116603;0.064878765;0.110097298;0.123859461;0.098301159;0.167111971;0.114029345;0.139587646;0.123859461;0.112063322;0.098301159;0.04915058;0.037354441;0.027524325;0.027524325;0.029490348;0.021626255
A;0.04839744;0.050414;0.0403312;0.0403312;0.0403312;0.04436432;0.0403312;0.03831464;0.0705796;0.06452992;0.0806624;0.100828;0.143175759;0.153258559;0.163341359;0.165357919;0.100828;0.09881144;0.05646368;0.03629808;0.03428152;0.03831464;0.02621528;0.02419872;0.03831464
A;0.038881044;0.022510078;0.045020157;0.042973786;0.032741932;0.051159269;0.05320564;0.047066528;0.049112898;0.102318538;0.090040314;0.126874987;0.10641128;0.149385066;0.157570549;0.145292324;0.118689504;0.110504021;0.083901201;0.077762089;0.077762089;0.034788303;0.045020157;0.030695561;0.030695561
A;0.046849093;0.046849093;0.026479922;0.042775259;0.042775259;0.050922927;0.061107513;0.040738342;0.059070595;0.075365932;0.09777202;0.105919688;0.150731864;0.144621113;0.156842616;0.120178108;0.142584196;0.0835136;0.069255181;0.077402849;0.075365932;0.042775259;0.040738342;0.038701425;0.044812176
