Class;15.51;15.53;15.55;15.57;15.60;15.62;15.64;15.66;15.68;15.70;15.72;15.74;15.76;15.78;15.80;15.82;15.84;15.86;15.88;15.90;15.92;15.94;15.96;15.98;16.00;16.02;16.04;16.06;16.08;16.10;16.12;16.14;16.16;16.18;16.20;16.22;16.24;16.26;16.28;16.30;16.32;16.34;16.36;16.38;16.40;16.42;16.44;16.46;16.48;16.50;16.52;16.54;16.56;16.58;16.60;16.62;16.64;16.66;16.68;16.70;16.72;16.74;16.76;16.78;16.80;16.82;16.84;16.86;16.88;16.90;16.92;16.94;16.96;16.98;17.00;17.02;17.04;17.06;17.08;17.10;17.12;17.14;17.16;17.18;17.20;17.22;17.24;17.26;17.28;17.30;17.32;17.34;17.36;17.38;17.40;17.42;17.44;17.46;17.48;17.50;17.52;17.54;17.56;17.58;17.60;17.62;17.64;17.66;17.68;17.70
A;1.676003537;1.549094616;1.649815982;1.579311026;1.73442193;1.625642854;1.682046819;1.718306511;1.692118956;1.607513008;1.659888119;1.688090101;1.571253316;1.800898032;1.780753758;1.611541863;1.732407503;1.714277657;1.788811468;1.774710476;1.75658063;1.720320939;1.637729418;1.720320939;1.696147811;1.730393075;1.67398911;1.728378648;1.684061247;1.804926886;1.665931401;1.625642854;1.714277657;1.732407503;1.708234375;1.637729418;1.595426444;1.637729418;1.623628427;1.688090101;1.669960255;1.712263229;1.772696049;1.710248802;1.657873691;1.639743845;1.682046819;1.581325453;1.601469726;1.696147811;1.657873691;1.694133383;1.726364221;1.665931401;1.778739331;1.688090101;1.70420552;1.78679704;1.655859264;1.710248802;1.742479639;1.629671709;1.647801555;1.712263229;1.714277657;1.716292084;1.698162238;1.730393075;1.609527435;1.59139759;1.728378648;1.804926886;1.746508494;1.684061247;1.73442193;1.6437727;1.746508494;1.641758273;1.694133383;1.676003537;1.6437727;1.696147811;1.744494067;1.800898032;1.788811468;1.659888119;1.722335366;1.740465212;1.78679704;1.804926886;1.778739331;1.770681622;1.639743845;1.714277657;1.712263229;1.762623912;1.746508494;1.903633825;1.821042305;1.782768186;1.875431843;1.857301997;1.790825895;1.861330852;1.899604971;1.897590543;1.871402988;1.849244288;1.806941314;1.742479639
A;1.683460758;1.717899786;1.709796486;1.65712503;1.711822311;1.582169497;1.61053105;1.663202506;1.721951437;1.681434933;1.691564059;1.709796486;1.726003087;1.756390466;1.677383282;1.677383282;1.695615709;1.70777066;1.798932795;1.721951437;1.758416291;1.667254156;1.748287165;1.70777066;1.758416291;1.742209689;1.66117668;1.636866778;1.756390466;1.695615709;1.744235514;1.715873961;1.695615709;1.709796486;1.675357457;1.756390466;1.622686001;1.632815127;1.598376099;1.630789302;1.723977262;1.782726194;1.736132213;1.768545417;1.742209689;1.687512408;1.689538233;1.695615709;1.760442116;1.675357457;1.811087747;1.636866778;1.711822311;1.636866778;1.594324448;1.736132213;1.774622893;1.744235514;1.740183864;1.687512408;1.728028913;1.693589884;1.742209689;1.663202506;1.736132213;1.632815127;1.646995904;1.766519592;1.673331632;1.695615709;1.788803669;1.730054738;1.695615709;1.768545417;1.835397649;1.784752019;1.802984446;1.851604251;1.794881145;1.734106388;1.760442116;1.636866778;1.786777844;1.80095862;1.691564059;1.760442116;1.79690697;1.788803669;1.762467941;1.784752019;1.760442116;1.626737652;1.84350095;1.853630076;1.790829494;1.802984446;1.829320174;1.794881145;1.8394493;1.881991629;1.938714735;1.831345999;1.831345999;1.79285532;1.798932795;1.809061921;1.772597067;1.904275707;1.906301532;1.730054738
A;1.371967951;1.407247127;1.430766577;1.373927905;1.417046898;1.448406165;1.424886715;1.371967951;1.393527447;1.438606394;1.393527447;1.38568763;1.387647585;1.493485112;1.481725387;1.413126989;1.360208226;1.460165891;1.513084654;1.43664644;1.499364975;1.39940731;1.342568638;1.517004563;1.430766577;1.375887859;1.358248271;1.381767722;1.381767722;1.39940731;1.377847813;1.354328363;1.262210515;1.293569782;1.389607539;1.389607539;1.393527447;1.454286028;1.371967951;1.360208226;1.430766577;1.54836383;1.3484485;1.301409599;1.303369553;1.452326074;1.391567493;1.39940731;1.360208226;1.336688775;1.3484485;1.321009141;1.375887859;1.32492905;1.405287172;1.43664644;1.448406165;1.442526303;1.409207081;1.39940731;1.411167035;1.305329508;1.409207081;1.326889004;1.338648729;1.450366119;1.366088088;1.428806623;1.577763143;1.336688775;1.393527447;1.471925616;1.330808912;1.454286028;1.350408454;1.379807768;1.383727676;1.395487401;1.43664644;1.389607539;1.56208351;1.456245982;1.434686486;1.330808912;1.475845524;1.446446211;1.389607539;1.426846669;1.403327218;1.426846669;1.39940731;1.407247127;1.48760525;1.515044609;1.564043464;1.393527447;1.424886715;1.530724242;1.495445066;1.489565204;1.454286028;1.530724242;1.540524013;1.495445066;1.460165891;1.373927905;1.456245982;1.424886715;1.495445066;1.466045753
A;1.633275261;1.780471674;1.68771777;1.742160279;1.574799974;1.598996645;1.709898051;1.802651955;1.736111111;1.697799716;1.669570267;1.711914441;1.689734159;1.709898051;1.673603046;1.683684992;1.715947219;1.818783069;1.728045554;1.752242225;1.683684992;1.780471674;1.697799716;1.695783327;1.63730804;1.68771777;1.711914441;1.669570267;1.669570267;1.669570267;1.699816105;1.820799458;1.643357207;1.772406117;1.772406117;1.810717512;1.7381275;1.681668602;1.681668602;1.830881404;1.728045554;1.774422506;1.603029423;1.71393083;1.635291651;1.748209446;1.721996387;1.671586656;1.701832495;1.619160537;1.61109498;1.66150471;1.667553878;1.679652213;1.784504452;1.681668602;1.671586656;1.625209704;1.681668602;1.711914441;1.619160537;1.679652213;1.728045554;1.699816105;1.671586656;1.711914441;1.689734159;1.66150471;1.691750548;1.717963608;1.730061943;1.762324171;1.772406117;1.623193315;1.697799716;1.778455285;1.641340818;1.794586398;1.625209704;1.681668602;1.844996129;1.762324171;1.685701381;1.721996387;1.667553878;1.695783327;1.719979997;1.689734159;1.750225836;1.782488063;1.657471932;1.770389728;1.736111111;1.74014389;1.883307524;1.830881404;1.719979997;1.855078075;1.804668344;1.663521099;1.798619177;1.758291392;1.742160279;1.701832495;1.901455026;1.889356691;1.836930572;1.89338947;1.685701381;1.965979481
A;1.647919326;1.655948166;1.621825598;1.692077944;1.653940956;1.611789548;1.708135623;1.653940956;1.593724659;1.784409599;1.561609301;1.655948166;1.651933746;1.597739079;1.601753499;1.790431229;1.790431229;1.730214932;1.692077944;1.674013055;1.694085154;1.682041894;1.623832807;1.601753499;1.76835192;1.591717449;1.639890487;1.676020265;1.587703029;1.627847227;1.649926536;1.57766698;1.647919326;1.647919326;1.712150043;1.680034685;1.56562372;1.597739079;1.716164463;1.597739079;1.669998635;1.555587671;1.76634471;1.780395179;1.692077944;1.625840017;1.533508362;1.607775128;1.698099574;1.56763093;1.690070734;1.674013055;1.57565977;1.684049104;1.555587671;1.547558831;1.559602091;1.688063524;1.591717449;1.698099574;1.657955376;1.647919326;1.678027475;1.653940956;1.726200512;1.645912116;1.676020265;1.676020265;1.678027475;1.599746289;1.710142833;1.728207722;1.667991425;1.595731869;1.657955376;1.698099574;1.603760708;1.669998635;1.732222142;1.746272611;1.615803968;1.692077944;1.706128413;1.712150043;1.669998635;1.76634471;1.742258191;1.627847227;1.720178883;1.659962586;1.698099574;1.663977005;1.688063524;1.77638076;1.726200512;1.804481698;1.76233029;1.76634471;1.878748464;1.788424019;1.782402389;1.752294241;1.742258191;1.786416809;1.704121203;1.76233029;1.816524958;1.866705205;1.816524958;1.788424019
A;1.589044843;1.665479912;1.677548607;1.603124987;1.699674548;1.679560056;1.721800488;1.649388318;1.589044843;1.701685997;1.751972226;1.643353971;1.695651649;1.605136437;1.619216581;1.735880633;1.755995124;1.635308174;1.808292803;1.66950281;1.657434115;1.747949328;1.651399767;1.629273827;1.617205132;1.667491361;1.689617302;1.719789039;1.653411217;1.747949328;1.653411217;1.611170784;1.665479912;1.697663098;1.679560056;1.66950281;1.685594403;1.615193682;1.62122803;1.691628751;1.639331072;1.778121065;1.721800488;1.671514259;1.615193682;1.637319623;1.657434115;1.550827309;1.542781512;1.66950281;1.679560056;1.711743243;1.663468462;1.574964699;1.655422666;1.709731793;1.71777759;1.66950281;1.595079191;1.695651649;1.677548607;1.673525708;1.671514259;1.635308174;1.731857734;1.786166862;1.691628751;1.64536542;1.623239479;1.737892082;1.697663098;1.745937878;1.675537158;1.673525708;1.655422666;1.691628751;1.607147886;1.580999047;1.599102089;1.691628751;1.753983675;1.747949328;1.667491361;1.709731793;1.653411217;1.667491361;1.699674548;1.647376869;1.745937878;1.673525708;1.812315701;1.735880633;1.822372947;1.802258455;1.709731793;1.780132514;1.762029472;1.703697446;1.828407294;1.788178311;1.808292803;1.848521786;1.918922507;1.804269904;1.842487438;1.808292803;1.888750769;1.760018023;1.751972226;1.778121065
A;1.712770416;1.658364768;1.736950704;1.658364768;1.597914047;1.646274624;1.686575104;1.569703711;1.712770416;1.757100945;1.658364768;1.698665248;1.6946352;1.634184479;1.742995777;1.773221137;1.801431473;1.811506593;1.732920656;1.642244576;1.678515008;1.728890608;1.716800464;1.771206113;1.628139407;1.656349744;1.583808879;1.668439888;1.68456008;1.612019215;1.626124383;1.686575104;1.742995777;1.628139407;1.642244576;1.591868975;1.66440984;1.708740368;1.636199503;1.632169455;1.801431473;1.632169455;1.624109359;1.708740368;1.690605152;1.747025825;1.732920656;1.70471032;1.70471032;1.722845536;1.612019215;1.612019215;1.6442596;1.658364768;1.769191089;1.630154431;1.630154431;1.630154431;1.843746977;1.660379792;1.589853951;1.662394816;1.565673663;1.71478544;1.730905632;1.666424864;1.779266209;1.726875584;1.66440984;1.696650224;1.740980752;1.755085921;1.628139407;1.593883999;1.650304672;1.638214528;1.773221137;1.712770416;1.662394816;1.662394816;1.698665248;1.648289648;1.646274624;1.726875584;1.761130993;1.603959119;1.759115969;1.652319696;1.738965728;1.761130993;1.736950704;1.753070897;1.789341329;1.700680272;1.767176065;1.732920656;1.793371377;1.781281233;1.815536641;1.763146017;1.811506593;1.652319696;1.730905632;1.89009253;1.761130993;1.847777026;1.779266209;1.871957314;1.819566689;1.839716929
A;1.622966783;1.56085324;1.582893529;1.741182882;1.534805625;1.673058351;1.667047363;1.661036374;1.622966783;1.723149918;1.787267124;1.68708399;1.630981434;1.657029049;1.819325727;1.783259799;1.6650437;1.667047363;1.653021724;1.725153581;1.594915506;1.661036374;1.655025386;1.771237823;1.753204858;1.620963121;1.606937482;1.667047363;1.703113291;1.74719387;1.59090818;1.661036374;1.546827601;1.594915506;1.703113291;1.711127942;1.634988759;1.655025386;1.673058351;1.673058351;1.636992422;1.659032712;1.592911843;1.608941144;1.524787311;1.673058351;1.550834926;1.606937482;1.640999748;1.697102303;1.773241485;1.632985097;1.620963121;1.659032712;1.588904517;1.691091315;1.616955795;1.737175557;1.663040037;1.721146255;1.663040037;1.618959458;1.614952132;1.572875216;1.697102303;1.723149918;1.69509864;1.588904517;1.630981434;1.592911843;1.657029049;1.657029049;1.69509864;1.6650437;1.761219509;1.638996085;1.699105966;1.645007073;1.693094978;1.6650437;1.689087652;1.811311077;1.655025386;1.699105966;1.663040037;1.645007073;1.638996085;1.649014398;1.701109628;1.737175557;1.707120616;1.723149918;1.685080327;1.683076664;1.705116954;1.657029049;1.651018061;1.7992891;1.71713893;1.681073001;1.74719387;1.84336968;1.719142593;1.831347704;1.899472235;1.743186545;1.837358692;1.869417295;1.79127445;1.767230497
A;1.474995593;1.333960157;1.386848446;1.390766097;1.365301365;1.469119116;1.455407338;1.431901432;1.461283814;1.56314274;1.46324264;1.435819083;1.42406613;1.494583848;1.469119116;1.474995593;1.451489687;1.371177842;1.369219016;1.461283814;1.44561321;1.488707371;1.455407338;1.614072202;1.451489687;1.443654385;1.392724922;1.36334254;1.390766097;1.437777908;1.38488962;1.40251905;1.42406613;1.476954418;1.349630761;1.459324989;1.38488962;1.467160291;1.365301365;1.504377975;1.451489687;1.427983781;1.377054318;1.449530861;1.437777908;1.496542673;1.386848446;1.455407338;1.455407338;1.357466063;1.40251905;1.486748546;1.5063368;1.426024955;1.44561321;1.455407338;1.398601399;1.478913244;1.480872069;1.426024955;1.441695559;1.439736734;1.426024955;1.461283814;1.379013144;1.426024955;1.48478972;1.494583848;1.453448512;1.441695559;1.439736734;1.357466063;1.471077942;1.486748546;1.478913244;1.455407338;1.5063368;1.420148479;1.496542673;1.488707371;1.500460324;1.427983781;1.510254451;1.435819083;1.502419149;1.455407338;1.533760357;1.525925055;1.474995593;1.537678008;1.453448512;1.480872069;1.5063368;1.455407338;1.555307438;1.426024955;1.502419149;1.625825155;1.435819083;1.529842706;1.510254451;1.426024955;1.44561321;1.557266263;1.570978042;1.572936867;1.572936867;1.659125189;1.561183914;1.551389787
