Class;22.12;22.14;22.16;22.18;22.20;22.22;22.24;22.26;22.28;22.30;22.32;22.34;22.36;22.38;22.40;22.42;22.44;22.46;22.48;22.50;22.52;22.54;22.56;22.58;22.60;22.62;22.64;22.66;22.68;22.70;22.72;22.74;22.76;22.78;22.80;22.82;22.84;22.86;22.88;22.90;22.92;22.94;22.96;22.98;23.00;23.02;23.04;23.06;23.08;23.10
A;1.126064877;1.184483269;1.067646484;1.130093731;1.091819612;1.035415647;1.136137013;1.001170382;1.057574347;1.073689766;1.023329083;0.968939545;1.039444502;0.948795272;1.059588775;0.9729684;1.009228092;1.011242519;1.120021595;1.073689766;1.021314656;1.021314656;0.948795272;1.105920603;1.037430074;0.997141528;1.083761903;1.138151441;1.144194723;1.204627542;1.218728534;1.273118072;1.164338996;1.17642556;1.122036022;1.11599274;1.00318481;1.152252432;1.001170382;1.027357938;1.027357938;0.920593289;0.960881836;0.910521152;0.831958487;0.88231917;0.96491069;0.858146042;0.928650998;0.920593289
A;1.177004453;1.197262705;1.140539599;1.160797851;1.025067561;1.1486429;1.041274163;1.081790667;1.120281347;1.085842318;1.091919794;1.018990086;1.05545494;1.037222513;1.025067561;1.043299988;1.061532415;1.043299988;1.075713192;0.954163679;1.01291261;1.065584066;1.073687367;0.974421931;1.049377464;1.071661541;1.114203871;1.057480765;1.213469307;1.247908335;1.140539599;1.270192413;1.264114937;1.142565424;1.282347364;1.189159404;1.164849501;1.114203871;1.170926977;1.002783484;1.031145037;0.998731833;0.905543873;1.014938435;0.952137853;0.929853776;0.942008727;0.895414747;0.931879601;0.897440572
A;0.983897016;0.866299763;0.92509839;0.944697932;0.862379855;0.897659031;0.88785926;0.878059489;0.907458802;0.893739122;0.927058344;0.829060633;0.856499992;0.858459946;0.764382144;0.860419901;0.79966132;0.838860404;0.783981686;0.79966132;0.803581228;0.801621274;0.78594164;0.791821503;0.813380999;0.889819214;0.856499992;0.870219672;0.974097245;0.91137871;0.946657886;0.923138435;0.970177337;0.907458802;0.917258573;0.938818069;0.868259717;0.881979397;0.899618985;0.87413958;0.927058344;0.834940496;0.768302052;0.731062922;0.695783746;0.740862693;0.736942785;0.672264296;0.707543472;0.760462236
A;1.167489353;1.076751839;1.076751839;1.109014066;1.145309072;1.000129049;1.07473545;1.133210737;1.133210737;1.002145438;1.054571558;1.02230933;0.951735708;1.026342109;1.056587947;1.046506001;1.044489612;1.000129049;0.947702929;0.931571816;0.959801265;0.925522648;1.092882953;1.066669893;1.090866563;1.038440444;1.141276294;1.115063234;1.199751581;1.2521777;1.199751581;1.207817138;1.183620467;1.173538521;1.139259905;1.157407407;1.111030456;1.078768228;1.060620725;1.028358498;1.042473222;1.054571558;0.953752097;0.988030714;0.935604594;0.879145696;0.925522648;0.951735708;0.875112918;0.967866822
A;1.214361988;1.087907765;1.128051963;1.017655418;1.073857295;1.033713097;1.039734727;1.027691468;0.921309343;1.041741937;0.995576109;0.969482381;0.997583319;0.97751122;0.97550401;0.973496801;1.001597739;1.009626579;1.025684258;0.965467961;0.957439121;0.953424702;1.003604949;0.959446331;1.065828456;0.97751122;1.134073592;1.107979864;1.168196161;1.152138481;1.230419667;1.148124062;1.162174531;1.164181741;1.120023123;1.095936604;1.097943814;1.023677048;0.993568899;0.97951843;0.98955448;0.99156169;0.953424702;0.913280504;0.913280504;0.879157935;0.911273294;0.903244454;0.923316553;0.907258874
A;1.204858052;1.06405661;1.114342839;1.096239797;1.130434433;1.062045161;1.080148204;1.019804729;1.03991922;0.993655889;1.084171102;0.953426906;1.053999364;0.951415457;1.017793279;1.053999364;0.915209372;0.937335313;0.989632991;0.971529948;1.025839076;1.007736034;1.003713135;1.009747483;1.068079509;1.068079509;1.102274144;1.037907771;1.152560374;1.247098485;1.100262695;1.204858052;1.106297043;1.196812255;1.220949645;1.13646878;1.047965017;1.047965017;1.03991922;1.062045161;0.989632991;0.929289516;0.969518499;0.939346762;0.883026185;0.876991838;0.921243719;0.89509488;0.887049083;0.889060533
A;1.176774027;1.144533643;1.063932682;1.102218138;1.090127994;1.025647226;1.001466937;1.06796273;1.03773737;1.019602154;1.031692298;0.997436889;1.00751201;1.053857562;1.031692298;1.055872586;0.955121385;1.06796273;0.997436889;0.985346745;1.019602154;1.005496986;0.987361769;1.041767418;1.035722346;1.120353355;1.168713931;1.03773737;1.166698907;1.206999387;1.150578715;1.158638811;1.192894219;1.148563691;1.219089532;1.164683883;1.184834123;1.039752394;1.065947706;0.975271625;0.981316697;0.969226553;0.930941097;0.908775833;0.894670664;0.890640616;0.975271625;0.890640616;0.943031241;0.900715737
A;1.079974193;1.07797053;1.035893614;0.971776407;1.067952217;1.019864312;0.969772745;1.031886288;1.081977856;1.019864312;0.987805709;0.997824022;0.977787395;1.009845998;0.981794721;0.915673852;0.977787395;0.959754431;1.021867975;0.953743443;0.953743443;0.953743443;1.015856987;1.007842336;1.061941229;1.017860649;1.021867975;1.128062098;1.13006576;1.180157328;1.10001082;1.186168316;1.162124363;1.128062098;1.190175641;1.098007157;1.075966867;0.955747106;0.975783733;0.935710479;0.961758094;0.885618911;0.945728792;0.913670189;0.857567634;0.853560308;0.903651876;0.863578622;0.797457753;0.881611586
A;0.92456563;0.987248046;0.969618617;0.971577442;0.908895027;0.930442107;0.840336134;0.951989187;0.932400932;0.889306772;0.830542007;0.883430295;0.830542007;0.852089087;0.797241974;0.869718517;0.814871403;0.787447846;0.90301855;0.816830229;0.789406672;0.822706705;0.850130262;0.867759691;0.94219506;0.859924389;0.957865664;0.946112711;1.032301032;0.98137157;1.006836301;0.98137157;1.00291865;0.967659791;0.953948013;0.90301855;0.852089087;0.904977376;0.926524456;0.840336134;0.765900766;0.810953752;0.812912578;0.730641907;0.752188987;0.769818417;0.750230162;0.722806605;0.722806605;0.730641907
