Class;6.69;6.71;6.73;6.75;6.77;6.79;6.81;6.83;6.85;6.87;6.89;6.91;6.93;6.95;6.97;6.99;7.01;7.03;7.05;7.07;7.09;7.11;7.13;7.15;7.17;7.19
A;0.016115419;0.03021641;0.020144273;0.014100991;0.020144273;0.026187555;0.020144273;0.028201983;0.028201983;0.020144273;0.028201983;0.028201983;0.038274119;0.052375111;0.046331829;0.062447247;0.078562666;0.094678084;0.076548238;0.098706939;0.104750221;0.104750221;0.072519384;0.058418393;0.056403965;0.044317401
A;0.022284077;0.028361553;0.022284077;0.020258252;0.030387378;0.028361553;0.022284077;0.018232427;0.020258252;0.040516504;0.026335728;0.028361553;0.028361553;0.04254233;0.048619805;0.070903883;0.066852232;0.076981358;0.105342911;0.097239611;0.111420387;0.099265436;0.091162135;0.064826407;0.05064563;0.062800582
A;0.025479405;0.017639588;0.021559496;0.023519451;0.007839817;0.025479405;0.021559496;0.029399313;0.017639588;0.048998855;0.025479405;0.023519451;0.035279176;0.043118993;0.045078947;0.068598398;0.058798626;0.099957665;0.086237985;0.086237985;0.092117848;0.092117848;0.072518306;0.068598398;0.062718535;0.033319222
A;0.036295006;0.036295006;0.038311395;0.032262227;0.030245838;0.030245838;0.030245838;0.02621306;0.028229449;0.038311395;0.020163892;0.046376952;0.060491676;0.054442509;0.064524455;0.108885017;0.12904891;0.165343915;0.193573364;0.193573364;0.211720867;0.181475029;0.135098077;0.106868628;0.074606401;0.05040973
A;0.020072099;0.024086519;0.020072099;0.014050469;0.020072099;0.014050469;0.024086519;0.016057679;0.020072099;0.044158618;0.028100939;0.054194667;0.026093729;0.032115358;0.050180247;0.058209087;0.064230717;0.098353285;0.128461433;0.110396544;0.086310026;0.104374915;0.058209087;0.072259556;0.068245137;0.048173038
A;0.034194636;0.032183187;0.014080144;0.030171738;0.030171738;0.032183187;0.022125941;0.032183187;0.026148839;0.014080144;0.032183187;0.030171738;0.036206085;0.036206085;0.040228983;0.052297678;0.082469416;0.09654956;0.092526662;0.116664052;0.114652603;0.094538111;0.064366373;0.082469416;0.060343475;0.038217534
A;0.02015024;0.014105168;0.034255408;0.028210336;0.036270432;0.012090144;0.026195312;0.034255408;0.026195312;0.022165264;0.022165264;0.032240384;0.038285456;0.056420673;0.048360576;0.052390624;0.082615985;0.094706129;0.102766225;0.088661057;0.084631009;0.082615985;0.078585937;0.068510817;0.064480769;0.042315504
A;0.026047615;0.02204029;0.03005494;0.014025639;0.020036627;0.024043952;0.03005494;0.032058603;0.034062266;0.034062266;0.03005494;0.020036627;0.040073254;0.042076917;0.038069591;0.088161159;0.078142845;0.090164821;0.106194123;0.130238075;0.090164821;0.110201448;0.116212436;0.088161159;0.042076917;0.038069591
A;0.035258859;0.03917651;0.023505906;0.017629429;0.031341208;0.011752953;0.029382382;0.019588255;0.025464731;0.035258859;0.027423557;0.03917651;0.029382382;0.045052986;0.041135335;0.054847114;0.054847114;0.076394194;0.074435369;0.082270671;0.076394194;0.090105972;0.06072359;0.058764765;0.03917651;0.031341208
A;0.037997644;0.01999876;0.021998636;0.025998388;0.035997768;0.015999008;0.037997644;0.025998388;0.027998264;0.025998388;0.031998016;0.041997396;0.047997024;0.03999752;0.057996404;0.091994296;0.115992808;0.103993552;0.133991693;0.137991445;0.117992684;0.11999256;0.07999504;0.067995784;0.071995536;0.055996528
A;0.026140006;0.026140006;0.018096927;0.038204624;0.036193854;0.020107697;0.038204624;0.036193854;0.022118467;0.034183085;0.042226163;0.050269242;0.056301551;0.058312321;0.094506175;0.122656951;0.142764647;0.19102312;0.211130817;0.217163126;0.219173895;0.18700158;0.148796956;0.108581563;0.092495405;0.070376939
