Class;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350
A;68.0;64.0;59.0;66.0;65.0;59.0;66.0;50.0;60.0;65.0;58.0;65.0;52.0;61.0;63.0;64.0;61.0;60.0;61.0;70.0;58.0;55.0;61.0;55.0;68.0;64.0;62.0;47.0;67.0;69.0;62.0;65.0;57.0;58.0;71.0;59.0;63.0;62.0;58.0;70.0;67.0;62.0;55.0;69.0;56.0;69.0;52.0;60.0;61.0;63.0;54.0;64.0;57.0;57.0;49.0;55.0;64.0;47.0;47.0;50.0;47.0;50.0;66.0;51.0;44.0;46.0;53.0;55.0;54.0;39.0;56.0;49.0;49.0;41.0;54.0;58.0
A;61.0;62.0;54.0;70.0;45.0;72.0;55.0;71.0;60.0;62.0;67.0;65.0;60.0;38.0;52.0;56.0;51.0;61.0;60.0;72.0;55.0;67.0;55.0;65.0;68.0;67.0;50.0;70.0;65.0;53.0;59.0;61.0;55.0;54.0;70.0;46.0;40.0;58.0;48.0;61.0;48.0;48.0;58.0;55.0;72.0;50.0;69.0;55.0;63.0;51.0;61.0;64.0;55.0;67.0;57.0;58.0;52.0;53.0;37.0;49.0;52.0;54.0;42.0;53.0;44.0;59.0;43.0;50.0;55.0;50.0;48.0;45.0;44.0;48.0;44.0;39.0
A;69.0;59.0;66.0;64.0;69.0;57.0;58.0;54.0;54.0;68.0;60.0;60.0;55.0;45.0;63.0;55.0;78.0;65.0;52.0;59.0;58.0;50.0;52.0;57.0;65.0;66.0;67.0;64.0;65.0;67.0;61.0;56.0;63.0;84.0;61.0;41.0;57.0;73.0;56.0;48.0;61.0;70.0;58.0;59.0;52.0;69.0;59.0;73.0;55.0;68.0;57.0;58.0;50.0;54.0;47.0;46.0;52.0;48.0;55.0;44.0;51.0;55.0;47.0;55.0;57.0;47.0;51.0;46.0;53.0;48.0;43.0;46.0;56.0;48.0;50.0;53.0
A;62.0;61.0;62.0;60.0;61.0;45.0;63.0;54.0;64.0;70.0;51.0;60.0;69.0;60.0;63.0;50.0;53.0;59.0;69.0;48.0;69.0;55.0;67.0;59.0;66.0;53.0;67.0;65.0;64.0;66.0;71.0;66.0;61.0;70.0;60.0;69.0;58.0;49.0;62.0;62.0;76.0;61.0;64.0;73.0;45.0;68.0;54.0;66.0;58.0;65.0;59.0;54.0;55.0;67.0;59.0;72.0;48.0;64.0;38.0;56.0;60.0;50.0;45.0;49.0;55.0;54.0;47.0;48.0;55.0;51.0;42.0;48.0;50.0;51.0;56.0;48.0
A;59.0;53.0;55.0;50.0;53.0;59.0;56.0;57.0;56.0;59.0;51.0;62.0;59.0;51.0;58.0;60.0;45.0;63.0;62.0;54.0;50.0;59.0;48.0;68.0;67.0;61.0;60.0;60.0;65.0;50.0;57.0;60.0;66.0;59.0;65.0;51.0;58.0;55.0;50.0;45.0;54.0;71.0;57.0;55.0;56.0;58.0;49.0;55.0;48.0;58.0;59.0;48.0;48.0;70.0;56.0;60.0;57.0;41.0;50.0;43.0;40.0;46.0;45.0;52.0;38.0;55.0;52.0;46.0;45.0;47.0;32.0;55.0;45.0;51.0;43.0;39.0
A;60.0;51.0;80.0;67.0;61.0;60.0;54.0;60.0;60.0;66.0;59.0;64.0;69.0;54.0;46.0;51.0;68.0;72.0;62.0;45.0;62.0;63.0;72.0;55.0;76.0;55.0;52.0;53.0;53.0;47.0;64.0;56.0;58.0;75.0;64.0;55.0;54.0;60.0;53.0;64.0;56.0;46.0;53.0;51.0;59.0;43.0;56.0;54.0;56.0;49.0;54.0;56.0;39.0;65.0;50.0;48.0;51.0;53.0;44.0;52.0;46.0;50.0;56.0;56.0;32.0;51.0;33.0;46.0;42.0;52.0;50.0;54.0;45.0;53.0;41.0;63.0
A;55.0;66.0;76.0;66.0;66.0;67.0;66.0;54.0;57.0;67.0;67.0;56.0;68.0;53.0;60.0;55.0;51.0;58.0;67.0;46.0;56.0;52.0;59.0;65.0;63.0;81.0;51.0;62.0;72.0;53.0;62.0;75.0;66.0;80.0;61.0;50.0;69.0;63.0;55.0;75.0;68.0;64.0;46.0;61.0;47.0;49.0;66.0;71.0;57.0;67.0;52.0;56.0;58.0;66.0;68.0;65.0;53.0;54.0;44.0;57.0;56.0;41.0;54.0;65.0;51.0;41.0;44.0;35.0;46.0;58.0;59.0;32.0;53.0;53.0;49.0;58.0
A;60.0;73.0;52.0;53.0;60.0;61.0;51.0;69.0;61.0;63.0;57.0;49.0;69.0;60.0;56.0;61.0;52.0;34.0;51.0;67.0;53.0;48.0;59.0;52.0;60.0;70.0;51.0;54.0;52.0;46.0;51.0;61.0;52.0;52.0;40.0;62.0;63.0;62.0;67.0;64.0;56.0;45.0;48.0;61.0;48.0;66.0;38.0;58.0;60.0;49.0;60.0;49.0;49.0;60.0;62.0;65.0;66.0;72.0;45.0;56.0;49.0;53.0;54.0;50.0;53.0;56.0;54.0;42.0;49.0;38.0;52.0;56.0;45.0;48.0;55.0;47.0
A;73.0;70.0;55.0;74.0;73.0;54.0;73.0;60.0;62.0;61.0;57.0;71.0;66.0;56.0;64.0;56.0;60.0;63.0;61.0;55.0;66.0;64.0;68.0;73.0;67.0;66.0;63.0;52.0;56.0;69.0;65.0;60.0;63.0;64.0;70.0;44.0;53.0;82.0;58.0;69.0;78.0;62.0;70.0;59.0;76.0;69.0;71.0;53.0;55.0;47.0;64.0;59.0;43.0;52.0;53.0;60.0;55.0;50.0;52.0;57.0;59.0;53.0;48.0;65.0;50.0;50.0;58.0;47.0;51.0;46.0;59.0;48.0;51.0;51.0;47.0;35.0
A;71.0;69.0;53.0;80.0;59.0;65.0;63.0;75.0;54.0;59.0;57.0;59.0;50.0;61.0;57.0;59.0;50.0;67.0;61.0;52.0;63.0;62.0;56.0;78.0;62.0;57.0;62.0;72.0;59.0;71.0;61.0;86.0;73.0;57.0;47.0;73.0;56.0;70.0;73.0;57.0;69.0;58.0;54.0;54.0;55.0;57.0;63.0;62.0;61.0;60.0;47.0;69.0;49.0;77.0;72.0;47.0;58.0;52.0;65.0;34.0;49.0;43.0;62.0;52.0;48.0;47.0;40.0;53.0;52.0;40.0;46.0;51.0;47.0;55.0;57.0;41.0
