split_seed;Node;Local_Reaching_Centrality;Zone;Threshold;Operator;smx_seeds_used;smx_seed_number;method;model
0;Cu ka > -12.03;0.8732937955813791;Cu ka;-12.03;>;4;10;perturbation;pls
0;Ca ka <= 36.42;0.8584835507426242;Ca ka;36.42;<=;4;10;perturbation;pls
0;Ti kb > -10.19;0.8347655934340137;Ti kb;-10.19;>;4;10;perturbation;pls
0;Ti kb > -2.76;0.8091224827551861;Ti kb;-2.76;>;4;10;perturbation;pls
0;Ti kb <= 2.01;0.8017170718157693;Ti kb;2.01;<=;4;10;perturbation;pls
0;Ti kb <= 6.99;0.7339846853169462;Ti kb;6.99;<=;4;10;perturbation;pls
0;Ca ka <= -5.57;0.6121934058203573;Ca ka;-5.57;<=;4;10;perturbation;pls
0;Ca kb > -2.28;0.4203420599570396;Ca kb;-2.28;>;4;10;perturbation;pls
0;Ca kb > -5.65;0.2851245416373716;Ca kb;-5.65;>;4;10;perturbation;pls
0;Ca kb > -8.80;0.1874968314455922;Ca kb;-8.80;>;4;10;perturbation;pls
0;Ag ka scattering <= 0.07;0.08128079425574107;Ag ka scattering;0.07;<=;4;10;perturbation;pls
0;Ca kb <= -5.65;0.07832978704044782;Ca kb;-5.65;<=;4;10;perturbation;pls
0;Ca kb <= 12.32;0.07718471639437567;Ca kb;12.32;<=;4;10;perturbation;pls
0;Fe ka > -18.70;0.07525843663420909;Fe ka;-18.70;>;4;10;perturbation;pls
0;Cu ka <= 0.06;0.07224407543955318;Cu ka;0.06;<=;4;10;perturbation;pls
0;Ca kb <= -2.28;0.07047526250610316;Ca kb;-2.28;<=;4;10;perturbation;pls
0;Cu ka <= -11.21;0.06978468634323869;Cu ka;-11.21;<=;4;10;perturbation;pls
0;Cu kb > -2.04;0.06802635930765863;Cu kb;-2.04;>;4;10;perturbation;pls
0;Cu ka <= -10.06;0.06668722917767508;Cu ka;-10.06;<=;4;10;perturbation;pls
0;Ag ka scattering <= 3.63;0.06646165818771044;Ag ka scattering;3.63;<=;4;10;perturbation;pls
0;Ag ka scattering <= 1.80;0.06387036602800528;Ag ka scattering;1.80;<=;4;10;perturbation;pls
0;Ag ka scattering > 0.07;0.06101603418419482;Ag ka scattering;0.07;>;4;10;perturbation;pls
0;Fe ka > -19.19;0.05518413731891965;Fe ka;-19.19;>;4;10;perturbation;pls
0;Fe ka > -19.70;0.05178616542975928;Fe ka;-19.70;>;4;10;perturbation;pls
0;Ag ka scattering > 1.80;0.05073580188398984;Ag ka scattering;1.80;>;4;10;perturbation;pls
0;Ag ka scattering > -1.93;0.04473165962431758;Ag ka scattering;-1.93;>;4;10;perturbation;pls
0;Cu kb > -2.66;0.03377576900921153;Cu kb;-2.66;>;4;10;perturbation;pls
0;Cu kb > -3.14;0.024337703827206326;Cu kb;-3.14;>;4;10;perturbation;pls
0;Fe kb > -5.19;0.013533793421299383;Fe kb;-5.19;>;4;10;perturbation;pls
0;Fe kb > -5.63;0.007214422483896243;Fe kb;-5.63;>;4;10;perturbation;pls
0;Cu kb <= -2.04;0.006715609092644682;Cu kb;-2.04;<=;4;10;perturbation;pls
0;Cu kb <= -2.66;0.006538145687935181;Cu kb;-2.66;<=;4;10;perturbation;pls
0;Fe kb > -6.02;0.0057700808178656705;Fe kb;-6.02;>;4;10;perturbation;pls
0;Zn ka > 0.09;0.005608245575847847;Zn ka;0.09;>;4;10;perturbation;pls
0;background1 > -0.20;0.0048314396759760615;background1;-0.20;>;4;10;perturbation;pls
0;Cu kb <= 0.71;0.004554531326818947;Cu kb;0.71;<=;4;10;perturbation;pls
0;background1 > -0.97;0.0026287435632552716;background1;-0.97;>;4;10;perturbation;pls
0;Zn ka > -0.79;0.00246430492635062;Zn ka;-0.79;>;4;10;perturbation;pls
0;Zn ka <= -0.79;0.0019259932884496123;Zn ka;-0.79;<=;4;10;perturbation;pls
0;Zn ka > -1.67;0.0019041436618062787;Zn ka;-1.67;>;4;10;perturbation;pls
0;background1 > -1.72;0.0016441917685897475;background1;-1.72;>;4;10;perturbation;pls
0;Zn ka <= 0.09;0.0015882191990972806;Zn ka;0.09;<=;4;10;perturbation;pls
0;Fe kb <= -5.19;0.0013022985433375576;Fe kb;-5.19;<=;4;10;perturbation;pls
0;Fe ka <= -19.19;0.001266275964380963;Fe ka;-19.19;<=;4;10;perturbation;pls
0;Fe ka <= -18.70;0.0012151796374683746;Fe ka;-18.70;<=;4;10;perturbation;pls
0;Fe kb <= -5.63;0.0011599134775244773;Fe kb;-5.63;<=;4;10;perturbation;pls
0;Fe ka <= -18.01;0.001101869907433887;Fe ka;-18.01;<=;4;10;perturbation;pls
