split_seed;Node;Local_Reaching_Centrality;Zone;Threshold;Operator;smx_seeds_used;smx_seed_number;method;model
1;Fe kb > -6.09;0.02506796237900677;Fe kb;-6.09;>;6;10;perturbation;pls
1;Fe kb > -6.51;0.014547737187502798;Fe kb;-6.51;>;6;10;perturbation;pls
1;Fe kb > -6.91;0.008789007726448294;Fe kb;-6.91;>;6;10;perturbation;pls
1;Cu kb <= -2.81;0.006616095775920097;Cu kb;-2.81;<=;6;10;perturbation;pls
1;Cu kb <= -2.22;0.005317283444093713;Cu kb;-2.22;<=;6;10;perturbation;pls
1;background1 > -0.11;0.004173093828882983;background1;-0.11;>;6;10;perturbation;pls
1;Cu kb <= 1.29;0.003639026748133546;Cu kb;1.29;<=;6;10;perturbation;pls
1;Zn ka > -0.02;0.0035475605307905517;Zn ka;-0.02;>;6;10;perturbation;pls
1;Zn ka > -0.82;0.00216409559558316;Zn ka;-0.82;>;6;10;perturbation;pls
1;background1 > -0.85;0.002137384810657231;background1;-0.85;>;6;10;perturbation;pls
1;Zn ka > -1.60;0.00200685767280838;Zn ka;-1.60;>;6;10;perturbation;pls
1;background1 <= -0.85;0.002004411511922491;background1;-0.85;<=;6;10;perturbation;pls
1;background1 > -1.85;0.001968976712418934;background1;-1.85;>;6;10;perturbation;pls
1;background1 <= -0.11;0.0015742227669696747;background1;-0.11;<=;6;10;perturbation;pls
1;background1 <= 2.03;0.0014332270452481843;background1;2.03;<=;6;10;perturbation;pls
1;Zn ka <= -0.82;0.0012800551583314814;Zn ka;-0.82;<=;6;10;perturbation;pls
1;Fe kb <= -6.09;0.0009352894941903766;Fe kb;-6.09;<=;6;10;perturbation;pls
1;Fe ka <= -20.46;0.0009075762943680502;Fe ka;-20.46;<=;6;10;perturbation;pls
1;Fe kb <= -6.51;0.0008918334751865422;Fe kb;-6.51;<=;6;10;perturbation;pls
1;Fe ka <= -21.67;0.000841599304455127;Fe ka;-21.67;<=;6;10;perturbation;pls
1;Fe ka <= -21.21;0.0007207792106718724;Fe ka;-21.21;<=;6;10;perturbation;pls
1;Zn ka <= 1.37;0.0007206883768525332;Zn ka;1.37;<=;6;10;perturbation;pls
1;background2 > 0.29;0.0006382674429368447;background2;0.29;>;6;10;perturbation;pls
1;Fe kb <= -5.41;0.000586009813345095;Fe kb;-5.41;<=;6;10;perturbation;pls
1;background2 > -0.37;0.0005482201346515325;background2;-0.37;>;6;10;perturbation;pls
1;Zn ka <= -0.02;0.0005370994301035956;Zn ka;-0.02;<=;6;10;perturbation;pls
1;Ar ka + Ag L <= 0.27;0.000535201302433079;Ar ka + Ag L;0.27;<=;6;10;perturbation;pls
1;background2 <= 1.07;0.000527762859708399;background2;1.07;<=;6;10;perturbation;pls
1;background2 <= 0.29;0.0005050700961556895;background2;0.29;<=;6;10;perturbation;pls
1;background2 <= -0.37;0.0005002246347420761;background2;-0.37;<=;6;10;perturbation;pls
1;background2 > -1.08;0.0004904345069484316;background2;-1.08;>;6;10;perturbation;pls
1;Ar ka + Ag L <= 1.11;0.0004717817046113088;Ar ka + Ag L;1.11;<=;6;10;perturbation;pls
1;Ar ka + Ag L > -0.29;0.0004611735055524238;Ar ka + Ag L;-0.29;>;6;10;perturbation;pls
1;Zn kb <= -0.38;0.0004606745403998496;Zn kb;-0.38;<=;6;10;perturbation;pls
1;background3 <= 3.06;0.00046020150630534886;background3;3.06;<=;6;10;perturbation;pls
1;Ar ka + Ag L > -1.08;0.0004573677759205635;Ar ka + Ag L;-1.08;>;6;10;perturbation;pls
1;Ar ka + Ag L <= -0.29;0.00045639569010116817;Ar ka + Ag L;-0.29;<=;6;10;perturbation;pls
1;Ar ka + Ag L > 0.27;0.0004146220214745517;Ar ka + Ag L;0.27;>;6;10;perturbation;pls
1;background3 <= -0.46;0.0003928317766047251;background3;-0.46;<=;6;10;perturbation;pls
1;Zn kb <= 1.08;0.00038535723711157567;Zn kb;1.08;<=;6;10;perturbation;pls
1;Zn kb > 0.29;0.00037574211472877865;Zn kb;0.29;>;6;10;perturbation;pls
1;Zn kb <= 0.29;0.0003632945613207465;Zn kb;0.29;<=;6;10;perturbation;pls
1;background3 <= 1.41;0.00035703751153046674;background3;1.41;<=;6;10;perturbation;pls
1;Zn kb > -1.01;0.00033533159181452563;Zn kb;-1.01;>;6;10;perturbation;pls
1;Zn kb > -0.38;0.00033450521910998826;Zn kb;-0.38;>;6;10;perturbation;pls
1;background3 > 1.41;0.0002892482143490394;background3;1.41;>;6;10;perturbation;pls
1;background3 > -0.46;0.00020688318286847694;background3;-0.46;>;6;10;perturbation;pls
1;background3 > -2.56;6.868907400310764e-06;background3;-2.56;>;6;10;perturbation;pls
1;Class_B;0.0;;;;6;10;perturbation;pls
1;Class_A;0.0;;;;6;10;perturbation;pls
1;Ti ka <= -3.89;7.588827968117683;Ti ka;-3.89;<=;7;10;perturbation;pls
1;Ti ka <= 9.86;6.7714117385761385;Ti ka;9.86;<=;7;10;perturbation;pls
1;Ti ka > 9.86;6.192999028353084;Ti ka;9.86;>;7;10;perturbation;pls
1;Ti ka <= 19.84;5.5540886096598925;Ti ka;19.84;<=;7;10;perturbation;pls
1;Ti ka > -28.13;4.638435962794501;Ti ka;-28.13;>;7;10;perturbation;pls
1;Ti ka > -3.89;3.6906618175383117;Ti ka;-3.89;>;7;10;perturbation;pls
1;Ca ka > -5.73;2.860996335092971;Ca ka;-5.73;>;7;10;perturbation;pls
1;Ca ka > -22.55;2.161556477485598;Ca ka;-22.55;>;7;10;perturbation;pls
1;Ca ka > -26.68;1.72400604570536;Ca ka;-26.68;>;7;10;perturbation;pls
1;Cu ka > -10.88;1.2887349969154767;Cu ka;-10.88;>;7;10;perturbation;pls
1;Ti kb > 2.38;1.178010486937939;Ti kb;2.38;>;7;10;perturbation;pls
1;Ti kb <= -3.23;1.1445218249624318;Ti kb;-3.23;<=;7;10;perturbation;pls
1;Cu ka > -12.01;1.118749568171823;Cu ka;-12.01;>;7;10;perturbation;pls
1;Ca ka <= -22.55;1.0231256023557493;Ca ka;-22.55;<=;7;10;perturbation;pls
1;Ca ka <= 38.98;0.8636365391063053;Ca ka;38.98;<=;7;10;perturbation;pls
1;Ti kb > -10.14;0.8544785716262496;Ti kb;-10.14;>;7;10;perturbation;pls
1;Ti kb > -3.23;0.7623126224809351;Ti kb;-3.23;>;7;10;perturbation;pls
1;Ca ka <= -5.73;0.7394116766717556;Ca ka;-5.73;<=;7;10;perturbation;pls
1;Cu ka > -12.88;0.7033409621953737;Cu ka;-12.88;>;7;10;perturbation;pls
1;Ti kb <= 2.38;0.6280377266851225;Ti kb;2.38;<=;7;10;perturbation;pls
1;Ti kb <= 6.62;0.5305466060393479;Ti kb;6.62;<=;7;10;perturbation;pls
1;Ca kb > -2.12;0.38813807387211596;Ca kb;-2.12;>;7;10;perturbation;pls
1;Ca kb > -6.55;0.2793911362345972;Ca kb;-6.55;>;7;10;perturbation;pls
1;Ca kb > -8.86;0.20530058726520137;Ca kb;-8.86;>;7;10;perturbation;pls
1;Fe ka > -21.21;0.14794610305959285;Fe ka;-21.21;>;7;10;perturbation;pls
1;Fe ka > -21.67;0.10105570102145212;Fe ka;-21.67;>;7;10;perturbation;pls
1;Ag ka scattering <= -0.05;0.09314088120149351;Ag ka scattering;-0.05;<=;7;10;perturbation;pls
1;Ca kb <= -2.12;0.08881901421611262;Ca kb;-2.12;<=;7;10;perturbation;pls
1;Ca kb <= -6.55;0.08868600468440326;Ca kb;-6.55;<=;7;10;perturbation;pls
1;Ag ka scattering <= 3.44;0.08143476281679174;Ag ka scattering;3.44;<=;7;10;perturbation;pls
1;Ag ka scattering > 1.82;0.07401648712889057;Ag ka scattering;1.82;>;7;10;perturbation;pls
1;Ca kb <= 13.08;0.07349571719437353;Ca kb;13.08;<=;7;10;perturbation;pls
1;Fe ka > -22.21;0.07313304914860355;Fe ka;-22.21;>;7;10;perturbation;pls
1;Ag ka scattering <= 1.82;0.07196928758124102;Ag ka scattering;1.82;<=;7;10;perturbation;pls
1;Cu ka <= -12.01;0.07120688694866475;Cu ka;-12.01;<=;7;10;perturbation;pls
1;Cu ka <= 4.97;0.06570974535991407;Cu ka;4.97;<=;7;10;perturbation;pls
1;Cu kb > -2.22;0.06063548656972356;Cu kb;-2.22;>;7;10;perturbation;pls
1;Cu ka <= -10.88;0.05539500125120468;Cu ka;-10.88;<=;7;10;perturbation;pls
1;Ag ka scattering > -1.67;0.053691675218199696;Ag ka scattering;-1.67;>;7;10;perturbation;pls
1;Ag ka scattering > -0.05;0.05291963696897779;Ag ka scattering;-0.05;>;7;10;perturbation;pls
1;Cu kb > -2.81;0.04141731228596552;Cu kb;-2.81;>;7;10;perturbation;pls
1;Cu kb > -3.41;0.03231403552011802;Cu kb;-3.41;>;7;10;perturbation;pls
1;Fe kb > -6.09;0.02486803696841054;Fe kb;-6.09;>;7;10;perturbation;pls
1;Fe kb > -6.51;0.014608655728754482;Fe kb;-6.51;>;7;10;perturbation;pls
1;Fe kb > -6.91;0.009091541264846537;Fe kb;-6.91;>;7;10;perturbation;pls
1;Cu kb <= -2.81;0.0067313017909216505;Cu kb;-2.81;<=;7;10;perturbation;pls
1;Cu kb <= -2.22;0.005290680199147395;Cu kb;-2.22;<=;7;10;perturbation;pls
1;background1 > -0.11;0.004286766490284021;background1;-0.11;>;7;10;perturbation;pls
1;Zn ka > -0.02;0.0037756739176010613;Zn ka;-0.02;>;7;10;perturbation;pls
1;Cu kb <= 1.29;0.003540062503321003;Cu kb;1.29;<=;7;10;perturbation;pls
1;Zn ka > -0.82;0.002160244417845136;Zn ka;-0.82;>;7;10;perturbation;pls
1;background1 > -0.85;0.002130351978522759;background1;-0.85;>;7;10;perturbation;pls
1;background1 <= -0.85;0.0020016790574077315;background1;-0.85;<=;7;10;perturbation;pls
1;Zn ka > -1.60;0.001988333977022926;Zn ka;-1.60;>;7;10;perturbation;pls
1;background1 > -1.85;0.00196545029312131;background1;-1.85;>;7;10;perturbation;pls
1;background1 <= -0.11;0.0015522223765973761;background1;-0.11;<=;7;10;perturbation;pls
1;background1 <= 2.03;0.0014113426842196524;background1;2.03;<=;7;10;perturbation;pls
1;Zn ka <= -0.82;0.001259501862725026;Zn ka;-0.82;<=;7;10;perturbation;pls
1;Fe ka <= -20.46;0.0009718714614105607;Fe ka;-20.46;<=;7;10;perturbation;pls
1;Fe kb <= -6.09;0.0009338826525434018;Fe kb;-6.09;<=;7;10;perturbation;pls
1;Fe kb <= -6.51;0.0009062020809645729;Fe kb;-6.51;<=;7;10;perturbation;pls
1;Fe ka <= -21.67;0.0008534453543280464;Fe ka;-21.67;<=;7;10;perturbation;pls
1;Fe ka <= -21.21;0.0007533775133436947;Fe ka;-21.21;<=;7;10;perturbation;pls
1;Zn ka <= 1.37;0.0006934450037848099;Zn ka;1.37;<=;7;10;perturbation;pls
1;background2 > 0.29;0.0006265346748060102;background2;0.29;>;7;10;perturbation;pls
1;Fe kb <= -5.41;0.0005932979670915456;Fe kb;-5.41;<=;7;10;perturbation;pls
1;Zn ka <= -0.02;0.0005555711347157553;Zn ka;-0.02;<=;7;10;perturbation;pls
1;background2 > -0.37;0.0005481049213255338;background2;-0.37;>;7;10;perturbation;pls
1;Ar ka + Ag L <= 0.27;0.000539405244612207;Ar ka + Ag L;0.27;<=;7;10;perturbation;pls
1;background3 <= 3.06;0.0005289421586509501;background3;3.06;<=;7;10;perturbation;pls
1;background2 <= 1.07;0.0005244400832427177;background2;1.07;<=;7;10;perturbation;pls
1;background2 <= 0.29;0.0005163053905162807;background2;0.29;<=;7;10;perturbation;pls
1;background2 <= -0.37;0.0005096296998958726;background2;-0.37;<=;7;10;perturbation;pls
1;background2 > -1.08;0.0005032878164210644;background2;-1.08;>;7;10;perturbation;pls
1;Zn kb <= -0.38;0.00048210530420709786;Zn kb;-0.38;<=;7;10;perturbation;pls
1;Ar ka + Ag L <= 1.11;0.0004792431144409898;Ar ka + Ag L;1.11;<=;7;10;perturbation;pls
1;Ar ka + Ag L <= -0.29;0.0004678622567477814;Ar ka + Ag L;-0.29;<=;7;10;perturbation;pls
1;Ar ka + Ag L > -0.29;0.0004634339350760914;Ar ka + Ag L;-0.29;>;7;10;perturbation;pls
1;Ar ka + Ag L > -1.08;0.0004589015196503099;Ar ka + Ag L;-1.08;>;7;10;perturbation;pls
1;Zn kb <= 1.08;0.0004203824340600413;Zn kb;1.08;<=;7;10;perturbation;pls
1;Ar ka + Ag L > 0.27;0.0004136102008748612;Ar ka + Ag L;0.27;>;7;10;perturbation;pls
1;background3 <= -0.46;0.00040423543452547975;background3;-0.46;<=;7;10;perturbation;pls
1;Zn kb > 0.29;0.0003780950073358367;Zn kb;0.29;>;7;10;perturbation;pls
1;Zn kb <= 0.29;0.0003702608872087951;Zn kb;0.29;<=;7;10;perturbation;pls
1;background3 <= 1.41;0.00035355864035124834;background3;1.41;<=;7;10;perturbation;pls
1;Zn kb > -1.01;0.00034252342176115217;Zn kb;-1.01;>;7;10;perturbation;pls
1;Zn kb > -0.38;0.0003321485974216353;Zn kb;-0.38;>;7;10;perturbation;pls
1;background3 > 1.41;0.00031332889281231614;background3;1.41;>;7;10;perturbation;pls
1;background3 > -0.46;0.0001779210317903454;background3;-0.46;>;7;10;perturbation;pls
1;background3 > -2.56;6.759461122025307e-06;background3;-2.56;>;7;10;perturbation;pls
1;Class_B;0.0;;;;7;10;perturbation;pls
1;Class_A;0.0;;;;7;10;perturbation;pls
1;Ti ka <= -3.89;7.687017308245;Ti ka;-3.89;<=;8;10;perturbation;pls
1;Ti ka <= 9.86;6.792295186508205;Ti ka;9.86;<=;8;10;perturbation;pls
1;Ti ka > 9.86;6.176142801015255;Ti ka;9.86;>;8;10;perturbation;pls
1;Ti ka <= 19.84;5.50478505518994;Ti ka;19.84;<=;8;10;perturbation;pls
1;Ti ka > -28.13;4.593569748423472;Ti ka;-28.13;>;8;10;perturbation;pls
1;Ti ka > -3.89;3.6511954513876104;Ti ka;-3.89;>;8;10;perturbation;pls
1;Ca ka > -5.73;2.8269467474972125;Ca ka;-5.73;>;8;10;perturbation;pls
1;Ca ka > -22.55;2.127284970995181;Ca ka;-22.55;>;8;10;perturbation;pls
1;Ca ka > -26.68;1.6996780946626378;Ca ka;-26.68;>;8;10;perturbation;pls
1;Cu ka > -10.88;1.2738489422263306;Cu ka;-10.88;>;8;10;perturbation;pls
1;Ti kb > 2.38;1.1856253671235748;Ti kb;2.38;>;8;10;perturbation;pls
1;Ti kb <= -3.23;1.1466117255079789;Ti kb;-3.23;<=;8;10;perturbation;pls
1;Cu ka > -12.01;1.1093691649837492;Cu ka;-12.01;>;8;10;perturbation;pls
1;Ca ka <= -22.55;1.0242362725189138;Ca ka;-22.55;<=;8;10;perturbation;pls
1;Ca ka <= 38.98;0.8738152380906578;Ca ka;38.98;<=;8;10;perturbation;pls
1;Ti kb > -10.14;0.8572938457882382;Ti kb;-10.14;>;8;10;perturbation;pls
1;Ti kb > -3.23;0.7650377258605019;Ti kb;-3.23;>;8;10;perturbation;pls
1;Ca ka <= -5.73;0.7406969867460165;Ca ka;-5.73;<=;8;10;perturbation;pls
1;Cu ka > -12.88;0.724175686514043;Cu ka;-12.88;>;8;10;perturbation;pls
1;Ti kb <= 2.38;0.6248958984782482;Ti kb;2.38;<=;8;10;perturbation;pls
1;Ti kb <= 6.62;0.5261147324406339;Ti kb;6.62;<=;8;10;perturbation;pls
1;Ca kb > -2.12;0.38667507929733397;Ca kb;-2.12;>;8;10;perturbation;pls
1;Ca kb > -6.55;0.279487548964678;Ca kb;-6.55;>;8;10;perturbation;pls
1;Ca kb > -8.86;0.2066466993538117;Ca kb;-8.86;>;8;10;perturbation;pls
1;Fe ka > -21.21;0.1490255336326159;Fe ka;-21.21;>;8;10;perturbation;pls
1;Fe ka > -21.67;0.09993309283530655;Fe ka;-21.67;>;8;10;perturbation;pls
1;Ag ka scattering <= -0.05;0.09290472976502567;Ag ka scattering;-0.05;<=;8;10;perturbation;pls
1;Ca kb <= -6.55;0.08940142787637993;Ca kb;-6.55;<=;8;10;perturbation;pls
1;Ca kb <= -2.12;0.08848229220100727;Ca kb;-2.12;<=;8;10;perturbation;pls
1;Ag ka scattering <= 3.44;0.08141478393722071;Ag ka scattering;3.44;<=;8;10;perturbation;pls
1;Ag ka scattering > 1.82;0.07431990306612328;Ag ka scattering;1.82;>;8;10;perturbation;pls
1;Fe ka > -22.21;0.07426057734254317;Fe ka;-22.21;>;8;10;perturbation;pls
1;Ca kb <= 13.08;0.07421373676635554;Ca kb;13.08;<=;8;10;perturbation;pls
1;Ag ka scattering <= 1.82;0.07267147047802587;Ag ka scattering;1.82;<=;8;10;perturbation;pls
1;Cu ka <= -12.01;0.07076210260574171;Cu ka;-12.01;<=;8;10;perturbation;pls
1;Cu ka <= 4.97;0.0658685995074176;Cu ka;4.97;<=;8;10;perturbation;pls
1;Cu kb > -2.22;0.05951661854461812;Cu kb;-2.22;>;8;10;perturbation;pls
1;Cu ka <= -10.88;0.05520946122821889;Cu ka;-10.88;<=;8;10;perturbation;pls
1;Ag ka scattering > -1.67;0.053542971705590955;Ag ka scattering;-1.67;>;8;10;perturbation;pls
1;Ag ka scattering > -0.05;0.0524660806995146;Ag ka scattering;-0.05;>;8;10;perturbation;pls
1;Cu kb > -2.81;0.04101269647602521;Cu kb;-2.81;>;8;10;perturbation;pls
1;Cu kb > -3.41;0.03188451480165485;Cu kb;-3.41;>;8;10;perturbation;pls
1;Fe kb > -6.09;0.024385659776992523;Fe kb;-6.09;>;8;10;perturbation;pls
1;Fe kb > -6.51;0.014144344257265299;Fe kb;-6.51;>;8;10;perturbation;pls
1;Fe kb > -6.91;0.008637208699505825;Fe kb;-6.91;>;8;10;perturbation;pls
1;Cu kb <= -2.81;0.0068801598257302084;Cu kb;-2.81;<=;8;10;perturbation;pls
1;Cu kb <= -2.22;0.005270900868417903;Cu kb;-2.22;<=;8;10;perturbation;pls
1;background1 > -0.11;0.004288932002799247;background1;-0.11;>;8;10;perturbation;pls
1;Zn ka > -0.02;0.0036183492498726077;Zn ka;-0.02;>;8;10;perturbation;pls
1;Cu kb <= 1.29;0.003459739638035691;Cu kb;1.29;<=;8;10;perturbation;pls
1;Zn ka > -0.82;0.0021783309675303805;Zn ka;-0.82;>;8;10;perturbation;pls
1;background1 > -0.85;0.002158367774554815;background1;-0.85;>;8;10;perturbation;pls
1;background1 <= -0.85;0.001994707654143002;background1;-0.85;<=;8;10;perturbation;pls
1;background1 > -1.85;0.0019765025109007;background1;-1.85;>;8;10;perturbation;pls
1;Zn ka > -1.60;0.001964978719600848;Zn ka;-1.60;>;8;10;perturbation;pls
1;background1 <= -0.11;0.0015298076391672027;background1;-0.11;<=;8;10;perturbation;pls
1;background1 <= 2.03;0.0013905178231476258;background1;2.03;<=;8;10;perturbation;pls
1;Zn ka <= -0.82;0.0012417397909021714;Zn ka;-0.82;<=;8;10;perturbation;pls
1;Fe ka <= -20.46;0.0009740769825838352;Fe ka;-20.46;<=;8;10;perturbation;pls
1;Fe kb <= -6.09;0.0009634778173421054;Fe kb;-6.09;<=;8;10;perturbation;pls
1;Fe kb <= -6.51;0.0008861572069495639;Fe kb;-6.51;<=;8;10;perturbation;pls
1;Fe ka <= -21.67;0.0008475259438418744;Fe ka;-21.67;<=;8;10;perturbation;pls
1;Fe ka <= -21.21;0.0008061952494694546;Fe ka;-21.21;<=;8;10;perturbation;pls
1;Zn ka <= 1.37;0.0006909715793134222;Zn ka;1.37;<=;8;10;perturbation;pls
1;background2 > 0.29;0.0006208030871986075;background2;0.29;>;8;10;perturbation;pls
1;Fe kb <= -5.41;0.0005860641229365028;Fe kb;-5.41;<=;8;10;perturbation;pls
1;Zn ka <= -0.02;0.0005608264719920485;Zn ka;-0.02;<=;8;10;perturbation;pls
1;background2 > -0.37;0.0005558307853096324;background2;-0.37;>;8;10;perturbation;pls
1;background3 <= 3.06;0.0005466833269163345;background3;3.06;<=;8;10;perturbation;pls
1;Ar ka + Ag L <= 0.27;0.0005439609224175061;Ar ka + Ag L;0.27;<=;8;10;perturbation;pls
1;background2 <= 1.07;0.0005161361036569329;background2;1.07;<=;8;10;perturbation;pls
1;background2 <= 0.29;0.000510642142159309;background2;0.29;<=;8;10;perturbation;pls
1;background2 <= -0.37;0.0005074408685440898;background2;-0.37;<=;8;10;perturbation;pls
1;background2 > -1.08;0.0005020270932680096;background2;-1.08;>;8;10;perturbation;pls
1;Zn kb <= -0.38;0.00048691070839637505;Zn kb;-0.38;<=;8;10;perturbation;pls
1;Ar ka + Ag L <= 1.11;0.00047021434898889935;Ar ka + Ag L;1.11;<=;8;10;perturbation;pls
1;Ar ka + Ag L <= -0.29;0.00046760235993794394;Ar ka + Ag L;-0.29;<=;8;10;perturbation;pls
1;Ar ka + Ag L > -0.29;0.0004643443571373272;Ar ka + Ag L;-0.29;>;8;10;perturbation;pls
1;Ar ka + Ag L > -1.08;0.0004598358135601345;Ar ka + Ag L;-1.08;>;8;10;perturbation;pls
1;Zn kb <= 0.29;0.00042703524057324625;Zn kb;0.29;<=;8;10;perturbation;pls
1;Zn kb <= 1.08;0.00042516800331995414;Zn kb;1.08;<=;8;10;perturbation;pls
1;background3 <= -0.46;0.00039902478316763317;background3;-0.46;<=;8;10;perturbation;pls
1;Ar ka + Ag L > 0.27;0.00039898201959294796;Ar ka + Ag L;0.27;>;8;10;perturbation;pls
1;Zn kb > 0.29;0.0003752918204899861;Zn kb;0.29;>;8;10;perturbation;pls
1;background3 <= 1.41;0.0003495418370048815;background3;1.41;<=;8;10;perturbation;pls
1;Zn kb > -1.01;0.00034119223298469933;Zn kb;-1.01;>;8;10;perturbation;pls
1;Zn kb > -0.38;0.00033446739184842065;Zn kb;-0.38;>;8;10;perturbation;pls
1;background3 > 1.41;0.00032887217623958414;background3;1.41;>;8;10;perturbation;pls
1;background3 > -0.46;0.00018758401760253732;background3;-0.46;>;8;10;perturbation;pls
1;background3 > -2.56;6.671858530899211e-06;background3;-2.56;>;8;10;perturbation;pls
1;Class_B;0.0;;;;8;10;perturbation;pls
1;Class_A;0.0;;;;8;10;perturbation;pls
1;Ti ka <= -3.89;7.93876292963778;Ti ka;-3.89;<=;9;10;perturbation;pls
1;Ti ka <= 9.86;6.957340824529258;Ti ka;9.86;<=;9;10;perturbation;pls
1;Ti ka > 9.86;6.3173715007272;Ti ka;9.86;>;9;10;perturbation;pls
1;Ti ka <= 19.84;5.630188899704122;Ti ka;19.84;<=;9;10;perturbation;pls
1;Ti ka > -28.13;4.714441343052107;Ti ka;-28.13;>;9;10;perturbation;pls
1;Ti ka > -3.89;3.7503582312231;Ti ka;-3.89;>;9;10;perturbation;pls
1;Ca ka > -5.73;2.9086081191306334;Ca ka;-5.73;>;9;10;perturbation;pls
1;Ca ka > -22.55;2.1924059078259464;Ca ka;-22.55;>;9;10;perturbation;pls
1;Ca ka > -26.68;1.7470165192968516;Ca ka;-26.68;>;9;10;perturbation;pls
1;Cu ka > -10.88;1.303289793027241;Cu ka;-10.88;>;9;10;perturbation;pls
1;Ti kb > 2.38;1.195139536119014;Ti kb;2.38;>;9;10;perturbation;pls
1;Ti kb <= -3.23;1.1605424467997478;Ti kb;-3.23;<=;9;10;perturbation;pls
1;Cu ka > -12.01;1.1135792756579126;Cu ka;-12.01;>;9;10;perturbation;pls
1;Ca ka <= -22.55;1.043847608942023;Ca ka;-22.55;<=;9;10;perturbation;pls
1;Ca ka <= 38.98;0.8904715751817854;Ca ka;38.98;<=;9;10;perturbation;pls
1;Ti kb > -10.14;0.8683876133823893;Ti kb;-10.14;>;9;10;perturbation;pls
1;Ti kb > -3.23;0.7720704153584518;Ti kb;-3.23;>;9;10;perturbation;pls
1;Ca ka <= -5.73;0.7591553018594379;Ca ka;-5.73;<=;9;10;perturbation;pls
1;Cu ka > -12.88;0.7534065420411504;Cu ka;-12.88;>;9;10;perturbation;pls
1;Ti kb <= 2.38;0.6490943399317701;Ti kb;2.38;<=;9;10;perturbation;pls
1;Ti kb <= 6.62;0.5470829601978753;Ti kb;6.62;<=;9;10;perturbation;pls
1;Ca kb > -2.12;0.39888591785808064;Ca kb;-2.12;>;9;10;perturbation;pls
1;Ca kb > -6.55;0.28754061108057727;Ca kb;-6.55;>;9;10;perturbation;pls
1;Ca kb > -8.86;0.21119660155694867;Ca kb;-8.86;>;9;10;perturbation;pls
1;Fe ka > -21.21;0.15015342279466143;Fe ka;-21.21;>;9;10;perturbation;pls
1;Fe ka > -21.67;0.09740689460512983;Fe ka;-21.67;>;9;10;perturbation;pls
1;Ca kb <= -2.12;0.0901149476279397;Ca kb;-2.12;<=;9;10;perturbation;pls
1;Ag ka scattering <= -0.05;0.08959325316244414;Ag ka scattering;-0.05;<=;9;10;perturbation;pls
1;Ca kb <= -6.55;0.08783577386009137;Ca kb;-6.55;<=;9;10;perturbation;pls
1;Ag ka scattering <= 3.44;0.08323424969219663;Ag ka scattering;3.44;<=;9;10;perturbation;pls
1;Ca kb <= 13.08;0.07714278521993272;Ca kb;13.08;<=;9;10;perturbation;pls
1;Ag ka scattering > 1.82;0.07643615416242788;Ag ka scattering;1.82;>;9;10;perturbation;pls
1;Ag ka scattering <= 1.82;0.07609963246628261;Ag ka scattering;1.82;<=;9;10;perturbation;pls
1;Fe ka > -22.21;0.0730320291433939;Fe ka;-22.21;>;9;10;perturbation;pls
1;Cu ka <= -12.01;0.07276628104606049;Cu ka;-12.01;<=;9;10;perturbation;pls
1;Cu ka <= 4.97;0.06831800168109857;Cu ka;4.97;<=;9;10;perturbation;pls
1;Cu kb > -2.22;0.060860843621573985;Cu kb;-2.22;>;9;10;perturbation;pls
1;Cu ka <= -10.88;0.057608372600259666;Cu ka;-10.88;<=;9;10;perturbation;pls
1;Ag ka scattering > -1.67;0.0558079279451195;Ag ka scattering;-1.67;>;9;10;perturbation;pls
1;Ag ka scattering > -0.05;0.053992603557781016;Ag ka scattering;-0.05;>;9;10;perturbation;pls
1;Cu kb > -2.81;0.04123473775388884;Cu kb;-2.81;>;9;10;perturbation;pls
1;Cu kb > -3.41;0.03188848699065288;Cu kb;-3.41;>;9;10;perturbation;pls
1;Fe kb > -6.09;0.024129363904128502;Fe kb;-6.09;>;9;10;perturbation;pls
1;Fe kb > -6.51;0.013752057395858962;Fe kb;-6.51;>;9;10;perturbation;pls
1;Fe kb > -6.91;0.008240819116211766;Fe kb;-6.91;>;9;10;perturbation;pls
1;Cu kb <= -2.81;0.006973358643572141;Cu kb;-2.81;<=;9;10;perturbation;pls
1;Cu kb <= -2.22;0.005234118246407371;Cu kb;-2.22;<=;9;10;perturbation;pls
1;background1 > -0.11;0.004278939507309884;background1;-0.11;>;9;10;perturbation;pls
1;Zn ka > -0.02;0.003565503759241897;Zn ka;-0.02;>;9;10;perturbation;pls
1;Cu kb <= 1.29;0.0034460864329998674;Cu kb;1.29;<=;9;10;perturbation;pls
1;Zn ka > -0.82;0.0022400276023376905;Zn ka;-0.82;>;9;10;perturbation;pls
1;background1 > -0.85;0.0022184995885601317;background1;-0.85;>;9;10;perturbation;pls
1;background1 <= -0.85;0.0020509913159993867;background1;-0.85;<=;9;10;perturbation;pls
1;background1 > -1.85;0.002028369553355728;background1;-1.85;>;9;10;perturbation;pls
1;Zn ka > -1.60;0.0020132144708160347;Zn ka;-1.60;>;9;10;perturbation;pls
1;background1 <= -0.11;0.0015599222906898047;background1;-0.11;<=;9;10;perturbation;pls
1;background1 <= 2.03;0.0014123429320321592;background1;2.03;<=;9;10;perturbation;pls
1;Zn ka <= -0.82;0.0012590020032975388;Zn ka;-0.82;<=;9;10;perturbation;pls
1;Fe ka <= -20.46;0.0010463196210660902;Fe ka;-20.46;<=;9;10;perturbation;pls
