split_seed;LVs;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy CV;Sensitivity CV;Specificity CV;CM CV;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred;X Cum Exp Var;Y Cum Exp Var;X Ind Exp Var;Y Ind Exp Var
2;3;0.9929577464788732;0.981651376146789;1.0;"[[175   0]
 [  2 107]]";0.9894366197183099;0.9724770642201835;1.0;"[[175   0]
 [  3 106]]";1.0;1.0;1.0;"[[76  0]
 [ 0 47]]";86.49648039505112;51.55772867046127;5.3280181463885015;4.326972238801375
2;4;0.9929577464788732;0.981651376146789;1.0;"[[175   0]
 [  2 107]]";0.9929577464788732;0.981651376146789;1.0;"[[175   0]
 [  2 107]]";1.0;1.0;1.0;"[[76  0]
 [ 0 47]]";91.6166482209294;52.651533917228484;5.1201678258782835;1.0938052467672108
3;1;0.8661971830985915;0.6513761467889908;1.0;"[[175   0]
 [ 38  71]]";0.8626760563380281;0.6422018348623854;1.0;"[[175   0]
 [ 39  70]]";0.8292682926829268;0.5531914893617021;1.0;"[[76  0]
 [21 26]]";61.444280376031564;25.472502348584317;61.444280376031564;25.472502348584317
3;2;0.926056338028169;0.8073394495412844;1.0;"[[175   0]
 [ 21  88]]";0.926056338028169;0.8073394495412844;1.0;"[[175   0]
 [ 21  88]]";0.8780487804878049;0.6808510638297872;1.0;"[[76  0]
 [15 32]]";81.54302692846585;48.719617012122875;20.098746552434285;23.247114663538557
3;3;0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.983739837398374;0.9574468085106383;1.0;"[[76  0]
 [ 2 45]]";86.13176807321936;52.6209889219525;4.588741144753513;3.901371909829628
3;4;1.0;1.0;1.0;"[[175   0]
 [  0 109]]";0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.983739837398374;0.9574468085106383;1.0;"[[76  0]
 [ 2 45]]";91.78369986117032;53.54218179498985;5.651931787950957;0.9211928730373486
4;1;0.8169014084507042;0.5229357798165137;1.0;"[[175   0]
 [ 52  57]]";0.7887323943661971;0.44954128440366975;1.0;"[[175   0]
 [ 60  49]]";0.7967479674796748;0.46808510638297873;1.0;"[[76  0]
 [25 22]]";65.00585876952292;24.148000702319177;65.00585876952292;24.148000702319177
4;2;0.9225352112676056;0.7981651376146789;1.0;"[[175   0]
 [ 22  87]]";0.9225352112676056;0.7981651376146789;1.0;"[[175   0]
 [ 22  87]]";0.8861788617886179;0.7021276595744681;1.0;"[[76  0]
 [14 33]]";82.38487146802376;49.05148178248854;17.379012698500844;24.90348108016936
4;3;1.0;1.0;1.0;"[[175   0]
 [  0 109]]";1.0;1.0;1.0;"[[175   0]
 [  0 109]]";0.975609756097561;0.9361702127659575;1.0;"[[76  0]
 [ 3 44]]";86.81616945599386;52.954549971256476;4.4312979879700976;3.9030681887679393
4;4;1.0;1.0;1.0;"[[175   0]
 [  0 109]]";1.0;1.0;1.0;"[[175   0]
 [  0 109]]";0.983739837398374;0.9574468085106383;1.0;"[[76  0]
 [ 2 45]]";92.09305013641372;53.79840698253347;5.276880680419865;0.8438570112769952
5;1;0.8626760563380281;0.6422018348623854;1.0;"[[175   0]
 [ 39  70]]";0.8485915492957746;0.6055045871559633;1.0;"[[175   0]
 [ 43  66]]";0.8455284552845529;0.5957446808510638;1.0;"[[76  0]
 [19 28]]";62.342165172114726;23.827233878874598;62.342165172114726;23.827233878874598
5;2;0.9190140845070423;0.7889908256880734;1.0;"[[175   0]
 [ 23  86]]";0.9190140845070423;0.7889908256880734;1.0;"[[175   0]
 [ 23  86]]";0.8943089430894309;0.723404255319149;1.0;"[[76  0]
 [13 34]]";82.72036615858326;47.943869032530685;20.378200986468535;24.116635153656087
5;3;0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.9929577464788732;0.981651376146789;1.0;"[[175   0]
 [  2 107]]";0.991869918699187;0.9787234042553191;1.0;"[[76  0]
 [ 1 46]]";87.18242613856476;51.94417092410299;4.462059979981504;4.000301891572306
5;4;0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.991869918699187;0.9787234042553191;1.0;"[[76  0]
 [ 1 46]]";92.22596923389415;52.96125754254139;5.043543095329383;1.0170866184383982
6;1;0.8556338028169014;0.6238532110091743;1.0;"[[175   0]
 [ 41  68]]";0.8450704225352113;0.5963302752293578;1.0;"[[175   0]
 [ 44  65]]";0.8536585365853658;0.6170212765957447;1.0;"[[76  0]
 [18 29]]";62.51655929878005;24.42173471342966;62.51655929878005;24.42173471342966
6;2;0.9084507042253521;0.7614678899082569;1.0;"[[175   0]
 [ 26  83]]";0.9084507042253521;0.7614678899082569;1.0;"[[175   0]
 [ 26  83]]";0.9186991869918699;0.7872340425531915;1.0;"[[76  0]
 [10 37]]";81.66452106276053;47.76399778508308;19.147961763980476;23.342263071653417
6;3;0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.991869918699187;0.9787234042553191;1.0;"[[76  0]
 [ 1 46]]";86.63316445899939;51.89216633002737;4.9686433962388605;4.128168544944295
6;4;0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.991869918699187;0.9787234042553191;1.0;"[[76  0]
 [ 1 46]]";91.98028708370978;52.901719824922175;5.347122624710394;1.0095534948948028
7;1;0.8556338028169014;1.0;0.6238532110091743;"[[ 68  41]
 [  0 175]]";0.8345070422535211;1.0;0.5688073394495413;"[[ 62  47]
 [  0 175]]";0.8617886178861789;1.0;0.6382978723404256;"[[30 17]
 [ 0 76]]";61.084158837914906;15.856623390845904;61.084158837914906;15.856623390845904
7;2;0.9154929577464789;1.0;0.7798165137614679;"[[ 85  24]
 [  0 175]]";0.9154929577464789;1.0;0.7798165137614679;"[[ 85  24]
 [  0 175]]";0.9024390243902439;1.0;0.7446808510638298;"[[35 12]
 [ 0 76]]";81.61785646229376;30.029199986735122;20.533697624378853;14.172576595889218
7;3;0.9929577464788732;1.0;0.981651376146789;"[[107   2]
 [  0 175]]";0.9929577464788732;1.0;0.981651376146789;"[[107   2]
 [  0 175]]";1.0;1.0;1.0;"[[47  0]
 [ 0 76]]";86.72336495031327;32.58889019436599;5.10550848801951;2.559690207630865
7;4;0.9929577464788732;1.0;0.981651376146789;"[[107   2]
 [  0 175]]";0.9929577464788732;1.0;0.981651376146789;"[[107   2]
 [  0 175]]";1.0;1.0;1.0;"[[47  0]
 [ 0 76]]";91.50471385314188;33.32506846843777;4.781348902828611;0.7361782740717828
8;1;0.7711267605633803;1.0;0.4036697247706422;"[[ 44  65]
 [  0 175]]";0.75;1.0;0.3486238532110092;"[[ 38  71]
 [  0 175]]";0.7804878048780488;1.0;0.425531914893617;"[[20 27]
 [ 0 76]]";65.38558130419753;13.994760519917113;65.38558130419753;13.994760519917113
8;2;0.9295774647887324;1.0;0.8165137614678899;"[[ 89  20]
 [  0 175]]";0.9154929577464789;1.0;0.7798165137614679;"[[ 85  24]
 [  0 175]]";0.991869918699187;1.0;0.9787234042553191;"[[46  1]
 [ 0 76]]";81.03824561194847;29.134158773866226;15.652664307750939;15.139398253949112
8;3;0.9929577464788732;1.0;0.981651376146789;"[[107   2]
 [  0 175]]";0.9894366197183099;0.9942857142857143;0.981651376146789;"[[107   2]
 [  1 174]]";1.0;1.0;1.0;"[[47  0]
 [ 0 76]]";86.03747620658683;31.686978898401534;4.999230594638362;2.552820124535309
8;4;0.9929577464788732;1.0;0.981651376146789;"[[107   2]
 [  0 175]]";0.9894366197183099;0.9942857142857143;0.981651376146789;"[[107   2]
 [  1 174]]";1.0;1.0;1.0;"[[47  0]
 [ 0 76]]";92.03713384472684;32.24115494409022;5.9996576381400075;0.5541760456886848
9;1;0.8556338028169014;0.6238532110091743;1.0;"[[175   0]
 [ 41  68]]";0.8556338028169014;0.6238532110091743;1.0;"[[175   0]
 [ 41  68]]";0.8861788617886179;0.7021276595744681;1.0;"[[76  0]
 [14 33]]";59.858945479767826;24.661923310776412;59.858945479767826;24.661923310776412
9;2;0.9049295774647887;0.7522935779816514;1.0;"[[175   0]
 [ 27  82]]";0.9049295774647887;0.7522935779816514;1.0;"[[175   0]
 [ 27  82]]";0.926829268292683;0.8085106382978723;1.0;"[[76  0]
 [ 9 38]]";81.08497800836952;47.11659226832277;21.226032528601692;22.454668957546357
9;3;0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.991869918699187;0.9787234042553191;1.0;"[[76  0]
 [ 1 46]]";86.18540022551234;51.043795628644496;5.100422217142821;3.9272033603217267
9;4;0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.9964788732394366;0.9908256880733946;1.0;"[[175   0]
 [  1 108]]";0.991869918699187;0.9787234042553191;1.0;"[[76  0]
 [ 1 46]]";91.74930272428622;52.11372838321948;5.563902498773885;1.0699327545749853
