energy;VIP_Score;Zone
6.43;7.184476735930173;Fe ka
6.4;7.061465599641818;Fe ka
6.46;6.752539836757818;Fe ka
6.38;6.457102711479886;Fe ka
6.48;5.865987324796769;Fe ka
3.73;5.660770992562171;Ca ka
3.7;5.541387525185675;Ca ka
6.35;5.477398840608502;Fe ka
4.52;5.128041199412606;Ti ka
4.54;5.10589362389549;Ti ka
3.68;5.0128015737130545;Ca ka
3.75;4.995137889389311;Ca ka
4.57;4.747903446125872;Ti ka
6.51;4.743379418534518;Fe ka
4.49;4.66138140265669;Ti ka
6.33;4.29240481052684;Fe ka
3.78;4.10476954315126;Ca ka
3.65;4.078323804075408;Ca ka
4.6;3.8682991244186242;Ti ka
4.47;3.8680984291395055;Ti ka
6.53;3.475685410041122;Fe ka
6.3;3.0152321581107113;Fe ka
3.81;2.998209288242523;Ca ka
4.62;2.968816105661993;Ti ka
4.44;2.9455320518684958;Ti ka
3.63;2.8720791648877317;Ca ka
8.06;2.402132373145261;Cu ka
6.56;2.288381499699885;Fe ka
7.07;2.272711818296773;Fe kb
8.03;2.267067771002921;Cu ka
8.09;2.260746197552429;Cu ka
7.09;2.203911812642057;Fe kb
7.04;2.076814942138115;Fe kb
4.65;2.0333947799046097;Ti ka
8.01;2.013521131551422;Cu ka
8.11;2.0076683219486817;Cu ka
7.12;2.000783429905736;Fe kb
4.42;1.967453224125726;Ti ka
4.03;1.9666283781837022;Ca kb
6.28;1.9120363827538844;Fe ka
4.06;1.905587608236851;Ca kb
3.83;1.8782251817089464;Ca ka
4.95;1.847278744737803;Ti kb
4.93;1.8454159457424004;Ti kb
7.02;1.7849422483221984;Fe kb
4.98;1.7546446835567109;Ti kb
4.01;1.7451719004121033;Ca kb
8.14;1.7365760381431632;Cu ka
7.98;1.7275186661573005;Cu ka
7.14;1.6629316141582304;Fe kb
3.6;1.6586265180139395;Ca ka
4.9;1.6532822408856112;Ti kb
4.09;1.6394794203507344;Ca kb
5;1.5887333213202872;Ti kb
3.98;1.4247849821852097;Ca kb
4.88;1.369908772891775;Ti kb
6.99;1.3442166935202873;Fe kb
6.58;1.3337410209339966;Fe ka
7.96;1.3138365826248366;Cu ka
8.16;1.2739454241460488;Cu ka
7.17;1.2304097169782022;Fe kb
5.03;1.2285264116252763;Ti kb
4.67;1.1983584301353625;Ti ka
4.11;1.179550875928662;Ca kb
4.39;1.151632024566659;Ti ka
3.86;1.117983440323952;Ca ka
4.85;1.1074172099324164;Ti kb
3.96;1.0834643202986058;Ca kb
6.25;1.063818113861306;Fe ka
21.92;0.9735590134120894;Ag ka scattering
6.96;0.9612209343094152;Fe kb
3.58;0.899895545263208;Ca ka
8.19;0.889554227129087;Cu ka
5.05;0.884790524115328;Ti kb
21.87;0.8612129512746902;Ag ka scattering
7.93;0.8587249682584926;Cu ka
21.9;0.8578116212935399;Ag ka scattering
7.19;0.8506372462887253;Fe kb
21.97;0.8063862986731609;Ag ka scattering
22.35;0.7777464518467141;Ag ka scattering
22.3;0.7769778000923441;Ag ka scattering
4.14;0.7758121888311236;Ca kb
22;0.7726997647873135;Ag ka scattering
4.82;0.7645375527518415;Ti kb
22.28;0.7555538009706703;Ag ka scattering
4.7;0.7460446604405746;Ti ka
22.02;0.7434114978155406;Ag ka scattering
21.82;0.7220793636080269;Ag ka scattering
21.85;0.7206931093322966;Ag ka scattering
21.95;0.7151637835292567;Ag ka scattering
22.33;0.6974534128655349;Ag ka scattering
4.37;0.6576704867515814;Ti ka
6.61;0.6406959797378046;Fe ka
6.94;0.6244604877700305;Fe kb
3.93;0.6227062816872859;Ca kb
21.79;0.620000015926187;Ag ka scattering
3.88;0.6028827865929268;Ca ka
4.8;0.5927969718370509;Ti kb
8.93;0.5891148165135532;Cu kb
8.9;0.5814272646429263;Cu kb
5.08;0.5735541427762162;Ti kb
6.23;0.5650502673751371;Fe ka
8.88;0.5593665371468717;Cu kb
8.21;0.5568883466779545;Cu ka
22.25;0.5521502907245976;Ag ka scattering
8.95;0.5336434805459589;Cu kb
22.07;0.5174210082568886;Ag ka scattering
22.05;0.51044152600247;Ag ka scattering
3.91;0.509076517337982;Ca ka
21.77;0.5008488575246237;Ag ka scattering
7.91;0.49848030224136713;Cu ka
8.98;0.4785795389727137;Cu kb
22.41;0.4760950108918955;Ag ka scattering
22.23;0.4504472020264445;Ag ka scattering
21.74;0.43463904698813827;Ag ka scattering
7.22;0.41902553881683546;Fe kb
22.38;0.41304637937589145;Ag ka scattering
4.16;0.410776877364296;Ca kb
4.72;0.3986294961060996;Ti ka
22.1;0.39256895810872483;Ag ka scattering
3.55;0.39180065989254;Ca ka
4.75;0.38991818202535233;Ti kb
22.13;0.381556934480556;Ag ka scattering
6.63;0.3741477050840679;Fe ka
8.85;0.3667876812969233;Cu kb
9;0.3655697792581364;Cu kb
14.12;0.3583221393413974;background3
4.77;0.35229209886098534;Ti kb
14.15;0.3472461837886949;background3
14.18;0.34475566583204154;background3
7.88;0.3445260022866618;Cu ka
4.34;0.3400978259978648;Ti ka
6.91;0.33127977134037634;Fe kb
14.1;0.305646648479006;background3
15.81;0.3054226561951796;background3
17.23;0.3009585600603166;background3
22.43;0.29606831774972636;Ag ka scattering
8.67;0.2952257931203957;Zn ka
21.72;0.2942488814535387;Ag ka scattering
14.23;0.2892466878955042;background3
18.02;0.28636950150840723;background3
14.07;0.2819698494915156;background3
14.2;0.2807981054667536;background3
16.72;0.27639485022273125;background3
8.82;0.2758203971006477;Cu kb
6.2;0.27487933129528064;Fe ka
7.25;0.27102674387227316;Fe kb
5.1;0.2693367100110678;Ti kb
6.89;0.26051365888616956;Fe kb
5.95;0.2599642083699737;background1
8.24;0.2596442208291455;Cu ka
9.03;0.2571405782563373;Cu kb
14.05;0.24235760009379606;background3
15.12;0.24221285289551714;background3
5.89;0.24178876541184446;background1
8.65;0.23894925006287154;Zn ka
22.2;0.23776969741507586;Ag ka scattering
5.97;0.2360559325233688;background1
5.16;0.23401251550497787;background1
18.71;0.23259392185266828;background3
5.92;0.22870699731405655;background1
14.25;0.22682087558809091;background3
17.44;0.22576506138851657;background3
20.04;0.22350866556887622;background3
21.67;0.21900867764534646;Ag ka scattering
15.78;0.21877780238928946;background3
8.7;0.2186030668393059;Zn ka
21.62;0.21805144745999533;Ag ka scattering
15.98;0.2158700957452548;background3
2.91;0.21377814016567676;Ar ka + Ag L
19.78;0.20969529977126886;background3
22.46;0.2092061453407273;Ag ka scattering
15.83;0.20844127638921392;background3
15.68;0.20647563263764196;background3
6.66;0.2024296636192194;Fe ka
17.69;0.20195229045330365;background3
17;0.20100904029618297;background3
20.75;0.20060091731770738;background3
21.56;0.19963827720607183;Ag ka scattering
17.84;0.1985928314438735;background3
5.87;0.1970382743521746;background1
20.44;0.193592073222563;background3
16.8;0.192326813815217;background3
5.84;0.19184036025022919;background1
19.68;0.1916615481140648;background3
15.73;0.1915268388814749;background3
18.05;0.19143618555032238;background3
5.79;0.1900023138763186;background1
16.47;0.1897912615215624;background3
20.16;0.18967203393478102;background3
7.27;0.18774611365120403;Fe kb
17.62;0.1861269491429378;background3
3.52;0.18391397083246963;Ca ka
17.26;0.18191213760847294;background3
20.65;0.1810798036137719;background3
21.03;0.18095233357687526;background3
18.97;0.18073805052172037;background3
6.86;0.17842608944985555;Fe kb
5.21;0.17730000592605114;background1
14.86;0.17656758126275443;background3
17.18;0.17648355207818578;background3
17.21;0.17621899531714588;background3
5.23;0.1759254563840019;background1
17.97;0.17492008188759045;background3
18.69;0.1747729128272198;background3
7.86;0.17468374005178045;Cu ka
21.18;0.17352844997669248;background3
15.88;0.17290406780433562;background3
8.62;0.17261251676687459;Zn ka
2.74;0.17225151200636654;
5.26;0.17192540474910203;background1
21.21;0.17023249685052982;background3
22.69;0.17013565803011135;Ag ka scattering
6;0.1696637257585258;background1
16.9;0.1695708319146014;background3
19.58;0.16870452711518544;background3
18.79;0.16861360858128127;background3
6.17;0.1676168934865749;Fe ka
5.59;0.16754268064582406;background1
5.61;0.16619765187408775;background1
20.47;0.1660413229447592;background3
18.56;0.16566600995478928;background3
8.77;0.16524034722464195;Zn ka
13.59;0.1651037709526887;background3
4.31;0.16429463625415516;Ti ka
17.74;0.16392741582570833;background3
15.07;0.16318214877595935;background3
14.61;0.16136933490253258;background3
16.85;0.1613547121408964;background3
12.75;0.1611103561555885;background3
14.02;0.16041262455297906;background3
5.13;0.15917956265502306;Ti kb
20.55;0.15915776678360352;background3
17.77;0.1583395700774541;background3
18.84;0.1571959457960788;background3
19.73;0.1570668616526187;background3
16.01;0.15694274434027064;background3
8.6;0.15690946891086754;Zn ka
21.06;0.15611446459183667;background3
8.8;0.15592733727571437;Cu kb
17.28;0.1553178938914517;background3
21.64;0.15500504667114126;Ag ka scattering
15.37;0.15382981218999645;background3
9.84;0.15367973596922052;Zn kb
14.43;0.15286817618087256;background3
21.31;0.15259130829401082;background3
16.37;0.15142168757104138;background3
9.05;0.15095318807638347;Cu kb
14.28;0.15072613953883754;background3
6.71;0.15067244322670542;Fe ka
10.79;0.15016929673372229;background3
19.14;0.14973141427206205;background3
15.76;0.14958087303026002;background3
9.08;0.14868011515289314;Cu kb
19.45;0.14818715895504503;background3
15.02;0.14761142698356228;background3
13.95;0.14716188191202167;background3
16.04;0.14624344666446598;background3
20.7;0.1460314738730377;background3
8.72;0.14531455072611288;Zn ka
8.57;0.14510862416552972;Zn ka
19.35;0.1445823653325313;background3
9.61;0.1437761463895723;Zn kb
14.81;0.14371565225389618;background3
5.56;0.14368044534911323;background1
20.21;0.14290288194050654;background3
18.1;0.14284919489075681;background3
15.4;0.14070742322241328;background3
3.07;0.14018307688643342;Ar ka + Ag L
10.63;0.13998190425615517;background3
16.7;0.13916764387560884;background3
8.75;0.13903393255748123;Zn ka
16.55;0.13748039375304089;background3
15.04;0.13651968888062901;background3
15.65;0.1356796953850251;background3
6.76;0.13563093456546793;Fe ka
4.29;0.13526148030064816;Ti ka
18.61;0.1350947941500089;background3
19.63;0.1348968644039423;background3
14.71;0.13429550868456266;background3
5.38;0.1340854451493611;background1
15.91;0.1339875111978518;background3
10.18;0.13369961149394832;background3
22.56;0.13358137773605427;Ag ka scattering
8.26;0.13349326063456346;Cu ka
5.28;0.13344337834223732;background1
12.54;0.13313511163763264;background3
4.19;0.1317961271300572;Ca kb
8.54;0.13178228924891114;Zn ka
12.01;0.13175610245484767;background3
11.73;0.13169871013381246;background3
15.53;0.1315818008448221;background3
20.95;0.13148488362817565;background3
19.2;0.13144856069961505;background3
18.35;0.1313679573007983;background3
22.18;0.13108394707588772;Ag ka scattering
6.81;0.13073123921591986;Fe kb
18.23;0.13068089746856096;background3
4.26;0.13043367716629978;Ti ka
14.4;0.13032931196803643;background3
20.39;0.12957482249058935;background3
15.6;0.12948429206885087;background3
21.28;0.12922785505960596;background3
18.89;0.12755208376734453;background3
15.7;0.12734963101315558;background3
5.36;0.1265480861332094;background1
17.08;0.1264952885998011;background3
6.84;0.1262494760009924;Fe kb
5.74;0.12592005026913;background1
9.23;0.1258954924456234;Cu kb
6.15;0.12580149815898684;Fe ka
20.14;0.12551155612444753;background3
13.51;0.1251783887028569;background3
17.64;0.12510060513519217;background3
15.48;0.12482837225682632;background3
11.91;0.12441533296835665;background3
15.27;0.12407971565945553;background3
19.83;0.12368862079873544;background3
18.91;0.12362501736816513;background3
6.68;0.12332922224162944;Fe ka
6.79;0.12330310074628244;Fe kb
21.41;0.12262895139228852;background3
15.19;0.1225130604594932;background3
15.17;0.12234529066961924;background3
10.4;0.12217491936962162;background3
5.46;0.12209023645422917;background1
14.66;0.12166235337971328;background3
16.26;0.12144003258316127;background3
5.51;0.12137092220436772;background1
19.96;0.1213188533304671;background3
12.72;0.12108414632859223;background3
19.91;0.12108169026039976;background3
19.55;0.12096134534637025;background3
18.76;0.12095684277597658;background3
10.61;0.12072993040987909;background3
18.66;0.12056827239384812;background3
18.41;0.12016479255685875;background3
11.96;0.11988118508438719;background3
7.3;0.11956578403318865;Fe kb
5.49;0.11858813484021231;background1
9.97;0.11853135133179044;Zn kb
16.42;0.11803082511633356;background3
5.64;0.1179256921886489;background1
17.59;0.1178391741875491;background3
22.61;0.11766278901087539;Ag ka scattering
21.23;0.11752691929292085;background3
5.72;0.11699824526893997;background1
2.76;0.11692814671125477;Ar ka + Ag L
3.17;0.11686597581075357;Ar ka + Ag L
20.9;0.11663813959154841;background3
19.86;0.11626572084159435;background3
2.79;0.11553954234615339;Ar ka + Ag L
17.67;0.11537635943721052;background3
21;0.11514915346892689;background3
12.6;0.1151417507152546;background3
13.28;0.11485805091305373;background3
4.21;0.1141858734873919;Ca kb
16.49;0.11288905178889105;background3
5.82;0.11265553520298467;background1
13.77;0.11233952795424598;background3
19.93;0.11228168295780204;background3
8.44;0.11220978267022456;Zn ka
8.37;0.111798740145208;Zn ka
4.24;0.11177127311945101;Ca kb
12.34;0.11121166097080863;background3
5.18;0.11115628337995634;background1
12.9;0.11077933275646656;background3
22.15;0.1107239685454742;Ag ka scattering
19.12;0.11061830015724296;background3
2.84;0.11001277728968056;Ar ka + Ag L
17.34;0.10998297042609809;background3
19.5;0.10997436134844123;background3
5.44;0.10997157282936287;background1
14.38;0.1099565885206558;background3
21.46;0.10983571073295194;background3
13.23;0.10961217073295303;background3
9.67;0.10951113840893091;Zn kb
19.17;0.10945499706540188;background3
20.72;0.10907291960220869;background3
3.47;0.10906695541136315;Ar ka + Ag L
7.75;0.10897541477977853;background2
6.74;0.10886686832482928;Fe ka
3.19;0.10823742991941393;Ar ka + Ag L
3.5;0.10763281558897748;Ca ka
15.93;0.10701942737839355;background3
22.51;0.1064088539470479;Ag ka scattering
14.3;0.10611001294526187;background3
19.48;0.10536284989450129;background3
14.76;0.10531559727408787;background3
15.42;0.10468876403763089;background3
10.23;0.10440982311575818;background3
16.09;0.10428108005891232;background3
14.97;0.10417818087475583;background3
17.41;0.10411931710289231;background3
6.12;0.10409232862845343;background1
7.5;0.10396747495925089;background2
15.32;0.10358625657897995;background3
19.27;0.10343884385612892;background3
15.35;0.10276364300095148;background3
13.62;0.10260218478528965;background3
14.79;0.10237630031451508;background3
13.72;0.10189480681356994;background3
16.62;0.10158116477633684;background3
11.32;0.10130560381336862;background3
3.37;0.10056270213909313;Ar ka + Ag L
21.59;0.1002811943474294;Ag ka scattering
13.56;0.09979562923492366;background3
10.99;0.09948626176140714;background3
16.16;0.09934462969666907;background3
11.83;0.09929723898653371;background3
17.49;0.09880387299730081;background3
18.63;0.09866914852288784;background3
6.1;0.09825869300289072;background1
17.31;0.09788901131578333;background3
16.65;0.09785385549190137;background3
14;0.09780221257705059;background3
11.45;0.0977721540429803;background3
6.05;0.0973179292072303;background1
21.54;0.0970935800880126;Ag ka scattering
21.08;0.0963105929099043;background3
13.46;0.09625151502526876;background3
16.67;0.09611544250765972;background3
14.56;0.09577045093016742;background3
14.84;0.09542685705350026;background3
21.34;0.09464508051206298;background3
11.07;0.09454671284749006;background3
17.72;0.09448951698505781;background3
7.42;0.09432946363081454;background2
20.11;0.0935606892832114;background3
12.37;0.09332945781696338;background3
19.4;0.09230938326893812;background3
16.14;0.09214405298855183;background3
12.52;0.0910914769011132;background3
3.04;0.09102246812672056;Ar ka + Ag L
6.02;0.09083330112912988;background1
21.69;0.09079892927791518;Ag ka scattering
20.6;0.09067630974437903;background3
7.35;0.09058818914024153;background2
16.34;0.09053276473078913;background3
20.19;0.09042116619117589;background3
12.83;0.09037021433623381;background3
12.26;0.09033142472868207;background3
13.36;0.08996622622167648;background3
15.86;0.0893918623938329;background3
14.94;0.08896076775277297;background3
16.19;0.0889529541740211;background3
13.9;0.08883481684794074;background3
19.81;0.08880728777644617;background3
19.25;0.08851606551836638;background3
7.53;0.08810350059429314;background2
9.54;0.08806231928955068;Zn kb
13.21;0.08800075143335535;background3
10.97;0.08790021759665079;background3
2.99;0.08781116902346242;Ar ka + Ag L
17.79;0.08760109664346381;background3
10.53;0.087555682334628;background3
18.51;0.08720070236861789;background3
10.81;0.08688991631635361;background3
20.85;0.08667029927432492;background3
17.05;0.08648739921595174;background3
3.09;0.08620583096953799;Ar ka + Ag L
19.53;0.08599789596894511;background3
18.25;0.08596813770639772;background3
19.6;0.08594607376661008;background3
5.41;0.0857155622666562;background1
16.32;0.08558556822232179;background3
19.7;0.08553456084585169;background3
20.49;0.08542536285662308;background3
12.7;0.08541877818848677;background3
3.24;0.0852394758710552;Ar ka + Ag L
15.55;0.08441290513121999;background3
8.47;0.08408517358530747;Zn ka
10.56;0.08373671901239035;background3
19.22;0.08317128407303641;background3
13.67;0.08308570665793734;background3
13.08;0.08300069205946167;background3
20.29;0.08283063692389919;background3
16.93;0.08277463404694534;background3
12.44;0.08264036691312461;background3
17.36;0.08232659172283904;background3
10.12;0.08190136552814815;background3
20.98;0.08179937065121791;background3
20.83;0.08137274399771698;background3
17.39;0.0809311706750739;background3
10.25;0.08091054446231202;background3
18.38;0.08064241164184918;background3
18.58;0.08034889797318719;background3
20.77;0.0803199656259457;background3
20.32;0.07966545870449832;background3
5.67;0.07948023887660816;background1
17.82;0.079335744633144;background3
11.86;0.07908273584486777;background3
17.13;0.07886742477824105;background3
7.47;0.07877786740607617;background2
18.86;0.07871583545754364;background3
21.11;0.07870598877292014;background3
12.98;0.07868143770983879;background3
13.79;0.07795558240394072;background3
18.18;0.07765565497290444;background3
19.65;0.0775881871191758;background3
17.95;0.07746292064393803;background3
7.83;0.07741065306854177;Cu ka
16.57;0.07738993778301466;background3
11.65;0.0771441608138388;background3
13.54;0.07706534436747442;background3
10.66;0.07702023905769098;background3
13.97;0.07686062892059672;background3
19.02;0.07661931804435917;background3
10.74;0.07630210411272374;background3
18.2;0.07629687721190041;background3
20.37;0.07616662564269001;background3
11.37;0.07573125972006038;background3
20.01;0.07569723296991036;background3
13.92;0.07557589813989898;background3
2.94;0.07533475698857207;Ar ka + Ag L
12.29;0.07497203683247405;background3
16.98;0.07495575900002827;background3
17.54;0.07488810689292438;background3
14.74;0.07464903861722591;background3
