Model;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred
SVC;1.0;1.0;1.0;"[[53  0]
 [ 0 55]]";1.0;1.0;1.0;"[[24  0]
 [ 0 24]]"
