model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
svm;SMX;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.124805;Pb-212
svm;SMX;2;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.353059;"Pb-212; Pb-214"
svm;SMX;3;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.392689;"Pb-212; Pb-214; Ac-228 + Tl-208"
svm;SMX;4;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.445789;"Pb-212; Pb-214; Ac-228 + Tl-208; Tl-208"
svm;SMX;5;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.459343;"Pb-212; Pb-214; Ac-228 + Tl-208; Tl-208; background 1"
svm;SMX;6;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.475931;"Pb-212; Pb-214; Ac-228 + Tl-208; Tl-208; background 1; Ac-228"
svm;SMX;7;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.479242;"Pb-212; Pb-214; Ac-228 + Tl-208; Tl-208; background 1; Ac-228; Bi-214"
svm;SMX;8;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.48335;"Pb-212; Pb-214; Ac-228 + Tl-208; Tl-208; background 1; Ac-228; Bi-214; background 2"
svm;SMX;9;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.484159;"Pb-212; Pb-214; Ac-228 + Tl-208; Tl-208; background 1; Ac-228; Bi-214; background 2; K-40"
svm;SHAP;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.124805;Pb-212
svm;SHAP;2;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.353059;"Pb-212; Pb-214"
svm;SHAP;3;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.359079;"Pb-212; Pb-214; background 2"
svm;SHAP;4;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.398294;"Pb-212; Pb-214; background 2; Ac-228 + Tl-208"
svm;SHAP;5;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.414694;"Pb-212; Pb-214; background 2; Ac-228 + Tl-208; background 1"
svm;SHAP;6;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.463827;"Pb-212; Pb-214; background 2; Ac-228 + Tl-208; background 1; Tl-208"
svm;SHAP;7;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.467333;"Pb-212; Pb-214; background 2; Ac-228 + Tl-208; background 1; Tl-208; Bi-214"
svm;SHAP;8;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.48335;"Pb-212; Pb-214; background 2; Ac-228 + Tl-208; background 1; Tl-208; Bi-214; Ac-228"
svm;SHAP;9;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.484159;"Pb-212; Pb-214; background 2; Ac-228 + Tl-208; background 1; Tl-208; Bi-214; Ac-228; K-40"
svm;Permutation;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.124805;Pb-212
svm;Permutation;2;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.353059;"Pb-212; Pb-214"
svm;Permutation;3;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.412589;"Pb-212; Pb-214; Tl-208"
svm;Permutation;4;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.445789;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208"
svm;Permutation;5;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.463541;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228"
svm;Permutation;6;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.475931;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1"
svm;Permutation;7;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.479242;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; Bi-214"
svm;Permutation;8;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.48335;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; Bi-214; background 2"
svm;Permutation;9;zero;1.0;0.333333;0.666667;1.0;0.5;0.5;0.484159;"Pb-212; Pb-214; Tl-208; Ac-228 + Tl-208; Ac-228; background 1; Bi-214; background 2; K-40"
