Class;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115
A;249.0;260.0;265.0;242.0;319.0;352.0;437.0;482.0;551.0;540.0;498.0;521.0;456.0;465.0;368.0;331.0;285.0;231.0;217.0;211.0;185.0
A;223.0;260.0;273.0;272.0;305.0;343.0;414.0;478.0;501.0;623.0;550.0;514.0;498.0;437.0;324.0;323.0;277.0;251.0;214.0;181.0;162.0
A;256.0;242.0;264.0;299.0;337.0;386.0;465.0;454.0;502.0;529.0;489.0;535.0;460.0;431.0;383.0;325.0;258.0;248.0;202.0;191.0;212.0
A;262.0;279.0;257.0;286.0;353.0;371.0;438.0;495.0;575.0;585.0;623.0;624.0;583.0;487.0;468.0;356.0;287.0;265.0;240.0;227.0;188.0
A;247.0;235.0;242.0;281.0;301.0;328.0;380.0;456.0;501.0;499.0;502.0;508.0;411.0;381.0;293.0;276.0;255.0;239.0;213.0;160.0;201.0
A;275.0;265.0;249.0;296.0;314.0;383.0;388.0;463.0;531.0;551.0;555.0;516.0;449.0;415.0;362.0;280.0;274.0;223.0;213.0;213.0;185.0
A;239.0;252.0;266.0;256.0;310.0;378.0;387.0;475.0;526.0;557.0;590.0;589.0;536.0;522.0;389.0;357.0;299.0;266.0;229.0;200.0;173.0
A;222.0;234.0;218.0;251.0;292.0;328.0;375.0;453.0;488.0;554.0;449.0;488.0;437.0;366.0;337.0;279.0;239.0;210.0;215.0;180.0;186.0
A;291.0;256.0;255.0;295.0;344.0;375.0;527.0;539.0;590.0;604.0;656.0;608.0;551.0;506.0;445.0;363.0;288.0;257.0;246.0;216.0;214.0
A;294.0;261.0;268.0;285.0;341.0;337.0;487.0;485.0;526.0;565.0;550.0;554.0;546.0;449.0;412.0;340.0;278.0;255.0;233.0;192.0;213.0
A;309.0;268.0;267.0;273.0;367.0;377.0;473.0;512.0;561.0;579.0;579.0;565.0;545.0;458.0;431.0;352.0;325.0;261.0;208.0;214.0;217.0
A;260.0;233.0;267.0;284.0;297.0;369.0;421.0;474.0;455.0;504.0;519.0;525.0;488.0;432.0;351.0;346.0;295.0;226.0;252.0;212.0;203.0
A;278.0;253.0;244.0;284.0;364.0;370.0;428.0;491.0;531.0;545.0;542.0;541.0;479.0;487.0;346.0;325.0;263.0;267.0;203.0;235.0;193.0
A;222.0;246.0;232.0;265.0;278.0;379.0;403.0;426.0;498.0;550.0;491.0;480.0;461.0;464.0;348.0;309.0;238.0;242.0;202.0;194.0;175.0
A;201.0;241.0;265.0;231.0;283.0;341.0;413.0;465.0;504.0;532.0;461.0;418.0;427.0;336.0;278.0;290.0;233.0;204.0;205.0;181.0;190.0
A;299.0;268.0;277.0;298.0;302.0;382.0;438.0;474.0;560.0;538.0;549.0;552.0;492.0;451.0;373.0;327.0;293.0;254.0;203.0;191.0;186.0
A;273.0;235.0;261.0;324.0;344.0;401.0;460.0;487.0;582.0;570.0;602.0;550.0;510.0;448.0;398.0;325.0;266.0;244.0;216.0;187.0;219.0
A;298.0;261.0;282.0;284.0;324.0;367.0;421.0;538.0;646.0;613.0;617.0;677.0;581.0;501.0;451.0;413.0;345.0;266.0;247.0;247.0;210.0
A;263.0;282.0;257.0;302.0;307.0;345.0;405.0;468.0;496.0;530.0;573.0;511.0;479.0;443.0;373.0;306.0;291.0;251.0;212.0;193.0;210.0
A;262.0;263.0;298.0;288.0;314.0;385.0;468.0;526.0;552.0;587.0;605.0;570.0;491.0;510.0;454.0;379.0;315.0;289.0;242.0;193.0;213.0
