LVs;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy CV;Sensitivity CV;Specificity CV;CM CV;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred;X Cum Exp Var;Y Cum Exp Var;X Ind Exp Var;Y Ind Exp Var
1;1.0;1.0;1.0;"[[53  0]
 [ 0 55]]";1.0;1.0;1.0;"[[53  0]
 [ 0 55]]";1.0;1.0;1.0;"[[24  0]
 [ 0 24]]";98.87850803580292;46.921132797312445;98.87850803580292;46.921132797312445
