Method_1;Method_2;RBO_Score
VIP_Score;Reg_Coefficient;0.959646393
VIP_Score;Permutation;0.9546042929999999
Reg_Coefficient;Permutation;0.9546042929999999
VIP_Score;LRC_perturbation;0.919515393
Reg_Coefficient;LRC_perturbation;0.919515393
Shap;LRC_perturbation;0.91526090675
Permutation;LRC_perturbation;0.9144732929999999
VIP_Score;Shap;0.87512990675
Reg_Coefficient;Shap;0.87512990675
Shap;Permutation;0.87512990675
