energy;Reg_coef;Abs_Reg_coef;Zone
63;5.942138618221976e-05;5.942138618221976e-05;Pb-212
64;5.934502977996951e-05;5.934502977996951e-05;Pb-212
62;5.7681850071348517e-05;5.7681850071348517e-05;Pb-212
65;5.635249544897351e-05;5.635249544897351e-05;Pb-212
61;5.412642144735541e-05;5.412642144735541e-05;Pb-212
66;5.1048237772397044e-05;5.1048237772397044e-05;Pb-212
60;4.875510031024046e-05;4.875510031024046e-05;Pb-212
67;4.396509932559544e-05;4.396509932559544e-05;Pb-212
59;4.156788666000368e-05;4.156788666000368e-05;Pb-212
68;3.611389304181409e-05;3.611389304181409e-05;Pb-212
58;3.2564780496645045e-05;3.2564780496645045e-05;Pb-212
89;3.039020501032431e-05;3.039020501032431e-05;Pb-214
90;3.035378779255753e-05;3.035378779255753e-05;Pb-214
88;2.9391925062405007e-05;2.9391925062405007e-05;Pb-214
91;2.9251660750604162e-05;2.9251660750604162e-05;Pb-214
69;2.908551504869164e-05;2.908551504869164e-05;Pb-212
87;2.7592037352699763e-05;2.7592037352699763e-05;Pb-214
92;2.7195930818291822e-05;2.7195930818291822e-05;Pb-214
86;2.5410093340710275e-05;2.5410093340710275e-05;Pb-214
76;2.5106971108394938e-05;2.5106971108394938e-05;Pb-214
77;2.4897195695434876e-05;2.4897195695434876e-05;Pb-214
75;2.462659467929917e-05;2.462659467929917e-05;Pb-214
93;2.4464977854536555e-05;2.4464977854536555e-05;Pb-214
78;2.411572838699632e-05;2.411572838699632e-05;Pb-214
70;2.391987019023836e-05;2.391987019023836e-05;Pb-214
74;2.347335610655023e-05;2.347335610655023e-05;Pb-214
85;2.3272494081807426e-05;2.3272494081807426e-05;Pb-214
79;2.3067417255341997e-05;2.3067417255341997e-05;Pb-214
73;2.197135585164802e-05;2.197135585164802e-05;Pb-214
80;2.1868866034120463e-05;2.1868866034120463e-05;Pb-214
57;2.1745781820164594e-05;2.1745781820164594e-05;Pb-212
84;2.1599718146329138e-05;2.1599718146329138e-05;Pb-214
94;2.1373161094963067e-05;2.1373161094963067e-05;Pb-214
71;2.1311693293524684e-05;2.1311693293524684e-05;Pb-214
72;2.097273516356917e-05;2.097273516356917e-05;Pb-214
81;2.0881252431656292e-05;2.0881252431656292e-05;Pb-214
83;2.057009929971625e-05;2.057009929971625e-05;Pb-214
82;2.0351248030126235e-05;2.0351248030126235e-05;Pb-214
95;1.827886525748656e-05;1.827886525748656e-05;Pb-214
149;1.7130294099019823e-05;1.7130294099019823e-05;Tl-208
150;1.697591788045662e-05;1.697591788045662e-05;Tl-208
148;1.6965512588703892e-05;1.6965512588703892e-05;Tl-208
151;1.6553418782339538e-05;1.6553418782339538e-05;Tl-208
147;1.6550124900456262e-05;1.6550124900456262e-05;Tl-208
146;1.5879218785980088e-05;1.5879218785980088e-05;Tl-208
152;1.5807200874148142e-05;1.5807200874148142e-05;Tl-208
96;1.5454895190216556e-05;1.5454895190216556e-05;Pb-214
145;1.4981044397690417e-05;1.4981044397690417e-05;Tl-208
153;1.4867824948961666e-05;1.4867824948961666e-05;Tl-208
144;1.3918991226082386e-05;1.3918991226082386e-05;Tl-208
154;1.3758741416879877e-05;1.3758741416879877e-05;Tl-208
97;1.3161808989980013e-05;1.3161808989980013e-05;Pb-214
143;1.2769126457004139e-05;1.2769126457004139e-05;Tl-208
155;1.2523688005554046e-05;1.2523688005554046e-05;Tl-208
142;1.1561996976002548e-05;1.1561996976002548e-05;Tl-208
127;1.1496972084801183e-05;1.1496972084801183e-05;Ac-228 + Tl-208
98;1.1476191098605434e-05;1.1476191098605434e-05;Pb-214
128;1.146247483636981e-05;1.146247483636981e-05;Ac-228 + Tl-208
126;1.1363881780727292e-05;1.1363881780727292e-05;Ac-228 + Tl-208
156;1.1304602894942673e-05;1.1304602894942673e-05;Tl-208
129;1.1226502111433085e-05;1.1226502111433085e-05;Ac-228 + Tl-208
125;1.112934314048369e-05;1.112934314048369e-05;Ac-228 + Tl-208
124;1.0795756424428104e-05;1.0795756424428104e-05;Ac-228 + Tl-208
130;1.077294442920408e-05;1.077294442920408e-05;Ac-228 + Tl-208
