model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;mean_abs_diff;zones_removed
pls;SMX;1;zero;0.680736;0.655797;0.024939;0.6875;0.6875;0.0;0.040131;K ka
pls;SMX;2;zero;0.680736;0.45;0.230736;0.6875;0.5625;0.125;0.06091;"K ka; K kb + Ca ka"
pls;SMX;3;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.140175;"K ka; K kb + Ca ka; Rb ka + Br kb"
pls;SMX;4;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.145882;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl"
pls;SMX;5;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.140426;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh"
pls;SMX;6;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.115303;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton"
pls;SMX;7;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.10819;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton"
pls;SMX;8;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.107636;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn"
pls;SMX;9;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.108027;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe"
pls;SMX;10;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.10813;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe; background3"
pls;SMX;11;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.111049;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe; background3; Cu"
pls;SMX;12;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.11099;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe; background3; Cu; S"
pls;SMX;13;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.110608;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe; background3; Cu; S; Rh kb Rayleigh"
pls;SMX;14;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.11128;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe; background3; Cu; S; Rh kb Rayleigh; Br ka"
pls;SMX;15;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.11236;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe; background3; Cu; S; Rh kb Rayleigh; Br ka; background1"
pls;SMX;16;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.112125;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe; background3; Cu; S; Rh kb Rayleigh; Br ka; background1; Mn"
pls;SMX;17;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.112379;"K ka; K kb + Ca ka; Rb ka + Br kb; Cl; Rh ka Rayleigh; Rh ka Compton; Rh kb Compton; Zn; Fe; background3; Cu; S; Rh kb Rayleigh; Br ka; background1; Mn; background2"
pls;SHAP;1;zero;0.680736;0.5625;0.118236;0.6875;0.625;0.0625;0.085097;Rb ka + Br kb
pls;SHAP;2;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.116881;"Rb ka + Br kb; K ka"
pls;SHAP;3;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.122587;"Rb ka + Br kb; K ka; Cl"
pls;SHAP;4;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.145882;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka"
pls;SHAP;5;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.120571;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton"
pls;SHAP;6;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.11232;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton"
pls;SHAP;7;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.10819;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh"
pls;SHAP;8;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.107808;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh"
pls;SHAP;9;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.107833;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3"
pls;SHAP;10;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.107612;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3; Zn"
pls;SHAP;11;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.108625;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3; Zn; background1"
pls;SHAP;12;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.108973;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3; Zn; background1; Fe"
pls;SHAP;13;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.111929;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3; Zn; background1; Fe; Cu"
pls;SHAP;14;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.11187;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3; Zn; background1; Fe; Cu; S"
pls;SHAP;15;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.11236;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3; Zn; background1; Fe; Cu; S; Br ka"
pls;SHAP;16;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.112663;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3; Zn; background1; Fe; Cu; S; Br ka; background2"
pls;SHAP;17;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.112379;"Rb ka + Br kb; K ka; Cl; K kb + Ca ka; Rh ka Compton; Rh kb Compton; Rh ka Rayleigh; Rh kb Rayleigh; background3; Zn; background1; Fe; Cu; S; Br ka; background2; Mn"
pls;Permutation;1;zero;0.680736;0.5625;0.118236;0.6875;0.625;0.0625;0.085097;Rb ka + Br kb
pls;Permutation;2;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.116881;"Rb ka + Br kb; K ka"
pls;Permutation;3;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.140175;"Rb ka + Br kb; K ka; K kb + Ca ka"
pls;Permutation;4;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.145882;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl"
pls;Permutation;5;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.120571;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton"
pls;Permutation;6;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.114019;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3"
pls;Permutation;7;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.107024;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton"
pls;Permutation;8;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.108003;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh"
pls;Permutation;9;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.109217;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1"
pls;Permutation;10;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.110068;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1; Br ka"
pls;Permutation;11;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.110416;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1; Br ka; Fe"
pls;Permutation;12;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.113355;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1; Br ka; Fe; Cu"
pls;Permutation;13;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.112801;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1; Br ka; Fe; Cu; Zn"
pls;Permutation;14;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.112419;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1; Br ka; Fe; Cu; Zn; Rh kb Rayleigh"
pls;Permutation;15;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.11266;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1; Br ka; Fe; Cu; Zn; Rh kb Rayleigh; background2"
pls;Permutation;16;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.112376;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1; Br ka; Fe; Cu; Zn; Rh kb Rayleigh; background2; Mn"
pls;Permutation;17;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.112379;"Rb ka + Br kb; K ka; K kb + Ca ka; Cl; Rh ka Compton; background3; Rh kb Compton; Rh ka Rayleigh; background1; Br ka; Fe; Cu; Zn; Rh kb Rayleigh; background2; Mn; S"
pls;VIP;1;zero;0.680736;0.5625;0.118236;0.6875;0.625;0.0625;0.085097;Rb ka + Br kb
pls;VIP;2;zero;0.680736;0.45;0.230736;0.6875;0.5625;0.125;0.107298;"Rb ka + Br kb; K kb + Ca ka"
pls;VIP;3;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.140175;"Rb ka + Br kb; K kb + Ca ka; K ka"
pls;VIP;4;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.114864;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton"
pls;VIP;5;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.120571;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton; Cl"
pls;VIP;6;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.122303;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton; Cl; background1"
pls;VIP;7;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.127172;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton; Cl; background1; Cu"
pls;VIP;8;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.120621;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton; Cl; background1; Cu; background3"
pls;VIP;9;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.120633;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton; Cl; background1; Cu; background3; background2"
pls;VIP;10;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.118074;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton; Cl; background1; Cu; background3; background2; Zn"
pls;VIP;11;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.118704;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton; Cl; background1; Cu; background3; background2; Zn; Br ka"
pls;VIP;12;zero;0.680736;0.480769;0.199967;0.6875;0.625;0.0625;0.120798;"Rb ka + Br kb; K kb + Ca ka; K ka; Rh ka Compton; Cl; background1; Cu; background3; background2; Zn; Br ka; Fe"
