energy;Permutation_importance;Zone
13.34;0.015081977233161018;Rb ka + Br kb
13.4;0.014925236593696475;Rb ka + Br kb
13.38;0.014059652503399014;Rb ka + Br kb
13.3;0.011873600996477931;Rb ka + Br kb
13.32;0.010307886550114302;Rb ka + Br kb
3.24;0.010099386964850365;K ka
3.28;0.009880270647979866;K ka
13.36;0.009834006639966334;Rb ka + Br kb
13.42;0.009701642607783726;Rb ka + Br kb
3.68;0.009468766083869028;K kb + Ca ka
13.44;0.008546631592634878;Rb ka + Br kb
3.34;0.008094282077956818;K ka
3.32;0.007892470920099528;K ka
2.58;0.0069439212735302085;Cl
2.56;0.006869583271274441;Cl
3.3;0.006704274374932764;K ka
3.64;0.006317806287571061;K kb + Ca ka
3.38;0.00609765157536441;K ka
3.66;0.006037811355195181;K kb + Ca ka
3.26;0.005987682621772112;K ka
3.7;0.005984350032164658;K kb + Ca ka
2.6;0.005741737590606319;Cl
3.2;0.005682604088535685;K ka
13.5;0.005581789254716477;Rb ka + Br kb
13.46;0.00548889407506685;Rb ka + Br kb
3.72;0.005263573438362017;K kb + Ca ka
3.22;0.005186176707712936;K ka
2.62;0.004459006622195717;Cl
19.32;0.004320985530400424;Rh ka Compton
13.48;0.004259769912149791;Rb ka + Br kb
3.36;0.0038173983933980325;K ka
3.74;0.0037938247431814317;K kb + Ca ka
3.6;0.0037683647735314825;K kb + Ca ka
13.28;0.0032447089051598167;Rb ka + Br kb
13.52;0.0032250129796987798;Rb ka + Br kb
3.58;0.003174227468253447;K kb + Ca ka
3.62;0.0031495421514369424;K kb + Ca ka
13.26;0.003063693350213002;Rb ka + Br kb
19.3;0.0029886127548974196;Rh ka Compton
19.16;0.0029625371334322482;Rh ka Compton
19.08;0.0029526417983465484;Rh ka Compton
2.64;0.0029502325722338594;Cl
3.56;0.0028272465744278797;K kb + Ca ka
19.48;0.002673769585657728;Rh ka Compton
19.42;0.0026645503295623673;Rh ka Compton
19.6;0.002658163255944059;Rh ka Compton
19.04;0.0026303230256713023;Rh ka Compton
19.34;0.0025545247104835577;Rh ka Compton
2.52;0.002318444365372053;Cl
18.92;0.0022983147102761496;Rh ka Compton
3.54;0.002294030688076988;K kb + Ca ka
19.56;0.002249390316029962;Rh ka Compton
13.24;0.0021622019174061696;Rb ka + Br kb
16;0.002150348184928703;background3
21.34;0.002099927627388803;Rh kb Compton
21.46;0.002052564620248296;Rh kb Compton
2.54;0.0020310031204800643;Cl
20.1;0.0020223161148192554;Rh ka Rayleigh
21.72;0.0020194162243652755;Rh kb Compton
4;0.0019687611537505863;background1
11.88;0.001910136814199687;Br ka
19.02;0.0019085230647574458;Rh ka Compton
20.18;0.001888382509792276;Rh ka Rayleigh
