LVs;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy CV;Sensitivity CV;Specificity CV;CM CV;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred;X Cum Exp Var;Y Cum Exp Var;X Ind Exp Var;Y Ind Exp Var
1;0.6111111111111112;0.8181818181818182;0.2857142857142857;"[[ 4 10]
 [ 4 18]]";0.3888888888888889;0.6363636363636364;0.0;"[[ 0 14]
 [ 8 14]]";0.625;1.0;0.0;"[[ 0  6]
 [ 0 10]]";42.53647102014058;3.705769282466616;42.53647102014058;3.705769282466616
2;0.75;0.8181818181818182;0.6428571428571429;"[[ 9  5]
 [ 4 18]]";0.5;0.6363636363636364;0.2857142857142857;"[[ 4 10]
 [ 8 14]]";0.6875;0.8;0.5;"[[3 3]
 [2 8]]";64.2175942899058;8.952950367510486;21.681123269765223;5.24718108504387
