energy;VIP_Score;Zone
13.34;4.068526191800048;Rb ka + Br kb
13.3;3.906067887629119;Rb ka + Br kb
13.4;3.8465944391700293;Rb ka + Br kb
3.68;3.8102017615448136;K kb + Ca ka
13.38;3.673088004093622;Rb ka + Br kb
13.32;3.2157833711246404;Rb ka + Br kb
3.28;3.2018810582064154;K ka
3.3;3.06383654639093;K ka
13.5;3.0490408030141523;Rb ka + Br kb
3.24;3.007296346289604;K ka
3.32;3.0059889702207148;K ka
13.42;2.9525971129437054;Rb ka + Br kb
3.64;2.950191095836144;K kb + Ca ka
13.44;2.7878163878358686;Rb ka + Br kb
3.26;2.7674725820447557;K ka
3.34;2.731204972160982;K ka
3.66;2.7265633498671735;K kb + Ca ka
13.36;2.604870826307657;Rb ka + Br kb
3.74;2.596547563382756;K kb + Ca ka
3.72;2.5545527412675217;K kb + Ca ka
3.38;2.54716286099866;K ka
3.7;2.487783810237236;K kb + Ca ka
3.2;2.297810596296157;K ka
19.18;2.2676101466569687;Rh ka Compton
19.24;2.2075474193052664;Rh ka Compton
19.2;2.1929918626986;Rh ka Compton
19;2.1854844003462417;Rh ka Compton
13.46;2.1782874633595717;Rb ka + Br kb
2.56;2.1736472690316737;Cl
19.32;2.1594456827492183;Rh ka Compton
3.22;2.1494682282120774;K ka
19.38;2.1471244846092805;Rh ka Compton
13.52;2.136679864026887;Rb ka + Br kb
19.16;2.1337898594787768;Rh ka Compton
2.58;2.1199396489798334;Cl
19.22;2.1067765890408126;Rh ka Compton
19.14;2.0560446974739826;Rh ka Compton
19.34;2.047367855448179;Rh ka Compton
19.28;2.040406529033194;Rh ka Compton
19.06;2.0361997070691062;Rh ka Compton
4;2.0333620517348687;background1
19.1;2.0231546890716694;Rh ka Compton
19.36;2.0194936590329764;Rh ka Compton
3.6;2.0129574366582874;K kb + Ca ka
19.26;1.994051254910872;Rh ka Compton
13.48;1.9832342588703178;Rb ka + Br kb
19.3;1.9764964565959604;Rh ka Compton
19.08;1.9689307297966576;Rh ka Compton
3.36;1.960833355766616;K ka
19.12;1.9558943133936917;Rh ka Compton
2.6;1.946757055314097;Cl
19.4;1.893159009070587;Rh ka Compton
19.04;1.8778650597416933;Rh ka Compton
8.1;1.872536067597742;Cu
3.62;1.8710476216683634;K kb + Ca ka
18.9;1.842684017711136;Rh ka Compton
19.02;1.831538567830479;Rh ka Compton
19.42;1.8190546743622154;Rh ka Compton
19.46;1.803113667001975;Rh ka Compton
2.62;1.792794976462026;Cl
3.56;1.7731380211283891;K kb + Ca ka
18.96;1.7642097204609388;Rh ka Compton
3.58;1.7456981944844532;K kb + Ca ka
18.98;1.7422195967655978;Rh ka Compton
14.96;1.7394348343415431;background3
19.44;1.7259430753402494;Rh ka Compton
8.08;1.7254782191105642;Cu
19.48;1.7025149365471306;Rh ka Compton
16;1.687292534360429;background3
19.6;1.6636500291430973;Rh ka Compton
18.94;1.6615197926107852;Rh ka Compton
19.62;1.657212248691176;Rh ka Compton
10.94;1.6523168620234077;background2
13.26;1.6394428065032807;Rb ka + Br kb
8.62;1.6162400728530903;Zn
8.6;1.6054040734767547;Zn
18.92;1.5813093129675244;Rh ka Compton
11.88;1.5776928236018408;Br ka
10.24;1.5625125639557054;background2
19.5;1.5351990194147564;Rh ka Compton
6.98;1.5276899031744338;Fe
22.36;1.5218558010695247;Rh kb Rayleigh
19.56;1.52023480533041;Rh ka Compton
21.36;1.5192511086291982;Rh kb Compton
8.06;1.5145450959557243;Cu
15.64;1.510608631641273;background3
13.24;1.5047443115994483;Rb ka + Br kb
14.62;1.4997589104966622;background3
3.14;1.4985632637006383;K ka
10.38;1.492035560191531;background2
21.34;1.4878303340330643;Rh kb Compton
13.56;1.4771658092634945;Rb ka + Br kb
8.02;1.4662652339324675;Cu
19.52;1.4577367522036224;Rh ka Compton
18.86;1.4518107562881593;Rh ka Compton
21.46;1.4483272239386813;Rh kb Compton
2.64;1.434512615669019;Cl
7.72;1.4269357837667116;Cu
18.88;1.4198443132969778;Rh ka Compton
20.26;1.4159263394809507;Rh ka Rayleigh
17.16;1.407804116372092;Rh ka Compton
13.54;1.4053007685853096;Rb ka + Br kb
6.4;1.3988461604310407;Fe
5.96;1.3956189338409564;Mn
6.34;1.394219182973603;Fe
13.94;1.3931013739038076;background3
21.72;1.3898986365019168;Rh kb Compton
18.38;1.381057431550148;Rh ka Compton
20.1;1.3800935663984815;Rh ka Rayleigh
9.3;1.3665881660502839;background2
10.52;1.3656045042687446;background2
6.84;1.364230657074396;Fe
3.54;1.3633649194972481;K kb + Ca ka
6.52;1.3593670333761505;Fe
19.54;1.3550176674594783;Rh ka Compton
4.04;1.3528063882708226;background1
11.42;1.3504732471713676;background2
13.28;1.347225550111427;Rb ka + Br kb
14.48;1.345180437529196;background3
4.02;1.3401791428734335;background1
3.76;1.3285450301294168;K kb + Ca ka
19.58;1.3187307749593578;Rh ka Compton
11.66;1.3185274770103799;Br ka
20.18;1.311540416204969;Rh ka Rayleigh
16.68;1.3103272820381506;background3
21.84;1.3010426211120618;Rh kb Compton
10.74;1.3001319355535945;background2
11.9;1.29841897388817;Br ka
21.18;1.2953049206130036;Rh kb Compton
18.78;1.2893781672432314;Rh ka Compton
14.28;1.280392716564152;background3
16.04;1.2794802457356065;background3
16.92;1.2760191318720475;background3
3.4;1.2648489681513826;K ka
8.76;1.2645273539113555;Zn
5.46;1.2642161257483124;background1
9.62;1.26000419370487;background2
22.4;1.2566904123751679;Rh kb Rayleigh
11.96;1.2547388892588174;Br ka
19.66;1.2468757014962253;Rh ka Compton
3.18;1.24610307685369;K ka
10.78;1.2410790694789722;background2
18.64;1.23857353963624;Rh ka Compton
21.32;1.2346315819131135;Rh kb Compton
20.06;1.2297919249216012;Rh ka Rayleigh
21.08;1.2288319210066503;Rh kb Compton
21.74;1.2229959086641486;Rh kb Compton
12.42;1.213671986584221;Br ka
21.44;1.2131011679563382;Rh kb Compton
18.8;1.211381934295358;Rh ka Compton
5.5;1.2090317125461951;background1
17.68;1.2051476706831927;Rh ka Compton
18.84;1.2024682872637884;Rh ka Compton
16.58;1.1973744048826185;background3
21.62;1.1961992397967496;Rh kb Compton
13.04;1.1911514752088388;Rb ka + Br kb
16.76;1.1908214515136135;background3
6.8;1.186762827019843;Fe
5.06;1.184876750488298;background1
16.4;1.18404772320283;background3
18.76;1.1823293260245111;Rh ka Compton
17.22;1.1791138169742428;Rh ka Compton
18.82;1.177181708768302;Rh ka Compton
16.62;1.171700148472927;background3
2.52;1.170815817316282;Cl
21.54;1.1693780841458183;Rh kb Compton
6.38;1.164811753982539;Fe
16.96;1.163071833632688;background3
3.96;1.1615389549719342;background1
8.58;1.1597187745579687;Zn
8.46;1.1588872771168006;Zn
10.32;1.1557529846993573;background2
22.64;1.1539031394415595;Rh kb Rayleigh
