Class;6.8;6.82;6.84;6.86;6.88;6.9;6.92;6.94;6.96;6.98;7;7.02;7.04;7.06;7.08;7.1;7.12;7.14;7.16;7.18;7.2;7.22;7.24;7.26;7.28;7.3
A;2.93;3.015;3.515;3.925;5.015;7.02;10.435;16.515;25.57;38.335;53.275;69.045;81.73;87.08;85.435;76.235;61.885;45.265;30.255;18.445;10.375;5.39;3.095;1.695;1.155;0.93
A;2.475;2.695;3.06;3.4;4.4;5.78;8.71;13.635;21.34;31.935;44.75;57.56;68.49;74.535;73.055;66.03;53.555;40.485;27.33;16.885;9.665;5.545;3.095;1.815;1.205;1.01
A;2.695;2.8;3.2;3.77;4.755;6.25;9.635;14.94;23.445;34.97;50.025;63.34;75.365;80.605;79.575;70.18;56.805;42.015;28.16;17.43;9.96;5.315;2.945;1.72;1.205;0.91
A;2.565;2.84;3.13;3.475;4.545;6.04;8.965;13.99;21.775;33.005;46.915;60.825;72.41;78.815;77.665;69.5;56.32;42.525;28.555;17.705;10.325;5.63;3.01;1.805;1.225;0.92
A;2.71;2.79;3.21;3.725;4.76;6.635;10.175;15.825;24.69;37.33;50.265;64.075;73.715;77.0;73.805;63.495;49.95;35.97;23.42;14.325;8.13;4.445;2.405;1.505;1.045;0.98
A;2.765;2.935;3.21;3.745;4.995;7.115;10.545;16.64;25.82;38.195;52.56;66.34;76.265;79.79;75.405;65.52;50.165;35.77;23.74;14.115;7.81;4.185;2.27;1.385;1.115;0.895
A;2.685;3.03;3.365;3.76;4.87;6.29;9.855;15.29;23.92;35.94;50.395;64.68;77.175;83.09;81.08;72.86;58.995;43.23;29.555;17.995;10.445;5.865;3.045;1.86;1.195;1.06
A;2.635;2.915;3.23;3.825;4.65;6.49;9.72;15.35;23.76;35.365;49.62;64.415;75.4;80.795;79.28;70.425;56.85;41.53;27.65;17.13;9.765;5.255;2.85;1.67;1.235;1.0
A;2.755;2.765;3.175;3.67;4.575;6.135;9.105;13.915;21.95;32.62;46.435;60.555;72.39;79.785;79.055;71.715;59.21;44.865;30.415;19.335;11.23;6.23;3.355;1.9;1.31;1.04
