Class;3.86;3.88;3.90;3.92;3.94;3.96;3.98;4.00;4.02;4.04;4.06;4.08;4.10;4.12;4.14;4.16;4.18
A;0.14302434;0.134966631;0.15108205;0.231659143;0.265904407;0.423029739;0.555981943;0.568068507;0.660732164;0.634544608;0.471375995;0.366625774;0.29410639;0.14302434;0.126908922;0.100721366;0.092663657
A;0.147885241;0.158014367;0.164091843;0.192453396;0.295770482;0.350467763;0.492275528;0.638134944;0.603695916;0.595592615;0.502404655;0.376803491;0.224866599;0.180298445;0.127626989;0.111420387;0.074955533
A;0.14895652;0.11171739;0.139156749;0.1626762;0.268513728;0.344951942;0.472348966;0.607585807;0.584066356;0.552707089;0.466469103;0.323392446;0.225394735;0.154836383;0.117597253;0.096037757;0.047038901
A;0.145180023;0.143163634;0.165343915;0.252048651;0.312540328;0.395212285;0.502080914;0.685572332;0.693637889;0.584752871;0.479900632;0.366982836;0.266163376;0.165343915;0.114934185;0.104852239;0.096786682
A;0.128461433;0.150540742;0.158569582;0.176634471;0.272980546;0.417499659;0.513845734;0.604170179;0.622235068;0.58610529;0.463665486;0.355276152;0.228821928;0.136490273;0.128461433;0.084302816;0.072259556
A;0.160915933;0.12068695;0.179018976;0.225282307;0.333900562;0.372118096;0.58130881;0.67785837;0.673835472;0.645675183;0.514930987;0.41234708;0.247408248;0.130744196;0.118675501;0.098561009;0.07241217
A;0.120901441;0.153141825;0.189412258;0.219637618;0.253893026;0.419124996;0.509801077;0.572266821;0.685108166;0.566221749;0.546071509;0.364719347;0.265983171;0.211577522;0.110826321;0.124931489;0.094706129
A;0.130238075;0.140256389;0.140256389;0.210384583;0.308564055;0.446816781;0.522955964;0.695270955;0.775417463;0.655197701;0.58707317;0.384703238;0.222406559;0.172314992;0.134245401;0.092168484;0.116212436
A;0.127323657;0.109694227;0.150829563;0.207635502;0.305576776;0.413312178;0.56022409;0.662083015;0.593524123;0.513212278;0.474035768;0.295782649;0.22134728;0.133200133;0.101858925;0.084229496;0.076394194
A;0.127992064;0.149990701;0.121992436;0.251984377;0.305981029;0.493969374;0.571964538;0.681957719;0.673958215;0.707956107;0.49596925;0.391975698;0.243984873;0.187988345;0.133991693;0.097993924;0.087994544
A;0.122656951;0.12868926;0.142764647;0.217163126;0.289550834;0.3780247;0.556983202;0.623338602;0.603230905;0.563015511;0.538886275;0.404164706;0.243303132;0.170915423;0.108581563;0.102549254;0.088473866
A;0.154132798;0.14212245;0.150129348;0.192165566;0.286246624;0.368317335;0.450388045;0.602519118;0.640551887;0.568489799;0.45238977;0.328282842;0.230198334;0.146125899;0.094081058;0.092079334;0.08207071
A;0.140896666;0.138883857;0.159011952;0.199268142;0.303934237;0.432754047;0.495151142;0.63000938;0.726624237;0.638060618;0.529368904;0.404574713;0.279780523;0.229460285;0.12479419;0.116742952;0.088563619
A;0.149231153;0.161496727;0.175806564;0.214647549;0.284152469;0.449737721;0.582614775;0.639854121;0.645986909;0.619411498;0.523331166;0.43133936;0.251444271;0.183983613;0.11243443;0.096080331;0.096080331
A;0.153983921;0.143984965;0.207978283;0.201978909;0.301968468;0.429955104;0.583939025;0.697927122;0.681928793;0.649932134;0.499947795;0.319966589;0.231975777;0.133986009;0.147984547;0.079991647;0.08399123
A;0.183336154;0.141027811;0.197438935;0.197438935;0.326378648;0.380775089;0.58224339;0.612463635;0.755506129;0.64268388;0.515758851;0.368686991;0.219600448;0.193409569;0.134983762;0.10073415;0.084616686
A;0.184593539;0.13996653;0.174451037;0.223135047;0.314417567;0.405700086;0.543638116;0.661291141;0.701861149;0.691718647;0.567980121;0.391500583;0.249505553;0.202850043;0.146052031;0.089254019;0.089254019
A;0.169937973;0.163868759;0.147684191;0.20230711;0.285253026;0.386406581;0.517906202;0.647382753;0.635244326;0.704028744;0.489583207;0.376291225;0.234676248;0.167914902;0.117338124;0.137568835;0.068784417
A;0.151659545;0.161906811;0.161906811;0.24183549;0.293071823;0.375049955;0.56359966;0.567698566;0.688616312;0.586143646;0.500066607;0.440632461;0.258231117;0.141412278;0.133214465;0.110670479;0.081978132
A;0.136237541;0.108188636;0.158275967;0.218380764;0.282492548;0.410716116;0.564985097;0.631100374;0.665159759;0.671170239;0.514897765;0.372649745;0.278485562;0.16628994;0.136237541;0.116202609;0.076132744
A;0.115995368;0.119927414;0.153349809;0.210364481;0.32046178;0.385340545;0.463981472;0.62322935;0.627161397;0.597671049;0.49347182;0.340122011;0.204466411;0.145485716;0.074708881;0.09240309;0.076674904
A;0.125026719;0.149225439;0.151241999;0.231904399;0.320633039;0.437593518;0.560603677;0.699746317;0.701762877;0.637232957;0.554553997;0.375080158;0.223838159;0.139142639;0.135109519;0.09477832;0.10486112
A;0.155524178;0.149385066;0.196451593;0.237379008;0.354022142;0.394949557;0.620050341;0.738739845;0.759203552;0.701905171;0.593447521;0.380624962;0.29467739;0.210776188;0.141199583;0.096179426;0.102318538
A;0.14665803;0.148694947;0.183322538;0.234245465;0.30757448;0.442011007;0.598853623;0.637555048;0.735327068;0.657924219;0.511266188;0.397198832;0.277020724;0.164990284;0.140547279;0.095735103;0.130362693
A;0.113253442;0.190103991;0.198193523;0.218417352;0.283133604;0.40649896;0.533909081;0.612782014;0.651207289;0.596602951;0.467170446;0.376163216;0.246730712;0.167857779;0.10516391;0.064716252;0.082917698
A;0.16904463;0.185536789;0.17316767;0.235013266;0.280366703;0.515379969;0.593717724;0.655563321;0.690609159;0.66793244;0.585471645;0.408180935;0.317474061;0.224705666;0.17316767;0.084522315;0.115445113
A;0.121152646;0.133267911;0.165575283;0.212017131;0.317016091;0.432111105;0.535090854;0.644128236;0.698646927;0.603744021;0.490668217;0.347304253;0.270574243;0.153460019;0.107018171;0.088845274;0.07874922
A;0.17181277;0.182162936;0.175952836;0.281524538;0.314645072;0.447127208;0.575469277;0.658270611;0.654130545;0.643780378;0.496808009;0.403656507;0.302224872;0.173882803;0.155252503;0.113851835;0.111781802
A;0.178872119;0.174760116;0.185040123;0.234384156;0.294008195;0.36185624;0.528392351;0.618856411;0.651752433;0.598296397;0.509888339;0.374192248;0.219992146;0.170648113;0.139808093;0.102800068;0.084296056
A;0.155091222;0.163147909;0.185303798;0.227601403;0.28198404;0.424990231;0.561953908;0.700931756;0.680790039;0.704960099;0.531741332;0.390749312;0.267884838;0.175232939;0.124878646;0.092651899;0.098694414
A;0.127334133;0.121457173;0.154759946;0.199816639;0.229201439;0.354576585;0.423141118;0.599449917;0.528926397;0.558311197;0.436854024;0.370248478;0.225283465;0.125375146;0.109703253;0.094031359;0.066605546
A;0.140559304;0.138522212;0.144633487;0.199634953;0.262784785;0.43390046;0.592793586;0.592793586;0.662054692;0.6600176;0.505198657;0.358528079;0.260747694;0.228154232;0.130373847;0.110002933;0.128336756
A;0.139022118;0.129091967;0.137036088;0.256197904;0.29989057;0.426996507;0.534242141;0.627585563;0.635529684;0.569990686;0.536228171;0.395220022;0.248253783;0.156896391;0.107245634;0.081427241;0.087385332
A;0.137855815;0.133801232;0.17434706;0.200701848;0.249356842;0.34869412;0.555477843;0.662924287;0.717661154;0.602105545;0.506822849;0.370994326;0.263547882;0.192592683;0.121637484;0.117582901;0.097309987
A;0.201581898;0.174565768;0.164174948;0.230676193;0.322115405;0.504993828;0.542400778;0.665012448;0.781389627;0.70865389;0.581885892;0.446805239;0.290942946;0.211972718;0.17040944;0.108064523;0.076892064
A;0.100641785;0.096770947;0.131608488;0.160639772;0.23805653;0.286442003;0.416115072;0.569013169;0.549658979;0.53030479;0.445146356;0.305796193;0.232250273;0.145156421;0.106448042;0.118060555;0.075481339
B;0.15244925;0.15854722;0.17684113;0.225624889;0.290669903;0.453282436;0.577274492;0.666711385;0.719560458;0.693135922;0.597601059;0.428890556;0.325225066;0.19513504;0.150416593;0.10366549;0.099600176
B;0.129724558;0.154047913;0.176344321;0.229044923;0.302014987;0.399308406;0.553356319;0.577679674;0.628353329;0.597949136;0.535113803;0.362823374;0.27363774;0.139859289;0.131751505;0.101347311;0.095266472
B;0.111436133;0.161184407;0.187053509;0.155214614;0.294509781;0.294509781;0.471613635;0.547231011;0.600959147;0.589019561;0.487533083;0.288539988;0.23083199;0.161184407;0.103476409;0.095516686;0.059697928
