Class;20.58;20.60;20.62;20.64;20.66;20.68;20.70;20.72;20.74;20.76;20.78;20.80;20.82;20.84;20.86;20.88;20.90;20.92;20.94;20.96;20.98;21.00;21.02;21.04;21.06;21.08;21.10;21.12;21.14;21.16;21.18;21.20;21.22;21.24;21.26;21.28;21.30;21.32;21.34;21.36;21.38;21.40;21.42;21.44;21.46;21.48;21.50;21.52;21.54;21.56;21.58;21.60;21.62;21.64;21.66;21.68;21.70;21.72;21.74;21.76;21.78;21.80;21.82;21.84;21.86;21.88;21.90;21.92;21.94;21.96;21.98;22.00;22.02;22.04;22.06;22.08;22.10;22.12
A;1.537008052;1.438301113;1.41009913;1.484632941;1.442329967;1.528950342;1.631686136;1.569238889;1.516863778;1.633700563;1.645787127;1.589383162;1.716292084;1.647801555;1.736436357;1.79485475;1.881475125;1.871402988;1.941907945;1.90766268;2.004355192;1.949965654;1.978167637;1.9680955;2.092989994;2.082917858;2.258173035;2.227956625;2.159466096;2.304504864;2.193711361;2.280331736;2.395154094;2.38306753;2.288389445;2.40522623;2.280331736;2.429399358;2.20176907;2.219898916;2.258173035;2.086946712;2.157451669;2.203783497;2.129249686;1.986225346;2.002340765;1.927806953;1.861330852;1.929821381;1.768667194;1.808955741;1.788811468;1.629671709;1.621613999;1.557152325;1.623628427;1.635714991;1.59139759;1.490676223;1.539022479;1.494705078;1.428228976;1.287219063;1.347651883;1.402041421;1.250959371;1.361752874;1.26707479;1.299305627;1.252973798;1.26707479;1.158295714;1.19858426;1.17642556;1.120021595;1.192540978;1.126064877
A;1.482904061;1.454542508;1.535575517;1.466697459;1.42415513;1.361354548;1.493033187;1.543678818;1.545704643;1.602427749;1.606479399;1.638892603;1.626737652;1.541652992;1.770571242;1.871862503;1.865785028;1.944792211;1.967076289;1.950869687;1.853630076;1.963024638;2.056212598;2.031902696;2.0724192;2.234485218;2.206123664;2.25474347;2.232459392;2.171684636;2.402628711;2.345905605;2.183839587;2.362112206;2.414783662;2.443145215;2.337802304;2.266898421;2.356034731;2.222330266;2.149400558;2.155478034;2.252717645;2.181813762;2.329699003;1.930611435;2.143323083;1.98328289;1.997463667;1.934663085;1.831345999;1.965050463;1.865785028;1.675357457;1.709796486;1.699667359;1.736132213;1.693589884;1.740183864;1.574066196;1.561911245;1.466697459;1.549756293;1.407948528;1.337044645;1.347173771;1.357302897;1.296528141;1.251959986;1.278295714;1.215495132;1.274244063;1.213469307;1.205366006;1.272218238;1.227650083;1.183081928;1.177004453
A;1.168132712;1.205371843;1.164212804;1.195572071;1.213211659;1.289649874;1.264170469;1.254370698;1.270050332;1.252410744;1.254370698;1.377847813;1.332768867;1.391567493;1.424886715;1.458205936;1.597362686;1.552283739;1.428806623;1.432726532;1.579723098;1.607162457;1.689480534;1.538564059;1.726719664;1.763958794;1.801197924;1.826677329;1.942314628;1.795318061;1.922715085;1.856076642;1.92467504;1.809037741;1.905075497;1.828637283;1.865876413;1.856076642;1.858036596;1.85999655;1.787478245;1.693400442;1.793358107;1.816877558;1.716919893;1.677720808;1.671840946;1.728679618;1.569923327;1.546403876;1.495445066;1.522884425;1.517004563;1.319049187;1.389607539;1.481725387;1.352368409;1.234771156;1.189692209;1.228891293;1.160292896;1.154413033;1.152453079;1.12501372;1.076014864;1.058375276;1.1857723;1.005456513;1.009376421;0.997616696;0.989776879;0.987816925;0.913338664;0.930978252;0.919218527;0.907458802;0.905498848;0.983897016
A;1.486078849;1.496160795;1.48204607;1.465914957;1.471964124;1.522373855;1.552619693;1.498177184;1.623193315;1.544554136;1.679652213;1.671586656;1.730061943;1.703848884;1.806684734;1.871209188;1.788537231;2.034536714;1.859110853;1.905487805;1.955897535;2.004290876;2.074864499;2.028487547;2.211978965;2.234159246;2.234159246;2.181733127;2.165602013;2.25029036;2.220044522;2.246257582;2.30271648;2.330945929;2.357158988;2.304732869;2.318847593;2.334978707;2.193831462;2.359175377;2.268437863;2.286585366;2.155520067;2.167618402;2.163585624;2.143421732;2.040585882;1.933717254;1.931700865;1.923635308;1.937750032;1.84096335;1.695783327;1.707881662;1.621176926;1.63730804;1.683684992;1.683684992;1.504226352;1.455833011;1.546570525;1.334849658;1.492128017;1.369128275;1.389292167;1.421554394;1.280407149;1.352997161;1.288472706;1.308636598;1.195718802;1.268308814;1.246128533;1.189669635;1.221931862;1.223948251;1.131194348;1.167489353
A;1.451212756;1.358881101;1.547558831;1.415082978;1.475299275;1.457234386;1.423111818;1.485335324;1.609782338;1.56963814;1.684049104;1.659962586;1.655948166;1.708135623;1.700106784;1.724193302;1.736236562;1.728207722;1.910863823;1.854661946;1.916885453;1.96505849;2.005202688;2.083483874;2.203916468;2.139685751;2.125635282;2.250082296;2.197894838;2.264132765;2.093519924;2.143700171;2.36850768;2.16778669;2.230010197;2.250082296;2.300262543;2.262125555;2.240046246;2.232017407;2.211945308;2.063411775;2.033303627;2.047354096;2.061404565;2.013231528;1.882762884;1.96505849;1.997173848;1.842618686;1.834589847;1.76634471;1.726200512;1.712150043;1.585695819;1.603760708;1.601753499;1.56562372;1.433147867;1.495371374;1.411068558;1.366909941;1.344830632;1.322751323;1.276585495;1.232426877;1.270563865;1.232426877;1.192282679;1.296657594;1.202318729;1.206333149;1.208340359;1.099951024;1.164181741;1.148124062;1.18626105;1.214361988
A;1.418071664;1.393934274;1.42812891;1.552838758;1.482438037;1.474392241;1.518644122;1.470369342;1.560884555;1.583010496;1.583010496;1.603124987;1.643353971;1.822372947;1.723811938;1.739903531;1.6936402;1.784155413;1.906853812;1.848521786;1.906853812;2.041620906;2.019494965;2.003403372;2.224662781;2.124090322;2.160296407;2.309143646;2.089895686;2.204548289;2.244777272;2.268914662;2.170353653;2.272937561;2.248800171;2.327246688;2.252823069;2.25081162;2.08184989;2.309143646;2.254834518;2.331269586;2.142193365;2.198513941;2.03357511;2.063746847;1.967197287;2.019494965;1.770075268;1.908865261;1.9350141;1.687605853;1.764040921;1.723811938;1.635308174;1.689617302;1.629273827;1.52467847;1.574964699;1.462323546;1.496518181;1.395945723;1.313476307;1.323533553;1.30744196;1.251121383;1.365773986;1.247098485;1.239052688;1.249109934;1.261178629;1.170663416;1.231006891;1.245087035;1.152560374;1.106297043;1.162617619;1.204858052
A;1.398426669;1.462907438;1.374246381;1.440742174;1.495147822;1.418576909;1.410516813;1.559628591;1.436712126;1.567688687;1.565673663;1.658364768;1.71478544;1.700680272;1.779266209;1.745010801;1.680530032;1.829641809;1.803446497;1.831656833;1.948528226;2.008978947;2.004948899;2.049279427;2.1057001;2.139955508;2.1560757;2.230631589;2.268917045;2.216526421;2.204436277;2.208466325;2.228616565;2.238691685;2.194361157;2.283022214;2.254811877;2.260856949;2.335412838;2.200406229;2.240706709;2.220556469;2.194361157;2.047264403;2.103685076;2.049279427;2.091594932;2.057339523;1.92031789;1.740980752;1.843746977;1.815536641;1.765161041;1.833671857;1.708740368;1.65433472;1.670454912;1.559628591;1.440742174;1.450817294;1.464922462;1.402456717;1.360141213;1.323870781;1.358126189;1.319840733;1.350066093;1.194909243;1.231179676;1.249314892;1.249314892;1.299690492;1.186849147;1.134458523;1.192894219;1.2331947;1.130428475;1.176774027
A;1.370505284;1.430615165;1.478703069;1.394549236;1.422600514;1.494732371;1.452655454;1.512765335;1.572875216;1.558849577;1.61294847;1.651018061;1.53881295;1.701109628;1.831347704;1.71713893;1.853387993;1.7992891;1.939545489;1.867413632;2.017688334;2.047743275;2.02971031;2.049746937;2.013681009;1.99965537;2.169966699;2.240094893;2.20803629;2.274157159;2.26013152;2.266142509;2.214047278;2.214047278;2.246105882;2.111860481;2.238091231;2.212043616;2.131897108;2.141915421;2.20803629;2.121878794;2.045739612;2.053754263;2.035721299;1.911494211;1.961585779;1.883442934;1.885446596;1.847377005;1.837358692;1.76923416;1.667047363;1.586900855;1.550834926;1.584897192;1.496736033;1.470688418;1.490725045;1.494732371;1.386534585;1.446644466;1.310395403;1.384530923;1.378519934;1.296369764;1.284347788;1.246278197;1.284347788;1.162124363;1.146095062;1.10001082;1.222234244;1.07797053;1.063944891;1.156113375;1.144091399;1.079974193
A;1.183130595;1.236018883;1.18508942;1.330042507;1.247771836;1.20271885;1.392724922;1.259524789;1.243854185;1.333960157;1.396642573;1.38488962;1.439736734;1.439736734;1.549430961;1.474995593;1.610154551;1.747272336;1.590566296;1.719848779;1.700260524;1.727684081;1.733560557;1.719848779;1.84521361;1.815831228;1.821707704;1.939237233;1.956866663;1.921607804;1.82366653;1.98429022;1.788407671;1.853048912;1.943154884;2.011713776;1.88439012;1.858925388;1.88439012;1.841295959;1.929443106;1.727684081;1.759025288;1.755107637;1.610154551;1.661084014;1.641495759;1.588607471;1.539636834;1.58468982;1.520048579;1.600360424;1.418189653;1.392724922;1.337877808;1.32416603;1.292824822;1.220348279;1.179212944;1.286948346;1.136118783;1.136118783;1.192924722;1.169418816;1.051889287;1.069518717;1.018589254;0.983330395;1.008795126;1.069518717;1.091065797;1.087148146;1.032301032;1.016630428;1.012712777;0.948071536;0.885389121;0.92456563
A;1.407912709;1.385914073;1.377914569;1.411912461;1.451909982;1.425911593;1.425911593;1.511906262;1.411912461;1.50790651;1.565902914;1.615899814;1.551903782;1.705894235;1.779889647;1.745891755;1.705894235;1.789889027;1.759890887;1.951878984;1.811887663;2.06387204;2.037873652;2.007875512;2.039873528;2.311856665;2.125868196;2.167865592;2.161865964;2.237861253;2.235861377;2.307856913;2.257860013;2.417850093;2.195863856;2.151866584;2.225861997;2.1338677;1.99387638;2.159866088;2.20386336;2.14386708;2.1338677;2.051872784;1.945879355;2.025874396;1.941879603;1.873883819;2.0338739;1.819887167;1.797888531;1.691895103;1.695894855;1.619899566;1.533904898;1.569902666;1.46790899;1.549903906;1.391913701;1.475908494;1.385914073;1.347916429;1.431911222;1.287920149;1.289920025;1.325917793;1.257922009;1.251922381;1.197925729;1.247922629;1.173927217;1.169927464;1.125930192;1.165927712;1.099931804;1.10193168;1.103931556;1.117930688
A;1.451775711;1.451775711;1.500034183;1.516120341;1.512098801;1.461829559;1.467861868;1.491991104;1.600572667;1.628723443;1.604594207;1.695078842;1.638777291;1.739315775;1.64883114;1.831811181;1.77349886;1.817735793;1.843875799;1.980608137;1.970554289;2.145491251;1.974575828;2.018812761;2.055006615;2.167609718;2.21787896;2.175652796;2.256083584;2.346568219;2.330482062;2.352600528;2.382762074;2.346568219;2.274180511;2.21787896;2.211846651;2.362654377;2.187717414;2.135437403;2.250051275;2.326460523;2.252062044;1.998705064;2.012780452;2.113318936;1.976586598;1.978597368;1.926317356;1.952457362;1.819746563;1.749369624;1.674971145;1.729261927;1.676981915;1.701111151;1.58247574;1.562368043;1.588508049;1.473894177;1.576443431;1.427646475;1.397484929;1.39547416;1.32911876;1.32911876;1.437700323;1.296946445;1.290914136;1.224558737;1.252709512;1.130052562;1.218526428;1.156192567;1.170267955;1.182332573;1.083804859;1.184343343
A;1.409214151;1.447246919;1.503295209;1.395202078;1.377186556;1.377186556;1.43924002;1.38319173;1.361172759;1.593372818;1.569352122;1.617393514;1.645417659;1.61138834;1.659429731;1.621396963;1.77953321;1.773528036;1.837583225;1.849593573;1.92165566;1.983709124;1.94767808;1.971698776;2.111819501;1.957686704;2.069783284;2.191888487;2.259947125;2.08980053;2.299981618;2.177876415;2.077790182;2.271957473;2.141845371;2.071785009;2.31799714;2.243933328;2.217910908;2.077790182;2.171871241;2.121828125;2.011733269;2.08980053;1.94767808;2.015736718;1.883622892;1.863605645;1.873614269;1.823571152;1.63741076;1.647419384;1.745503891;1.63741076;1.661431456;1.595374543;1.557341775;1.631405586;1.489283137;1.471267615;1.393200354;1.349162411;1.451250368;1.325141716;1.287108947;1.287108947;1.197031338;1.197031338;1.24106928;1.237065831;1.142984773;1.150991671;1.116962352;1.044900265;1.148989947;1.006867497;1.181017541;1.064917512
A;1.326441474;1.441171616;1.419030711;1.38280014;1.447210045;1.412992283;1.55187614;1.471363759;1.620311663;1.50960714;1.565965806;1.660567854;1.537786473;1.668619092;1.773285187;1.75919552;1.735041806;1.954438044;1.873925663;1.92827152;1.932297139;1.994694234;2.057091329;2.026899186;2.145654948;2.157731805;2.1355909;2.206039234;2.167795853;2.200000805;2.34894871;2.17987271;2.419397043;2.151693377;2.294602853;2.300641281;2.320769376;2.256359472;2.246295424;2.216103281;2.228180138;2.232205757;2.079232234;2.143642139;2.008783901;2.01079671;1.932297139;2.002745472;1.892040949;1.976578948;1.779323615;1.867887234;1.817566996;1.767246758;1.813541377;1.622324473;1.652516616;1.606221997;1.435133188;1.569991425;1.503568711;1.334492712;1.431107569;1.398902616;1.360659235;1.260018759;1.421043521;1.290210902;1.253980331;1.270082807;1.251967521;1.115096474;1.189570426;1.127173331;1.185544807;1.201647283;1.139250188;1.163403902
A;1.633365633;1.531152514;1.60474596;1.723313177;1.63132137;1.572037762;1.547506613;1.696737766;1.737623013;1.655852519;1.803039409;1.758065637;1.831659082;1.70900334;1.792818097;1.962491874;1.925695151;1.917518102;2.013598433;2.150564012;2.1403427;2.015642696;2.207803358;2.232334507;2.250732868;2.256865655;2.37338861;2.363167298;2.293662378;2.455159105;2.45107058;2.391786972;2.489911565;2.475601729;2.440849268;2.522619763;2.322282051;2.430627957;2.334547625;2.414273858;2.324326313;2.363167298;2.424495169;2.40814107;2.228245982;2.222113195;2.18327221;2.205759096;2.042218106;2.066749255;2.02790827;2.017686958;1.903208265;1.919562364;1.737623013;1.827570558;1.800995147;1.600657435;1.713091865;1.684472192;1.592480385;1.635409895;1.504577103;1.469824643;1.410541034;1.365567262;1.451426282;1.414629559;1.416673822;1.357390213;1.404408247;1.298106604;1.359434475;1.214291847;1.273575456;1.265398406;1.275619718;1.312416441
A;1.425851113;1.359858004;1.541839001;1.423851321;1.517841507;1.465846936;1.45584798;1.57383566;1.559837122;1.621830648;1.635829187;1.635829187;1.653827307;1.723819999;1.69182334;1.851806634;1.787813317;1.86180559;1.969794314;1.859805799;2.003790764;2.061784708;2.019789094;2.239766124;2.207769465;2.181772179;2.073783456;2.083782411;2.211769047;2.257764244;2.217768421;2.147775729;2.09778095;2.345755056;2.293760486;2.095781159;2.275762365;2.239766124;2.203769882;2.217768421;2.055785335;2.139776565;2.129777609;2.117778862;1.975793688;1.927798699;1.927798699;1.811810811;1.811810811;1.731819163;1.82780914;1.721820208;1.67582501;1.631829604;1.571835869;1.535839628;1.559837122;1.485844848;1.381855707;1.40385341;1.343859674;1.401853618;1.391854663;1.425851113;1.38785508;1.351858839;1.271867192;1.207873874;1.28586573;1.203874291;1.187875962;1.189875753;1.185876171;1.143880556;1.157879094;1.1338816;1.125882435;1.1338816
A;1.504968208;1.547276552;1.468703914;1.45258645;1.426395571;1.555335284;1.545261868;1.698377777;1.623834506;1.645996019;1.59965831;1.629878555;1.748744852;1.637937287;1.861567101;1.839405588;1.897831395;1.857537735;1.911934176;1.871640516;2.01468301;2.087211598;1.944169104;2.147652088;2.191975115;2.145637405;2.157725503;2.224210043;2.308826729;2.326958876;2.238312824;2.30278268;2.284650533;2.385384684;2.32292951;2.369267219;2.32292951;2.220180677;2.270547752;2.238312824;2.173842968;2.216151311;2.189960432;2.157725503;1.97438935;2.143622722;1.952227836;1.966330618;1.926036957;1.968345301;1.821273441;1.889772663;1.752774219;1.722553973;1.652040068;1.603687676;1.627863872;1.591599578;1.496909476;1.537203136;1.49288011;1.369984447;1.448557084;1.307529273;1.307529273;1.353866983;1.287382443;1.273279662;1.422366205;1.257162198;1.390131277;1.166501463;1.206795123;1.120163753;1.192692342;1.158442731;1.138295901;1.136281218
A;1.432121304;1.495004818;1.476748314;1.517318322;1.543688828;1.470662813;1.444292307;1.679598357;1.527460825;1.697854861;1.606572341;1.752624372;1.69176936;1.803336883;1.744510371;1.730310868;1.841878391;1.8824484;1.870277397;1.979816421;2.002129925;2.16440996;2.038642933;2.036614433;2.251635478;2.129925453;2.243521477;2.196865967;2.194837466;2.381459506;2.413915513;2.40174451;2.361174502;2.478827527;2.280034485;2.326689994;2.359146001;2.377402505;2.361174502;2.219179472;2.207008469;2.373345504;2.383488006;2.221207972;2.182666464;2.198894467;2.034585932;2.004158426;1.925046909;1.97575942;1.906790405;1.870277397;1.807393884;1.683655358;1.614686343;1.734367869;1.697854861;1.541660328;1.634971347;1.484862316;1.596429839;1.606572341;1.407779299;1.428064303;1.373294792;1.389522795;1.324610781;1.375323292;1.342867285;1.267812769;1.204929256;1.263755769;1.229271261;1.241442264;1.22318576;1.164359247;1.241442264;1.131903241
