Class;2.44;2.46;2.48;2.50;2.52;2.54;2.56;2.58;2.60;2.62;2.64;2.66;2.68;2.70;2.72;2.74;2.76;2.78;2.80;2.82;2.84;2.86;2.88;2.90;2.92;2.94;2.96;2.98;3.00;3.02;3.04;3.06;3.08;3.10
A;0.219572579;0.213529297;0.209500442;0.201442733;0.195399451;0.215543724;0.183312887;0.167197468;0.219572579;0.201442733;0.209500442;0.213529297;0.189356169;0.155110904;0.183312887;0.185327314;0.175255178;0.136981058;0.145038768;0.185327314;0.177269605;0.23367357;0.207486015;0.237702425;0.316265091;0.314250663;0.342452646;0.298135245;0.298135245;0.221587006;0.177269605;0.193385024;0.17324075;0.187341742
A;0.176246794;0.241073201;0.234995726;0.200556697;0.202582522;0.210685823;0.198530872;0.212711648;0.210685823;0.208659998;0.212711648;0.176246794;0.180298445;0.218789124;0.176246794;0.170169318;0.196505046;0.190427571;0.194479221;0.153962717;0.180298445;0.168143493;0.253228152;0.285641356;0.305899608;0.32615786;0.330209511;0.324132035;0.297796307;0.2329699;0.212711648;0.166117668;0.162066018;0.160040192
A;0.172475971;0.170516017;0.188155605;0.172475971;0.176395879;0.168556063;0.121517161;0.146996566;0.141116704;0.176395879;0.154836383;0.209715101;0.188155605;0.180315788;0.192075513;0.152876429;0.117597253;0.166596108;0.170516017;0.145036612;0.143076658;0.170516017;0.180315788;0.231274597;0.280273453;0.272433636;0.333192217;0.309672766;0.293993132;0.221474826;0.182275742;0.150916475;0.14895652;0.107797482
A;0.215753646;0.223819202;0.219786424;0.197606143;0.209704478;0.191556975;0.231884759;0.177442251;0.181475029;0.169376694;0.2056717;0.17945864;0.217770035;0.171393083;0.167360305;0.15324558;0.185507807;0.20365531;0.165343915;0.171393083;0.175425861;0.199622532;0.213737256;0.197606143;0.304474771;0.377064783;0.308507549;0.348835334;0.304474771;0.252048651;0.193573364;0.17945864;0.122999742;0.163327526
A;0.170612841;0.266958916;0.206742619;0.208749829;0.220793089;0.19670657;0.2027282;0.220793089;0.186670521;0.166598422;0.208749829;0.20473541;0.230829138;0.182656101;0.154555162;0.158569582;0.19269215;0.184663311;0.214771459;0.178641681;0.224807509;0.19269215;0.210757039;0.230829138;0.276994966;0.317139164;0.405456399;0.311117534;0.305095904;0.246886817;0.18867773;0.142511903;0.186670521;0.152547952
A;0.187064773;0.199133468;0.203156366;0.231316654;0.197122019;0.207179264;0.21723651;0.203156366;0.183041874;0.215225061;0.189076222;0.166950281;0.185053324;0.223270858;0.142812891;0.172984629;0.158904484;0.150858688;0.191087671;0.166950281;0.187064773;0.152870137;0.211202163;0.297694477;0.285625782;0.329877664;0.325854765;0.347980706;0.247408248;0.201144917;0.21723651;0.166950281;0.156893035;0.174996078
A;0.20553245;0.243817906;0.171277042;0.197472354;0.19545733;0.209562498;0.217622594;0.16523197;0.227697714;0.221652642;0.187397234;0.189412258;0.193442306;0.19545733;0.187397234;0.189412258;0.173292066;0.177322114;0.16523197;0.173292066;0.19545733;0.20553245;0.213592546;0.257923074;0.320388819;0.310313699;0.334493987;0.296208531;0.296208531;0.25590805;0.181352162;0.181352162;0.161201922;0.145081729
A;0.242443186;0.216395571;0.190347956;0.216395571;0.194355281;0.206377258;0.216395571;0.184336968;0.20036627;0.182333305;0.220402896;0.214391908;0.192351619;0.166304004;0.184336968;0.20036627;0.184336968;0.186340631;0.158289353;0.176322317;0.218399234;0.20036627;0.222406559;0.254465162;0.258472488;0.350640972;0.336615333;0.308564055;0.278509115;0.214391908;0.204373595;0.144263714;0.146267377;0.152278365
A;0.18217077;0.144953086;0.180211945;0.170417817;0.193923723;0.150829563;0.190006072;0.166500167;0.174335468;0.164541341;0.170417817;0.144953086;0.174335468;0.176294294;0.127323657;0.109694227;0.156706039;0.131241308;0.144953086;0.144953086;0.154747214;0.148870737;0.191964898;0.219388455;0.262482615;0.336917984;0.350629762;0.32124738;0.289906172;0.209594327;0.184129596;0.164541341;0.146911912;0.12144718
A;0.209986981;0.175989089;0.223986113;0.229985741;0.179988841;0.201987477;0.199987601;0.215986609;0.185988469;0.205987229;0.165989709;0.199987601;0.225985989;0.181988717;0.167989585;0.177988965;0.181988717;0.187988345;0.149990701;0.189988221;0.185988469;0.207987105;0.231985617;0.205987229;0.321980037;0.323979913;0.353978053;0.343978673;0.297981525;0.243984873;0.169989461;0.139991321;0.215986609;0.139991321
A;0.221184665;0.227216974;0.245313901;0.243303132;0.18700158;0.174936962;0.19303389;0.158850805;0.225206204;0.233249283;0.231238513;0.199066199;0.152818496;0.215152356;0.19102312;0.184990811;0.18700158;0.170915423;0.168904653;0.170915423;0.182980041;0.178958502;0.271453907;0.247324671;0.305636992;0.327755458;0.374003161;0.3780247;0.297593913;0.235260053;0.221184665;0.168904653;0.174936962;0.158850805
A;0.182156943;0.192165566;0.202174189;0.17214832;0.186160392;0.226194885;0.194167291;0.174150044;0.220189711;0.200172465;0.216186262;0.17214832;0.192165566;0.154132798;0.182156943;0.164141421;0.17214832;0.178153493;0.182156943;0.16814487;0.174150044;0.194167291;0.190163841;0.222191436;0.268231103;0.370319059;0.354305262;0.324279393;0.282243175;0.208179363;0.190163841;0.170146595;0.130112102;0.146125899
