Class;17.70;17.72;17.74;17.76;17.78;17.80;17.82;17.84;17.86;17.88;17.90;17.92;17.94;17.96;17.98;18.00;18.02;18.04;18.06;18.08;18.10;18.12;18.14;18.16;18.18;18.20;18.22;18.24;18.26;18.28;18.30;18.32;18.34;18.36;18.38;18.40;18.42;18.44;18.46;18.48;18.50;18.52;18.54;18.56;18.58;18.60;18.62;18.64;18.66;18.68;18.70;18.72;18.74;18.76;18.78;18.80;18.82;18.84;18.86;18.88;18.90;18.92;18.94;18.96;18.98;19.00;19.02;19.04;19.06;19.08;19.10;19.12;19.14;19.16;19.18;19.20;19.22;19.24;19.26;19.28;19.30;19.32;19.34;19.36;19.38;19.40;19.42;19.44;19.46;19.48;19.50;19.52;19.54;19.56;19.58;19.60;19.62;19.64;19.66;19.68;19.70;19.72;19.74;19.76;19.78;19.80
A;1.742479639;1.867374134;1.827085587;1.873417416;1.951980081;2.024499465;1.945936799;1.925792526;2.000326337;1.881475125;2.056730302;2.014427329;2.084932285;1.941907945;2.185653651;2.060759157;2.052701448;2.177595942;2.14133625;2.185653651;2.242057617;2.129249686;2.240043189;2.260187463;2.286375018;2.233999907;2.280331736;2.203783497;2.562351562;2.403211803;2.542207289;2.548250571;2.715448039;2.626813236;2.667101783;2.751707731;2.888688789;3.037756411;3.037756411;3.178766324;3.285530973;3.644099037;3.617911482;3.827411924;4.07921534;4.427711268;4.500230652;4.953476801;5.10455885;5.533631871;5.66255522;6.019108858;6.196378463;6.569047518;6.657682321;7.157260298;7.342587612;7.749501933;8.035550613;8.297426166;8.412248524;8.710383769;8.480739053;8.851393682;8.831249408;8.752686742;9.022620004;9.034706568;8.639878812;8.444479361;8.456565925;8.293397312;7.765617351;7.767631779;7.39697715;7.292226929;7.014235958;6.693942013;6.224580445;6.204436172;5.757233305;5.314059293;4.975635501;4.846712152;4.568721181;4.29073021;3.87575818;3.710575139;3.734748267;3.37819463;3.22711258;2.824227115;2.781924141;2.64695751;2.568394844;2.540192861;2.423356076;2.298461582;2.155437242;2.324649137;2.046658166;2.062773584;1.99831191;1.958023363;1.879460698;1.823056732
A;1.730054738;1.934663085;1.914404833;1.938714735;2.007592793;1.902249881;1.93263726;2.005566968;2.106858229;1.991386191;1.855655901;1.981257065;1.954921337;2.037980171;2.153452209;2.16155551;2.058238423;2.116987355;2.159529684;2.147374733;2.133193957;2.210175315;2.137245607;2.266898421;2.147374733;2.228407742;2.238536868;2.349957255;2.416809487;2.457325992;2.368189682;2.414783662;2.420861138;2.684218416;2.613314534;2.742967348;2.777406376;3.034686179;3.121796664;3.032660354;3.164338993;3.352740739;3.539116659;3.77613821;3.86932617;4.159019176;4.359575873;4.568235871;4.738405189;5.25499062;5.368436833;5.735111198;5.982261874;6.387426918;6.701429827;6.750049633;7.207886132;7.637361079;7.945286512;7.805504572;8.170153112;8.212695441;8.84475291;8.577343981;8.956173297;8.812339707;9.320821837;9.016948054;8.84475291;9.014922229;8.715100096;8.514543399;8.198514665;8.275496023;7.999983793;7.519863216;7.329435646;6.808798564;6.727765555;6.462382451;6.215231775;5.645974888;5.516322074;5.24688732;4.837670625;4.791076645;4.353498398;4.132683449;3.87337782;3.531013358;3.340585788;3.194726372;3.022531228;2.866542686;2.821974531;2.568746379;2.550513952;2.396551235;2.349957255;2.272975897;2.175736286;2.070393375;2.052160948;2.019747744;1.950869687;1.910353182
A;1.466045753;1.591482823;1.611082365;1.530724242;1.556203647;1.528764288;1.507204792;1.656161312;1.656161312;1.609122411;1.695360396;1.640481678;1.714959939;1.646361541;1.591482823;1.793358107;1.664001129;1.712999984;1.763958794;1.834517146;1.797278016;1.818837512;1.899195635;1.840397008;1.883516001;1.87371623;1.865876413;1.893315772;1.867836367;2.103030873;2.030512567;2.093231102;2.014832934;2.218668172;2.122630415;2.375464509;2.22258808;2.318625837;2.557740251;2.657697916;2.559700205;2.963450774;2.908572056;3.028129263;3.251564043;3.469118961;3.596515985;3.749392414;4.025745959;4.174702479;4.407937031;4.792088057;4.948884394;5.164479358;5.538830613;5.752465622;6.122896969;6.340451887;6.593285981;6.608965615;7.028395817;6.940197877;7.283189865;7.251830597;7.191072017;7.224391238;7.212631513;7.543863775;7.45762579;7.234191009;7.134233344;6.838280258;6.779481631;6.362011383;6.313012528;5.913181868;5.844583471;5.568229926;5.195838625;4.911645264;4.717609797;4.590212773;4.276620098;3.827790583;3.814070903;3.545557176;3.457359236;3.239804318;2.875252834;2.755695627;2.71061668;2.451902724;2.428383273;2.232387851;2.087351239;2.116750553;1.834517146;1.991313483;1.889395864;1.74827916;1.642441633;1.71104003;1.605202502;1.583643006;1.513084654;1.419006852
A;1.965979481;1.804668344;1.9437992;1.853061685;1.963963092;1.959930314;1.897422248;1.925651697;1.933717254;2.030503936;1.947831978;1.919602529;2.125274229;2.086962834;1.980094206;2.084946445;2.09704478;2.203913408;2.157536456;2.213995354;2.161569235;2.197864241;2.254323138;2.222060911;2.312798426;2.246257582;2.222060911;2.30271648;2.359175377;2.538634017;2.40353594;2.435798168;2.574929023;2.627355143;2.619289586;2.822944896;2.875371016;2.901584075;2.972157698;3.046764099;3.433910827;3.464156665;3.466173055;3.944057298;4.103352045;4.123515938;4.694154084;4.786907988;5.184136663;5.456349206;5.555152278;6.053200413;6.275003226;6.480674926;7.077526132;7.333607562;7.507017034;7.934491547;8.200654923;8.111933798;8.426490515;8.589818041;8.789440573;8.716850561;8.97696477;9.202800361;8.561588592;8.886227255;8.868079752;8.779358627;8.430523293;8.327687444;8.031278229;7.888114595;7.49290231;7.321509227;6.992837786;6.714576074;6.295167118;5.901971222;5.742676474;5.530955607;4.930071622;4.742547425;4.524777391;4.216269841;3.942040909;3.78476255;3.524648342;3.258484966;3.109272164;2.978206865;2.879403794;2.837059621;2.675748484;2.478142341;2.35312621;2.375306491;2.222060911;2.177700348;2.139388953;2.187782294;1.921618919;1.953881146;1.877258356;1.832897793
A;1.788424019;1.834589847;1.882762884;1.838604267;1.702113993;1.878748464;1.916885453;1.997173848;1.854661946;1.987137799;1.900827773;1.932943132;1.997173848;2.111584813;2.111584813;2.011224318;1.96104407;2.1697939;2.15574343;2.093519924;2.16377227;2.177822739;2.228002987;2.207930888;2.268147185;2.213952517;2.268147185;2.284204864;2.298255333;2.35245;2.54915657;2.454817705;2.488940273;2.621416127;2.482918644;2.647509855;2.822137117;2.982713908;3.022858106;3.279780973;3.279780973;3.498566852;3.725381571;3.863879054;3.9341314;4.237220095;4.451991554;4.672784642;5.030068004;5.331149489;5.686425641;5.70649774;6.246437202;6.338768858;6.557554737;7.161724916;7.621375983;7.67155623;8.06697658;8.06898379;8.291784088;8.181387544;8.687204438;8.821687502;8.8417596;8.85781728;8.596879993;8.586843943;8.643045821;8.4563753;8.315870607;8.06496937;7.832133022;7.605318303;7.262085411;7.390546844;6.840571332;6.421064464;6.09188204;5.610151665;5.674382382;5.062183363;5.048132893;4.562388098;4.261306613;4.058578414;3.785597868;3.576848038;3.382148678;3.169384429;3.016836477;3.071031144;2.866295734;2.667581954;2.591307978;2.494961903;2.478904224;2.199902048;2.16577948;2.037318046;2.127642492;1.894806144;1.894806144;1.892798934;1.826561007;1.798460069
A;1.778121065;1.840475989;2.051678152;1.860590481;1.840475989;1.993346126;1.9350141;1.824384396;1.928979753;1.86260193;1.880704973;1.999380474;2.015472067;2.053689601;2.10397583;2.001391923;2.065758296;2.13012467;2.021506415;2.120067424;2.204548289;2.107998729;2.067769745;2.220639882;2.174376551;2.270926111;2.321212341;2.399658858;2.280983357;2.329258137;2.58873508;2.413739002;2.391613062;2.574654936;2.554540444;2.779822751;2.751662463;2.942750134;3.081540126;2.970910422;3.292742289;3.361131561;3.550207783;3.853936607;3.922325879;4.292432526;4.413119476;4.64443613;5.097012193;5.179481609;5.312237254;5.770847665;6.062507794;6.476866323;6.72628602;7.06622093;7.426270331;7.237194109;7.870800597;7.953270013;8.013613488;8.737735189;8.436017813;8.639174179;8.707563451;8.828250401;8.860433588;8.946925902;8.73572374;8.713597799;8.41992622;8.295216372;8.065911166;7.967350157;7.744079299;7.289491787;6.957602674;6.780595148;6.24353822;6.008198667;5.674298105;5.505336375;5.167412914;4.819432208;4.505646138;4.063127321;4.091287609;3.711123716;3.491875757;3.310845332;3.172055339;3.081540126;2.918612744;2.767754056;2.590746529;2.566609139;2.387590163;2.411727553;2.291040603;2.160296407;2.20253684;2.029552211;1.860590481;2.017483516;1.832430193;1.733869183
A;1.839716929;1.740980752;1.769191089;1.90016765;1.892107554;1.857852146;1.918302866;2.013008995;1.918302866;1.966663443;1.958603347;1.968678467;2.093609956;2.035174259;2.07547474;2.047264403;2.029129187;2.184286037;1.982783635;2.097640004;2.170180869;2.184286037;2.158090724;2.184286037;2.081519812;2.325337718;2.274962118;2.242721733;2.418028823;2.379743367;2.480494567;2.57721572;2.585275816;2.587290841;2.684011993;2.613486153;2.754537834;2.831108747;3.000370764;3.211948286;3.234113551;3.264338911;3.490021601;3.77010994;3.915191669;4.106618951;4.294016185;4.729261373;4.892478318;5.085920624;5.394219299;5.601766773;6.032981913;6.325160396;6.591143566;6.655624335;7.286326853;7.532159783;7.808218074;7.852548602;8.311974079;8.243463262;8.672663378;8.523551601;8.725054003;8.930586453;8.839910372;8.606167586;8.616242706;8.602137537;8.467130928;8.170922397;7.953299803;7.800157978;7.739707257;7.290356901;7.01429861;6.609278783;6.444046813;5.944320856;5.773043815;5.446609924;5.192716897;4.924718703;4.590224715;4.179159816;4.090498759;3.631073282;3.56457749;3.546442274;3.169632782;3.155527614;2.891559467;2.895589515;2.679981945;2.444224135;2.516765;2.293097334;2.202421253;2.11577522;2.077489764;2.087564884;2.031144211;1.898152626;1.946513202;1.855837122
A;1.767230497;1.817322065;1.901475898;1.849380668;1.795281775;1.839362354;1.811311077;1.881439271;1.955574791;1.909490549;2.003662695;1.983626068;1.955574791;1.89546491;1.981622406;1.957578453;1.87342462;1.997651707;1.923516188;2.113864144;2.117871469;2.101842167;2.171970362;2.095831179;2.210039953;2.256124195;2.270149834;2.157944723;2.290186461;2.376343957;2.410406223;2.500571044;2.544651623;2.484541742;2.809135099;2.584724877;2.803124111;2.841193702;2.925347535;3.087644214;3.314058098;3.328083737;3.524442681;3.951222835;3.97727045;4.193666021;4.400043279;4.644490128;5.045222667;5.281654865;5.66435444;5.630292174;6.093138257;6.287493538;6.912636299;7.028848735;7.583863302;7.615921905;7.742152655;8.186965773;8.126855893;8.233050015;8.379317392;8.768027955;8.58569465;8.904277018;8.808101209;8.425401634;8.531595757;8.427405297;8.30317821;7.892427357;7.593881616;7.445610576;7.217193029;6.748335958;6.61609422;6.658171137;6.197328717;5.800603503;5.435936893;4.991123774;4.69057437;4.432101882;4.291845494;3.891112954;3.800948133;3.530453669;3.478358439;3.177809035;3.00349038;2.997479392;2.678897024;2.58672854;2.590735865;2.412409885;2.328256052;2.302208437;2.011677346;2.145922747;1.989637057;1.981622406;1.87342462;1.877431946;1.805300089;1.727157243
A;1.551389787;1.578813344;1.588607471;1.469119116;1.625825155;1.553348612;1.617989853;1.659125189;1.570978042;1.735519383;1.66304284;1.592525122;1.708095826;1.659125189;1.78449002;1.727684081;1.688507571;1.962743139;1.753148812;1.790366496;1.856966563;1.919648978;1.900060724;1.999960823;1.919648978;1.947072535;1.911813677;2.035219682;2.039137333;2.050890286;2.068519716;2.16646099;2.22718458;2.140996259;2.534720182;2.444614209;2.477914243;2.740396858;2.736479207;2.846173434;2.889267595;2.946073534;3.300620948;3.56898004;3.747233159;3.764862588;4.178174766;4.088068794;4.55426926;4.804998923;4.973457915;5.290787644;5.549352608;5.870599988;6.129164953;6.207517972;6.426906427;6.646294882;6.850012732;7.249613132;7.083112965;7.353430883;7.412195647;7.498383969;7.38085444;7.451372157;7.649213532;7.586531116;7.429825077;7.34167793;7.114454173;6.801042095;6.571859513;6.195765019;6.2173121;6.109576698;5.49646432;5.519970226;4.985210868;4.838298956;4.51509275;4.395604396;4.009715774;3.778574367;3.745274334;3.30845625;3.14783256;2.991126521;2.765861589;2.658126188;2.585649644;2.360384713;2.338837633;2.162543339;2.178213943;2.084190319;1.980372569;1.900060724;1.878513643;1.868719516;1.710054651;1.68458992;1.559225089;1.52396623;1.580772169;1.561183914
