Method_1;Method_2;RBO_Score
Permutation;LRC_covariance;0.8828931720966667
Permutation;LRC_perturbation;0.8263712668900001
SVM_pvector;Permutation;0.7714009803066666
LRC_perturbation;LRC_covariance;0.7694896720966667
SVM_pvector;LRC_perturbation;0.7567447720966667
SVM_pvector;LRC_covariance;0.6837522855133333
Shap;LRC_perturbation;0.58606739259
SVM_pvector;Shap;0.57981468438
Shap;LRC_covariance;0.5787978791733333
Shap;Permutation;0.55530029259
