Model;Accuracy Cal;Sensitivity Cal;Specificity Cal;CM Cal;Accuracy Pred;Sensitivity Pred;Specificity Pred;CM Pred
SVC;0.7941176470588235;0.8235294117647058;0.7647058823529411;"[[13  4]
 [ 3 14]]";0.6875;0.5;0.875;"[[7 1]
 [4 4]]"
