energy;Reg_coef;Abs_Reg_coef;Zone
13.4;-0.1266769684668599;0.1266769684668599;Rb ka + Br kb
13.38;-0.12061600807229313;0.12061600807229313;Rb ka + Br kb
13.34;-0.11501850422884559;0.11501850422884559;Rb ka + Br kb
13.36;-0.10956104560706627;0.10956104560706627;Rb ka + Br kb
3.3;-0.10601411494793771;0.10601411494793771;K ka
13.44;-0.09913620300874795;0.09913620300874795;Rb ka + Br kb
13.42;-0.09588103719594622;0.09588103719594622;Rb ka + Br kb
3.32;-0.09308283974841285;0.09308283974841285;K ka
13.32;-0.09151287262618431;0.09151287262618431;Rb ka + Br kb
3.26;-0.08773843692843028;0.08773843692843028;K ka
13.28;-0.08602635522289293;0.08602635522289293;Rb ka + Br kb
3.28;-0.08543674101454621;0.08543674101454621;K ka
3.24;-0.07531187269058769;0.07531187269058769;K ka
13.3;-0.07215416433198872;0.07215416433198872;Rb ka + Br kb
13.48;-0.06778924667925425;0.06778924667925425;Rb ka + Br kb
3.22;-0.06411789546557473;0.06411789546557473;K ka
13.46;-0.0620615055452022;0.0620615055452022;Rb ka + Br kb
3.36;-0.058782656397461934;0.058782656397461934;K ka
3.34;-0.052217432729668674;0.052217432729668674;K ka
13.26;-0.047516363988559386;0.047516363988559386;Rb ka + Br kb
6.38;-0.046971177730068384;0.046971177730068384;Fe ka
3.58;-0.04572175124442936;0.04572175124442936;K kb + Ca ka
13.24;-0.04414874433872729;0.04414874433872729;Rb ka + Br kb
13.5;-0.04403661299679379;0.04403661299679379;Rb ka + Br kb
3.2;-0.04040716004249719;0.04040716004249719;K ka
10.06;0.03625371316986109;0.03625371316986109;background2
3.64;-0.036058522234685836;0.036058522234685836;K kb + Ca ka
6.4;-0.03528007161155026;0.03528007161155026;Fe ka
2.56;-0.035146952137981746;0.035146952137981746;Cl
3.5;-0.03355793458658749;0.03355793458658749;K kb + Ca ka
7.5;0.03354133560762632;0.03354133560762632;Cu
3.94;0.03338729591559113;0.03338729591559113;Ca kb
3.56;-0.03319414436749794;0.03319414436749794;K kb + Ca ka
3.62;-0.03267894320327647;0.03267894320327647;K kb + Ca ka
14.92;-0.030842755984833874;0.030842755984833874;Rb kb
6.36;-0.030316199120064617;0.030316199120064617;Fe ka
2.58;-0.029863890766292093;0.029863890766292093;Cl
22.88;-0.029401789657237203;0.029401789657237203;Rh kb Rayleigh
10.28;0.028993018234884982;0.028993018234884982;background2
3.52;-0.028023841778092164;0.028023841778092164;K kb + Ca ka
10.38;0.027676717383308142;0.027676717383308142;background2
10.02;0.02762440949353087;0.02762440949353087;background2
12.12;0.02748933619219256;0.02748933619219256;Br ka
3.54;-0.027254221991511347;0.027254221991511347;K kb + Ca ka
11.36;0.026972006039472307;0.026972006039472307;background2
20.26;-0.026634634969192633;0.026634634969192633;Rh ka Rayleigh
11.98;0.026436344990803634;0.026436344990803634;Br ka
11.16;0.02626349192705853;0.02626349192705853;background2
2.52;-0.02624177092471107;0.02624177092471107;Cl
8.96;0.025955907793062474;0.025955907793062474;background2
13.52;-0.02592674594466591;0.02592674594466591;Rb ka + Br kb
11.38;0.025834600094356956;0.025834600094356956;background2
14.3;0.025827983252918695;0.025827983252918695;Sr ka
7.92;0.025793386320336186;0.025793386320336186;Cu
5.36;0.025610455856174174;0.025610455856174174;background1
16.62;0.025595990310655854;0.025595990310655854;background3
12;0.025233534812935585;0.025233534812935585;Br ka
20.08;-0.02511598636372206;0.02511598636372206;Rh ka Rayleigh
6.28;-0.02509000110761989;0.02509000110761989;Fe ka
11.08;0.025075868103955144;0.025075868103955144;background2
2.6;-0.024906046047272583;0.024906046047272583;Cl
4.94;0.024389700899533042;0.024389700899533042;background1
9.06;0.0241240380495956;0.0241240380495956;background2
11.96;0.023973147513445456;0.023973147513445456;Br ka
12.34;0.02390649510094645;0.02390649510094645;Br ka
11.8;0.023831533785086748;0.023831533785086748;Br ka
7.72;0.0238062845892494;0.0238062845892494;Cu
22.16;-0.02380059221852165;0.02380059221852165;Rh kb Compton
11.56;0.02379340455989652;0.02379340455989652;Br ka
10.52;0.023263130616807633;0.023263130616807633;background2
9.64;0.023204155885460452;0.023204155885460452;background2
14.9;-0.023152646583353614;0.023152646583353614;Rb kb
13.54;-0.023016066228556856;0.023016066228556856;Rb ka + Br kb
7.26;0.022964513234360464;0.022964513234360464;Fe kb
3.16;-0.022950886107395714;0.022950886107395714;K ka
15.06;-0.022930816955841034;0.022930816955841034;Rb kb
21.16;-0.02276838512723444;0.02276838512723444;Rh kb Compton
3.18;-0.02259509711593174;0.02259509711593174;K ka
14.98;-0.022526583996320827;0.022526583996320827;Rb kb
20.06;-0.0224319466838581;0.0224319466838581;Rh ka Rayleigh
3.38;-0.02213207929584866;0.02213207929584866;K ka
4.46;-0.022071038197195414;0.022071038197195414;background1
8.8;0.022015960915551684;0.022015960915551684;Zn
7.3;0.02192570183553239;0.02192570183553239;Cu
11.7;0.021911655879676105;0.021911655879676105;Br ka
8.3;0.021761647253682678;0.021761647253682678;Cu
5.48;0.02166266659931656;0.02166266659931656;background1
16.34;0.02162856571013374;0.02162856571013374;background3
11.4;0.021512671546277732;0.021512671546277732;background2
10.74;0.021462487820606148;0.021462487820606148;background2
12.58;0.02146161131372855;0.02146161131372855;Rb ka + Br kb
9.54;0.02127221408525401;0.02127221408525401;background2
11.68;0.021271010976889458;0.021271010976889458;Br ka
15.76;-0.02120179990953392;0.02120179990953392;background3
12.86;0.021143402273649244;0.021143402273649244;Rb ka + Br kb
10.72;0.020934860179722934;0.020934860179722934;background2
6.34;-0.020912231117229535;0.020912231117229535;Fe ka
14.86;-0.02090432028052557;0.02090432028052557;Rb kb
18.98;-0.020837574494137995;0.020837574494137995;Rh ka Compton
20.1;-0.02068919743710035;0.02068919743710035;Rh ka Rayleigh
4.04;-0.02068107707789007;0.02068107707789007;Ca kb
11.14;0.020644702323382773;0.020644702323382773;background2
6.16;0.02063657908443372;0.02063657908443372;Fe ka
16.92;-0.020634415399419927;0.020634415399419927;background3
10.88;0.02060812486234184;0.02060812486234184;background2
6.42;-0.020450840700450664;0.020450840700450664;Fe ka
9.42;0.020249624647281843;0.020249624647281843;background2
5.24;0.020137475695339455;0.020137475695339455;background1
7.32;0.02005162506137683;0.02005162506137683;Cu
7.06;0.020033009189188978;0.020033009189188978;Fe kb
10.34;0.020024514289114444;0.020024514289114444;background2
22.9;-0.01988243366159615;0.01988243366159615;Rh kb Rayleigh
20.14;-0.019849750700051943;0.019849750700051943;Rh ka Rayleigh
10.86;0.019712026985878903;0.019712026985878903;background2
6.24;0.019675267368652147;0.019675267368652147;Fe ka
10.94;0.019632558755091924;0.019632558755091924;background2
5.78;0.019610866792767728;0.019610866792767728;Mn
2.34;-0.01956453088901513;0.01956453088901513;S
15.54;0.019536841189473728;0.019536841189473728;background3
11.6;0.019505417891486722;0.019505417891486722;Br ka
14.96;-0.01942441237275623;0.01942441237275623;Rb kb
6.94;0.019368935342720668;0.019368935342720668;Fe kb
4.2;0.019326047882648304;0.019326047882648304;background1
20.16;-0.01929206654892756;0.01929206654892756;Rh ka Rayleigh
22.52;-0.0192753357422772;0.0192753357422772;Rh kb Rayleigh
9.8;0.019244197891509152;0.019244197891509152;background2
9.82;0.019195267458088562;0.019195267458088562;background2
5.72;0.019106695974304116;0.019106695974304116;Mn
11.34;0.018971648581663805;0.018971648581663805;background2
22.22;0.018951514070802155;0.018951514070802155;Rh kb Compton
15.42;0.01893373883669629;0.01893373883669629;background3
11.78;0.018841938836818596;0.018841938836818596;Br ka
18.42;-0.018837696650573697;0.018837696650573697;Rh ka Compton
2.84;-0.018781093314868845;0.018781093314868845;Cl
9.88;0.018777099569406576;0.018777099569406576;background2
10.18;0.018655996146074726;0.018655996146074726;background2
12.46;0.01862452383347567;0.01862452383347567;Br ka
8.4;0.01851072220272123;0.01851072220272123;Zn
14.94;-0.018466345414723258;0.018466345414723258;Rb kb
20.36;-0.01828946421729536;0.01828946421729536;Rh ka Rayleigh
20;-0.018263468361192775;0.018263468361192775;Rh ka Rayleigh
5.96;-0.018214034943507887;0.018214034943507887;Mn
14.16;0.018175713067786193;0.018175713067786193;Sr ka
2.14;-0.018101735426155206;0.018101735426155206;S
2.5;-0.018053745276564993;0.018053745276564993;Cl
8.62;-0.01802825380419352;0.01802825380419352;Zn
2.42;-0.018027416463938975;0.018027416463938975;Cl
9.22;0.01787424752345992;0.01787424752345992;background2
2.92;-0.01781618282122866;0.01781618282122866;Cl
17.92;0.017810363537571216;0.017810363537571216;Rh ka Compton
3.42;-0.01779901327731336;0.01779901327731336;K ka
6.46;-0.017796105378717876;0.017796105378717876;Fe ka
9.9;0.017780982126217235;0.017780982126217235;background2
9.14;0.017736278849361006;0.017736278849361006;background2
17;0.01761844133458051;0.01761844133458051;Rh ka Compton
17.08;-0.017563920478354544;0.017563920478354544;Rh ka Compton
11.92;0.01756005663898933;0.01756005663898933;Br ka
11.62;0.01755967326217134;0.01755967326217134;Br ka
22.92;-0.017545734908352473;0.017545734908352473;Rh kb Rayleigh
19.04;-0.01752541591955053;0.01752541591955053;Rh ka Compton
17.22;0.017469475839835318;0.017469475839835318;Rh ka Compton
10.08;0.017468522288591727;0.017468522288591727;background2
12.1;-0.01738850104760929;0.01738850104760929;Br ka
18.74;-0.01737284148440664;0.01737284148440664;Rh ka Compton
5.6;0.017288192086497404;0.017288192086497404;background1
20.04;-0.01726223812546585;0.01726223812546585;Rh ka Rayleigh
6.96;0.01722441341005999;0.01722441341005999;Fe kb
13.06;0.0171776291991436;0.0171776291991436;Rb ka + Br kb
21.34;-0.017173317640035417;0.017173317640035417;Rh kb Compton
19.3;0.017165129373998268;0.017165129373998268;Rh ka Compton
14.08;0.01716267624993535;0.01716267624993535;Sr ka
17.68;0.017101321086828873;0.017101321086828873;Rh ka Compton
8.48;0.01707156517693908;0.01707156517693908;Zn
7.56;0.01704974565515676;0.01704974565515676;Cu
6.32;-0.01691381775115163;0.01691381775115163;Fe ka
18.76;-0.016843389716781114;0.016843389716781114;Rh ka Compton
19.34;0.016780598686240815;0.016780598686240815;Rh ka Compton
6.64;0.01668132930132643;0.01668132930132643;Fe ka
22.46;-0.016622080528106643;0.016622080528106643;Rh kb Rayleigh
13.2;-0.016540032715770703;0.016540032715770703;Rb ka + Br kb
18.9;0.0165088186253221;0.0165088186253221;Rh ka Compton
13.22;-0.016451857819625836;0.016451857819625836;Rb ka + Br kb
22.5;-0.016411215450537194;0.016411215450537194;Rh kb Rayleigh
22.82;-0.016361030269896132;0.016361030269896132;Rh kb Rayleigh
2.38;-0.016256713109354923;0.016256713109354923;S
12.18;-0.016237951341845226;0.016237951341845226;Br ka
7.46;0.016236583483951364;0.016236583483951364;Cu
22.7;-0.016154957056605388;0.016154957056605388;Rh kb Rayleigh
8.78;-0.016149083621945583;0.016149083621945583;Zn
16.14;0.01614559645844965;0.01614559645844965;background3
8.26;0.016131136038764125;0.016131136038764125;Cu
9.02;0.016101941093032094;0.016101941093032094;background2
17.42;-0.01609740753966261;0.01609740753966261;Rh ka Compton
15.66;0.016075188104609856;0.016075188104609856;background3
19.9;-0.01598726799707914;0.01598726799707914;Rh ka Rayleigh
15.58;-0.015975917216504362;0.015975917216504362;background3
20.58;0.015941587248461824;0.015941587248461824;Rh ka Rayleigh
13.58;-0.01588891985849571;0.01588891985849571;Rb ka + Br kb
17.38;-0.01588622031814215;0.01588622031814215;Rh ka Compton
11;0.015879291409847177;0.015879291409847177;background2
11.12;0.01585721364394432;0.01585721364394432;background2
19.84;0.015747017436518372;0.015747017436518372;Rh ka Compton
7.62;0.01573618124261778;0.01573618124261778;Cu
9.4;0.015731190201431416;0.015731190201431416;background2
20.32;-0.015704142626904793;0.015704142626904793;Rh ka Rayleigh
12.64;0.015632342855504255;0.015632342855504255;Rb ka + Br kb
3.44;-0.015550021415101372;0.015550021415101372;K kb + Ca ka
17.58;-0.01548436514454913;0.01548436514454913;Rh ka Compton
4.5;0.015476576713103932;0.015476576713103932;background1
9.38;0.015458824338477357;0.015458824338477357;background2
7.16;0.015430034275957856;0.015430034275957856;Fe kb
9.66;0.015406899072958787;0.015406899072958787;background2
17.86;0.01529400375678526;0.01529400375678526;Rh ka Compton
8.64;-0.015289428636691468;0.015289428636691468;Zn
19.06;-0.015154563755657977;0.015154563755657977;Rh ka Compton
5.64;0.01513957472888233;0.01513957472888233;background1
9.74;0.01510837404010142;0.01510837404010142;background2
11.76;0.015104292536085945;0.015104292536085945;Br ka
22.54;-0.01509380522069973;0.01509380522069973;Rh kb Rayleigh
22.34;-0.015068880888797376;0.015068880888797376;Rh kb Rayleigh
15.4;-0.015007194878817258;0.015007194878817258;background3
13.02;0.014984691613016273;0.014984691613016273;Rb ka + Br kb
2.48;-0.014980896278109319;0.014980896278109319;Cl
9.96;0.014890938417129036;0.014890938417129036;background2
21.88;-0.014873656351646575;0.014873656351646575;Rh kb Compton
17.24;-0.014871090892985215;0.014871090892985215;Rh ka Compton
19.26;-0.014867678607904581;0.014867678607904581;Rh ka Compton
3.4;-0.01485726781195227;0.01485726781195227;K ka
19.32;-0.014851690109162655;0.014851690109162655;Rh ka Compton
16;0.014814221493650437;0.014814221493650437;background3
9.04;0.014806672868165898;0.014806672868165898;background2
8.66;-0.014789722708358252;0.014789722708358252;Zn
4.78;-0.01475663047059444;0.01475663047059444;background1
7.08;-0.014732217654955013;0.014732217654955013;Fe kb
3.14;-0.014698884473997345;0.014698884473997345;K ka
4.1;-0.014616441843910916;0.014616441843910916;Ca kb
13.62;0.014585466648984932;0.014585466648984932;Rb ka + Br kb
22.78;-0.014583109061680947;0.014583109061680947;Rh kb Rayleigh
5.34;0.014561569868734421;0.014561569868734421;background1
22.08;-0.014551723979677708;0.014551723979677708;Rh kb Compton
4.88;-0.01444994328501032;0.01444994328501032;background1
21.44;0.014448466203887888;0.014448466203887888;Rh kb Compton
12.96;0.014446679205139912;0.014446679205139912;Rb ka + Br kb
6.18;0.014411599026049002;0.014411599026049002;Fe ka
10.62;0.014405807683794812;0.014405807683794812;background2
5.68;0.014365079906696096;0.014365079906696096;background1
8.34;0.014309117523660762;0.014309117523660762;Zn
5.38;0.014298580287652539;0.014298580287652539;background1
8.92;0.014290099076548931;0.014290099076548931;background2
7.66;0.01427311597536714;0.01427311597536714;Cu
17.2;-0.014266744755425631;0.014266744755425631;Rh ka Compton
23.02;-0.01426159272704114;0.01426159272704114;Rh kb Rayleigh
16.12;0.01424339245613794;0.01424339245613794;background3
8;0.014237166743671804;0.014237166743671804;Cu
13.08;-0.014199607199290294;0.014199607199290294;Rb ka + Br kb
7.52;0.014198209529868262;0.014198209529868262;Cu
4.66;-0.014172729731876988;0.014172729731876988;background1
8.98;0.014157872111810712;0.014157872111810712;background2
22.72;-0.014087069044405017;0.014087069044405017;Rh kb Rayleigh
12.08;0.014013215549804295;0.014013215549804295;Br ka
2.54;-0.013975354414815316;0.013975354414815316;Cl
12.8;0.013920736181150657;0.013920736181150657;Rb ka + Br kb
16.32;0.013915240519573418;0.013915240519573418;background3
22.58;-0.013901746661174011;0.013901746661174011;Rh kb Rayleigh
7.44;0.013892227218711774;0.013892227218711774;Cu
7.74;0.013889005302933336;0.013889005302933336;Cu
19.48;-0.013782109444989046;0.013782109444989046;Rh ka Compton
5;0.013778454023827788;0.013778454023827788;background1
6.1;-0.013726940345030518;0.013726940345030518;Fe ka
10.96;0.01372257988234439;0.01372257988234439;background2
21.7;-0.013721063388642285;0.013721063388642285;Rh kb Compton
18.22;-0.013715723407070087;0.013715723407070087;Rh ka Compton
