Method_1;Method_2;RBO_Score
Permutation;LRC_perturbation;0.9636103799733333
Shap;Permutation;0.9561470635533332
Shap;LRC_perturbation;0.9561470635533332
Reg_Coefficient;Permutation;0.8554898803066666
Reg_Coefficient;LRC_perturbation;0.8511909858466666
Reg_Coefficient;Shap;0.8511470635533332
VIP_Score;LRC_perturbation;0.7980863803066667
VIP_Score;Permutation;0.7968757720966667
VIP_Score;Shap;0.7856131773033334
VIP_Score;Reg_Coefficient;0.7856131773033334
