energy;Reg_coef;Abs_Reg_coef;Zone
1.74;-0.034561881349104415;0.034561881349104415;Si
1.72;-0.0333495980785757;0.0333495980785757;Si
1.76;-0.032931928502589976;0.032931928502589976;Si
1.7;-0.027926632604050386;0.027926632604050386;Si
1.78;-0.02698393635190199;0.02698393635190199;Si
1.68;-0.020994652542014318;0.020994652542014318;Si
1.8;-0.02035057224916986;0.02035057224916986;Si
3.7;0.01918497368543296;0.01918497368543296;Ca ka
3.68;0.018855867331517583;0.018855867331517583;Ca ka
3.72;0.017555989628235513;0.017555989628235513;Ca ka
3.66;0.015895224657566504;0.015895224657566504;Ca ka
3.74;0.014549912869899638;0.014549912869899638;Ca ka
1.82;-0.013169177848310325;0.013169177848310325;Si
1.66;-0.012773306657636796;0.012773306657636796;Si
3.64;0.012260621297457022;0.012260621297457022;Ca ka
3.76;0.010781917968628806;0.010781917968628806;Ca ka
3.62;0.00809346064431155;0.00809346064431155;Ca ka
1.84;-0.008066624461898757;0.008066624461898757;Si
2.62;-0.007614513276650467;0.007614513276650467;Rh L + Ar
2.6;-0.007519941886072065;0.007519941886072065;Rh L + Ar
3.78;0.007226306001329738;0.007226306001329738;Ca ka
4;0.007203491778941258;0.007203491778941258;Ca kb
4.02;0.007058521839171712;0.007058521839171712;Ca kb
4.04;0.006546920362597694;0.006546920362597694;Ca kb
1.64;-0.0063658326789486136;0.0063658326789486136;Si
2.58;-0.006310283569411851;0.006310283569411851;Rh L + Ar
3.98;0.006302239680237911;0.006302239680237911;Ca kb
2.64;-0.006186014670400722;0.006186014670400722;Rh L + Ar
4.06;0.005657099585863565;0.005657099585863565;Ca kb
1.86;-0.005089838658857892;0.005089838658857892;P
3.6;0.005049432903876807;0.005049432903876807;Ca ka
3.96;0.005046173226485278;0.005046173226485278;Ca kb
2.56;-0.004893046953159428;0.004893046953159428;Rh L + Ar
2.66;-0.004497160784776603;0.004497160784776603;Rh L + Ar
3.8;0.004282072866539557;0.004282072866539557;Ca ka
3.4;-0.004236669593286583;0.004236669593286583;K
3.42;-0.004076790052343341;0.004076790052343341;K
3.28;0.004055697724567095;0.004055697724567095;K
3.26;0.0040199478894947455;0.0040199478894947455;K
3.94;0.00390773299937158;0.00390773299937158;Ca kb
4.08;0.0038190876892390006;0.0038190876892390006;Ca kb
3.3;0.003714650284558075;0.003714650284558075;K
3.38;-0.0035124074760171007;0.0035124074760171007;K
2.3;0.003437296628393483;0.003437296628393483;S
2.32;0.003300770638641813;0.003300770638641813;S
3.58;0.003264331556355415;0.003264331556355415;Ca ka
2.28;0.003169900612546932;0.003169900612546932;S
2.54;-0.0031063791094526364;0.0031063791094526364;Rh L + Ar
3.24;0.002973601027538494;0.002973601027538494;K
2.26;0.002871690111929394;0.002871690111929394;S
1.88;-0.002573136775964938;0.002573136775964938;P
3.44;-0.002558697294493837;0.002558697294493837;K
4.1;0.00233973049148565;0.00233973049148565;Ca kb
