Class;1.61;1.62;1.63;1.64;1.65;1.66;1.67;1.68;1.69;1.7;1.71;1.72;1.73;1.74;1.75;1.76;1.77;1.78;1.79;1.8;1.81;1.82;1.83;1.84;1.85;1.86;1.87;1.88;1.89;1.9;1.91;1.92;1.93
A;0.0029;0.0032;0.0039;0.0053;0.007733333;0.010533333;0.014566667;0.021733333;0.027333333;0.036066667;0.045233333;0.053566667;0.0607;0.067233333;0.0682;0.068733333;0.065666667;0.061166667;0.052866667;0.044733333;0.036433333;0.029766667;0.022766667;0.017433333;0.013066667;0.010066667;0.007366667;0.005666667;0.0044;0.003633333;0.003;0.002433333;0.002233333
A;0.002433333;0.003133333;0.003666667;0.005033333;0.006766667;0.0096;0.013933333;0.019766667;0.026433333;0.034133333;0.0432;0.0517;0.058033333;0.0633;0.0655;0.065233333;0.062766667;0.058466667;0.0506;0.042533333;0.034433333;0.0274;0.0218;0.0162;0.0124;0.009366667;0.006833333;0.005766667;0.004466667;0.003233333;0.002933333;0.002333333;0.0021
A;0.0031;0.0037;0.004866667;0.0069;0.0101;0.014033333;0.0203;0.028;0.0377;0.0485;0.060533333;0.071533333;0.0812;0.088666667;0.092966667;0.093366667;0.088233333;0.0814;0.071033333;0.060033333;0.048833333;0.0395;0.030733333;0.023366667;0.017233333;0.0129;0.009666667;0.007466667;0.005666667;0.004233333;0.0034;0.002733333;0.0023
A;0.0029;0.003333333;0.004433333;0.006433333;0.0095;0.013466667;0.018733333;0.026266667;0.035366667;0.045933333;0.056733333;0.067733333;0.0775;0.084;0.087466667;0.0878;0.0843;0.077466667;0.067333333;0.057066667;0.046666667;0.036866667;0.028366667;0.022033333;0.016066667;0.012266667;0.009233333;0.007266667;0.005133333;0.0039;0.003066667;0.0025;0.0023
A;0.0029;0.0036;0.0044;0.0056;0.0079;0.0118;0.016533333;0.022966667;0.0303;0.038966667;0.048633333;0.058033333;0.065;0.073066667;0.0747;0.075266667;0.072066667;0.065633333;0.0579;0.049;0.039133333;0.031266667;0.0249;0.0184;0.0141;0.011033333;0.008266667;0.0065;0.005033333;0.003866667;0.0032;0.002533333;0.002266667
A;0.003166667;0.003833333;0.0052;0.007066667;0.0102;0.0147;0.020933333;0.028933333;0.039066667;0.050433333;0.0625;0.074333333;0.085166667;0.0926;0.0948;0.095266667;0.092066667;0.082466667;0.073533333;0.062166667;0.0508;0.040566667;0.031266667;0.023766667;0.0175;0.0131;0.0101;0.0076;0.0057;0.004433333;0.003366667;0.002633333;0.002166667
A;0.0029;0.0035;0.004566667;0.0064;0.009;0.013266667;0.018666667;0.0262;0.034666667;0.0448;0.0552;0.0667;0.0749;0.0809;0.085833333;0.085666667;0.080633333;0.074366667;0.065633333;0.054766667;0.045233333;0.0353;0.0278;0.021066667;0.0158;0.0121;0.008866667;0.0069;0.005066667;0.004;0.003233333;0.002466667;0.002066667
A;0.003033333;0.0034;0.004533333;0.0062;0.0089;0.0125;0.017266667;0.0248;0.032766667;0.042466667;0.0531;0.063466667;0.0719;0.0783;0.081966667;0.0814;0.077133333;0.070366667;0.061633333;0.052666667;0.042866667;0.034166667;0.0266;0.019733333;0.015633333;0.011666667;0.008333333;0.006633333;0.005;0.003933333;0.003266667;0.002466667;0.0024
A;0.002966667;0.003066667;0.0037;0.0052;0.007366667;0.0102;0.014566667;0.020133333;0.0264;0.034833333;0.043366667;0.050633333;0.058133333;0.0631;0.066866667;0.065233333;0.062666667;0.0582;0.050433333;0.0433;0.0352;0.0283;0.022366667;0.016933333;0.012933333;0.009566667;0.0072;0.0061;0.0044;0.003766667;0.002933333;0.0025;0.002233333
A;0.0029;0.0034;0.004433333;0.0058;0.008733333;0.012733333;0.0176;0.024433333;0.033433333;0.042733333;0.053166667;0.063133333;0.070733333;0.078833333;0.0816;0.080333333;0.076866667;0.0711;0.0618;0.052733333;0.0432;0.034433333;0.027133333;0.019533333;0.0153;0.011333333;0.0084;0.006566667;0.0053;0.003933333;0.002966667;0.0026;0.002166667
A;0.002966667;0.003333333;0.0043;0.0058;0.008266667;0.011666667;0.016633333;0.0231;0.031533333;0.039833333;0.0506;0.0599;0.0683;0.074666667;0.077233333;0.077933333;0.073933333;0.0672;0.059066667;0.050566667;0.040333333;0.032833333;0.025266667;0.0187;0.014733333;0.0112;0.008433333;0.006166667;0.004766667;0.003933333;0.003066667;0.002566667;0.0023
A;0.002766667;0.0028;0.003666667;0.004966667;0.006933333;0.010133333;0.0142;0.020166667;0.026766667;0.0345;0.0437;0.0508;0.059566667;0.064666667;0.0677;0.0663;0.064066667;0.058;0.050833333;0.043533333;0.0358;0.0276;0.0215;0.016933333;0.012533333;0.009533333;0.007166667;0.005366667;0.004466667;0.003666667;0.002833333;0.002466667;0.0021
A;0.0024;0.0028;0.003533333;0.004466667;0.006533333;0.009;0.012766667;0.0182;0.0232;0.030966667;0.037233333;0.045233333;0.051366667;0.056833333;0.059266667;0.058433333;0.057266667;0.0516;0.045033333;0.037766667;0.031666667;0.0252;0.018533333;0.0148;0.011;0.008666667;0.0067;0.005266667;0.003966667;0.003266667;0.0025;0.002266667;0.002133333
A;0.003166667;0.0036;0.004733333;0.0063;0.0091;0.0133;0.019133333;0.026133333;0.034433333;0.045;0.056633333;0.0669;0.075233333;0.0826;0.0867;0.0863;0.081633333;0.075666667;0.066533333;0.055533333;0.045233333;0.035966667;0.027333333;0.0211;0.0159;0.012066667;0.009066667;0.007;0.005333333;0.004166667;0.003166667;0.002633333;0.002333333
A;0.002933333;0.003333333;0.004366667;0.0059;0.008466667;0.011766667;0.016666667;0.023033333;0.031;0.0398;0.050533333;0.0589;0.0679;0.074433333;0.076666667;0.077066667;0.073933333;0.067633333;0.059166667;0.049966667;0.041733333;0.032266667;0.025633333;0.019;0.0144;0.011266667;0.008466667;0.006233333;0.005166667;0.003833333;0.003333333;0.002766667;0.002366667
A;0.003166667;0.003866667;0.0051;0.006833333;0.010166667;0.015;0.021233333;0.028966667;0.0393;0.050566667;0.062566667;0.0747;0.085233333;0.091833333;0.095466667;0.096233333;0.092033333;0.0837;0.074033333;0.062133333;0.051533333;0.0404;0.031166667;0.023466667;0.0179;0.013533333;0.010066667;0.007166667;0.005833333;0.004366667;0.0034;0.002666667;0.0022
A;0.0024;0.0028;0.003533333;0.0049;0.006133333;0.008533333;0.0122;0.017533333;0.022366667;0.0293;0.037233333;0.044533333;0.049533333;0.0535;0.057066667;0.056566667;0.053333333;0.049533333;0.042166667;0.037533333;0.0304;0.023666667;0.018733333;0.014566667;0.010533333;0.008766667;0.0066;0.005233333;0.004333333;0.0034;0.002766667;0.002333333;0.0021
B;0.003;0.003466667;0.004566667;0.0061;0.008666667;0.012433333;0.0176;0.0249;0.034133333;0.043333333;0.054766667;0.065166667;0.074933333;0.082666667;0.086133333;0.086933333;0.083266667;0.076133333;0.067166667;0.056366667;0.0457;0.036433333;0.0284;0.021766667;0.016566667;0.012133333;0.0093;0.006966667;0.005566667;0.004066667;0.003333333;0.002666667;0.0021
B;0.003;0.003333333;0.004466667;0.0061;0.0083;0.011933333;0.0173;0.023566667;0.032033333;0.041666667;0.052433333;0.062933333;0.072033333;0.0781;0.0815;0.081966667;0.078733333;0.073366667;0.062833333;0.0539;0.0442;0.035333333;0.027666667;0.0207;0.015366667;0.011733333;0.009;0.006633333;0.005266667;0.004066667;0.003133333;0.002766667;0.0023
B;0.0028;0.003433333;0.0043;0.005733333;0.008633333;0.012166667;0.0173;0.0245;0.0326;0.0429;0.053333333;0.0634;0.0732;0.080033333;0.084233333;0.0835;0.079566667;0.0737;0.064333333;0.0546;0.044733333;0.0348;0.0273;0.020533333;0.015666667;0.011433333;0.008833333;0.006566667;0.005033333;0.003833333;0.0032;0.002566667;0.0023
B;0.003;0.003133333;0.004166667;0.005733333;0.0074;0.010833333;0.0155;0.0215;0.028933333;0.037266667;0.0467;0.056066667;0.064133333;0.070333333;0.0731;0.0731;0.070033333;0.064466667;0.0574;0.048433333;0.039266667;0.031266667;0.0241;0.0185;0.013566667;0.0106;0.008066667;0.006066667;0.004833333;0.003766667;0.0031;0.0026;0.0025
