Class;4.18;4.19;4.2;4.21;4.22;4.23;4.24;4.25;4.26;4.27;4.28;4.29;4.3;4.31;4.32;4.33;4.34;4.35;4.36;4.37;4.38;4.39;4.4;4.41;4.42;4.43;4.44;4.45;4.46;4.47;4.48;4.49;4.5;4.51;4.52;4.53;4.54;4.55;4.56;4.57;4.58;4.59;4.6;4.61;4.62;4.63;4.64;4.65;4.66;4.67;4.68;4.69;4.7;4.71;4.72;4.73;4.74;4.75;4.76;4.77
A;0.0062;0.006066667;0.005866667;0.005866667;0.0064;0.006333333;0.006333333;0.006533333;0.006533333;0.006733333;0.006833333;0.007066667;0.007466667;0.007466667;0.0074;0.0082;0.008533333;0.009833333;0.0107;0.012766667;0.015133333;0.019266667;0.023933333;0.0316;0.039466667;0.0517;0.066333333;0.083466667;0.102733333;0.124766667;0.1473;0.171133333;0.192;0.207966667;0.221466667;0.230066667;0.2325;0.2273;0.214933333;0.2022;0.181033333;0.1617;0.1377;0.115333333;0.0955;0.079933333;0.063766667;0.052766667;0.043166667;0.035833333;0.030333333;0.026566667;0.022666667;0.020633333;0.019133333;0.017766667;0.016966667;0.016;0.0155;0.014633333
A;0.005766667;0.0059;0.0061;0.005933333;0.005866667;0.0064;0.0066;0.006533333;0.006366667;0.0064;0.006866667;0.0068;0.007233333;0.0073;0.007833333;0.008033333;0.008566667;0.0092;0.010466667;0.011766667;0.014;0.0174;0.021766667;0.028666667;0.036866667;0.0475;0.061033333;0.077066667;0.095366667;0.115133333;0.139633333;0.1593;0.1798;0.198066667;0.210466667;0.2193;0.2185;0.215666667;0.203633333;0.1906;0.172166667;0.153333333;0.132833333;0.110766667;0.092;0.0752;0.0621;0.049766667;0.0419;0.034866667;0.0287;0.026;0.022933333;0.020866667;0.018033333;0.0172;0.016566667;0.015333333;0.0145;0.014
A;0.004866667;0.004966667;0.005066667;0.0049;0.0051;0.005266667;0.005333333;0.0057;0.005533333;0.005833333;0.005766667;0.0058;0.006133333;0.006133333;0.0064;0.0067;0.007;0.007433333;0.007966667;0.009;0.010466667;0.0122;0.014733333;0.018233333;0.023;0.0289;0.035566667;0.0447;0.0541;0.0656;0.0767;0.0882;0.0995;0.108;0.115233333;0.117833333;0.118666667;0.116966667;0.111166667;0.103266667;0.093833333;0.083133333;0.0718;0.0608;0.050833333;0.0417;0.0347;0.029166667;0.024133333;0.020333333;0.0175;0.015466667;0.0141;0.012833333;0.0121;0.0116;0.011033333;0.010533333;0.0105;0.010033333
A;0.005033333;0.0048;0.005;0.0048;0.005066667;0.005166667;0.0052;0.0055;0.005466667;0.005633333;0.005766667;0.005933333;0.005933333;0.006266667;0.006433333;0.006733333;0.007133333;0.0075;0.008;0.009133333;0.0104;0.012433333;0.014533333;0.018133333;0.022466667;0.0286;0.036566667;0.044633333;0.054933333;0.0666;0.077266667;0.0891;0.099;0.107766667;0.117;0.1196;0.121433333;0.119;0.1134;0.105433333;0.096933333;0.083666667;0.072866667;0.062;0.0519;0.042366667;0.034866667;0.0287;0.024666667;0.0204;0.017466667;0.015866667;0.014266667;0.012666667;0.011933333;0.011233333;0.0106;0.010766667;0.010366667;0.0098
A;0.0057;0.005533333;0.005566667;0.0056;0.005333333;0.0056;0.006066667;0.006166667;0.006066667;0.006566667;0.006466667;0.0067;0.006766667;0.006766667;0.007166667;0.0076;0.0078;0.009133333;0.0094;0.010533333;0.012466667;0.015833333;0.0192;0.024266667;0.031466667;0.040233333;0.051533333;0.0653;0.079;0.096633333;0.113866667;0.131066667;0.1484;0.160133333;0.171033333;0.176833333;0.178766667;0.1752;0.167466667;0.1536;0.1392;0.123266667;0.1071;0.090966667;0.0756;0.0628;0.0514;0.042166667;0.035333333;0.029333333;0.0252;0.0222;0.019533333;0.018033333;0.0164;0.015166667;0.014033333;0.013666667;0.0135;0.012766667
A;0.0051;0.005266667;0.0052;0.005433333;0.005833333;0.005633333;0.005866667;0.0058;0.0062;0.006066667;0.0061;0.0065;0.006533333;0.007166667;0.007033333;0.007166667;0.0079;0.008233333;0.008866667;0.0106;0.012166667;0.0148;0.018066667;0.022966667;0.0291;0.036966667;0.046833333;0.058766667;0.071566667;0.0867;0.1017;0.116633333;0.131166667;0.142533333;0.152966667;0.156933333;0.1585;0.154666667;0.1458;0.137966667;0.123766667;0.1098;0.0946;0.081133333;0.066666667;0.054033333;0.0443;0.035566667;0.029633333;0.024366667;0.020733333;0.017766667;0.0161;0.014333333;0.0136;0.013033333;0.011833333;0.011133333;0.011033333;0.010833333
A;0.004833333;0.004833333;0.004866667;0.0051;0.0051;0.0052;0.005233333;0.005466667;0.0054;0.005533333;0.0058;0.006066667;0.006066667;0.0065;0.0066;0.006866667;0.006933333;0.0076;0.008233333;0.009533333;0.010433333;0.013066667;0.016266667;0.019633333;0.0248;0.031566667;0.039466667;0.0495;0.061233333;0.072866667;0.086433333;0.0991;0.111033333;0.122166667;0.128466667;0.133933333;0.134966667;0.131333333;0.124333333;0.117366667;0.106166667;0.093133333;0.080133333;0.067833333;0.056933333;0.047033333;0.038666667;0.031633333;0.026333333;0.022133333;0.019;0.0163;0.014466667;0.013866667;0.0124;0.011866667;0.011066667;0.010766667;0.010333333;0.010266667
A;0.005733333;0.0056;0.006166667;0.005966667;0.006033333;0.005766667;0.006166667;0.0061;0.0063;0.0064;0.0068;0.006966667;0.007066667;0.007233333;0.0073;0.007666667;0.0085;0.0091;0.009666667;0.011566667;0.013866667;0.016666667;0.020566667;0.025966667;0.033433333;0.0434;0.055;0.0695;0.0863;0.104166667;0.124166667;0.141066667;0.158233333;0.172966667;0.185633333;0.191333333;0.192033333;0.189566667;0.181666667;0.166666667;0.151;0.1332;0.1166;0.098066667;0.080733333;0.067433333;0.054466667;0.044566667;0.0367;0.030833333;0.026433333;0.023433333;0.0201;0.0182;0.016866667;0.0157;0.015133333;0.014166667;0.013366667;0.0129
A;0.0062;0.006166667;0.006166667;0.006266667;0.0063;0.0063;0.006366667;0.006433333;0.006266667;0.006466667;0.006866667;0.007033333;0.007333333;0.007633333;0.007633333;0.007933333;0.008633333;0.009433333;0.010366667;0.012533333;0.015333333;0.018766667;0.023533333;0.030333333;0.038833333;0.0494;0.063433333;0.080866667;0.099833333;0.119766667;0.144433333;0.164633333;0.184633333;0.202766667;0.2152;0.224266667;0.2275;0.222333333;0.212266667;0.1975;0.1772;0.157366667;0.1348;0.114766667;0.094033333;0.0773;0.063433333;0.052833333;0.042833333;0.035566667;0.0304;0.025566667;0.022833333;0.020566667;0.018733333;0.018033333;0.0171;0.015766667;0.015366667;0.0143
A;0.005066667;0.005166667;0.0052;0.005133333;0.0053;0.0055;0.005333333;0.005566667;0.005833333;0.005733333;0.006133333;0.0064;0.006066667;0.0065;0.006433333;0.0071;0.007566667;0.0079;0.008766667;0.009933333;0.011333333;0.0138;0.0173;0.022033333;0.028166667;0.0356;0.045;0.057;0.0695;0.083866667;0.098966667;0.113133333;0.126933333;0.139366667;0.147933333;0.154666667;0.1534;0.150933333;0.144233333;0.134266667;0.121033333;0.107933333;0.092266667;0.078633333;0.065033333;0.052633333;0.044333333;0.034633333;0.029166667;0.0247;0.0212;0.0184;0.016633333;0.0149;0.014033333;0.012733333;0.0124;0.011733333;0.011366667;0.011
A;0.0056;0.0058;0.005466667;0.005466667;0.005633333;0.005966667;0.006066667;0.006233333;0.0062;0.006333333;0.006633333;0.007033333;0.0069;0.007066667;0.0073;0.007633333;0.008166667;0.0089;0.0101;0.0113;0.0141;0.0173;0.021233333;0.026333333;0.035166667;0.0453;0.0567;0.072133333;0.088266667;0.108;0.126533333;0.147066667;0.163366667;0.1784;0.1908;0.196566667;0.1971;0.194133333;0.1841;0.171233333;0.154466667;0.137266667;0.1175;0.099366667;0.082166667;0.0668;0.054833333;0.044233333;0.035933333;0.029233333;0.0248;0.021033333;0.018833333;0.017;0.015333333;0.015033333;0.013766667;0.0129;0.012566667;0.012433333
A;0.006;0.005633333;0.006133333;0.006;0.006166667;0.006366667;0.006433333;0.006366667;0.006566667;0.006766667;0.006666667;0.006933333;0.0073;0.007666667;0.007733333;0.008066667;0.008566667;0.008933333;0.0105;0.011933333;0.014133333;0.017766667;0.022166667;0.028733333;0.0375;0.047566667;0.060633333;0.0763;0.0955;0.1148;0.137933333;0.158166667;0.176866667;0.194733333;0.207433333;0.214566667;0.213633333;0.212166667;0.201133333;0.186933333;0.168766667;0.149233333;0.129333333;0.109366667;0.089833333;0.0741;0.060633333;0.049766667;0.0403;0.033466667;0.0281;0.0252;0.0225;0.019866667;0.018266667;0.016866667;0.0157;0.014866667;0.0139;0.013466667
A;0.0064;0.006333333;0.0061;0.0064;0.0064;0.0066;0.006633333;0.006466667;0.0068;0.007166667;0.0072;0.0073;0.0077;0.007733333;0.008266667;0.0089;0.009133333;0.010166667;0.0119;0.013433333;0.0172;0.020833333;0.026666667;0.035566667;0.046033333;0.061066667;0.0794;0.100366667;0.125033333;0.152066667;0.179766667;0.209733333;0.2377;0.259;0.277033333;0.2869;0.290633333;0.2802;0.268466667;0.252633333;0.228466667;0.196633333;0.169666667;0.144;0.120033333;0.0982;0.0797;0.063033333;0.051166667;0.041633333;0.035966667;0.029866667;0.0263;0.023233333;0.0213;0.019733333;0.0177;0.017033333;0.015733333;0.015233333
A;0.005133333;0.0052;0.005366667;0.0053;0.005633333;0.0056;0.0055;0.0058;0.005766667;0.0061;0.006266667;0.0064;0.006433333;0.0068;0.0069;0.007433333;0.007733333;0.008433333;0.009033333;0.010633333;0.011766667;0.0147;0.018466667;0.023766667;0.03;0.038433333;0.048633333;0.061666667;0.074866667;0.0908;0.107033333;0.1242;0.138933333;0.1512;0.159433333;0.166133333;0.167333333;0.1632;0.1555;0.143766667;0.130033333;0.1148;0.0986;0.084166667;0.069833333;0.057066667;0.0465;0.038433333;0.031266667;0.025233333;0.021866667;0.018366667;0.017133333;0.015566667;0.014166667;0.0133;0.012566667;0.0121;0.0114;0.011133333
