Class;2.52;2.53;2.54;2.55;2.56;2.57;2.58;2.59;2.6;2.61;2.62;2.63;2.64;2.65;2.66;2.67;2.68;2.69;2.7;2.71;2.72;2.73;2.74;2.75;2.76;2.77;2.78;2.79;2.8;2.81;2.82;2.83;2.84;2.85;2.86;2.87;2.88;2.89;2.9;2.91;2.92;2.93;2.94;2.95;2.96;2.97;2.98;2.99;3;3.01;3.02;3.03;3.04;3.05;3.06;3.07;3.08;3.09;3.1;3.11;3.12;3.13;3.14;3.15
A;0.002833333;0.002766667;0.002866667;0.003033333;0.003233333;0.003166667;0.0038;0.003933333;0.005033333;0.005766667;0.0068;0.0084;0.01;0.0119;0.013766667;0.016533333;0.0184;0.021166667;0.0224;0.0238;0.0238;0.024266667;0.023;0.022333333;0.020966667;0.019533333;0.0188;0.017033333;0.016633333;0.016266667;0.016233333;0.016833333;0.016866667;0.0168;0.017;0.017633333;0.0173;0.0176;0.0184;0.018833333;0.0194;0.020533333;0.020766667;0.022633333;0.0228;0.0236;0.023366667;0.022533333;0.021866667;0.020033333;0.0186;0.0168;0.014466667;0.012533333;0.010766667;0.009333333;0.008133333;0.007166667;0.0067;0.006133333;0.006066667;0.005766667;0.006333333;0.006233333
A;0.0027;0.002666667;0.002866667;0.002966667;0.003066667;0.003066667;0.003366667;0.004;0.004466667;0.005566667;0.006266667;0.007633333;0.009533333;0.0115;0.013933333;0.0161;0.018333333;0.020533333;0.022566667;0.023266667;0.023633333;0.023833333;0.022666667;0.0222;0.020366667;0.019066667;0.017666667;0.016833333;0.016366667;0.015733333;0.016166667;0.016466667;0.016233333;0.017233333;0.016566667;0.017333333;0.017566667;0.017933333;0.018333333;0.0188;0.0196;0.020966667;0.022266667;0.023166667;0.023766667;0.024966667;0.0248;0.023666667;0.023666667;0.0212;0.019366667;0.017;0.014766667;0.012866667;0.010566667;0.009366667;0.007366667;0.006666667;0.006133333;0.005833333;0.005633333;0.005866667;0.005766667;0.006166667
A;0.002366667;0.002333333;0.0026;0.002666667;0.002766667;0.003033333;0.0032;0.003366667;0.004133333;0.004933333;0.006166667;0.0074;0.0089;0.0104;0.012733333;0.015333333;0.0181;0.0193;0.0204;0.022133333;0.0219;0.022133333;0.021066667;0.019933333;0.018766667;0.017233333;0.016;0.015266667;0.014333333;0.0139;0.014133333;0.014033333;0.014033333;0.0146;0.014866667;0.015366667;0.015366667;0.015566667;0.016;0.017466667;0.018166667;0.019033333;0.020366667;0.021066667;0.0219;0.0228;0.022533333;0.021966667;0.0212;0.0194;0.017366667;0.0155;0.013833333;0.011866667;0.01;0.008533333;0.007366667;0.006233333;0.0057;0.005433333;0.0051;0.005266667;0.005433333;0.005633333
A;0.002433333;0.002566667;0.002633333;0.0025;0.002733333;0.002833333;0.003;0.003666667;0.004433333;0.005033333;0.006;0.007266667;0.009033333;0.011;0.0132;0.015133333;0.017666667;0.0193;0.020733333;0.021566667;0.022033333;0.021766667;0.0207;0.019866667;0.018833333;0.0173;0.0159;0.0152;0.0142;0.013733333;0.013766667;0.014066667;0.013866667;0.014633333;0.014766667;0.0149;0.0154;0.016266667;0.016766667;0.017166667;0.0181;0.0189;0.019866667;0.020766667;0.021733333;0.022533333;0.022033333;0.021766667;0.020733333;0.019033333;0.017466667;0.0154;0.0135;0.0114;0.009633333;0.0082;0.007166667;0.006166667;0.0056;0.005166667;0.004966667;0.004966667;0.005133333;0.005266667
A;0.002633333;0.0028;0.002766667;0.002866667;0.003;0.003133333;0.0037;0.003966667;0.0045;0.0058;0.006466667;0.008133333;0.009666667;0.0115;0.0138;0.016033333;0.018633333;0.020833333;0.022166667;0.0232;0.023633333;0.024;0.022766667;0.022166667;0.020266667;0.018633333;0.017666667;0.016533333;0.016;0.015466667;0.015033333;0.015766667;0.0158;0.0161;0.0161;0.016766667;0.0172;0.017;0.0176;0.0187;0.019666667;0.0206;0.0217;0.022166667;0.023633333;0.0245;0.024033333;0.023133333;0.022033333;0.0207;0.019233333;0.0168;0.015066667;0.012833333;0.010966667;0.0092;0.008066667;0.007233333;0.006433333;0.006;0.005833333;0.0061;0.0058;0.006366667
A;0.0025;0.0025;0.0028;0.0025;0.002933333;0.0029;0.003366667;0.003633333;0.004066667;0.0051;0.006366667;0.007366667;0.009166667;0.010966667;0.0135;0.0158;0.0176;0.018966667;0.021333333;0.022;0.022066667;0.022366667;0.022066667;0.021233333;0.018966667;0.018;0.016266667;0.0153;0.014433333;0.014366667;0.014033333;0.014466667;0.0144;0.015133333;0.015033333;0.015733333;0.015833333;0.0163;0.017066667;0.0171;0.018333333;0.019233333;0.0207;0.020866667;0.022133333;0.0229;0.022933333;0.022033333;0.0209;0.0195;0.017566667;0.016;0.013766667;0.0117;0.01;0.008633333;0.007066667;0.006466667;0.0058;0.0054;0.005166667;0.0051;0.0054;0.005533333
A;0.002566667;0.002466667;0.002333333;0.002666667;0.0028;0.002966667;0.0032;0.003533333;0.0039;0.0048;0.006066667;0.007466667;0.008633333;0.010766667;0.013;0.0146;0.016666667;0.018566667;0.020333333;0.0212;0.0217;0.021366667;0.0208;0.019766667;0.0186;0.017;0.015733333;0.0149;0.014266667;0.014066667;0.013833333;0.014033333;0.014233333;0.014333333;0.014866667;0.0154;0.015366667;0.0159;0.015866667;0.0171;0.017833333;0.0192;0.019533333;0.021366667;0.0217;0.0223;0.022233333;0.022233333;0.020933333;0.019166667;0.017333333;0.015433333;0.013066667;0.011233333;0.0095;0.008066667;0.007033333;0.006066667;0.0055;0.0051;0.0049;0.004866667;0.005;0.005066667
A;0.002666667;0.002766667;0.002733333;0.002866667;0.0029;0.003433333;0.003333333;0.004033333;0.0049;0.005233333;0.006566667;0.007933333;0.009433333;0.0116;0.0132;0.016066667;0.018766667;0.020733333;0.021933333;0.022633333;0.023366667;0.023366667;0.0231;0.0217;0.0202;0.018666667;0.017;0.016266667;0.015833333;0.015733333;0.015433333;0.015566667;0.015866667;0.015833333;0.016033333;0.0166;0.0167;0.017133333;0.017833333;0.018133333;0.018866667;0.0203;0.020966667;0.022333333;0.023;0.022566667;0.024;0.022633333;0.021866667;0.020166667;0.018466667;0.0166;0.014533333;0.0123;0.010566667;0.0093;0.007333333;0.006733333;0.006133333;0.0058;0.0057;0.005633333;0.005766667;0.006033333
A;0.0027;0.0027;0.002666667;0.003066667;0.0032;0.003433333;0.003566667;0.004133333;0.0049;0.006066667;0.006733333;0.0085;0.010266667;0.011666667;0.014266667;0.017066667;0.0188;0.020866667;0.0228;0.023633333;0.024266667;0.024066667;0.024166667;0.022566667;0.021166667;0.019966667;0.0185;0.0177;0.016766667;0.016766667;0.016366667;0.017;0.017;0.017333333;0.017533333;0.017266667;0.018133333;0.018666667;0.0184;0.0194;0.019633333;0.0211;0.0216;0.022633333;0.0239;0.024066667;0.024033333;0.023766667;0.0224;0.0207;0.018933333;0.016966667;0.0147;0.0127;0.011266667;0.008966667;0.0082;0.0072;0.006366667;0.006266667;0.005766667;0.0062;0.006133333;0.006166667
A;0.002566667;0.002266667;0.002566667;0.002466667;0.002733333;0.003033333;0.003133333;0.0037;0.004166667;0.005;0.006133333;0.0072;0.009;0.0109;0.0129;0.0152;0.017733333;0.0199;0.0213;0.022033333;0.0225;0.022033333;0.021733333;0.020433333;0.019166667;0.017533333;0.016466667;0.015233333;0.0149;0.0144;0.014666667;0.014233333;0.014633333;0.015233333;0.014966667;0.015533333;0.0161;0.016333333;0.0164;0.0174;0.018533333;0.019433333;0.020333333;0.021133333;0.022533333;0.0227;0.022866667;0.0216;0.021433333;0.019433333;0.017433333;0.0163;0.014233333;0.011433333;0.0101;0.008666667;0.007366667;0.006333333;0.005666667;0.0052;0.005366667;0.005033333;0.005266667;0.0056
A;0.0027;0.002633333;0.002733333;0.0028;0.003166667;0.003033333;0.0036;0.004133333;0.0047;0.005566667;0.006566667;0.0078;0.009933333;0.011533333;0.0143;0.0164;0.0185;0.020466667;0.022166667;0.0237;0.0241;0.023833333;0.023333333;0.022166667;0.020533333;0.019066667;0.017766667;0.016533333;0.016233333;0.015266667;0.015366667;0.015466667;0.0158;0.016266667;0.016466667;0.017;0.0169;0.0173;0.017933333;0.018533333;0.0194;0.0204;0.021433333;0.022566667;0.0227;0.0228;0.023366667;0.022833333;0.021866667;0.0201;0.017866667;0.016233333;0.014633333;0.012366667;0.010333333;0.008866667;0.0076;0.0068;0.0063;0.006;0.0056;0.005566667;0.005833333;0.005833333
A;0.002733333;0.002566667;0.002633333;0.002866667;0.002766667;0.003066667;0.003466667;0.0035;0.0044;0.005233333;0.006966667;0.0078;0.009333333;0.0111;0.013533333;0.015766667;0.017966667;0.020266667;0.022333333;0.0228;0.023966667;0.023766667;0.0231;0.0216;0.0201;0.0186;0.017766667;0.016666667;0.0164;0.016266667;0.016033333;0.015733333;0.016633333;0.016966667;0.017;0.017533333;0.017333333;0.017933333;0.0184;0.0191;0.019766667;0.0204;0.0225;0.022833333;0.024566667;0.0243;0.0245;0.023433333;0.022366667;0.0208;0.019133333;0.016433333;0.0148;0.012533333;0.010233333;0.009066667;0.007933333;0.006766667;0.006366667;0.005933333;0.0057;0.005333333;0.005866667;0.006
