Class;6.11;6.12;6.13;6.14;6.15;6.16;6.17;6.18;6.19;6.2;6.21;6.22;6.23;6.24;6.25;6.26;6.27;6.28;6.29;6.3;6.31;6.32;6.33;6.34;6.35;6.36;6.37;6.38;6.39;6.4;6.41;6.42;6.43;6.44;6.45;6.46;6.47;6.48;6.49;6.5;6.51;6.52;6.53;6.54;6.55;6.56;6.57;6.58;6.59;6.6;6.61;6.62;6.63;6.64;6.65;6.66;6.67;6.68;6.69;6.7;6.71;6.72;6.73;6.74;6.75;6.76
A;0.020866667;0.0215;0.0224;0.0226;0.022766667;0.024233333;0.025333333;0.0265;0.028233333;0.0309;0.034566667;0.04;0.047933333;0.060633333;0.077733333;0.101466667;0.139766667;0.184466667;0.2468;0.3273;0.431366667;0.551633333;0.704733333;0.880433333;1.071433333;1.284233333;1.5031;1.715733333;1.9224;2.100966667;2.242466667;2.338866667;2.395166667;2.3843;2.3223;2.218033333;2.061833333;1.877433333;1.6694;1.4515;1.233;1.024866667;0.836766667;0.661866667;0.522833333;0.397966667;0.301133333;0.226233333;0.165966667;0.122266667;0.089366667;0.067166667;0.0521;0.039766667;0.0328;0.027966667;0.025033333;0.022933333;0.022266667;0.021;0.020533333;0.019566667;0.019833333;0.0196;0.019733333;0.0196
A;0.0207;0.020566667;0.0217;0.021733333;0.0227;0.024033333;0.024433333;0.025633333;0.0276;0.030266667;0.0337;0.0391;0.0468;0.0589;0.075033333;0.099433333;0.132766667;0.177566667;0.240333333;0.317166667;0.4185;0.543266667;0.690933333;0.860833333;1.060033333;1.267366667;1.4833;1.7024;1.909366667;2.101366667;2.234566667;2.3399;2.3922;2.388366667;2.327466667;2.226066667;2.0717;1.8801;1.6767;1.4586;1.241733333;1.0347;0.838766667;0.671666667;0.526366667;0.4022;0.3036;0.225633333;0.166;0.1222;0.0896;0.066366667;0.050966667;0.040233333;0.032133333;0.0279;0.024366667;0.022366667;0.021566667;0.020766667;0.019633333;0.019666667;0.0192;0.019066667;0.019433333;0.0194
A;0.0159;0.016133333;0.016433333;0.0169;0.017233333;0.016933333;0.017933333;0.0185;0.0191;0.0205;0.022233333;0.0251;0.028766667;0.033933333;0.041566667;0.0532;0.0683;0.088266667;0.114366667;0.151133333;0.1947;0.250866667;0.3147;0.390833333;0.476366667;0.5665;0.661333333;0.755266667;0.843966667;0.922433333;0.983366667;1.026766667;1.051766667;1.0445;1.0196;0.974566667;0.9093;0.825933333;0.736466667;0.6429;0.548333333;0.456666667;0.375366667;0.2987;0.240566667;0.185833333;0.144166667;0.108;0.083033333;0.063866667;0.049266667;0.039133333;0.0315;0.0272;0.023933333;0.021733333;0.020033333;0.019333333;0.0187;0.018166667;0.018066667;0.017733333;0.017566667;0.017066667;0.0171;0.0172
A;0.015533333;0.0158;0.015766667;0.016266667;0.016366667;0.017066667;0.017466667;0.018466667;0.019;0.0205;0.022033333;0.0249;0.028333333;0.033866667;0.0417;0.053866667;0.0692;0.089566667;0.1169;0.153033333;0.198266667;0.255333333;0.3204;0.4003;0.4847;0.577366667;0.676733333;0.777566667;0.8656;0.945233333;1.009633333;1.0536;1.0787;1.0779;1.0523;1.002933333;0.934433333;0.8488;0.7645;0.6635;0.5682;0.4774;0.3879;0.313533333;0.248866667;0.192366667;0.1484;0.1142;0.086033333;0.065966667;0.051033333;0.040833333;0.033466667;0.027833333;0.024333333;0.022633333;0.020566667;0.0199;0.018933333;0.018566667;0.018533333;0.017766667;0.017666667;0.0172;0.0176;0.017166667
A;0.019333333;0.019966667;0.020433333;0.019933333;0.021266667;0.022133333;0.022366667;0.023966667;0.025;0.026366667;0.0303;0.034566667;0.040833333;0.0507;0.064733333;0.0844;0.111633333;0.147833333;0.198533333;0.2635;0.343;0.445433333;0.5603;0.697866667;0.852733333;1.0198;1.1919;1.3667;1.526733333;1.6751;1.7887;1.8697;1.906733333;1.9035;1.8585;1.771066667;1.6481;1.503666667;1.336366667;1.167166667;0.993266667;0.8281;0.6759;0.540233333;0.4236;0.327266667;0.246766667;0.1851;0.138266667;0.1014;0.076633333;0.057866667;0.043233333;0.034766667;0.029166667;0.025633333;0.0222;0.021266667;0.019833333;0.018966667;0.0189;0.018966667;0.0181;0.0185;0.018633333;0.0186
A;0.016033333;0.0172;0.0166;0.0173;0.016933333;0.017466667;0.018766667;0.019966667;0.0209;0.021466667;0.024233333;0.027066667;0.030933333;0.0381;0.0467;0.0598;0.077633333;0.1017;0.1347;0.1766;0.2278;0.293233333;0.3695;0.4561;0.558833333;0.6658;0.776933333;0.8849;0.9887;1.081733333;1.155833333;1.2073;1.2314;1.2261;1.194066667;1.1408;1.062933333;0.970933333;0.866733333;0.751733333;0.640166667;0.536433333;0.4383;0.3529;0.2778;0.2138;0.165333333;0.125466667;0.094433333;0.0728;0.054666667;0.042966667;0.034666667;0.029966667;0.025833333;0.022633333;0.0211;0.020066667;0.020033333;0.018733333;0.018766667;0.018233333;0.0182;0.0178;0.018233333;0.017933333
A;0.015366667;0.0157;0.016066667;0.016333333;0.0167;0.0171;0.0178;0.018466667;0.019733333;0.021166667;0.022666667;0.025833333;0.0299;0.035833333;0.044866667;0.057466667;0.073;0.0973;0.127966667;0.1713;0.2188;0.2809;0.3544;0.441033333;0.5382;0.635333333;0.743266667;0.850866667;0.9502;1.0388;1.106566667;1.158566667;1.181633333;1.177733333;1.1493;1.091;1.020433333;0.9299;0.830233333;0.721733333;0.6171;0.515466667;0.4223;0.3403;0.267833333;0.2085;0.1599;0.1221;0.092066667;0.070066667;0.054066667;0.042533333;0.0354;0.0294;0.025366667;0.0227;0.021233333;0.019966667;0.019666667;0.018933333;0.018466667;0.018066667;0.017966667;0.0178;0.017366667;0.017366667
A;0.019066667;0.0195;0.020166667;0.020533333;0.021333333;0.021966667;0.022233333;0.024433333;0.0257;0.027033333;0.031066667;0.035566667;0.0426;0.052266667;0.067833333;0.086833333;0.117266667;0.156;0.207266667;0.275666667;0.3586;0.466966667;0.5897;0.731333333;0.893833333;1.070766667;1.252866667;1.431933333;1.607566667;1.7541;1.877633333;1.957566667;1.999266667;1.9964;1.942133333;1.858333333;1.724933333;1.5698;1.3998;1.216266667;1.037833333;0.861833333;0.703433333;0.561566667;0.441533333;0.3384;0.255733333;0.193166667;0.143666667;0.105633333;0.0784;0.058666667;0.0444;0.036533333;0.030466667;0.026066667;0.023766667;0.022066667;0.020633333;0.020433333;0.019233333;0.0191;0.019266667;0.019233333;0.018733333;0.0189
A;0.021;0.022066667;0.021933333;0.022033333;0.023233333;0.024166667;0.0249;0.025933333;0.0281;0.0306;0.034033333;0.038866667;0.047933333;0.060166667;0.075566667;0.098533333;0.132433333;0.179066667;0.2407;0.319033333;0.419866667;0.540766667;0.687;0.858866667;1.048633333;1.254133333;1.465633333;1.6751;1.8772;2.0547;2.195;2.2961;2.346166667;2.339433333;2.289133333;2.181666667;2.029766667;1.852666667;1.648933333;1.432866667;1.219266667;1.018833333;0.829433333;0.6633;0.520533333;0.399833333;0.303033333;0.223766667;0.164933333;0.1222;0.0897;0.066666667;0.0507;0.0393;0.032266667;0.028033333;0.024433333;0.022933333;0.021433333;0.020833333;0.0205;0.020533333;0.019966667;0.019533333;0.0195;0.019733333
