model;method;k;mask_mode;f1_original;f1_masked;f1_drop;acc_original;acc_masked;acc_drop;probability_shift;zones_removed
mlp;SMX;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.023489;Fe ka
mlp;SMX;2;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.026303;"Fe ka; Ca ka"
mlp;SMX;3;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.022367;"Fe ka; Ca ka; Ti ka"
mlp;SMX;4;zero;1.0;0.99537;0.00463;1.0;0.99537;0.00463;0.083035;"Fe ka; Ca ka; Ti ka; Fe kb"
mlp;SMX;5;zero;1.0;0.99537;0.00463;1.0;0.99537;0.00463;0.098706;"Fe ka; Ca ka; Ti ka; Fe kb; Cu"
mlp;SMX;6;zero;1.0;0.99537;0.00463;1.0;0.99537;0.00463;0.110694;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si"
mlp;SMX;7;zero;1.0;0.916265;0.083735;1.0;0.916667;0.083333;0.163087;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn"
mlp;SMX;8;zero;1.0;0.925658;0.074342;1.0;0.925926;0.074074;0.166507;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P"
mlp;SMX;9;zero;1.0;0.990741;0.009259;1.0;0.990741;0.009259;0.165189;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1"
mlp;SMX;10;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.177721;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2"
mlp;SMX;11;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.193146;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K"
mlp;SMX;12;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.199424;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn"
mlp;SMX;13;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.208166;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni"
mlp;SMX;14;zero;1.0;0.99537;0.00463;1.0;0.99537;0.00463;0.268716;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni; Rh L + Ar"
mlp;SMX;15;zero;1.0;0.99537;0.00463;1.0;0.99537;0.00463;0.341804;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni; Rh L + Ar; sum Fe"
mlp;SMX;16;zero;1.0;0.976844;0.023156;1.0;0.976852;0.023148;0.34413;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni; Rh L + Ar; sum Fe; Fe ka + Ti ka"
mlp;SMX;17;zero;1.0;0.99537;0.00463;1.0;0.99537;0.00463;0.38651;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni; Rh L + Ar; sum Fe; Fe ka + Ti ka; Ca kb"
mlp;SMX;18;zero;1.0;0.82885;0.17115;1.0;0.833333;0.166667;0.446077;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni; Rh L + Ar; sum Fe; Fe ka + Ti ka; Ca kb; Cr"
mlp;SMX;19;zero;1.0;0.328202;0.671798;1.0;0.49537;0.50463;0.476537;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni; Rh L + Ar; sum Fe; Fe ka + Ti ka; Ca kb; Cr; Ti kb"
mlp;SMX;20;zero;1.0;0.326144;0.673856;1.0;0.490741;0.509259;0.485221;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni; Rh L + Ar; sum Fe; Fe ka + Ti ka; Ca kb; Cr; Ti kb; S"
mlp;SMX;21;zero;1.0;0.328202;0.671798;1.0;0.49537;0.50463;0.485565;"Fe ka; Ca ka; Ti ka; Fe kb; Cu; Si; Mn; P; background1; background2; K; Zn; Ni; Rh L + Ar; sum Fe; Fe ka + Ti ka; Ca kb; Cr; Ti kb; S; Al"
mlp;SHAP;1;zero;1.0;1.0;0.0;1.0;1.0;0.0;0.023489;Fe ka
mlp;SHAP;2;zero;1.0;0.990741;0.009259;1.0;0.990741;0.009259;0.093588;"Fe ka; Fe kb"
mlp;SHAP;3;zero;1.0;0.99537;0.00463;1.0;0.99537;0.00463;0.10632;"Fe ka; Fe kb; Ca ka"
mlp;SHAP;4;zero;1.0;0.930264;0.069736;1.0;0.930556;0.069444;0.155578;"Fe ka; Fe kb; Ca ka; Mn"
mlp;SHAP;5;zero;1.0;0.990741;0.009259;1.0;0.990741;0.009259;0.123432;"Fe ka; Fe kb; Ca ka; Mn; Ti ka"
mlp;SHAP;6;zero;1.0;0.939687;0.060313;1.0;0.939815;0.060185;0.15269;"Fe ka; Fe kb; Ca ka; Mn; Ti ka; Cr"
mlp;SHAP;7;zero;1.0;0.911424;0.088576;1.0;0.912037;0.087963;0.168122;"Fe ka; Fe kb; Ca ka; Mn; Ti ka; Cr; K"
mlp;SHAP;8;zero;1.0;0.887618;0.112382;1.0;0.888889;0.111111;0.210435;"Fe ka; Fe kb; Ca ka; Mn; Ti ka; Cr; K; Rh L + Ar"
mlp;SHAP;9;zero;1.0;0.833856;0.166144;1.0;0.837963;0.162037;0.238857;"Fe ka; Fe kb; Ca ka; Mn; Ti ka; Cr; K; Rh L + Ar; Ca kb"
